,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Pressure,Feature 10
28,PD77200,Bristan Blueberry Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,132.37,"Combining angles and curves for a modern look, the Bristan Blueberry monobloc sink mixer is made of tough brass and finished in chrome. Suitable for use in all plumbing systems, this deck-mounted tap is simple to install and includes a large, tactile handle for ease of use.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Blueberry Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/00/NW-D77200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_EFSNK_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77200_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77200_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PQ04011,Hansgrohe Focus M41 single lever kitchen sink mixer tap Chrome Plated,Hansgrohe,379.04,"Swivelling for convenient use while working in the kitchen, this Hansgrohe Focus M41 single lever kitchen mixer with 204mm projection is built using ceramic cartridge technology for ease of use. This smart tap is made of brass with an attractive chrome-plated finish.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Hansgrohe Focus M41 single lever kitchen sink mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/11/NW-Q04011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q04011_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Focus_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PQ40039,Hansgrohe Focus M41 kitchen mixer tap Chrome Plated,Hansgrohe,238.74,"The Hansgrohe Focus M41 kitchen mixer has a smoothly organic design with precision edges for a smartly modern look. Incorporating AirPower technology, this tap delivers gently aerated, soft and splash-free water along with a 360° swivel movement for convenient comfort. With QuickClean technology, this deck-mounted kitchen tap resists limescale with minimal cleaning effort, maintaining its chrome finish and precision delivery for longer.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Hansgrohe Focus M41 kitchen mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/39/NW-Q40039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Focus_M41_31806000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Mixer_Assy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Handle_Svs_Instrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD76432,Bristan Monza Easyfit Kitchen Sink Mixer Tap Brushed Nickel,Bristan,188.85,"The modern Bristan Monza mono sink mixer works well in any plumbing system, performing best in balanced pressure. Highly robust, this deck-mounted tap is made of brass with a smart nickel finish and is operated using simple lever handles.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Monza Easyfit Kitchen Sink Mixer Tap Brushed Nickel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/32/NW-D76432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76432_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Monza_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Monza_BN_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD77415,Bristan Monza easyfit sink mixer tap Chrome,Bristan,176.28,"The modern Bristan Monza mono sink mixer works well in any plumbing system, performing best in balanced pressure. Highly robust, this deck-mounted tap is made of brass with a smart chrome finish and is operated using simple lever handles.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Monza easyfit sink mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/15/NW-D77415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77415_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Monza_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Monza_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PB08915,* NAB MATESE MONOBLOC KITCHEN TAP,Nabis,57.52,"A convenient choice for a busy family kitchen, the Nabis Matese monobloc kitchen tap has a handy swivel spout and incorporates ceramic disc technology for smooth, precision control. Finished in neat, clean chrome, this deck-mounted mixer tap is supplied with flexible tails and a metal fixing nut, ensuring installation is easy and secure.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> * NAB MATESE MONOBLOC KITCHEN TAP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/15/NW-B08915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 17 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_MonoKitchenMixer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD88218,Bristan Value monobloc sink mixer Chrome,Bristan,120.55,"Combining economy and practicality, the Bristan Value high arc sink mixer is made of a tough brass with a hardwearing chrome finish. Fitted with easy to use 3"" metal handles with ceramic disc technology for precise control, this deck-mounted dual flow tap provides a 210mm spout projection.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Value monobloc sink mixer Chrome,,Sink mixer;3inch (76mm) metal lever handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/18/NW-D88218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88218_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88218_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88218_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PG75794,Carron Phoenix Zeno tap,Carron Phoenix,47.8,"A simple single lever design, the Carron Phoenix Zeno kitchen mixer tap will complement any kitchen design, traditional or modern. Finished in clean, glossy chrome, the Zeno has a low profile silhouette with L-type spout.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Carron Phoenix Zeno tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/94/G75794_wm.jpg,,,,,,,Chrome,7lpm @ 1bar,0.5,0.5-1.2 bar,N/A,Zeno,Low Profile,5 year (1 year on parts),N,214,Medium,No,Yes,Yes,L Spout,Surface Mount,Single Lever,Brass,1,115.0363.799,Tap,N,Low profile design,Surface mounted fitting,With L-shaped spout,Chrome finish,5 year warranty on tap,1 year warranty on parts,,,,,
36,PD88202,Bristan Value club monobloc sink mixer Chrome,Bristan,96.99,"Combining economy and practicality, the Bristan Value high arc sink mixer is made of a tough brass with a hardwearing chrome finish. Fitted with easy to use metal handles, this deck-mounted dual flow tap provides a 210mm spout projection.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Value club monobloc sink mixer Chrome,,Sink mixer;Metal handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/02/NW-D88202_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88202_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88202_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88202_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD80817,Bristan Monza Easyfit mono sink mixer Black,Bristan,195.87,"A modern swan neck design in striking black, the Bristan EasyFit Mono kitchen sink mixer will sit well in contemporary kitchens with an industrial edge. Built for durability, this smart sink-mounted kitchen mixer tap has robust ceramic disc valves and a metal fixing nut in addition to its robust brass construction.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Monza Easyfit mono sink mixer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/17/D80817_wm.jpg,,,,,,,Black,9.5LPM @ 0.3Bar,0.3,Max 65,192,Monza,Modern,10 Years,N,225,Low,No,Yes,Yes,Swan Neck,Sink Mounted,Lever,Brass,1,MZ SNK EF BLK,Kitchen Tap,N,Brass construction,Statement black finish,Swan neck design,"Long-life, easy-use quarter-turn disc valves",Metal fixing nut aids durability,Easyfit base for simple installation,Flexible tails included,10 year warranty,,,
38,PC03131,Bristan Artisan sink mixer tap and pop out spray Chrome,Bristan,401.56,The Bristan Artisan sink mixer is compatible with all plumbing systems. This modern deck-mounted chrome kitchen mixer offers easy use via smooth ceramic disc technology and is supplied with flexible tails.,Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Artisan sink mixer tap and pop out spray Chrome,,Sink mixer;Aerator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/31/NW-C03131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C03131_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C03131_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C03131_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PD77209,Bristan Apricot sink mixer tap with pull out spray,Bristan,267.4,"Ideal for busy family kitchens, the Bristan Apricot sink mixer includes a pull-out hose with push button spray for rinsing dishes and prepping food. Finished in chrome, this neat mixer includes a ceramic cartridge for smooth operation and is suitable for use in any plumbing system.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Apricot sink mixer tap with pull out spray,,"Sink mixer;2x check valves;1x fixing kit,Flexible tails",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/09/NW-D77209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77209_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77209_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77209_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD77201,Bristan Raspberry Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,142.31,"The Bristan Raspberry monobloc sink mixer brings together an elegantly curved spout with a large-sized tactile flat handle, all with a chrome finish. Deck-mounted, this kitchen tap is suitable for use in all plumbing systems.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Raspberry Easyfit Kitchen Sink Mixer Tap Chrome,,Monobloc sink mixer;EasyFit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/01/NW-D77201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77201_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Raspberry_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77201_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD81027,Bristan Renaissance Easyfit kitchen sink mixer tap Chrome,Bristan,265.59,"Inspired by historic Italian design, the deck-mounted Bristan Renaissance EasyFit sink mixer tap has a chrome finish with statement porcelain touches throughout. Suitable for use in any plumbing system, this tough brass high arc tap performs particularly well in a balanced supply.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Renaissance Easyfit kitchen sink mixer tap Chrome,,Sink mixer;Easy fit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/27/NW-D81027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Renaissance_SNK_C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Renaissance_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D81027_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PG09093,Carron Phoenix Savoy kitchen mixer tap Chrome Plated,Carron Phoenix,143.51,"Blending form and functionality, the Carron Phoenix kitchen mixer tap has an elegant swan spout and single operating lever for an understated look. Finished in chrome, this clean-lined kitchen tap is suitable for deck mounting.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Carron Phoenix Savoy kitchen mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/93/G09093_wm.jpg,,,,,,,Chrome,"Hot flow rate 5lpm @ 0.5 bar, 15.44 lpm @ 5 bar",0.5,Recommended hot water supply temp 65 degrees,189mm (spout reach),Savoy,Modern,5 Years,N,45,Medium,No,N/A,Yes,Swan Neck,Deck Mounted,Single Lever,Brass,0,115.0254.455,Monobloc Tap,N,Brass construction,Chrome-plated finish,Suitable for all plumbing systems,With mixer flow,Maximum water supply pressure of 5 bar,Single lever handle,Quarter-turn operation,Deck-mounted installation,Swan neck,Dual,5 year warranty
43,PG77439,Rangemaster AquaPace 40 single lever monobloc tap - Chrome finish,Rangemaster,80.89,"A practical choice for economical installations, the Rangemaster AquaPace 40 monobloc mixer kitchen tap blends robust construction with a smart chrome finish. Swivelling to cover dual sinks, this compact, streamlined tap is operated via a single lever fitted with a 40mm ceramic disc cartridge for smooth, dripless use.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Rangemaster AquaPace 40 single lever monobloc tap - Chrome finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/39/G77439_wm.jpg,,,,,,,Chrome,19.6,0.2,0-100,265,,Classic,5 Years,N,48,Low,No,No,Yes,Swivel,Standard,Single Lever,Brass,1,TAQPACE40CM,Tap,N,Brass construction,Chrome finish,Swivel action,Single lever operation,With honeycomb aerator,With anti-splash spout,WRAS approved,5 year warranty,,,
44,PC75159,PEGLER EBRO 4G4127 SL MONO SINK MIXER,Pegler,148.98,"Operated via a single top lever with ceramic disc technology, the Pegler Yorkshire Ebro monobloc sink mixer tap has a dual action mixing valve for easy control of flow and temperature. Finished in high-shine chrome, this deck-mounted mixer has a handy swivel spout for use over two sinks.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> PEGLER EBRO 4G4127 SL MONO SINK MIXER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-C75159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PD77412,Bristan Quest Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,193.97,"Built to last, the modern Bristan Quest mono sink mixer is made of tough brass with a durable chrome surface. This curved, deck-mounted mixer is compatible with all plumbing systems and features ceramic cartridge control for ease of use and EasyFit for simple installation.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Quest Easyfit Kitchen Sink Mixer Tap Chrome,,Mono sink mixer;EasyFit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/12/NW-D77412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Quest_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77412_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Quest_Sink_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD77413,Bristan Artisan Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,285.53,"The Bristan Artisan mono sink mixer is compatible with all plumbing systems, performing best in a balanced system. This modern deck-mounted chrome kitchen mixer offers easy use via smooth ceramic disc technology and simple installation via EasyFit.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Bristan Artisan Easyfit Kitchen Sink Mixer Tap Chrome,,Mono sink mixer;EasyFit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/13/NW-D77413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Artisan_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77413_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Artisan_EF_C_BN_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PG69908,Carron Phoenix Dante kitchen tap Chrome Plated,Carron Phoenix,252.08,"Gracefully designed with a swan neck spout, the Carron Phoenix Dante kitchen sink mixer tap has a high shine chrome-plated finish. Offering comfortable, ergonomic use, this mixer includes a 360° swivel action for easy targeted use, ideal for for prep and rinsing.",Bathrooms and Kitchens/Kitchen/Kitchen Monobloc Taps/Kitchen Monobloc Taps.csv -> Carron Phoenix Dante kitchen tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/08/NW-G69908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Dante_Spec_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Dante_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Carron_Phoenix_Dante_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carron_Phoenix_Developer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
