,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Hazardous,Dimensions mm (H x W x D),Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Colour,Range,Material,Size
22,PN20703,"JET Range 73 73/267/1 back thermostat cupped x female 0/120c 4"" 100mm",JET Range,56.21,"Supplied with solid brass pockets, the JET Range 73 100mm bi-metal pipeline thermometer includes a process connection of 1/2"" BSP. Pockets are produced as an interference fit on the brass stem to provide high levels of sensitivity and thermometers shouldn't be installed without the included pocket or a separately supplied version. Ensure that thermometers are kept dry and clean and within a temperature range of -20 to +60°C, protected from impact damage. Thermometers measure the temperature experienced by the sensor probe so it is vital that the probe is fully immersed into the flow of the pipeline or vessel with correct nominal range and stem lengths selected ahead of installation.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 73/267/1 back thermostat cupped x female 0/120c 4"" 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/03/N20703_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Thermometer_Pockets_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Bimetal_Thermometer_Instructions.pdf,,,,,,,,,,,,,,,
23,PN20592,"JET Range 73 vertical pressure gauge 4"" 0-6bar",JET Range,38.49,"Made of steel with BSP connections, this 100mm JET Range 73 vertical bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 vertical pressure gauge 4"" 0-6bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/92/NW-N20592_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,
24,PN20513,"JET Range 73 73/259/0 horizontal pressure gauge 2"" 0-16bar",JET Range,13.26,"Made of steel with BSP connections, this 50mm JET Range 73 horizontal bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 73/259/0 horizontal pressure gauge 2"" 0-16bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/13/N20513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,
25,PN20712,JET Range 73 push on pocket 100mm Brass,JET Range,24.1,A JET Range 100mm spare brass push fit pocket for 100mm dial thermometers.,Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 push on pocket 100mm Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/12/NW-N20712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Bimetal_Thermometer_Instructions.pdf,,,,,,,,,,,,,,,,,
26,PK65938,Rubinetterie extension kit (for BBV) 50mm,Rubinetterie,66.77,"Made of highly durable brass, this Rubinetterie extension kit for commercial shut-off is suitable for 50mm brass ball valves.",Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> Rubinetterie extension kit (for BBV) 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/38/NW-K65938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Jet_BBV_ExtensionKit_DWG.pdf,,,,,,,,,,,,,,,,,,
27,PN20591,"JET Range 73 vertical pressure gauge 4"" 0-4bar",JET Range,38.49,"Made of steel with BSP connections, this 100mm JET Range 73 vertical bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 vertical pressure gauge 4"" 0-4bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/91/N20591_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,
28,PN21311,"JET Range 72 vertical pressure gauge 2"" 0-10bar",JET Range,12.74,"Made of steel with BSP connections, this 50mm JET Range 72 vertical bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 72 vertical pressure gauge 2"" 0-10bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/16/NW-N21309_N21316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,,,
29,PN67108,"JET Range vertical pressure gauge 4"" x 0-16bar plus certificate",JET Range,335.69,"Made of steel, this JET Range 72 100mm vertical pressure gauge for 0 - 16 bar pressures is supplied with certificate.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range vertical pressure gauge 4"" x 0-16bar plus certificate",,Pressure gauge;Certificate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/N67108_wm.jpg,,,,,,,N,,72/098/0,Pressure Gauge,N,,100mm diameter pressure gauge,0 - 10 bar pressure rating,Steel construction,Black,72,Steel,100 mm
30,PN21315,"JET Range 72 horizontal pressure gauge 2"" 0-10bar",JET Range,13.26,"Made of steel with BSP connections, this 50mm JET Range 72 horizontal bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 72 horizontal pressure gauge 2"" 0-10bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/16/NW-N21309_N21316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,,,
31,PN20595,"JET Range 73 vertical pressure gauge 4"" 0-25bar",JET Range,38.49,"Made of steel with BSP connections, this 100mm JET Range 73 vertical bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 vertical pressure gauge 4"" 0-25bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/95/N20595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,
32,PN20707,"JET Range back thermostat cupped x female -20/60c 4"" 100mm",JET Range,56.21,"Designed with solid brass pockets and back entry, the JET Range 73 100mm bi-metal pipeline thermometer is fitted with a 1/2"" BSP process connection. This thermometer features a sensor probe which should be fully immersed into pipeline or vessel flow with nominal range and stem lengths selected beforehand. Providing high levels of sensitivity, the pocket is an interference fit on the brass stem, meaning that a thermometer shouldn't be installed without it. Thermometers should be kept dry, clean and protected from impact and used only in a temperature range of -20 to +60°C.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range back thermostat cupped x female -20/60c 4"" 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/N20707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Thermometer_Pockets_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Bimetal_Thermometer_Instructions.pdf,,,,,,,,,,,,,,,,
33,PN20701,"JET Range 73 73/265/1 bottom thermostat cupped x female 0/120c 4"" 100mm",JET Range,73.08,"Supplied with solid brass pockets, the JET Range 73 100mm bi-metal pipeline thermometer includes a process connection of 1/2"" BSP. Pockets are produced as an interference fit on the brass stem to provide high levels of sensitivity and thermometers shouldn't be installed without the included pocket or a separately supplied version. Ensure that thermometers are kept dry and clean and within a temperature range of -20 to +60°C, protected from impact damage. Thermometers measure the temperature experienced by the sensor probe so it is vital that the probe is fully immersed into the flow of the pipeline or vessel with correct nominal range and stem lengths selected ahead of installation.","Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> JET Range 73 73/265/1 bottom thermostat cupped x female 0/120c 4"" 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/01/N20701_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Thermometer_Pockets_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Bimetal_Thermometer_Instructions.pdf,,,,,,,,,,,,,,,
34,P350131,Siemens digital room temperature contro for fan coil unit,Siemens,88.6,"Ideal for fan coil units, this Siemens universal wall-mounted room thermostat with LCD and 230VAC voltage supply has three multifunctional inputs for keycard contact, external room/return air temperature (QAH11.1, QAA32), heat/cool changeover, operation mode changeover, window contact on/off, dew point monitor, electrical heater enabled and fault contact. It can be used in two pipe systems with electrical heaters or radiator/floor heating and four pipe systems with electrical heaters as well as in two stage heating or cooling system applications.",Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> Siemens digital room temperature contro for fan coil unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/31/NW-350131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_RDG_Basic_Documentation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDG1_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/Siemens_RDG_EU_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_Env_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_RDG100_Mounting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_RDG_Operating_Instructions.pdf,,,,,,,,,,,,,
35,P178044,Brannan PG020 100mm Vert Press Gauge 0-10Bar 3/8,Brannan,13.01,"This Brannan Bourdon 34/655 0 - 10 bar tube pressure gauge is suitable for gaseous and liquid media that won't obstruct the pressure system or attack copper alloy parts. Designed for use in pneumatics and hydraulics, heating, ventilation and air-conditioning, this steel gauge includes a 100mm BSP male bottom entry connection.",Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> Brannan PG020 100mm Vert Press Gauge 0-10Bar 3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/44/NW-178044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Brannan_Industrial_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,
36,P305699,Siemens 2 pipe fan coil unit controller plus fan switch,Siemens,50.33,This Siemens 230V room thermostat controls the temperature in individual rooms heated or cooled with four pipe fan coil units equipped with an electrical heater.,Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> Siemens 2 pipe fan coil unit controller plus fan switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/99/NW-305699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RCC20_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_M3021_Thermostat_Install.pdf,,,,,,,,,,,,,,,,,
37,P306062,Siemens 6 programmable heating controller,Siemens,711.6,This Siemens heating controller is suitable for control of heating circuits and boiler temperatures or for pre-control in heat source systems including burners or district heat. It offers weather-dependent flow temperature control via control of the valve in a heating zone.,Heating/Central Heating Controls/Commercial Heating Controls/Commercial Heating Controls.csv -> Siemens 6 programmable heating controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/62/NW-306062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_RVL480_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RVL480_Technical.pdf,,,,,,,,,,,,,,,,,
