,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Pressure,Projection Depth,Range,Style,Warranty,Watts,Weight,Hazardous,Projection,Fuel Source,Material,Orientation,Output (W),Shape,Wall to Centre Tapping,BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 9
57,P216071,Stelrad LST Standard K2 low surface temperature radiator 800 x 1960mm,Stelrad,1087.09,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 9441 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard K2 low surface temperature radiator 800 x 1960mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P231761,Myson LST Super Plus low surface temperature radiator 850 x 800mm,Myson,540.92,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 3374 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 850 x 800mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/66/231760_231766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P202513,Stelrad LST I Plus K2 low surface temperature radiator 500 x 850mm,Stelrad,410.97,"Safe and practical, the 850 x 500mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 500 x 850mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P202528,Stelrad LST I Plus K2 low surface temperature radiator 800 x 650mm,Stelrad,473.23,"Safe and practical, the 650 x 800mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 800 x 650mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P202497,Stelrad LST I Plus K1 low surface temperature radiator 650 x 850mm,Stelrad,435.44,"Safe and practical, the 850 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K1 low surface temperature radiator 650 x 850mm,,LST single panel single convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/99/NW-202496_202499_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P231764,Myson LST Super Plus low surface temperature radiator 850 x 1400mm,Myson,997.23,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 6748 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 850 x 1400mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/66/231760_231766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P238088,Stelrad LST Plus Vertical K2 low surface temperature radiator with case and grille 560 x 2100mm,Stelrad,1153.3,"Rigorously lab-tested and compliant with NHS guidelines, the Stelrad LST Plus double panel vertical radiator is an ideal choice for safety critical environments including hospitals, care homes, nurseries and schools. With its white powder-coated steel reversible outer flat panel, finished with an antibacterial coating, cleanliness and easy installation is guaranteed, while security fittings and a low surface temperature are designed with busy fingers in mind. Delivering reliable warmth at 4337 BTU/h, the i Plus is fitted with a Danfoss RAS-D remote sensor, designed especially for commercial heating systems, which allows the user to pre-set temperature ranges of between 5°C and 26°C.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Plus Vertical K2 low surface temperature radiator with case and grille 560 x 2100mm,,LST V Plus radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/90/238088_238090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Plus_Vertical_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P202549,Stelrad LST I Plus P+ low surface temperature radiator 650 x 1650mm,Stelrad,802.45,"Safe and practical, the 1650 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus P+ low surface temperature radiator 650 x 1650mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P231755,Myson LST Super Plus low surface temperature radiator 650 x 1600mm,Myson,940.53,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 5589 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 650 x 1600mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/55/231755_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P216064,Stelrad LST Standard K2 low surface temperature radiator 800 x 560mm,Stelrad,350.49,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 2098 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard K2 low surface temperature radiator 800 x 560mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P231744,Myson LST Super Plus low surface temperature radiator 550 x 2000mm,Myson,942.33,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 5583 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 550 x 2000mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/44/231740_231744_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P231743,Myson LST Super Plus low surface temperature radiator 550 x 1600mm,Myson,766.82,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 4342 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 550 x 1600mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/44/231740_231744_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P202529,Stelrad LST I Plus K2 low surface temperature radiator 800 x 850mm,Stelrad,561.53,"Safe and practical, the 850 x 800mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 800 x 850mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P216028,Stelrad LST Standard K1 low surface temperature radiator 650 x 1360mm,Stelrad,413.51,"Safe and hardwearing, the Stelrad LST Standard single panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 2968 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard K1 low surface temperature radiator 650 x 1360mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
