,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Amps,Connection Type,Operating Temperature,Position,Pressure,Pump Type,Range,Voltage (V),Watts,Phase,Positive / Neutral / Universal,Twin / Single,Thickness,Frame Colour,Attachment 6,Attachment 7,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Pack Quantity,Shower Tray Shape,Floor Mounted,Anti Slip Surface,Riser included,Weight,Waste Kit Included,Sector,Material Type,Output,Feature 14,Diameter,Waste Supplied,Attachment 8,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Eco Setting
750,PD04453,Mira bar valve exposed pipework elbows,Mira,44.22,"These Mira bar valve exposed pipework installation elbows are suitable for installing any bar valve with exposed pipework and are designed to fit all Mira bar valves. Easy to install, these elbows have a chrome finish to blend seamlessly in to existing fittings.",Showering/Showering.csv -> Mira bar valve exposed pipework elbows,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/53/NW-D04453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Bar_Valve_Fixing_Kit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,PN57624,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Concrete Formwood,Multipanel,182.38,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel offers a Concrete Formwood finish, a realistic wood plank effect with cool grey concrete tones.",Showering/Showering.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Concrete Formwood,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/29/NW-N57624_N57629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PA76214,Aqualisa Quartz Classic Smart exposed gravity pumped shower with adjustable head,Aqualisa,792.08,"The Aqualisa Quartz Classic gravity pumped smart shower with adjustable head brings your bathroom into the 21st century. Wi-Fi connected, the Quartz is fully controllable via app or voice control, letting you start your bath from anywhere in the home. Family-friendly features include precise thermostatic control and an eco mode for impressive water savings and without compromising on reliably high performance.",Showering/Showering.csv -> Aqualisa Quartz Classic Smart exposed gravity pumped shower with adjustable head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/15/NW-A76213_A76215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Classic_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZD_A2_EV_20_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PD63859,Ideal Standard Idealrain Cube wall arm 300mm,Ideal Standard,56.54,This Ideal Standard Idealrain Cube wall arm provides a connection for overhead showers.,Showering/Showering.csv -> Ideal Standard Idealrain Cube wall arm 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/59/NW-D63859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9444_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_B944_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PD51313,Aqualisa Siren SL exposed valve shower with head 90 mm,Aqualisa,330.26,"A family-friendly choice, the Aqualisa Siren SL exposed mixer shower combines functionality with style in a robust chrome-finished brass package that will suit most bathrooms. Offering precise control over temperature and water flow, the Siren SL has a dual lever and large Harmony showerhead with four generous spray settings, including a water-saving Eco selection.",Showering/Showering.csv -> Aqualisa Siren SL exposed valve shower with head 90 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/13/NW-D51313_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Siren_SL_SRN001EA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Siren_SL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,PA21037,Twyford Geo pivot door shower enclosure 760mm,Twyford,214.22,"Ideal for spacious bathrooms with room for an outward-opening door, the Twyford Geo 760 x 1900mm pivot shower enclosure door is made from toughened glass with a corrosion-resistant aluminium frame. Fully rotatable for ease of installation, it features a rise-and-fall pivot system to support rigidity and long lasting durability. The Geo is treated with a ProClean nano coating for ease of cleaning. This coating helps the screen's glass to resist water marks, soap scum and limescale so it stays clear and clean with minimal scrubbing.",Showering/Showering.csv -> Twyford Geo pivot door shower enclosure 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/A21037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A21037_Tech_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/A21037_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,PN86451,Perform Panel ply SE panel 2400 x 1200 x 11 Grey Bonito,Perform Panel,146.89,"Making finishing a bathroom install quick and easy, this Nu-Style SE 2400 x 1200mm Perform Panel is a hassle-free, mess-free alternative to tiling with the option to cut to size to suit your project. Completely waterproof, these panels are maintenance-free and easy to clean, with no need for re-grouting. Finished in Grey Bonito, these plywood laminate panels are ideal for sleek, modern bathrooms.",Showering/Showering.csv -> Perform Panel ply SE panel 2400 x 1200 x 11 Grey Bonito,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/51/N86451_wm.jpg,,,,,,Grey,,,,,N,11,"Plywood, Laminate, Balancer",,,SEPLYGREYBONITO,SHOWER PANELS,N,Plywood and laminate construction,Grey Bonito finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,PD17146,Just Trays Fusion shower tray with 4 upstands 760 x 760mm White,Just Trays,182.71,"Double-skinned for additional strength, this Just Trays Fusion 760mm upstand square shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Showering.csv -> Just Trays Fusion shower tray with 4 upstands 760 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/47/NW-D17146_D17147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,PJ78202,Grohe Tempesta shower rail 600mm Chrome Plated,Grohe,38.41,"The 600mm Grohe Tempesta shower rail offers adjustable showering to suit the whole family. Finished in StarLight chrome, this rail is designed to complement the entire Grohe shower range.",Showering/Showering.csv -> Grohe Tempesta shower rail 600mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-J78202_J78203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27523000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_100031339_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,PD33535,Just Trays Fusion shower tray 900 x 800mm White,Just Trays,312.23,"Double-skinned for additional strength, this Just Trays Fusion 800 x 40 x 900mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Showering.csv -> Just Trays Fusion shower tray 900 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/35/NW-D33534_D33535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,PD16379,Roman Haven side panel 760mm,Roman,148.03,"Compatible with the Haven bi-fold, pivot or sliding doors, the Roman Haven 760 x 1900mm shower side panel is a simple, attractive design that will look great in most bathrooms. Made with thick clear glass, this shower panel has a bright silver frame to complement existing taps and shower fittings.",Showering/Showering.csv -> Roman Haven side panel 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/an/el/Haven_Side_Panel_wm.jpg,,,,,,Bright Silver,,,,Truelife Lifetime Guarantee,N,,Glass & Aluminium,,,H3R76CS,Side Panel,N,With 6mm thick glass,Bright silver frame,Plastic top caps with chrome finish,Reversible design for left or right-handed fixing,Lifetime warranty,,,,,,,,,,,,,,Haven,,,,,,6mm,Bright Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,PD29074,Merlyn Ionic Express fixed panel 1500mm Chrome Clear,Merlyn,338.65,"With a smooth action and seamless frame-free design, the Merlyn Ionic Essence shower enclosure 1500mm fixed panel slider is an ideal choice for contemporary designer bathrooms. Manufactured in 8mm Mershield Stayclear coated glass with smooth easy-clean double rollers the Essence is easy to clean and with double fin seals ensures reliable water retention.",Showering/Showering.csv -> Merlyn Ionic Express fixed panel 1500mm Chrome Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/75/UP-D29074_D29075_wm.jpg,,,,,,Clear/Anodised,,,,20years,N,,Glass,,,A0304G1,Slider Fixed Panel,N,Height 2000mm,Mershield Stayclear easy-clean glass coating,Frameless design,8mm toughened safety glass,Solid chrome double handle,Extra-strong smooth gliding rollers,Discreet deflector seal on Luna rail for increased water retention,Concealed fixings,Exclusive Ionic Essence tool and fittings kit provided,30mm adjustment per wall profile,20 year guarantee,,,,,,,,Ionic Express,,,,,,8mm,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,
762,PD62353,Mira Minimal single shower,Mira,127.49,"With its compact and modern design, the Mira Minimal mixer shower is ideal for the contemporary family bathroom where space is at a premium. Supplied with an easy-clean showerhead, this shower is designed with both CoolShield and thermostatic technology for safe use without risk of burns or scalding during use. The smart, chrome finish Minimal is suitable for installation in any water system for convenient compatibility.",Showering/Showering.csv -> Mira Minimal single shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/53/NW-D62353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D62353_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D62353_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,PD28570,Merlyn MBOX sliding shower door moving panel 1400-1700mm,Merlyn,93.89,"Combining practicality and style, the 1400-1700mm Merlyn MBox shower enclosure moving panel sliding door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Showering.csv -> Merlyn MBOX sliding shower door moving panel 1400-1700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/70/UP-D28562_D28570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,PD28376,Mira Leap double sliding doors only 516mm,Mira,312.26,"The Mira Leap double sliding doors meet the needs of multi-generational households without compromising on floor space or style, ideal for a bath replacement in an alcove or corner. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Showering.csv -> Mira Leap double sliding doors only 516mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/76/UP-D28373_D28376_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_DoubleDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_DoubleDoor_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,PC69088,Bristan Carre thermostatic bar valve with fixed rail,Bristan,333.4,"Designed to blend seamlessly into any bathroom design, the Bristan Carre thermostatic bar shower with rigid riser has sleek chrome shower heads and uniquely tactile handles. Supplied with wall mount 12 fixing kit for easy installation using built in front-of-wall isolation valves the Carre is a safe option for family bathrooms, providing thermostatic control with pre-set limits.",Showering/Showering.csv -> Bristan Carre thermostatic bar valve with fixed rail,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/88/NW-C69088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Carre_CR_SHXDIVFF_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_CRSHXDIVFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Carre_CR_SHXDIVFF_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,PD51406,Aqualisa Aquastream 813.40.21 thermostatic intergrated pump system White/Chrome Plated,Aqualisa,651.3,"Supplying high levels of showering performance, even at the lowest pressures, the white and chrome-plated Aqualisa Aquastream power shower is designed for installation in homes on gravity-fed water systems. Featuring an integrated pump, this reliable shower boosts water flow while its patented bi-metallic cartridge makes use of thermostatic technology for safe precision mixing of hot and cold water. Supplied with an adjustable showerhead, the Aquastream gives users total control over their showering comfort with separate flow and temperature dials and a choice of two flow settings, from a gentle 10LPM to an intense 18LPM. Surface-mounted, Aquastream showers are easy to install, minimising the need for re-tiling.",Showering/Showering.csv -> Aqualisa Aquastream 813.40.21 thermostatic intergrated pump system White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/06/NW-D51406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Aquastream_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Aquastream_813_40_21_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,PD52442,Stuart Turner Monsoon universal single shower pump 2.0bar,Stuart Turner,549.74,"Used in pairs, the 2 bar Stuart Turner Monsoon universal pump boosts hot and cold water supplies in vented systems independently or, used as a single pump, it will boost the water supply as needed. Fully automatic, the Monsoon doesn't need a gravity flow of water to start and is suitable for both positive and negative head applications.",Showering/Showering.csv -> Stuart Turner Monsoon universal single shower pump 2.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/42/NW-D52442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/ve/STurner_Monsoon_Uni_SinglePump_Curve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_Monsoon_Uni_SinglePump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_Monsoon_UniSinglePump_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/STurner_Monsoon_UniSinglePump_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,PD63845,Ideal Standard Idealrain Cube rainshower head 200mm,Ideal Standard,152.12,"The Ideal Standard Idealrain Cube M1 200mm rain shower has a neat, contemporary square head with gently rounded edges. Limescale-resistant, this generously sized showerhead offers effortless cleaning.",Showering/Showering.csv -> Ideal Standard Idealrain Cube rainshower head 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-D63845_D63846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B0024_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,PD64309,Intatec Intamix Pro thermostatic mixing valve 28mm Chrome,Intatec,753.06,"The Intatec Intamix Pro mixing valve is used in shower blocks, centralised mixing or anywhere a high volume of temperature stable water is required at the outlet.",Showering/Showering.csv -> Intatec Intamix Pro thermostatic mixing valve 28mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/09/NW-D64309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_61028CPB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_61028CPB_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,PD52373,Stuart Turner Monsoon Standard 2 Bar Twin Shwr Pump,Stuart Turner,358.48,"Designed for vented systems, the 2 bar Stuart Turner Monsoon standard twin pump can boost both hot and cold water supplies to an entire house, an individual bathroom or just the shower. Requiring a flow of just 0.6LPM through the outlet to start the pump, the Monsoon is suitable for positive head applications.",Showering/Showering.csv -> Stuart Turner Monsoon Standard 2 Bar Twin Shwr Pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/75/NW-D52373_D52375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_Monsoon_Std_TwinPump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/ve/STurner_Monsoon_Std_TwinPump_Curve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_Monsoon_Standard_Pump_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/STurner_Monsoon_StdTwinPump_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
