,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Range,Attachment 5,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11
26,PD61985,SNGLE FUNCTN EXTND SLIDE BAR SHWR KIT CH,Bristan,133.33,910mm adjustable riser shower kit with single function rub clean anti limescale handset and extended 1.75M flexible hose.,Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> SNGLE FUNCTN EXTND SLIDE BAR SHWR KIT CH,,1 x Riser Rail;1 x Plated Shelf;1 x Handset;1 x Hose Cone To Nut;1 x Green Limiter;4 x Screws;4 x Rawl Plugs;1 x Allen Key;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/85/NW-D61985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_EVKITEEFBC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_EVKITEEFBC_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_EVKITEEFBC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD01190,Nabis Nano Nano G2 Thermo Mini Valve & Kit,Nabis,149.34,"The Nabis Nano G2 thermostatic mini valve and kit is supplied with an easy-clean showerhead, hose, riser rail and soap dish. Controlled thermostatically, the Nano G2 provides safe, practical showering, maintaining a comfortable temperature, even in the face of pressure fluctuations.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Nabis Nano Nano G2 Thermo Mini Valve & Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/D01190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_D01190_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_D01190_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD08164,Bristan Evo KIT01 C evc shower kit Chrome,Bristan,55.81,"This Bristan Evo shower kit includes a large single function, easy-clean handset and 1.5M long shower hose.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Bristan Evo KIT01 C evc shower kit Chrome,,1x riser rail;2x wall brackets;1x slider;4/4x fixings;1x hose;1x Single function handset,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/65/NW-D08164_D08165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_EVCKIT01_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_EVCKIT01C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_EV_KIT01_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PJ78214,Grohe Euphoria contemporary rail set 900mm,Grohe,42.63,"Robust and stylish, the Grohe Euphoria 900mm shower rail is manufactured using high quality materials and has a glossy, easy to clean StarLight chrome finish. With an adjustable upper bracket and easy fitting into existing screw holes, this rail is installed using Grohe's fast and simple QuickFix system. Helping to make personalising your showering experience simple, the Euphoria rail also includes a glide element for effortless height adjustment.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Grohe Euphoria contemporary rail set 900mm,,"Shower rail;Wall holders, glide element ;swivel holder",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/14/NW-J78213_J78214_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27500000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_99496131_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD61768,Mira Beat fittings kit Chrome Plated,Mira,84.49,"An affordable finishing touch for your bathroom, the chrome Mira Beat shower fitting kit is an easy way to replace shower fittings, combining four spray showerhead, hose and slide bar for an all-in-one installation. The Mira Beat slide bar simply adjusts to fit existing screw holes for easy installation.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mira Beat fittings kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/68/NW-D61768_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD60797,Mira Flex flexible fittings kit,Mira,114.96,"This Mira Flex shower fittings kit includes an extra-long easy glide slide bar, long shower hose and an Everclear showerhead, all finished in chrome.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mira Flex flexible fittings kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/97/NW-D60797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Flex_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PE72365,Vado Eris multi function slider rail kit Chrome Plated,Vado,130.0,"This Vado Eris slide rail kit includes a three function shower handset, 1.5M hose and slide rail with 700mm overall length.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Vado Eris multi function slider rail kit Chrome Plated,,3 function handset;Rub-clean;566mm Slide rail;700mm overall slide rail;1500mm shower hose;Hose retainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/NW-E72365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E72365_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E72365_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Vado_UK_Handsets_Shower_Kits_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD61766,Mira Beat slide bar Chrome Plated,Mira,48.15,"Easy to install, the Mira Nectar chrome slide bar adjusts for fitting to existing screw holes with variable fixing points.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mira Beat slide bar Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/66/NW-D61766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD44974,Roca Wall shower kit including head/hose/rail and dish,Roca,74.08,"Supplied with a hose and soap dish, this Roca Wall shower kit also includes a five function handset for adaptable and comfortable showering.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Roca Wall shower kit including head/hose/rail and dish,,5 mode handsetSoap dishStandard hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/74/NW-D44974_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/27/Roca_PL_27.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_r/es/Discovery_High_Res.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/6_/17/Roca_Discovery_High_Res_2016_17.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44974_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PJ78202,Grohe Tempesta shower rail 600mm Chrome Plated,Grohe,38.41,"The 600mm Grohe Tempesta shower rail offers adjustable showering to suit the whole family. Finished in StarLight chrome, this rail is designed to complement the entire Grohe shower range.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Grohe Tempesta shower rail 600mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-J78202_J78203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27523000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_100031339_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD61767,Mira Beat fittings kit White/Chrome Plated,Mira,79.59,"An affordable finishing touch for your bathroom, the white and chrome Mira Beat shower fitting kit is an easy way to replace shower fittings, combining four spray showerhead, hose and slide bar for an all-in-one installation. The Mira Beat slide bar simply adjusts to fit existing screw holes for easy installation.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mira Beat fittings kit White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/67/NW-D61767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD63753,Ideal Standard Idealrain S1 single function shower kit handset 80mm Chrome Plated,Ideal Standard,66.31,"The Ideal Standard Idealrain S1 shower kit includes a 600mm chrome sliding rail, 80mm single function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Ideal Standard Idealrain S1 single function shower kit handset 80mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/54/NW-D63753_D63754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9408_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PJ78203,Grohe Tempesta contemporary shower bar 900mm,Grohe,41.14,"The 900mm Grohe Tempesta shower rail offers adjustable showering to suit the whole family. Finished in StarLight chrome, this rail is designed to complement the entire Grohe shower range.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Grohe Tempesta contemporary shower bar 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-J78202_J78203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27524000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_100031339_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PC45500,Bristan 100 shower kit Chrome,Bristan,57.06,This Bristan shower kit with single function chrome slide bar includes a shower hose and retainer plus easy-clean handset.,Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Bristan 100 shower kit Chrome,,Hose retainer;Handset;Shower hose;Slider;Riser bracket;Rail riser,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/00/NW-C45500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_KIT100C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_KIT100C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD63755,Ideal Standard Idealrain S1 single function shower set handset 80mm Chrome Plated,Ideal Standard,40.85,"The Ideal Standard Idealrain S1 chrome shower set includes a single function 80mm handset, hose, a wall-mounted hand spray holder and retaining ring.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Ideal Standard Idealrain S1 single function shower set handset 80mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/55/NW-D63755_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9449_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD63778,Ideal Standard Idealrain M3 3 function shower kit handset 100mm 600mm rail,Ideal Standard,85.66,"The Ideal Standard Idealrain M3 shower kit includes a 600mm chrome sliding rail, 100mm three function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Ideal Standard Idealrain M3 3 function shower kit handset 100mm 600mm rail,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/78/NW-D63778_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9416_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD63807,Ideal Standard Idealrain S3 3 function shower kit 80mm 600mm,Ideal Standard,80.55,"The Ideal Standard Idealrain S3 shower kit includes a 600mm chrome sliding rail, 80mm three function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Ideal Standard Idealrain S3 3 function shower kit 80mm 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/07/NW-D63807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9556_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PD77345,Bristan Casino shower kit with 3-function large handset,Bristan,68.47,"This Bristan Casino shower kit includes a large three function easy-clean handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Bristan Casino shower kit with 3-function large handset,,Wall bracket;Riser bracket;Handset;Rail riser;Shower hose;Hose retainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-D77345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_CAS_KIT03_C_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mb/ly/Bristan_CAS_KIT03_C_Assembly.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_CASKIT03C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PE62047,Mermaid dow panel adhesive,Mermaid,8.83,"Neutral in colour, this Mermaid dow panel adhesive is suitable for use with Mermaid Timeless shower panels.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mermaid dow panel adhesive,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/47/E62047_wm.jpg,,,,,Neutral,,,,15 Years,N,30,,,,DOWADH,Dow Panel Adhesive,N,Use with Mermaid Timeless Panels,,,,,,,,,,,,
45,PD60992,Mira Excel built in recessed thermostatic shower mixer and kit Chrome Plated,Mira,534.22,"This Mira Excel BIR built-in rigid mixer shower is ideal for a family bathroom, promising safety and reliability for comfortable showering for users young and old. The Excel has separate flow and temperature controls with a numbered temperature dial for straightforward setting and incorporates Mira Magni-flo™ technology for up to 3x more flow, even at lower pressures. This shower's thermostatic temperature control and maximum temperature stop prevent overheating, even when taps are turned elsewhere in the house.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Mira Excel built in recessed thermostatic shower mixer and kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/92/NW-D60992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Excel_B_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Excel_BIR_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD50650,Aqualisa Aquavalve aquavalve cartridge kit pack,Aqualisa,164.61,An Aqualisa Aquavalve pink multipoint replacement shower valve cartridge for control of unbalanced systems including combination boiler and multi-point water heaters.,Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Aqualisa Aquavalve aquavalve cartridge kit pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/50/NW-D50650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Aqualisa_Cartridgereplacement_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PQ41440,Hansgrohe Croma 100 27776000 vario hand shower,Hansgrohe,181.77,"A simple upgrade for any bathroom, the Hansgrohe Croma 100 shower set includes a shower bar, hose, slider and soap dish as well as a large showerhead. Supplying four generous spray patterns, from a soft, luxuriant rain to a powerful massage-effect, this fully adjustable showerhead bring a touch of luxe to your morning routine. Blending well with most interior designs, the Croma 100 set is finished in glossy chrome.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> Hansgrohe Croma 100 27776000 vario hand shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/40/NW-Q41440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_27776000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_27776000_instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PE13342,* NAB NANO G2 THERMO MINI VALVE & KIT PK,Nabis,99.0,"Making bathroom installation easy, the Nabis Nano G2 thermostatic mini shower valve is supplied complete with a shower kit comprising a hose, a rub-clean handset, a riser rail and more so there's no need to shop around for matching equipment. Thermostatically controlled, this shower ensures safe and comfortable operation, even when water pressures fluctuate, while a single lever makes control of showering comfort simple.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> * NAB NANO G2 THERMO MINI VALVE & KIT PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/NW-D01190_wm.jpg,,,,,Chrome/Metallic,"6.2 L/min at 0.1 bar, 24.8 l/mi at 1 bar",5,0.1,5 Years,N,106,Brass,Single,1,E13342 PK,Thermostatic,N,Brass construction,Metallic chrome finish,"Supplied with 1.5M shower hose, soap dish, riser rail, hose retainer and handset",Single lever control of flow and temperature,Thermostatic cartridge maintains showering temperature to +/- 1°C by compensating,Automatic shut-off in event of hot or cold supply failure,Nano,,"Factory set to a maximum of 41°C, adjustable by user",Single function handset with rub-clean nozzles,"Flow rate 6.2LPM at 0.1 bar, 24.8LPM at 1 bar",Chrome-plated to BS EN 249,5 year warranty
49,PD10635,BRISTAN CAPRI SEQUENTIAL EV MIXER & KIT,Bristan,276.3,"The stylish Bristan Capri thermostatic exposed mini valve shower is ultra-easy to install using adjustable elbows and adjustable inlets for use on existing pipework centres, limiting the requirement for remedial work such as re-tiling when retrofitting.",Showering/Shower Parts and Accessories/Shower Rail Kits/Shower Rail Kits.csv -> BRISTAN CAPRI SEQUENTIAL EV MIXER & KIT,,Shower Valve;2x long elbows;2x covers;2x filters;Green flow regulator;Yellow flow regulator;2x backplate fixings;Showerhead;2x sealing washers;Shower hose;Riser rail;4x riser rail fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/35/NW-D10635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Capri_CAP2_SHXAR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Sonique_Capri_Acute_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Capri_CAP2_SHXAR_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
