,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Area (m2),Range,Warranty,Hazardous,Output (W),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Dimensions (L x W x D),Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Material,Number of Ports,Depth (mm),Feature 17,Thickness,Connection Type,Operating Temperature,Sector,Model For Use With
22,P581442,JG Underfloor JG Aura 230v thermostat and hot water timer 230v White,JG Underfloor,69.06,"This JG Underfloor Aura 4-in-1 thermostat provides fully combined control of underfloor heating along with individual radiators for a straightforward multi-zone energy saving system. Each thermostat operates as a programmable room thermostat, group control thermostat, group thermostat and hot water timer for simple and convenient all-in-one control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JG Aura 230v thermostat and hot water timer 230v White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/42/581442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wiring_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JGSpeedfit_JGSTAT2B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Underfloor_UFH_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Underfloor_230V-Stat-installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P262990,Myson Floortec coil and pipe 12mm x 240mtr,Myson,511.21,"A polyethylene pipe with five layers, the Myson PEXcellent5 underfloor heating pipe, supplied in a 240M coil, incorporates an integral oxygen barrier. Environmentally-friendly, the PEXcellent5 is produced with no chemical additives in either production or disposal.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec coil and pipe 12mm x 240mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/90/262988_262990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P261935,Myson Floortec double floor plate 1000 x 388mm,Myson,18.68,"Specifically designed for use with underfloor heating, this Myson Floortec double floor plate measures 1000 x 388mm.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec double floor plate 1000 x 388mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/35/261935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_25085Underfloor_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P581431,JG Underfloor speedfit 6 port manifold 15mm conns,JG Underfloor,291.8,"This stainless steel JG Speedfit six zone underfloor heating manifold is manufactured to the highest standards for robust reliability. With Speedfit Push-fit connections and pre-fitted with brackets, vibration isolation mounts and automatic air vent, this manifold is ultra-easy and fast to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 6 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/31/581431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P262686,Myson Floortec coil 17 x 2mm 80mtr,Myson,188.8,"The five layer polyethylene Myson Floortec PEXcellent 17mm diameter underfloor heating pipe, supplied in an 80M coil, includes an integral oxygen barrier. Compatible with most Myson Floortec heating systems, including the low-profile Microboard, this pipe is environmentally-friendly, manufactured with no chemical additives used in either production or disposal.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec coil 17 x 2mm 80mtr,,Underfloor heating pipe;Integral oxygen barrier,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/89/262686_262689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P581468,JG Underfloor Speedfit servicing kit (JGControl),JG Underfloor,32.56,"Easy to install, this JG Underfloor Speedfit UHF control service kit is designed for JG underfloor heating systems.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit servicing kit (JGControl),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/68/581468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_UK_Trade_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P262688,Myson Floortec coil 17 x 2mm 200mtr,Myson,472.0,"The five layer polyethylene Myson Floortec PEXcellent 17mm diameter underfloor heating pipe, supplied in a 200M coil, includes an integral oxygen barrier. Compatible with most Myson Floortec heating systems, including the low-profile Microboard, this pipe is environmentally-friendly, manufactured with no chemical additives used in either production or disposal.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec coil 17 x 2mm 200mtr,,Underfloor heating pipe;Integral oxygen barrier,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/89/262686_262689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PP95910,"Uponor UNI-C manifold L 2 pole 3/4 x 1/2""",Uponor,23.58,This plated-brass Uponor UNI-C two port manifold with valve allows each underfloor heating circuit to be isolated.,"Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Uponor UNI-C manifold L 2 pole 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/11/P95910_P95911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Uponor_A5_Price_2020_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_MLC_Sales_2014_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P262650,Myson Floortec TOUCH under floor heating touch screen thermostat,Myson,136.57,"Giving homeowners complete control over their room-by-room comfort, the Myson Floortec Touch programmable thermostat provides optional 24 hour, 5/2 or 7 day programming for heating to suit a daily or weekly schedule. Featuring a clever Smart Start function, which works by delaying start-up during warmer weather, as well as useful functions such as temperature override and holiday mode, the Touch provides extra efficiency for welcome cost savings and improved control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec TOUCH under floor heating touch screen thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/51/262650_262651_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Floortec_Wiring-C_Stats_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P262974,Myson Floortec actuator head 230V,Myson,50.54,"This 230V Myson Floortec actuator head is designed to open and close manifold valves in underfloor heating systems. With an adaptor ring allowing for simple snap-on connection on to the underfloor heating manifolds with an M30 thread, this actuator head is easy to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec actuator head 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/74/262974_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Floortec_Wiring-C_Stats_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P567633,Wavin Hep2O 15UH511 underfloor heating composite manifold 1-piece balancing adaptor 15mm,Wavin,57.9,"Serving two or more plumbed UFH circuits connected to a boiler or alternative heat source, this Wavin Hep2O underfloor heating composite manifold includes a single port and 15mm connections. Should the underfloor heating be connected to a high temperature heat source that also controls hot water or radiators, a mixing unit will need to be connected to this manifold. This will ensure that water is mixed to the correct temperature for the system.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Hep2O 15UH511 underfloor heating composite manifold 1-piece balancing adaptor 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/33/567633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2o_Underfloor_Manifold_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P581435,JG Underfloor Speedfit underfloor heating control pack,JG Underfloor,431.68,"Suitable for underfloor heating systems of up to 14kW, this JG Underfloor Speedfit control pack with mixing valve, return elbow, circulating pump and manifold adapter, is lightweight for direct, bracket-free connection to Speedfit manifolds. Ideal for use in compact spaces, this pack includes pipework suitable for side or bottom connection and with the ability to isolate all components and the manifold, both installation and ongoing maintenance are simple, helping to save on time and effort.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit underfloor heating control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/35/581435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_UFH_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P581509,JG Underfloor JGSTAT4W wired programmable stat 240V White,JG Underfloor,59.47,"A simple control for wet underfloor heating systems, the JG Underfloor 240v wired programmable thermostat in white offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install thermostat has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this thermostat signals the JG Underfloor wiring centre, making setting times and temperatures simple. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTAT4W wired programmable stat 240V White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/09/581509_wm.jpg,,,,,,,,,,N,,JGSTAT4W,Wired programmable room thermostat for underfloor heating,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,,,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,,
35,P517882,JG Underfloor Speedfit UFH standard spreader plate,JG Underfloor,11.63,"Designed for use with traditional joists, these JG Underfloor Speedfit spreader plates are fixed from below. Speedfit underfloor heating pipe is fixed into the grooves of the plates and insulation is fitted in the void below to minimise downward heat loss.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit UFH standard spreader plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/83/517882_517883_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P581486,JG Underfloor LowFit 6 port manifold stainless steel 12mm conns,JG Underfloor,289.04,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit six port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 6 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN6,Manifold,N,6 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,6,,,,,,,
37,P206199,Beneath Heat saswell 230v 2 wire actuator,Beneath Heat,17.22,This Beneath Heat 230V two-wire NC actuator head is designed for use in underfloor heating applications.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Beneath Heat saswell 230v 2 wire actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/99/206199_wm.jpg,,,,,,,,,,N,,SA91,UFH Control,N,Two-wire design,Normally closed,For underfloor heating use,,,,,,,,,,,,,,,,,,,,,,,,,
38,P407839,Maincor UFH CP150A under floor heating control pack and A rated pump,Maincor,461.05,"Conveniently pre-assembled, the Maincor UFH control pack connects onto a manifold via isolating ball valves. This efficient unit blends and circulates water around an underfloor heating system of up to 150M² in area or with a maximum heat load requirement of 14kW. The UFH control pack includes an A-rated pump for reliable and economical heating performance.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Maincor UFH CP150A under floor heating control pack and A rated pump,,Control pack;‘A’ rated energy efficient pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/39/407839_wm.jpg,,,,,,,,UFH,2 years,N,,CP150A,Ufh Control Pack,N,Includes control pack and pump,Maximum heat load 14kW,For areas of up to 150M²,Pump is rated A for energy efficiency,2 year warranty,,,320x160x160,,,,,,,,,,,,Nickel plated brassFibreVitonStainless SteelCopper wiringPlastic,112,160,,,,,,
39,P581484,JG Underfloor LowFit 4 port manifold stainless steel 12mm conns,JG Underfloor,219.8,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit four port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 4 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN4,Manifold,N,4 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,4,,,,,,,
40,P581507,JG Underfloor JGTIME4W hot water timer White,JG Underfloor,59.47,"A simple control for hot water systems, the JG Underfloor 240v wired hot water timer in white offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install timer has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this timer communicates with the hot water valve wired directly to the JG Underfloor wiring centre, making setting times and temperatures simple. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGTIME4W hot water timer White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/07/581507_wm.jpg,,,,,,,,,,N,,JGTIME4W,Wired Hot Water Timer,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,4x on/off periods,Key lock function protects against unwanted programme changes,Hot Water Boost function boosts heat for 1 - 9 hours in low temperatures,,,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,,,,,,,,,,,,,,
41,P581513,JG Underfloor JGSTATRF4BW battery RF programmable stat White,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor battery operated RF programmable thermostat in white offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to use thermostat has an intuitive interface, signalling the JG Underfloor wiring centre, making setting times and temperatures simple with no requirement for inconvenient additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTATRF4BW battery RF programmable stat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/13/581513_wm.jpg,,,,,,,,,,N,,JGSTATRF4BW,Battery operated programmable room thermostat for underfloor heating,N,Battery operated,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Radio signalling to RF wiring centre saves on cabling and eliminates damage and disruption,Ambient temperature sensor,,,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,Meets Boiler Plus requirements,,,,,
42,P581478,JG Underfloor Lowfit castelled panel 20mm 15mm pipe,JG Underfloor,16.73,"JG LowFit™ 20mm Castellated Panels are designed to provide a high output, low height, screeded underfloor system. The 20mm panel has equally spaced castellations at 50mm to allow 15mm pipe to be clipped in securely and accurately as per design specifications Installation of the panels is fast and simple as it features an overlapping alignment system for simple hassle-free panel laying, as well as a super strong adhesive backing. This allows for the panel to be installed directly onto the existing sub floor structure. The open grid design ensures the screed layer poured on top flows smoothly and evenly over the panel.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit castelled panel 20mm 15mm pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/78/NW-581478_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/John_Guest_RWC_Product_Guide_Feb2022.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/581478_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P581480,JG Underfloor LowFit foiled panel 16mm 12mm pipe,JG Underfloor,22.26,"Designed for installation over existing concrete or timber flooring, this JG LowFit 1250 x 600mm foil panel has a 16mm depth to help minimise height gain. With a light weight and high compressive strength, this sturdy panel is pre-grooved with return bends, easily cut with a small knife, so there's no need for additional panel variations. Offering fast, straightforward installation, LowFit panels include foil moulded into the straight grooves for improved system performance.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit foiled panel 16mm 12mm pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/80/NW-581480_wm.jpg,,,,,,,,Lowfit,,N,,JGLOWFIT16F,Foiled Panel,N,Suitable for laying over existing timber or concrete floors,Suitable for single or multiple rooms,Easy to install,Low profile 16mm panel for 12mm pipe,Lightweight,High compressive strength,,1250 x 600 mm,Good heat output from non-screened system,Return bends are indented into panel for ease of installation,Pre-grooved channels with thick foil covering for good heat dispersion,Made from 100% recyclable material,,,,,,,,,,,,16mm,,,,
44,P581457,JG Underfloor Speedfit JGUFHPACK30/4 under floor heating pack - up to 30mtr2,JG Underfloor,984.43,"Designed for solid floors, the JG Underfloor Speedfit underfloor heating pack is suitable for spaces of up to 30M². Including a control unit and thermostat, as well as the underfloor heating piping and fixtures, Speedfit is an ideal choice for straightforward all-in-one installation in conservatories or extensions.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit JGUFHPACK30/4 under floor heating pack - up to 30mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/57/581457_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_UFH_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
