,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Style,Warranty,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Thickness,Frame Colour,Feature 10
22,PD28910,Merlyn Ionic Express sliding door shower enclosure 1100mm,Merlyn,470.49,The smart Merlyn Ionic Express 1100mm sliding shower enclosure door is manufactured in robust 6mm safety glass with Mershield Stayclear coating and features quick release rollers for effortless cleaning and double fin seals for increased watertightness.,Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express sliding door shower enclosure 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/11/UP-D28909_D28911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoorPanel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,
23,PT41751,SCUDO 6MM BLK GLASS 1200MM SLIDING DOOR,Scudo,296.61,"Fitted with a fashion-forward matte black frame, the Scudo S6 1200mm sliding shower door is ideal for ultra-modern bathrooms. Easy to clean, this 1850mm height shower door is treated with AcquaShield to prevent a build-up of soap scum and smears while a smooth sliding action makes the door a pleasure to use.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> SCUDO 6MM BLK GLASS 1200MM SLIDING DOOR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/51/T41751_wm.jpg,,,,,Clear,,,Lifetime,N,40,Glass,S6-BLKGLASS015,Sliding Door,N,Sliding door,With 6mm toughened safety glass,Universal left or right-opening design,AcquaShield glass treatment for easy cleaning,Smooth sliding action,Generous adjustment for out of true walls,Black frame,Lifetime warranty,,6mm,Black,
24,PD28595,Merlyn MBOX sliding door pack 1400mm,Merlyn,573.09,"Combining practicality and style, the 1400mm Merlyn MBox shower enclosure sliding door pack is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn MBOX sliding door pack 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/97/UP-D28594_D28597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
25,PD28923,Merlyn Ionic Express bifold shower enclosure 760mm,Merlyn,450.75,"The sleek, frameless Merlyn Ionic Express 760mm bifold door is built in tough 6mm safety glass with easy-clean Mershield Stayclear coating. With a discreet smooth-action bifold hinge and concealed fixings, this door provides a seamless look and is easy to install, with pre-assembled parts saving valuable time.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express bifold shower enclosure 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/26/UP-D28923_D28926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_BFDoor_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Merlyn_IonicExpress_SidePanel_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_BFDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,
26,PD28913,Merlyn Ionic Express fixed panel for slider 1700mm,Merlyn,361.29,"A favourite of installers, the Merlyn Ionic Express 1700mm shower enclosure fixed panel is part of a range of easy-fit enclosure components with a generous adjustment for uneven walls. Built in toughened safety glass with a Stayclean coating, this panel offers hassle-free cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express fixed panel for slider 1700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/14/UP-D28912_D28914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
27,PD28370,Mira Leap sliding door only 1100mm,Mira,401.72,"The Mira Leap 1100mm sliding door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Mira Leap sliding door only 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/72/UP-D28369_D28372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_SlidingDoor_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,
28,PD05981,Mira Elevate slider shower door 1400mm,Mira,374.84,"Maximising your bathroom floor space, the Mira Elevate 1400mm shower enclosure sliding door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom and with adjustable, quick-release double rollers, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Mira Elevate slider shower door 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/81/UP-D05978_D05981_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Elevate_SlidingDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_SlidingDoor_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,
29,PD28926,Merlyn Ionic Express bifold shower enclosure 1000mm,Merlyn,559.63,"The sleek, frameless Merlyn Ionic Express 1000mm bifold door is built in tough 6mm safety glass with easy-clean Mershield Stayclear coating. With a discreet smooth-action bifold hinge and concealed fixings, this door provides a seamless look and is easy to install, with pre-assembled parts saving valuable time.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express bifold shower enclosure 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/26/UP-D28923_D28926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_BFDoor_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Merlyn_IonicExpress_SidePanel_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_BFDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,
30,PD28369,Mira Leap sliding door only 1000mm,Mira,390.12,"The Mira Leap 1000mm sliding door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Mira Leap sliding door only 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/72/UP-D28369_D28372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_SlidingDoor_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,
31,PD28909,Merlyn Ionic Express sliding door shower enclosure 1000mm,Merlyn,470.49,The smart Merlyn Ionic Express 1000mm sliding shower enclosure door is manufactured in robust 6mm safety glass with Mershield Stayclear coating and features quick release rollers for effortless cleaning and double fin seals for increased watertightness.,Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express sliding door shower enclosure 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/11/UP-D28909_D28911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoorPanel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,
32,PD65199,Coram Premier 8 sliding door 1400 x 2000mm Glass/Chrome Finish,Coram,472.18,"The modern, spa style 1400 x 2000mm Coram Premier 8 sliding door shower enclosure has an elegant, semi-frameless design with linear handle and soft closing and opening via smooth gliding double bearing rollers. Flush-to-glass mounting and ultra-clear seals provide a seamless look and make cleaning effortless while Level and Lock and Cam and Pin systems ensure installation is fast and simple.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Coram Premier 8 sliding door 1400 x 2000mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/99/UP-D65195_D65199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Premier_8_Sliding_Door_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Premier_8_Sliding_Door_Install.pdf,,,,,,,,,,,,,,,,,,,,,,
33,PD28914,Merlyn Ionic Express moving panel for slider 1400 x 700mm,Merlyn,299.96,"A favourite of installers, the Merlyn Ionic Express shower enclosure fixed panel is part of a range of easy-fit enclosure components with a generous adjustment for uneven walls. Built in toughened safety glass with a Stayclean coating, this panel offers hassle-free cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express moving panel for slider 1400 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/14/UP-D28912_D28914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
34,PD28563,Merlyn MBOX sliding shower door 1100mm,Merlyn,330.56,"Combining practicality and style, the 1100mm Merlyn MBox shower enclosure with sliding door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn MBOX sliding shower door 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/70/UP-D28562_D28570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
35,PA21030,Twyford Geo 2 part sliding door shower enclosure 1000mm,Twyford,288.13,"Suitable for use in a recess or alongside a panel, the Twyford Geo 2 1000 x 1900mm sliding shower door is suitable for corner positioning, ensuring a generous showering space. Manufactured with a classic silver frame made of a corrosion-resistant aluminium, this shower door is manufactured in robust nano-coated ProClean glass, simplifying cleaning by reducing the build-up of limescale, soap scum and water streaks.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Twyford Geo 2 part sliding door shower enclosure 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/A21030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/A21030_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A21030_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,
36,PD56158,Merlyn IQ 1200 Slider,Merlyn,401.68,"Offering fast, straightforward installation, the Merlyn IQ 1900 x 1200mm sliding shower enclosure is built with a unique patent pending, easy-fit mechanism. Suitable for a one-person install, this enclosure uses no screws on the shower frame assembly and is built onto the shower tray, making it an ideal choice for smaller bathrooms and en-suites. With drill-free slot-and-lock fitting and smart tools, the Merlyn IQ might just be the easiest enclosure you'll ever fit.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn IQ 1200 Slider,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/58/NW-D56158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_IQ_Sliding_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_IQ_Sliding_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,
37,PD12267,Ideal Standard Connect 2 slider door 1200mm Bright Silver,Ideal Standard,659.49,"The Ideal Standard Connect 2 120 sliding door is built in tough safety glass treated with IdealClean for easy, stress-free cleaning. With a chrome-finish frame and concealed fittings, this power shower-proof door lends a modern, designer look to your shower enclosure.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Ideal Standard Connect 2 slider door 1200mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/67/UP-D12267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Connect2_SlidingDoor1200_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Bathrooms_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect2_SlidingDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,
38,PD23782,Roman Haven 8 sliding door 1100mm,Roman,351.97,"Sliding effortlessly to open and close, the Roman Haven 1100 x 1950mm sliding shower door has a minimalist design that will suit any bathroom, modern or traditional. This shower door makes cleaning easy with quick-release rollers that can be removed and snapped back into place while reversible installation helps means there's no need to redesign your bathroom around a new shower.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Roman Haven 8 sliding door 1100mm,,Product;Fixings;Instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/82/D23782_wm.jpg,,,,,Chrome/Polished,Haven 8,,Lifetime,N,75,AluminiumGlass,H4S11CS,Shower EnclosureSliding Door,N,Polished chrome frame,Brass handles with chrome finish,Minimalist low profile seals,Smooth-running quick-release rollers,Reversible left or right-handed fitting,Lifetime warranty,,,,8mm,Polished Chrome,
39,PD28578,Merlyn MBox shower side panel 800mm,Merlyn,181.45,"Built from strong, safe 6mm glass, this 800mm Merlyn MBox optional side shower panel is suitable for installation with MBox sliding doors.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn MBox shower side panel 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/79/UP-D28576_D28579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBox_Sliding_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD28562,Merlyn MBOX sliding shower door 1000mm,Merlyn,327.92,"Combining practicality and style, the 1000mm Merlyn MBox shower enclosure sliding door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn MBOX sliding shower door 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/70/UP-D28562_D28570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
41,PD12265,Ideal Standard Connect 2 slider door 1000mm Bright Silver,Ideal Standard,606.91,"The Ideal Standard Connect 2 100 sliding door is built in tough safety glass treated with IdealClean for easy, stress-free cleaning. With a chrome-finish frame and concealed fittings, this power shower-proof door lends a modern, designer look to your shower enclosure.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Ideal Standard Connect 2 slider door 1000mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/65/UP-D12265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Bathrooms_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Connect2_SlidingDoor1000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect2_SlidingDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,
42,PD65149,Coram Optima 6 sliding door 1000 x 1900mm Glass/Chrome Finish,Coram,288.8,"The 1000 x 1900mm Coram Optima 6 sliding door shower enclosure offers a spacious solution for larger showering areas. Easy to clean, with quick-release rollers and ultra-clear seals and fast and simple to install with Cam and Pin fitting and Level and Lock screw-free adjustment, the Optima 6 makes life easy for installers and users alike.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Coram Optima 6 sliding door 1000 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/53/UP-D65149_D65153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Optima_6_Sliding_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Optima_6_Sliding_Door_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,
43,PD08868,Merlyn Ionic Express slider shower enclosure pack 1500mm Chrome/Clear,Merlyn,943.36,"The 1500mm Ionic Express Essence sliding shower door is built using 8mm Mershield Stayclear-coated glass for easy cleaning. It includes smooth action easy-clean double rollers, double fin seals for increased water retention and a fittings kit for straightforward installation. The frameless design provides an effortlessly contemporary finish to your shower room.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express slider shower enclosure pack 1500mm Chrome/Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/69/NW-D08868_D08869_wm.jpg,,,,,Chrome/Clear,Ionic Express,,,N,,,D08868 PK,Slider Shower Enclosure Pack,N,Height 1900mm,8mm toughened safety glass,Mershield Stayclear easy-clean glass coating,Quick release double rollers for easy cleaning,Chrome finish including top cover caps,Chrome magnetic strips,Optional side panel available,Concealed fixings,Reversible,,,20 year warranty
44,PD28912,Merlyn Ionic Express fixed panel for slider 1400mm,Merlyn,299.84,"A favourite of installers, the Merlyn Ionic Express 1400mm shower enclosure fixed panel is part of a range of easy-fit enclosure components with a generous adjustment for uneven walls. Built in toughened safety glass with a Stayclean coating, this panel offers hassle-free cleaning.",Showering/Shower Doors and Enclosures/Sliding Shower Enclosures/Sliding Shower Enclosures.csv -> Merlyn Ionic Express fixed panel for slider 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/14/UP-D28912_D28914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
