,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Attachment 8
55,P230933,CenterRad Column 4-column radiator 600 x 800mm,CenterRad,269.09,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 4537 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 4-column radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/35/230930_230935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
56,P261366,Stelrad Vita Column Concept 3 column radiator 600 x 1272mm,Stelrad,481.46,"The Stelrad Vita Column Concept horizontal radiator is designed to help you add a splash of colour to your interior. Finished in a classic dark anthracite grey paint, the classic column design of this steel radiator fits perfectly into both contemporary and traditional interior designs. Delivering 5611 BTU/h of warmth, the Vita Column Concept is the perfect choice for any stylish modern home that requires reliable heating power.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Concept 3 column radiator 600 x 1272mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/261363_261366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,
57,P230920,CenterRad Column 3-column radiator 450 x 1000mm,CenterRad,277.01,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 3443 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 450 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/26/230916_230926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
58,P260637,STELRAD VITA 4 COL 500X1272 6229B WHITE,Stelrad,419.17,"A timeless classic, the Stelrad Vita Column Horizontal radiator has a style that won't date, making it just as perfect for modern interior designs as it is for period homes. This 1272 x 500mm four column radiator features all of the reliability, efficiency and practicality that you'll expect from the always popular Stelrad Vita, in a thoughtfully styled package.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> STELRAD VITA 4 COL 500X1272 6229B WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/39/NW-260625_260639_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Stelrad_Vita_Generic_May_2021_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,
59,P260643,Stelrad Vita Column 4 column radiator 750 x 1272 mm,Stelrad,516.44,"Designed to stand the test of time, the Stelrad Vita Column Horizontal 750 x 1272mm radiator is a classic design that will blend seamlessly into both modern and period interiors, looking just as good in a Victorian terrace as in a just-built apartment. Delivering a cosy 8976 BTU/h of heating power, this four column radiator is both reliable and efficient, helping homeowners to enjoy practical, powerful heating without compromising their personal style.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 4 column radiator 750 x 1272 mm,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/43/NW-260641_260643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Stelrad_Vita_Generic_May_2021_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,
60,P230930,CenterRad Column 4-column radiator 300 x 800mm,CenterRad,221.59,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 2487 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 4-column radiator 300 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/35/230930_230935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
61,P261363,Stelrad Vita Column Concept 3 column radiator 600 x 628mm,Stelrad,314.65,"The Stelrad Vita Column Concept horizontal radiator is designed to help you add a splash of colour to your interior. Finished in a classic dark anthracite grey paint, the classic column design of this steel radiator fits perfectly into both contemporary and traditional interior designs. Delivering 2703 BTU/h of warmth, the Vita Column Concept is the perfect choice for any stylish modern home that requires reliable heating power.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Concept 3 column radiator 600 x 628mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/261363_261366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,
62,P273563,Stelrad Classic Column 3 column 22 section horizontal radiator 600 x 1042mm,Stelrad,614.52,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around three columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 1042 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 3 column 22 section horizontal radiator 600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/NW-273562_273566_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,
63,P230916,CenterRad Column 3-column radiator 300 x 800mm,CenterRad,205.77,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 1963 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 300 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/26/230916_230926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
64,P230939,CenterRad Column 3-column radiator 600 x 1000mm Anthracite,CenterRad,351.41,"Elegant yet practical, this anthracite grey CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 4439 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 600 x 1000mm Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/40/230939_230940_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
65,P273573,Stelrad Classic Column 4 column 22 section horizontal radiator 600 x 1042mm,Stelrad,702.03,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around four columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 1042 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 4 column 22 section horizontal radiator 600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/74/NW-273572_273574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,
66,P273562,Stelrad Classic Column 3 column 18 section horizontal radiator 600 x 858mm,Stelrad,487.94,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around three columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 858 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 3 column 18 section horizontal radiator 600 x 858mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/NW-273562_273566_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,
67,P273561,Stelrad Classic 3 column 13 section horizontal radiator 600 x 628mm,Stelrad,368.28,"Robustly built in reliably strong steel, the elegant Stelrad Classic 600 x 628mm radiator is designed with three columns for a timeless look that will suit both contemporary and period properties alike. Made up of thirteen sections, this reliable radiator delivers a heat output of 2703 BTU/h for cosy interior warmth.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic 3 column 13 section horizontal radiator 600 x 628mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/lu/mn/Caradon Stelrad_Classic Column_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/2a/Column 2a.pdf,,,,,,,,,,,,,,,,,,,
68,P273536,Stelrad Classic Column 3 column horizontal radiator 500 x 1870mm,Stelrad,980.52,"Designed to complement any home décor, the Stelrad Classic three-column horizontal radiator has a traditional look that suits period homes while also bringing character to more modern schemes. Measuring 500 x 1870mm, this rectangular column radiator is made of hardwearing steel and offers a heat output of 7044 BTU/h.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 3 column horizontal radiator 500 x 1870mm,,Column radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/36/273536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/2a/Column 2a.pdf,,,,,,,,,,,,,,,,,,,
69,P273574,Stelrad Classic Column 4 column 27 section horizontal radiator 600 x 1272mm,Stelrad,847.0,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around four columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 1272 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 4 column 27 section horizontal radiator 600 x 1272mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/74/NW-273572_273574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,
70,P222706,Stelrad Vita Column 2 column vertical radiator 1800 x 352mm,,181.99,"A classic minimalist design that will suit both period and contemporary homes, the Stelrad Vita column vertical radiator is a statement piece that will maximise space in a room with soaring ceilings or where wall space is limited. Measuring 352 x 1800mm, this smart radiator features two columns and is constructed in a tough powder-coated steel finished in clean, contemporary white. The Vita vertical doesn't just look great, it's practical too, delivering a heat output of 2962 BTU/h.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 2 column vertical radiator 1800 x 352mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/47/NW-260644_260647_wm.jpg,,,,,,,,Traffic White,N,222706 PK,N,Vertical design,Ideal for areas with restricted wall space,Steel construction,Traffic White powder-coated finish,"Robust, practical packaging protects unit in transit",5 year warranty,,,,
71,P222667,Stelrad Vita Column 3 column radiator 500 x 444  mm,,127.99,"There's no need to worry about going out of style with the Stelrad Vita column horizontal radiator. This timeless classic with its three smart columns promises to look great, whether in a modern or period home, for years to come. Measuring 500 x 444mm, the white-finished Vita column radiator brings together high levels of reliability, efficiency you can rely on and a generous heat output of 1584 BTU/h, all in a single classically styled package.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 3 column radiator 500 x 444  mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/17/NW-260610_260617_wm.jpg,,,,,,,,Traffic White,N,222667 PK,N,Classic column design,Suitable for contemporary and traditional interiors,Steel construction,Traffic White powder-coated finish,Manufactured in the UK,5 year warranty,,,,
72,P222720,Stelrad Vita Column Vertical Concept B3809 2 column concept radiator 1800 x 444mm,,296.99,"A modern classic, the Stelrad Vita Column Concept 444 x 1800mm vertical column radiator brings together contemporary styling with timeless lines. Finished in bold, statement anthracite grey, this radiator complements period homes just as well as it fits into an urban loft scheme. Reliable and built to last, the Vita Column Concept doesn't just look great, it delivers on comfort too, promising a heat output of 3809 BTU/h.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Vertical Concept B3809 2 column concept radiator 1800 x 444mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/17/200216_200217_wm.jpg,,,,,,,,Anthracite Grey,N,222720 PK,N,Classic column design,1.25mm steel construction,Anthracite powder-coated finish,"Fast, easy installation",5 year warranty,,,,,
73,P222660,Stelrad Vita Column 3 column radiator 300 x 444mm,,119.99,"There's no need to worry about going out of style with the Stelrad Vita column horizontal radiator. This timeless classic with its three smart columns promises to look great, whether in a modern or period home, for years to come. Measuring 444 x 300mm, the white-finished Vita column radiator brings together high levels of reliability, efficiency you can rely on and a generous heat output of 983 BTU/h, all in a single classically styled package.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 3 column radiator 300 x 444mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/17/NW-260610_260617_wm.jpg,,,,,,,,Traffic White,N,222660 PK,N,Classic column design,Suitable for contemporary and traditional interiors,Steel construction,Traffic White powder-coated finish,Manufactured in the UK,5 year warranty,,,,
74,P222708,Stelrad Vita Column 2 column vertical radiator 2000 x 352mm,,213.99,"A minimalist design that will suit both period and contemporary homes, the Stelrad Vita column vertical radiator is a statement piece that will maximise space in a room with soaring ceilings or where wall space is limited. Measuring 352 x 2000mm, this smart radiator features two columns and is constructed in a tough powder-coated steel finished in clean, contemporary white. The Vita vertical doesn't just look great, it's practical too, delivering a heat output of 3297 BTU/h.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 2 column vertical radiator 2000 x 352mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/47/NW-260644_260647_wm.jpg,,,,,,,,Traffic White,N,222708 PK,N,Vertical design,Ideal for areas with restricted wall space,Steel construction,Traffic White powder-coated finish,"Robust, practical packaging protects unit in transit",5 year warranty,,,,
