,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Material Type,Pack Quantity,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Thickness,Feature 7,Feature 8,Feature 9,Connection Size,Connection Type,Diameter,Warranty,Weight,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application
62,P637066,Lawton Tube MUN cast screw on bracket 42mm Brass,Lawton Tube,10.6,"Made of brass, this Lawton Tube MUN 42mm cast screw-on bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN cast screw on bracket 42mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/66/NW-637062_637066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P511336,Tradefix Unifix double kliplok 15mm (Pack of 50),Tradefix,10.0,"This Tradefix Unifix double hinged pipe clip is suitable for 15mm copper and uPVC pipe. Designed with a special hinge that reduces the risk of stress cracking, this clip includes a central hole fitting for both single and double clips, meaning a selection can be joined together via a unique locking mechanism.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Tradefix Unifix double kliplok 15mm (Pack of 50)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/36/NW-511336_wm.jpg,,,,,White,Plastic,Pack of 50,Unifix,N,Plastic,15 mm,9K-D15W=11093,Pipe Clip,N,Compatible with copper and uPVC pipe,"Highly robust, designed to withstand repeated opening and closing",With 360° retention,Secure grip when pipe is in place,High stand-off allows for lagging and heat circulation,White colour,,,,,,,,,,,,,,,,,
64,P511351,Talon TS cold ident hinged clip 15mm Blue,Talon,0.47,"Designed for marking cold water pipework, this Talon TS 15mm cold water pipe identification clip ensures a professional finish for any pipe layout in new or existing installations. Made of high quality polypropylene, this hinged clip securely locks a pipe into place, offering a 360° fixing. A range of hinged clips in a variety of sizes can be connected together via the dovetail for equal pipe spacing.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon TS cold ident hinged clip 15mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/51/NW-511351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Hinged_Clips_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P597035,"Flamco RKW supaplate 42mm 1./4"" White",Flamco,1.03,"Providing a neat finish to any installation this Flamco RKW 42.9mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Flamco RKW supaplate 42mm 1./4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/NW-597030_597035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PM97905,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 17-23mm,JET Range,2.1,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 17 - 23mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 17-23mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P511354,Talon NC nail-in hot indent clip 22mm Red,Talon,0.35,"Designed for marking cold water pipework, this Talon NC 22mm hot water pipe identification clip ensures a professional finish for any pipe layout in new or existing installations. Made of high quality polypropylene, this hinged clip securely locks a pipe into place, employing a tough zinc-coated nail to connect to masonry of any type.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon NC nail-in hot indent clip 22mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/54/NW-511353_511354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Nail_in_Clips_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P511623,Talon NC nail-in pipe clip 28mm White,Talon,0.42,"This Talon NC 28mm white nail-in clip is made of a premium grade polypropylene and is supplied with a high quality zinc-plated, hardened and tempered nail designed for use in all types of masonry.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon NC nail-in pipe clip 28mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/23/NW-511620_511623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Nail_in_Clips_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P511338,Tradefix Unifix double kliplok 22mm (Pack of 50),Tradefix,6.17,"This Tradefix Unifix double hinged pipe clip is suitable for 22mm copper and uPVC pipe. Designed with a special hinge that reduces the risk of stress cracking, this clip includes a central hole fitting for both single and double clips, meaning a selection can be joined together via a unique locking mechanism.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Tradefix Unifix double kliplok 22mm (Pack of 50)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/38/NW-511338_wm.jpg,,,,,White,Plastic,Pack of 50,Unifix,N,Plastic,22 mm,9K-D22W=11093,Pipe Clip,N,Compatible with copper and uPVC pipe,"Highly robust, designed to withstand repeated opening and closing",With 360° retention,Secure grip when pipe is in place,High stand-off allows for lagging and heat circulation,White colour,,,,,,,,,,,,,,,,,
70,PM97918,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 109-119mm,JET Range,8.72,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 109 - 119mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 109-119mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PM97891,JET Range Unlined pipe clip twin screw M8/M10 dual boss 67-71mm,JET Range,3.95,"This JET Range twin screw unlined pipe clip for 67 - 71mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 67-71mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P597044,"Flamco RKW supaplate 1.1/2"" White",Flamco,1.63,"Providing a neat finish to any installation this Flamco RKW 48.8mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Flamco RKW supaplate 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/45/NW-597043_597045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PM97910,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 48-53mm,JET Range,3.44,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 48 - 53mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 48-53mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PM97930,JET Range Stud Bolt stud bolt BZP M10 100mm,JET Range,0.77,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 100mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Stud Bolt stud bolt BZP M10 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PM97902,JET Range Unlined pipe clip twin screw M8/M10 dual boss 158-169mm,JET Range,13.16,"This JET Range twin screw unlined pipe clip for 158 - 169mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 158-169mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PM97921,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 135-148mm,JET Range,9.3,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 135 - 148mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 135-148mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PM97894,JET Range Unlined pipe clip twin screw M8/M10 dual boss 91-98mm,JET Range,4.95,"This JET Range twin screw unlined pipe clip for 91 - 98mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 91-98mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PM97903,JET Range Unlined pipe clip twin screw M8/M10 dual boss 166-177mm,JET Range,15.67,"This JET Range twin screw unlined pipe clip for 166 - 177mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 166-177mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P637085,Lawton Tube MUN single munsen ring M10 15mm Chrome Plated,Lawton Tube,3.29,"Made of copper with a chrome finish, this Lawton Tube MUN 15mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN single munsen ring M10 15mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/90/NW-637085_637090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PM98921,"M Greenaway And Son MS single ring metric 1"" Black",M Greenaway And Son,2.69,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 1"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0902M_MS0902M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P511350,TALON HOT IDENT CLIP (RED) W/OVER 22MM,Talon,0.6,"This Talon 22mm hot water identclip in red is specifically designed to provide identification of new or existing hot water pipework, helping to make future maintenance and upgrades simple and safe. This hinged clip securely locks a pipe into place.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> TALON HOT IDENT CLIP (RED) W/OVER 22MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/cl/ip/TSRed Hinged Clip_wm.jpg,,,,,Red,,,,N,Polypropylene,22 mm,TS22RED/20,Pipe Clip,N,Polypropylene construction,Red colour for hot,With dove tails,,,,39.5mm,,,,,,,,,,,,,,,,
82,PM98973,"M Greenaway And Son MG galvanised single metric ring 4""",M Greenaway And Son,21.12,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MG galvanised single metric ring 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/73/NW-M98965_M98973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1802M_MS1802M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PM12060,S/STEEL 316 LINED CLIP 20-25MM (1/2IN),DST Group,5.71,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 1/2"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> S/STEEL 316 LINED CLIP 20-25MM (1/2IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-M12059_M12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PM98950,"M Greenaway And Son MS screw on bracket 2"" Black",M Greenaway And Son,8.38,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 2"" screw has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS screw on bracket 2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/50/NW-M98945_M98950_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_MS1401_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PM12072,S/STEEL 316 LINED CLIP 113-118MM (4IN),DST Group,19.99,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 4"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> S/STEEL 316 LINED CLIP 113-118MM (4IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-M12059_M12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PM98927,"M Greenaway And Son MS single ring metric 4"" Black",M Greenaway And Son,14.04,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1802M_MS1802M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PM98928,"M Greenaway And Son MS single ring metric 5"" Black",M Greenaway And Son,25.94,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 5"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 5"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_MS1902M_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
