,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
23,PQ62787,Wavin Osma SquareLine pipe bracket spacer Black,Wavin,6.82,"Ideal for domestic use, this Wavin Osma SquareLine 70mm pipe bracket spacer is made of black PVC-U and offers a neat, modern rectilinear profile. This spacer is for use with the 4T834 pipe bracket, 4T823 pipe connector/bracket, 4T832 pipe shoe/bracket, 4T858 offset pipe with access and 4T855 access pipe.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma SquareLine pipe bracket spacer Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/87/NW-Q62787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
24,PQ64625,Wavin Osma SuperLine gutter support Black,Wavin,4.51,"Made of black PVC-U, this Wavin Osma SuperLine 125mm gutter support bracket is part of a range designed to offer a classic half-round system for use in large domestic or small commercial buildings.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma SuperLine gutter support Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/25/NW-Q64625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PF67502,Polypipe gutter fascia bracket 112mm Grey,Polypipe,4.3,"Made of grey PVC-U, this Polypipe 112mm half-round fascia bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe gutter fascia bracket 112mm Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/02/NW-F67502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PF68438,Polypipe Polyflow deep fascia bracket 75mm White,Polypipe,5.41,"Suitable for domestic use, this Polypipe fascia bracket is made of white PVC-U and incorporates 117mm push-fit ends.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe Polyflow deep fascia bracket 75mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/38/NW-F68438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PF68602,Polypipe OGEE gutter union 130mm Black,Polypipe,13.92,"Suitable for domestic use, this Polypipe OGEE 130mm union bracket is made of PVC-U. With a deep capacity, the OGEE rainwater system is ideal for use in any area where regular heavy rainfall is expected.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe OGEE gutter union 130mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/02/NW-F68602_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF68616,Polypipe OGEE fascia bracket 130mm Black,Polypipe,6.09,"Suitable for domestic use, this Polypipe OGEE 130mm fascia bracket is made of PVC-U. With a deep capacity, the OGEE rainwater system is ideal for use in any area where regular heavy rainfall is expected.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe OGEE fascia bracket 130mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/16/NW-F68616_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PQ64731,Wavin Wavin Osma RoofLine gutter union Black,Wavin,33.22,"Made of black PVC-u, this Wavin Osma RoofLine 150mm gutter union with push-fit connections is suitable for use on large commercial or industrial buildings. Designed with a classic half-round profile, the RoofLine system is built to withstand very high capacities.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma RoofLine gutter union Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/31/NW-Q64731_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Wavin_Plumb_&_Drain_Product_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,PQ64453,Wavin Wavin Osma RoundLine gutter union Black,Wavin,8.72,"Made of black PVC-u with a smart semi-round profile, this Wavin Osma RoundLine 112mm gutter union with push-fit connections is designed for hanging gutters.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma RoundLine gutter union Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/53/NW-Q64453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
31,PF34936,DEEPFLOW 150 82MM ONE PIECE CLIP RC3:B,Marley,6.44,"Finished in black, this Marley Deepflow 150 82mm one-piece clip is ideal for use in small-to-medium commercial projects, flats and industrial applications.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> DEEPFLOW 150 82MM ONE PIECE CLIP RC3:B",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/36/NW-F34936_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Deepflow_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
32,PQ64334,"Wavin Osma SquareLine squareline gutter support 4"" Black",Wavin,3.64,"Ideal for domestic use, this Wavin Osma SquareLine 100mm gutter support bracket is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma SquareLine squareline gutter support 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/34/NW-Q64334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,PQ68010,Wavin Wavin Osma RoundLine gutter bracket spacer Black,Wavin,3.54,"Made of black PVC-u with a smart semi-round profile, this Wavin Osma RoundLine 68mm gutter bracket spacer with push-fit connections has a projection of 21mm.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma RoundLine gutter bracket spacer Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-Q68010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
34,PF59209,Wavin Osma StormLine gutter union 111mm Black,Wavin,12.46,"Made of black PVC-U, this Wavin Osma StormLine 111mm gutter jointing bracket is part of a high capacity domestic system with a classic ogee shape. Cleanly and attractively designed, StormLine is ideal for roof perimeters or conservatory use.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma StormLine gutter union 111mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/09/NW-F59209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PQ66629,Wavin Wavin Osma DeepLine rise and fall bow and pin Black,Wavin,16.63,"Made of black PVC-u, this Wavin Osma DeepLine bow and pin for rise and fall rafter brackets with built-in or drive-in spikes is fitted using 113mm push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma DeepLine rise and fall bow and pin Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/29/NW-Q66629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF67553,Polypipe gutter union bracket 112mm Black,Polypipe,8.24,"Made of black PVC-U, this Polypipe 112mm half-round gutter bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe gutter union bracket 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/53/NW-F67553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PQ64896,Wavin Osma SquareLine squareline stand off pipe bracket Black,Wavin,4.83,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe bracket with stand-off is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma SquareLine squareline stand off pipe bracket Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/96/NW-Q64896_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF67512,Polypipe Rise and Fall Bracket,Polypipe,24.87,"Suitable for domestic use, this Polypipe rise and fall bracket is made of galvanised steel.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe Rise and Fall Bracket",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/12/NW-F67512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing&Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF67243,Polypipe gutter fascia bracket 112mm White,Polypipe,4.3,"Made of white PVC-U, this Polypipe 112mm half-round fascia bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe gutter fascia bracket 112mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/43/NW-F67243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF67552,Polypipe gutter fascia bracket 112mm Black,Polypipe,4.3,"Made of black PVC-U, this Polypipe 112mm half-round fascia bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe gutter fascia bracket 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/52/NW-F67552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF67952,Polypipe square fascia bracket 112mm Black,Polypipe,4.57,"Suitable for domestic use, this Polypipe 112mm square fascia bracket is made of black PVC-U.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe square fascia bracket 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/52/NW-F67952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF67953,Polypipe square gutter union bracket 112mm Black,Polypipe,9.53,"Suitable for domestic use, this Polypipe 112mm square gutter union bracket is made of black PVC-U.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe square gutter union bracket 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/53/NW-F67953_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PQ64551,"Wavin Osma RoundLine gutter support bracket 4.1/2"" White",Wavin,2.87,"Ideal for domestic use, this Wavin Osma RoundLine 112mm gutter support bracket is made of white PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma RoundLine gutter support bracket 4.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/51/NW-Q64551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
44,PQ64472,Wavin Wavin Osma RoundLine bow and pin for rafter bracket Black,Wavin,12.35,"Made of black PVC-u, this Wavin Osma RoundLine bow and pin for rise and fall rafter brackets with built-in or drive-in spikes is part of the smart semi-round profile RoundLine domestic guttering system.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma RoundLine bow and pin for rafter bracket Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/72/NW-Q64472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
45,PQ66627,Wavin Osma DeepLine gutter support bracket Black,Wavin,3.58,This Wavin Osma DeepLine 113mm gutter support bracket is made of black PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,"Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma DeepLine gutter support bracket Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/27/NW-Q66627_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
46,PQ66624,Wavin Wavin Osma DeepLine gutter union deep run line Black,Wavin,10.28,"Made of black PVC-u, this Wavin Osma DeepLine 113mm gutter union is fitted using push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma DeepLine gutter union deep run line Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/24/NW-Q66624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
47,PF26112,MLY DEEPFLOW FASCIA BRAC BROWN RKD1BR,Marley,2.66,"This brown Marley Deepflow 75mm fascia bracket is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> MLY DEEPFLOW FASCIA BRAC BROWN RKD1BR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/12/NW-F26112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
