,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Diameter,Material Type,Range,Warranty,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Colour,End Connection B size,Connection Size,Pack Quantity,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Gender,Pressure,Weight,Body Material,Operating Temperature Range (C),Length (mm),Height (mm),Maximum Operating Temperature,Width (mm)
147,P517588,"JG Speedfit female tap connector 22mm x 3/4""",JG Speedfit,3.06,"This John Guest Speedfit 22mm x 3/4"" tap connector is a push-fit plastic fitting designed for the connection of plastic and copper pipe. To connect, simply push the fitting fully onto the pipe and twist the plastic nut clockwise to lock in place. Where demounting is required the nut is unlocked and the collet pushed towards the body of the fitting before pulling the pipe to release. This fitting is easy to work with in confined places and removes the need for hot works on site, reducing installation time by about 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit female tap connector 22mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/88/NW-517587_517588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_PSE_PSEI_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,P581521,Reliance 22mm x 15mm 3 stem port mainfold,Reliance,10.16,"Designed, manufactured and assembled in the UK, this JG Speedfit 22 x 15mm three-port stem manifold allows for the centralisation of service pipework at a single point. Manufactured in polybutylene, this stem connection manifold is easy to install by simply pushing onto a pipe and twisting the plastic nut clockwise to lock it in place. Demounting is equally simple, requiring the nut to be unlocked and the collet pushed towards the fitting's body where the pipe is pulled to release. 40% quicker than other methods and ideal for confined spaces, JG Speedfit fittings, used in conjuction with the brand's Lay-Flat polybutylene pipe for direct running to a fixture or applicance without additional fittings, require no hot works and no tools for installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Reliance 22mm x 15mm 3 stem port mainfold",,Single in a bag,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/21/581521_wm.jpg,,,,,,,,,,N,,Unequal,,22,,Polybutelane,22mm x 15mm,Stem,,PEM582215BW,Manifold,N,Compact solution for centralizing system pipework,Stem connection allows for manifold grouping,Instant push-fit connection,Installs and demounts quickly without tools,Safe flame-free installation,"No hot works, glue or flux required","5 to 40% cost saving compared to alternative methods requiring pipes, elbows and tees",,,,,Grip and Seal collet with stainless steel teeth and main O-ring seal,Non-toxic,Resists corrosion and scale build-up,Suitable for use with JG Speedfit PEX and polybutylene barrier pipe (inserts required) and copper pipe,"Suitable for hot, cold and central heating applications",,N/A,,,,,,,,
149,P517775,JG Speedfit CM collet clip 15mm Blue,JG Speedfit,0.16,"This JG Speedfit CM 15mm blue collet clip provides distinctive pipe colour coding. Speedfit's easy to use plastic push-fit system is suitable for use in hot and cold water services and heating applications, significantly reducing installation time with no need for specialist tools. Completely demountable, these fittings are lead-free and resist scale build-up while extensive testing confirms their ability to withstand temperatures and pressures in excess of normal working conditions. All Speedfit pipe contains a barrier to prevent the ingress of air into the system with long lengths making installation easier with fewer fitting joints required.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit CM collet clip 15mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/76/NW-517775_517776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_CI_CM_Range_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P523336,Polypipe Polyplumb Enhanced equal tee 28 mm,Polypipe,28.66,"This Polypipe PolyPlumb Enhanced 28mm 90° equal tee offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced equal tee 28 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/36/523336_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010BBA  00/3699Reg4 1710053,Equal,90,28mmØ,28mmØ,Polybutylene,28mm x 28mm x 28mm,Push-Fit,,PB228EW,tee,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,28mmØ,,,,,,,,,,,,,,,,,
151,P523354,Polypipe Polyplumb Enhanced str tap con 15 x 1/2,Polypipe,7.55,"This Polypipe PolyPlumb Enhanced 15mm x 1/2"" straight tap connector offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced str tap con 15 x 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/54/523354_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010BBA  00/3699Reg4 1710063,Unequal,,15mm,¾”,Polybutylene,15mm x ½,Push-Fit,,PB715EW,Tap Connector,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,
152,P591520,JG Speedfit equal tee 10mm (Pack of 5),JG Speedfit,28.99,"Fully demountable and easy to work with, even in confined spaces, this JG Speedfit 10mm 90° equal tee is suitable for use on plastic and copper pipe. Easy to install and taking 40% less time compared to traditional methods, this fitting is simply pushed onto the pipe and the plastic nut turned clockwise to lock in place. To demount, the nut can be unlocked and the collet pushed towards the body of the fitting before pulling the pipe to release. Designed, manufactured and assembled in the UK, JG Speedfit fittings require the correct pipe insert to be used with plastic pipes.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit equal tee 10mm (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/45/517545_wm.jpg,,,,,,,,,,N,BSIWRASISO 9001BS 7291BBA,Equal,90,10mm,10mm,Plastic,10 x 10 x 10 mm,Push-Fit,,591520 PK,tee,N,No tools required,Push-fit and demountable connections,Suitable for hot and cold water,For central heating systems and plastic and copper pipe,Grip and seal connection,Lead-free and non-toxic,Corrosion-free,,10mm,10mm,Pack of 5,Resists scale,WRAS approved,ISO 9001,BS 7291,BBA approved,,,,,,,,,,
153,P523345,Polypipe Polyplumb Enhanced 4 port socket/socket 22 x 10 mm,Polypipe,27.27,"This Polypipe PolyPlumb Enhanced 22 x 10mm 4-port socket/socket offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced 4 port socket/socket 22 x 10 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/45/523345_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710058,Unequal,90,22mm,10mm,Polybutylene,22mm x 10mm,Push-Fit,,PB4822EW,Manifold,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,10mm,,,,,,,,,,,,,,,,,
154,P523303,Polypipe Polyplumb Enhanced spigot elbow 10 mm,Polypipe,8.2,"This Polypipe PolyPlumb Enhanced 10mm 90° spigot elbow offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced spigot elbow 10 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/03/523303_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010BBA  00/3699Reg4 1710034,Equal,90,10mm,10mm,Polybutylene,10mm,Push-Fit,,PB1010EW,Spigot Elbow,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,
155,P591519,JG Speedfit elbow 10mm (Pack of 10),JG Speedfit,25.49,"This John Guest Speedfit 10 x 10mm 90° elbow is a plastic push-fit fitting designed to connect plastic and copper pipe. Easy to work with in confined spaces, this fitting removes the need for hot works on site, reducing installation time by around 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit elbow 10mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/19/NW-591519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P523323,Polypipe Polyplumb Enhanced 2er tee 15 x 15 x 22 mm,Polypipe,9.89,"This Polypipe PolyPlumb Enhanced 15 x 15 x 22mm 90° two end reducing tee offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced 2er tee 15 x 15 x 22 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/23/523323_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010BBA  00/3699Reg4 1710045,Unequal,90,15mm,22mmØ,Polybutylene,15mm x 15mm x 22mm,Push-Fit,,PB1622EW,Two Ends Reduced Tee,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,15mm,,,,,,,,,,,,,,,,,
157,P523325,Polypipe Polyplumb Enhanced socket 15 x 10 mm Red,Polypipe,6.79,"This Polypipe PolyPlumb Enhanced 15 x 10mm socket offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced socket 15 x 10 mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/25/523325_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010BBA  00/3699Reg4 1710013,Unequal,,15mm,10mm,Polybutylene,15mm x 10mm,Push-Fit,,PB1815EW,Socket Reducer,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,
158,P531230,Polypipe PolyMax socket reducer 15mm x 10mm,Polypipe,3.32,"This Polypipe PolyMax 15 x 10mm reducer is slim, streamlined push-fit plumbing fitting made of polybutylene. Tool demountable, this fitting is ideal for surface-mounted applications in home improvement and refit projects.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe PolyMax socket reducer 15mm x 10mm",,10x reducers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/31/NW-531230_531231_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P542511,"Wavin Wavin Hep2O HX31/22W male iron adaptor 22mm x 3/4"" Brass",Wavin,5.84,"This Wavin Hep2O 22mm x 3/4"" male iron adapter is manufactured in tough brass. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Wavin Hep2O HX31/22W male iron adaptor 22mm x 3/4"" Brass",,10,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/11/542511_wm.jpg,,,,,Push Fit,22,,Wavin Hep2O,,N,"WRAS cert 1901900Class S of BS 7291, parts 1 and 2",Unequal,,22mm,3/4,Brass,22 mm,Push-Fit,,HX31/22W,Adaptor,N,Secure In4sure joint recognition,Easy HepKey demounting system,Smartsleeve for reduced force joint assembly,Flexible pipe remains straight,No risk of corrosion,Reduced risk of burst pipes,Kitemarked to Class S of BS7291,Brass,N/A,22,,WRAS approval 1312005,,,,,,,"Up to 12 bar, temperature depending",0.07,Brass,0 to 114,,,,
160,P531231,Polypipe PolyMax socket reducer 22mm x 15mm,Polypipe,4.4,"This Polypipe PolyMax 22 x 15mm reducer is slim, streamlined push-fit plumbing fitting made of polybutylene. Tool demountable, this fitting is ideal for surface-mounted applications in home improvement and refit projects.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe PolyMax socket reducer 22mm x 15mm",,10x reducers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/31/NW-531230_531231_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P515353,Wavin Hep2O straight connector 22mm,Wavin,24.16,This Wavin Hep2O HD1 22 x 22mm connector is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O straight connector 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/53/NW-515352_515353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Plumbing_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P523356,Polypipe Polyplumb Enhanced 4 port socket/socket 22 x 10 mm,Polypipe,26.95,"This Polypipe PolyPlumb Enhanced 22 x 10mm 90° 4-port socket/socket offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced 4 port socket/socket 22 x 10 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/56/523356_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710064,Unequal,90,22mm,10mm,Polybutylene,22mm x 10mm,Push-Fit,,PB7322104EW,Manifold,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,10mm,,,,,,,,,,,,,,,,,
163,P531168,Polypipe Polyfit Radiator Terminal Plate,Polypipe,18.61,This Polypipe Polyfit radiator terminal plate is made of polypropylene.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyfit Radiator Terminal Plate",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/68/NW-531168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,P517494,"JG Speedfit FLX hose and valve (BSP) 1/2"" 15mm - 300mm",JG Speedfit,12.44,"Used to connection plastic or copper pipe to a male thread, this JG Speedfit FLX flexi hose with 15mm x 1/2"" push-fit x BSP union nut connections is ideal for connecting taps. Isolating an appliance requires the simple quarter-turn of a screw in the valve while the connection is made by pushing the fitting fully on to the pipe and screwing the nut onto the thread of the appliance. Easy to install in confined spots, this fitting removes the need for hot works. Where demounting is required, the collet is pushed towards the body of the fitting and the pipe pulled to release.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit FLX hose and valve (BSP) 1/2"" 15mm - 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/94/NW-517494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/06/JG_Speedfit_MSDS_06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,P516638,Polypipe Polyfit 22mm Sealed Pipe Stiffener,Polypipe,1.64,"This Polypipe Polyfit 22mm sealed pipe stiffener is a quick way to reinforce the cut end of pipe where it will be inserted into the plumbing fitting. Made of polysulfone, this fitting is compatible with PolyPlumb, PolyFit and PolyMax push-fit ranges.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyfit 22mm Sealed Pipe Stiffener",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/38/NW-516638_wm.jpg,,,,,,,,PolyFit,,N,BS7291BBA 00/36Reg4,N/A,,22mm,N/A,Polysulphone,22 mm,Push-Fit,,PP6422S,Pipe Stiffener,N,Black colour,Made from polysulphone,High quality finish,Suitable for all types of commercial and domestic installation,Meets BS 7291,Meets BBA 00/3699,Reg 4,,,,,,,,,,,,,,,,,,,
166,P517442,JG Speedfit service valve 22mm,JG Speedfit,11.39,"This John Guest Speedfit 22 x 22mm service valve is designed for the connection of plastic and copper pipe. The valve is designed to stop the flow of water to a fixture in case of an emergency or for repair, operating via a quarter-turn screw. The valve is pushed fully on to the pipe for installation while demounting is as simple as pushing the collet towards the body of the fitting and pulling the pipe to release. Installation time is reduced by around 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit service valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/42/NW-517442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P542484,Wavin Hep2O double end reduced tee 10 x 10 x 15mm,Wavin,5.66,"This Wavin Hep2O 10 x 10 x 15mm double end reduced tee is manufactured in a robust polybutylene. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O double end reduced tee 10 x 10 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/84/542484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hep2o_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
