,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
21,PK29650,Pegler Proflow 1260ULF commissioning valve set 15mm BSPP,Pegler,73.61,"This Pegler Proflow 126U0LF commissioning set with fixed commissioning double regulating valves incorporates a fixed plate orifice to provide accurate flow measurement and regulation. With 15mm BSP parallel connections, this DZR brass set has an oblique pattern body and easy to access test points for use during commissioning.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow 1260ULF commissioning valve set 15mm BSPP",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/50/NW-K29650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,,,
22,PK30641,Pegler Proflow commissioning set 15mm,Pegler,88.35,"This Pegler Proflow PS1260LF DZR fixed orifice commissioning valve with 15mm push-fit connections has an oblique design with built-in fixed orifice plates, measuring and metering test points and includes a double regulating feature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow commissioning set 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/41/NW-K30641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rt/ft/Pegler_WRAS_XpressBSPPresFitEC_Crtft.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf
23,PK30005,Ballorex Proflow venturi valve (BSPP) 25mm,Ballorex,119.8,"The unique Pegler Proflow 900SS Ballorex Venturi commissioning valve with 25mm BSP parallel connections is designed to make the commissioning and optimisation of modern heating and chilled water systems simple with a range of benefits for consultants, contractors and commissioning engineers.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Ballorex Proflow venturi valve (BSPP) 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/08/NW-K30003_K30008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_Ballorex_Range_RV_WRAS_Certi.pdf,,,,
24,PK29635,Pegler Proflow commissioning set 25mm (BSPT),Pegler,119.81,"This Pegler Proflow 1260SF DZR fixed orifice commissioning valve with 25mm BSP parallel connections has an oblique design with built-in fixed orifice plates, measuring and metering test points and includes a double regulating feature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow commissioning set 25mm (BSPT)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/38/NW-K29633_K29638_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,,,
25,PK30495,Pegler Proflow double regulating valve 80mm,Pegler,487.02,"The Pegler Proflow V955 fixed commissioning valve offers wide range balancing with shut-off function, fixed orifice (FODRV) and 80mm flanged connections. The fixed orifice allows for fast, accurate flow measurements with fixed Kv-value while an easy to grip handle provides robust control. A position indicator and memory stop function provides optimised design flow adjustment.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow double regulating valve 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/97/NW-K30494_K30497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V955_FODRV_Install.pdf,,,,,
26,PK30644,Pegler Proflow commissioning set 22mm,Pegler,122.63,"This Pegler Proflow PS1260LF DZR fixed orifice commissioning valve with 22mm push-fit connections has an oblique design with built-in fixed orifice plates, measuring and metering test points and includes a double regulating feature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow commissioning set 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/48/NW-K30644_K30648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rt/ft/Pegler_WRAS_XpressBSPPresFitEC_Crtft.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf
27,PK30003,Ballorex Proflow venturi valve (BSPP) 15mm,Ballorex,74.74,"The unique Pegler Proflow 900SS Ballorex Venturi commissioning valve with 15mm BSP parallel connections is designed to make the commissioning and optimisation of modern heating and chilled water systems simple with a range of benefits for consultants, contractors and commissioning engineers.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Ballorex Proflow venturi valve (BSPP) 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/08/NW-K30003_K30008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_Ballorex_Range_RV_WRAS_Certi.pdf,,,,
28,PK30647,Pegler Proflow commissioning set 42mm,Pegler,227.46,"This Pegler Proflow PS1260LF DZR fixed orifice commissioning valve with 42mm push-fit connections has an oblique design with built-in fixed orifice plates, measuring and metering test points and includes a double regulating feature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow commissioning set 42mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/48/NW-K30644_K30648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rt/ft/Pegler_WRAS_XpressBSPPresFitEC_Crtft.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf
29,PK30645,Pegler Proflow commissioning set 28mm,Pegler,168.06,"This Pegler Proflow PS1260LF DZR fixed orifice commissioning valve with 28mm push-fit connections has an oblique design with built-in fixed orifice plates, measuring and metering test points and includes a double regulating feature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow commissioning set 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/48/NW-K30644_K30648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rt/ft/Pegler_WRAS_XpressBSPPresFitEC_Crtft.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/Pegler_WRASNSF_PresFitAdaptor_Crtfct.pdf
30,PK30764,Pegler Proflow P605 circulation valve (BSPT) 50c-60c 15mm,Pegler,214.6,"This Pegler Proflow P605 thermal circulation valve with 15mm BSP parallel connections responds to changes in system temperature, automatically adjusting to increase flow if temperature falls or reduce if temperature rises in order to maintain the set temperature. During thermal disinfection, the TCV opens automatically to a secondary position, allowing increased flow at the higher temperature.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow P605 circulation valve (BSPT) 50c-60c 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/64/NW-K30764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_P605_Regul_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_P605_Kiwa_Certificate.pdf,,,
31,PK30496,Pegler Proflow double regulating valve 100mm,Pegler,671.94,"The Pegler Proflow V955 fixed commissioning valve offers wide range balancing with shut-off function, fixed orifice (FODRV) and 100mm flanged connections. The fixed orifice allows for fast, accurate flow measurements with fixed Kv-value while an easy to grip handle provides robust control. A position indicator and memory stop function provides optimised design flow adjustment.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow double regulating valve 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/97/NW-K30494_K30497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V955_FODRV_Install.pdf,,,,,
32,PK29632,Pegler Proflow 1260LF commissioning set 15mm (BSPP),Pegler,73.61,"This Pegler Proflow 1260LF commissioning set with fixed commissioning double regulating valves incorporates a fixed plate orifice to provide accurate flow measurement and regulation. With 15mm BSP parallel connections, this DZR brass set has an oblique pattern body and easy to access test points for use during commissioning.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Pegler Proflow 1260LF commissioning set 15mm (BSPP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/32/NW-K29632_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1260LF_1260SF_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,,,
33,PK30007,Ballorex Proflow venturi valve (BSPP) 40mm,Ballorex,203.95,"The unique Pegler Proflow 900SH Ballorex Venturi commissioning valve with 40mm BSP parallel connections is designed to make the commissioning and optimisation of modern heating and chilled water systems simple with a range of benefits for consultants, contractors and commissioning engineers.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Ballorex Proflow venturi valve (BSPP) 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/08/NW-K30003_K30008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_Ballorex_Range_RV_WRAS_Certi.pdf,,,,
34,PK30008,Ballorex Proflow venturi valve (BSPP) 50mm,Ballorex,291.63,"The unique Pegler Proflow 900SH Ballorex Venturi commissioning valve with 50mm BSP parallel connections is designed to make the commissioning and optimisation of modern heating and chilled water systems simple with a range of benefits for consultants, contractors and commissioning engineers.","Pipe, Valves and Fittings/Metal Pipe Valves/Commissioning Valves/Commissioning Valves.csv -> Ballorex Proflow venturi valve (BSPP) 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/08/NW-K30003_K30008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_Ballorex_Range_RV_WRAS_Certi.pdf,,,,
