,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Range,Type,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
27,PF14526,Center CB access cap 110mm Grey,Center CB,22.26,"Center CB access cap is made of PVC-U. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Center CB access cap 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/26/NW-F14526_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF83496,Hargreaves S0006 caulking cord 1000mm,Hargreaves,0.4,"This Hargreaves soil jointing cord, also known as caulking cord, is supplied in a handy 1M length.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Hargreaves S0006 caulking cord 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/96/F83496_wm.jpg,,,,White,N/A,N/A,n/a,NO,0.02000,N,Caulking cord,Paper,N/A,S0006,N,Jointing,Paper construction,Supplied in a 1M length,,,,,,,,,
29,PF14626,Center CB access cap 110mm Black,Center CB,22.26,"Center CB access cap is made of PVC-U. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Center CB access cap 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/26/NW-F14626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PF14620,Center CB soil pipe skirt 110mm Black,Center CB,8.49,"Center CB soil pipe skirt is made of PVC-U. The Center push-fit waste range uses a simple ring seal jointing system, ideally suited for fast installation. The range provides a cost effective solution where new systems are being installed or existing systems are being modified.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Center CB soil pipe skirt 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/20/NW-F14620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PF28213,"Polypipe Terrain 100 soil vent cowl 4"" Black",Polypipe,10.95,"Suitable for use in commercial building services, this Polypipe Terrain 100 4"" soil vent cowl with 110mm solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Terrain 100 soil vent cowl 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/13/NW-F28213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF66907,Polypipe PolySoil single socket 110mm Black,Polypipe,20.43,"Made of black PVC-U, this Polypipe PolySoil single socket with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe PolySoil single socket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/07/NW-F66907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF29375,Polypipe Terrain 100P pipe end socket 110mm Grey,Polypipe,13.57,"Made of grey PVC-U, this Polypipe Terrain 100P pipe end socket with 110mm push-fit connections is designed for use in domestic applications. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Terrain 100P pipe end socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/75/NW-F29375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PF16328,Center CB 87.5deg short radius bend double pushfit socket 110mm Grey,Center CB,28.72,"Made of plastic, this Center CB 110mm short radius bend double push fit socket is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Center CB 87.5deg short radius bend double pushfit socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/28/NW-F16328_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PQ64172,Wavin Wavin OsmaSoil double socket 110mm Black,Wavin,29.13,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm double socket slip coupler is made of durable black PVC-u and is fitted with secure socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin Wavin OsmaSoil double socket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/72/NW-Q64172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
36,PW12215,Saint Gobain Ensign EF070 plain blank end 50mm,Saint Gobain,8.54,"This Saint Gobain Ensign EF070 50mm plain blank end is made of cast iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Saint Gobain Ensign EF070 plain blank end 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/NW-W12215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,
37,PQ66868,Wavin OsmaSoil PVC-U pipe couplier 110mm White,Wavin,25.11,"Built for sanitary waste removal, this white PVC-u Wavin OsmaSoil 110mm pipe coupler has socket connections for secure fitting. Suitable for commercial or domestic installation, this fitting is part of a comprehensive waste system available in a range of sizes and colours to suit any location.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin OsmaSoil PVC-U pipe couplier 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/68/NW-Q66868_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC-U_Pipe_Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF40262,Polypipe Terrain Fuze electrofusion coupling 75mm,Polypipe,13.24,"Made of HDPE, this Polypipe Terrain Fuze 75mm electrofusion coupling is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Terrain Fuze electrofusion coupling 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/62/NW-F20160_F40262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF81222,Marley HDPE HDPE expansion socket anchor point 160mm,Marley,34.29,This Marley HDPE 162 x 189mm expansion electrofusion socket in black with 160mm connections is ideal for commercial applications or for use anywhere that high impact or abrasion resistance is needed.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Marley HDPE HDPE expansion socket anchor point 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/22/NW-F81222_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF72038,Saint Gobain plain blank end 50mm,Saint Gobain,13.53,"This Saint Gobain Timesaver 50mm plain blank end is part of a Kitemarked cast iron mechanically jointed above ground drainage system. Designed for use in soil and waste, Timesaver is also suitable for venting, internal rainwater and suspended drainage applications thanks to its ability to withstand accidental pressures of up to 5 bar. In use since the '70s, this range is now most commonly employed for refurbishment projects on original installations and is also used for external soil stacks. Paired with Heritage couplings, Timesaver helps to create the look of traditional socket and spigot soil systems but with all the convenience of push-fit installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Saint Gobain plain blank end 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/38/F72038_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/SaintGobain_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF48400,"Polypipe Kwickfit extension piece 4 White""",Polypipe,23.48,This Polypipe Kwickfit WC pan connector is made of polypropylene (PP) and is fitted with 110mm push-fit connections and a flexible TPE seal for effortless connection into plain-ended soil pipe.,"Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Kwickfit extension piece 4 White""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/00/NW-F48400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Polypipe_WC_Pan_Bsi_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF81687,Wavin AS+ pipe bracket 110mm,Wavin,15.14,"Made of robust steel, the Wavin AS+ 110mm pipe bracket is part of the Wavin AS+ plastic system. Offering excellent sound insulating properties, this soil and waste pipe system is suitable for the drainage of hot and cold waste water, helping installers to meet up to date installation requirements.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin AS+ pipe bracket 110mm,,25 brackets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/87/F81687_wm.jpg,,,,Blue,110mm,Screws,110mm,12 Months,0.314kg,N,,Zinc Plated Steel,Meets requirements of BS EN 12056 and DIN 1986-100,4066452,N,,Zinc-plated steel construction,Blue colour,AS+,Pipe Bracket,Screw-type connection,Suitable for hot and cold waste water,Provides sound insulation,Meets BS EN 12056,Meets DIN 1986-100,12 month warranty,
43,PW12216,Saint Gobain plain blank end 70mm,Saint Gobain,9.04,"Part of the cast iron Kitemark approved Saint Gobain Ensign mechanically jointed above-ground drainage system, this Ensign 70mm plain blank end is suitable for use in soil and waste systems as well as in venting, internal rainwater and suspended drainage applications, capable of withstanding 5 bar accidental pressure. Offering excellent fire resistance properties, cast iron is also acoustically extremely quiet as well as being extremely robust, resulting in the potential for a service life in excess of fifty years.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Saint Gobain plain blank end 70mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/W12215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/SaintGobain_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF29219,PPT 4IN DUCT COWL   152.4:G,Polypipe,50.19,"Suitable for use in commercial building services, this Polypipe Terrain 100 duct cowl with 110mm solvent weld connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> PPT 4IN DUCT COWL   152.4:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/19/NW-F29219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF40257,Polypipe Terrain Fuze HDPE expansion socket 160mm,Polypipe,66.12,"Made of HDPE, this Polypipe Terrain Fuze 160mm expansion socket is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Terrain Fuze HDPE expansion socket 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/59/NW-F40257_F40259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PF14520,Center CB soil pipe skirt 110mm Grey,Center CB,8.49,"This Center CB 110mm soil pipe skirt is made of plastic and offers push-fit connections. Manufactured to meet UK and European standards, Center CB's PVC-U Center Soil system includes both push-fit and solvent fittings suitable for commercial and domestic use.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Center CB soil pipe skirt 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/20/NW-F14520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PF66876,Polypipe Kwickfit 90deg kwikfit connector (110mm Leg) 110mm White,Polypipe,68.75,This Polypipe Kwickfit WC pan connector is made of polypropylene (PP) and is fitted with 110mm push-fit connections and a flexible TPE seal for effortless connection into plain-ended soil pipe.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Kwickfit 90deg kwikfit connector (110mm Leg) 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/76/NW-F66876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Polypipe_WC_Pan_Bsi_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
48,PP49965,Geberit Silent-db20 clamping connector d56mm,Geberit,14.59,"Made of EN 10088 compliant CrTi steel 1.451, this Geberit Silent-db20 clamping connector is fitted with 56mm mechanical connections.  Offering excellent levels of sound insulation, the Silent-db20 soil system is a popular choice for high end residential and hotel developments and is also suitable for use in care settings such as nursing and retirement homes and hospitals.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Geberit Silent-db20 clamping connector d56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P49965_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
49,PQ66774,Wavin Wavin OsmaSoil acoustic coupler 110mm Grey,Wavin,21.34,"Manufactured in robust grey PVC-u, this 110mm Wavin OsmaSoil 110mm acoustic coupler is fitted with socket connections. This fitting helps to minimise problematic soil stack noise, which can be caused by thermal movement or by unexpected contact between the stack and surrounding structure.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin Wavin OsmaSoil acoustic coupler 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/74/NW-Q66774_wm.jpg,,,,Grey,110mm,Socket,110mm,1 year,0.296Kg,N,,Polyvinyl Chloride Unplasticized (PVC-U),BBABSIWRAS,4S125G,N,,Grey colour,Limits noise transfer between walls and floors when installed on all floors,Wavin OsmaSoil,Acoustic Coupler,Reduces stress on pipework due to thermal movement,Allows pipe to move within body of fitting by up to 18mm,Promotes best practice by managing expansion,Expansion gap visible when installed with access pipe,Suitable for horizontal or vertical installation,"BBA, BSI and WRAS approved",
50,PF81362,Marley dBlue anchor/guide bracket 110mm,Marley,22.16,"Offering secure fitting, this Marley dBlue 110mm anchor/guide bracket is designed with reliable M10 connections. With three layers, the dBlue acoustic system provides reliable soundproofing, making it ideal for domestic use, as well as hospital and hotel installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Marley dBlue anchor/guide bracket 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/62/NW-F81362_wm.jpg,,,,Blue,M10,Push FitSolvent Weld,110mm,5 Years Manufacturers,0.26kg,N,,Polyvinyl Chloride Unplasticized (PVC-U),N/A,POB-STL-110-000,N,,"The dBlue system is available in 40mm, 50mm, 110mm and 160mm diameters. It is also compatible with the Marley PVCu soil and waste system for branch connections",,dBlue,Bracket,,,,,,,
51,PQ40384,Wavin HDPE expansion socket with cap 110mm,Wavin,8.82,"Part of a universal system suitable for DIN 19535 and DIN EN 1519 pipe installation, this Wavin HDPE 100 x 110mm expansion socket with cap end in black is fitted using insert connections. A complete soil, waste and vent system, Wavin HDPE is resistant to chemicals and offers high levels of flexibility and resistance to impacts meaning it can be used in seismic zones and across expansion joints. Suitable for use in negative pressure installations, Wavin HDPE is compatible with the brand's own QuickStream siphonic roof drainage system.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin HDPE expansion socket with cap 110mm,,Socket; Gasket; Cap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/84/NW-Q40384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_HDPE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
52,PF48300,Polypipe Kwickfit offset connector 12mm White,Polypipe,21.6,This Polypipe Kwickfit WC pan connector is made of polypropylene (PP) and is fitted with 110mm push-fit connections and a flexible TPE seal for effortless connection into plain-ended soil pipe.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Kwickfit offset connector 12mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/00/NW-F48300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Polypipe_WC_Pan_Bsi_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
53,PQ66020,Wavin Wavin OsmaSoil socket plug 110mm Black,Wavin,20.5,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm socket plug with boss socket is made of durable black PVC-u and is fitted with secure plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin Wavin OsmaSoil socket plug 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/20/NW-Q66020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
54,PF40249,Polypipe Terrain Fuze HDPE ring seal socket 110mm,Polypipe,15.37,"Suitable for use in commercial building services, this Polypipe Terrain Fuze seal adapter with cap is made of HDPE with 110mm solvent weld connections. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Terrain Fuze HDPE ring seal socket 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/49/NW-F40249_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
