,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
150,P174867,UK Cylinders Elite Air indirect unvented cylinder 300ltr,UK Cylinders,1031.34,"Elite AIR cylinders are built using high grade Duplex stainless steel and designed to provide fast flowing hot water to single or multiple outlets. Elite Air cylinders are manufactured to the highest standards and supplied with innovative components to ensure quick recovery, low heat loss and economic use of energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air indirect unvented cylinder 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/67/NW-174862_174867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P178584,Heatrae Sadia Megaflo Eco 210SB system ready cylinder 210ltr,Heatrae Sadia,1730.59,"Easy and quick to fit and with a neat finished appearance, the 210L Heatrae Sadia Megaflo Eco SystemReady indirect cylinder is designed for installation alongside a system boiler. Featuring all the same great features as the brand's Eco SystemFit, including factory-fitted plumbing and wiring, the SystemReady delivers powerful hot water even at low pressures, with no need for additional gadgets like tanks or shower pumps. Manufactured using tough duplex stainless steel, this reliable and hardwearing cylinder comes with a lifetime guarantee for long-lived peace of mind.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco 210SB system ready cylinder 210ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/85/178582_178585_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_SystemReady_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_SystemReady_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_SystemReady_Indirect2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P151036,Baxi cylinder 210d unvented direct,Baxi,1021.85,"The ideal choice for off-mains homes, the Baxi Direct 210L unvented cylinder uses an electric immersion heater to provide reliable hot water as needed. Well-insulated, this hardwearing duplex stainless steel cylinder experiences minimal standing heat loss for high levels of hot water efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Baxi cylinder 210d unvented direct,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/36/151036_wm.jpg,,,,,,,,N/A,553,"25years on inner cylinder, all other components 2years",N,C,Duplex Stainless Steel,N/A,7798175,Unvented,N,210 l,Duplex stainless steel construction,Internal expansion for ease of installation,Unique L-shaped immersion element,"10 year warranty on inner cylinder, 2 years on components",,,,,,,,,,,,,,,,,,,,,,,,
153,P178602,Heatrae Sadia Megaflo Eco Plus 400i indirect cylinder 400ltr,Heatrae Sadia,2863.13,"The powerful and generous 400L capacity Heatrae Sadia Megaflo Eco Plus 400i unvented indirect hot water storage cylinder promises exceptional flow rates for an impressive supply of hot water at all outlets, even in the busiest of premises. Incorporating a larger surface area indirect heating coil for fast heat recovery times and promising simple installation thanks to factory-fitted components and an external expansion vessel, the Megaflo Eco Plus is well-suited to a whole range of high demand locations.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco Plus 400i indirect cylinder 400ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/03/178602_178603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/HS_Commissioning_Checklist.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/st/HS_Megaflo_Eco_Plus_400_500_570_Inst.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,P151030,Baxi Megaflo eco unvented indirect cylinder 210L,Baxi,1280.82,"Offering high flow rates and built with an impressive strength-to-weight ratio, the Baxi Megaflo Eco 210L unvented indirect hot water cylinder promises excellent hot water performance for years to come. B-rated for its energy efficiency, this cylinder includes smart features, such as its coil-in-coil heat exchanger, for the reliable delivery of on-demand hot water across outlets.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Baxi Megaflo eco unvented indirect cylinder 210L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/151030_wm.jpg,,,,,,,,"22mm compression/3/4BSP male, Secondary return 1/2 BSP female connection",579,"30 yrs on inner tank, 2 yrs on other parts",N,B,Duplex stainless steel and internal CFC/HCFC free fire retardant expanded polyurethane foam with zero ozone depletion potential.,Floor Standing,7817128,Indirect,N,210 l,Duplex stainless steel construction,Insulated T&P valve,With CFC/HCFC-free injected foam,Excellent heat retention,B-rated energy efficiency,Coil-in-coil heat exchanger for fast recovery times,Delivers reliable hot water across multiple outlets,Floor-standing installation,30 year warranty on inner tank,Megaflo,2 year warranty on all other parts,,,,,,,,,,,,,,,,,
155,P176224,Ideal Thermstore indirect cylinder 210ltr,Ideal,713.27,"Designed for safety, compliance and convenience, the Ideal Thermstore 210L indirect unvented hot water storage cylinder is part of a section G3 compliant package. Well-insulated with HCFC-free foam with a ODP of zero and GWP of 2, this highly efficient and robust cylinder is built using duplex stainless steel for a longer corrosion-free life and incorporates a powerful internal primary coil designed for use with gas or oil boilers in open-vented or sealed systems for maximum flexibility. With safety devices pre-fitted and control devices supplied, installation of the Thermstore is easy and fast.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Ideal Thermstore indirect cylinder 210ltr,,Thermostore cylinder;Cold water inlet PRV combination valve/expansion relief;Pressure and temperature relief valve;Control thermostat;Energy cut-out thermostat;Energy cut-out motorised valve (indirect only);Tundish;Drain elbow and 90 degree elbow;3kW Imm,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/21/176221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Thermstore_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Thermstore_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P112306,Gledhill Stainless Pro indirect horizontal cylinder 250ltr,Gledhill,963.27,"A great solution for homes with reduced height lofts, the Gledhill StainlessLite Pro Indirect 250L unvented horizontal cylinder makes installation simple in spaces where fitting of a vertical cylinder would be impossible or impractical. Developed and manufactured in the UK, the StainlessLite Pro features a tough stainless steel cylinder surrounded by a case injected with 50mm of HCFC-free EnviroFoam insulation for reduced heat loss and improved efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill Stainless Pro indirect horizontal cylinder 250ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/07/NW-112304_112307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_Stainless_Pro_HZ_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_Stainless_Pro_HZ_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P175205,Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 150ltr,Heatrae Sadia,1427.99,"Combining performance and reliability, this 150L Heatrae Sadia Megaflo Eco Slimline indirect cylinder contains the brand's tried-and-tested internal expansion system. A more compact version of the Megaflo Eco, ideal for homes where space is at a premium, this taller, slimmer cylinder stores the same amount of water as standard units in a fraction of the footprint with no loss of hot water performance. Suitable for domestic or light commercial installations, the Megaflo Eco Slimline is easy and fast to fit and built with duplex stainless steel for long-lasting durability backed by a lifetime warranty.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/05/175205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Slimline_Indirect.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Slimline_Indirect_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Slimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,P175968,ThermaQ Evocyl high efficiency indirect pre-plumbed twin zone cylinder 180ltr,ThermaQ,1215.92,"A reliable, hardwearing and powerful option for domestic hot water, the pre-plumbed ThermaQ Evocyl 180L twin zone indirect cylinder is manufactured to the very highest standards using tough duplex stainless steel for corrosion-free use for years to come. Equipped with cutting-edge components and insulated with thick CFC-free lagging, the Evocyl promises reduced heat loss, fast recovery and high levels of efficiency for hot water you can rely on.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> ThermaQ Evocyl high efficiency indirect pre-plumbed twin zone cylinder 180ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/71/175966_175971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P471033,Oso Hotwater Super Sx Vip Direct Cylinder 210L,Oso Hotwater,937.65,"Made of lightweight stainless steel, the Oso Hotwater Super Xpress VIP 210L pre-plumbed direct cylinder is also extremely compact, making siting and installation simple. With a unique, factory-fitted integrated expansion solution and all pipes and connections hidden under an insulated top lid, this cylinder takes up minimal space and ensures a neat finish. Ready-fitted components, including the multifunction blending valve, also help to make fitting ultra-fast. Super Xpress offers low heat loss, a dedicated secondary return and fast heat-up and recovery times.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Oso Hotwater Super Sx Vip Direct Cylinder 210L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-471030_471035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Oso_Hotwater_Super_Xpress_VIP_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Oso_Hotwater_Water_Heaters_2020_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,P175207,Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 175ltr,Heatrae Sadia,1532.54,"Combining performance and reliability, this 170L Heatrae Sadia Megaflo Eco Slimline cylinder contains the brand's tried-and-tested internal expansion system. A more compact version of the Megaflo Eco, ideal for homes where space is at a premium, this taller, slimmer cylinder stores the same amount of water as standard units in a fraction of the footprint with no loss of hot water performance. Suitable for domestic or light commercial installations, the Megaflo Eco Slimline is easy and fast to fit and built with duplex stainless steel for long-lasting durability backed by a lifetime warranty.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 175ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/07/175207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Slimline_Indirect.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Slimline_Indirect_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Slimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P179487,Albion Ultrasteel indirect horizontal cylinder ErP 210ltr Stainless Steel,Albion,921.17,"Albion's 210L Ultrasteel unvented indirect cylinder combines reliability and value for money, making it a popular choice for homeowners and installers alike. Manufactured from high-grade engineering materials, including tough duplex stainless steel, and featuring highly reliable valves, thermostats and control sets, the functional and robust Ultrasteel is economical and efficient with high flow rates, good insulation and quick recovery coils, making it ideal for fast hot water delivery, even in homes with multiple bathrooms.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Albion Ultrasteel indirect horizontal cylinder ErP 210ltr Stainless Steel,,Cylinder;Acetal tundish;Inlet control set with balanced cold;Temperature ;pressure relief valve;Two port valves;Immersion heater;Potable water expansion vessel;Dual thermostat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/179486_179488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_Albion_UltrasteelAero_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Albion_Ultrasteel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/AUIH210ERP_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P117620,UK Cylinders Eilite air system boiler pre plumbed twin zone 170ltr,UK Cylinders,1009.44,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 170L twin zone unvented pre-plumbed cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Eilite air system boiler pre plumbed twin zone 170ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/20/117620_wm.jpg,,,,,,,,22 mm,545mm,25 Year,N,B,Stainless Steel,Vertical,EAEBT0170,Unvented Cylinders,N,170 l,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,Eilite,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,2 year parts warranty,,,,,,,,,,,,,
163,P116194,Gledhill Stainless Platinum internal expansion indirect cylinder 250ltr,Gledhill,840.4,"Made of tough Duplex stainless steel, the Gledhill Stainless Platinum Indirect 250L unvented hot water storage cylinder includes internal expansion and is supplied as a package designed to comply with Section G3 of the Building Regulations. Well-insulated with high-density ODP zero, HCFC-free foam with a global warming potential (GWP) of 2, this cylinder is fitted with all required safety devices, while the included control devices and two 3kW immersion heaters make installation hassle-free for the engineer. An unvented hot water storage cylinder with internal expansion, each Platinum Indirect cylinder incorporates a high-efficiency internal primary coil compatible with gas or oil boilers and is suitable for use in either open-vented or sealed pumped primary systems. If used in a sealed heating system, the linked boiler should have its own energy cut-out overheat thermostat.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill Stainless Platinum internal expansion indirect cylinder 250ltr,,Cylinder;Hot water draw off (22mm);Pressure ;temperature relief valve;Hot water secondary return 22mm;Immersion heater 1-3/4inch BSP 3kW;22mm cold supply;Dual control/overheat stat pocket (22mm);Primary return (22mm);Primary flow (22mm);Pressure reducing,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/95/NW-116190_116195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_Stainless_Platinum_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_Stainless_Platinum_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,P112508,UK Cylinders Elite Cyl direct unvented cylinder 250ltr,UK Cylinders,515.35,"Reliable and high performing, the UK Cylinders Elite Cyl 250L unvented direct cylinder delivers fast hot water to all outlets with fast reheating and minimal heat loss, even in high use homes. Manufactured to the highest quality in by UK specialists, this cylinder is made of robust Duplex stainless steel and incorporates quality components for long-lasting, trouble-free use.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl direct unvented cylinder 250ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/09/NW-112503_112509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,P175214,Heatrae Sadia Megaflo Eco slimline indirect unvented solar PV cylinder 210ltr,Heatrae Sadia,2102.04,"Making use of energy harvested by roof-mounted PV panels, the Heatrae Sadia Megaflo Eco Solar PV Ready 210L unvented indirect cylinder delivers fast, free hot water courtesy of the sun's rays. Operating effectively on any PV array, with panels wired directly into the cylinder and a pre-wired controller supplied, installation of this vertical cylinder is simple with no need for roof work and no requirement for additional installer training.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco slimline indirect unvented solar PV cylinder 210ltr,,Cylinder;Immersion heaters ;thermal controls;Cold water inlet;Pressure reducing valve;Pressure relief valve;1/4 turn isolating valve;Line strainer;Non-return valve;Drain valve;T&P valve;Tundish;Thermostat;Thermal cut out;Wiring centre;2 port motorised va,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/16/NW-175210_175216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_MegafloEco_Solar_PV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/HS_MegafloEco_Solar_PV_Indirect_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/HS_MegafloEco_Solar_PV_iBoost_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_MegafloEco_Solar_PV_Buddy_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,P113879,UK Cylinders Elite Cyl indirect unvented cylinder 300ltr,UK Cylinders,752.32,"Built for performance and reliability, the UK Cylinders Elite Cyl 300L unvented indirect cylinder is manufactured to a very high quality here in the UK. Promising fast flowing water to all outlets throughout the home, it ensures a fast reheat and low heat loss. Containing robust and well-designed components and made of long-lasting Duplex stainless steel, the Elite Cyl will work at its best for many years to come.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl indirect unvented cylinder 300ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-113873_113882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P112507,UK Cylinders Elite Cyl direct unvented cylinder 200ltr,UK Cylinders,477.93,"Reliable and high performing, the UK Cylinders Elite Cyl 200L unvented direct cylinder delivers fast hot water to all outlets with fast reheating and minimal heat loss, even in high use homes. Manufactured to the highest quality in by UK specialists, this cylinder is made of robust Duplex stainless steel and incorporates quality components for long-lasting, trouble-free use.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl direct unvented cylinder 200ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/09/NW-112503_112509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
