,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Volume,Hazardous,Pack Type,Physical State / Form,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Material,Size,Range,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Material Type,Dimensions mm (H x W x D),Connection Type,Diameter,Weight,Protection Time,Drainage Product Type,Resistance Features,Standards,Application,Feature 9,Feature 10,Feature 11,Container Type,Quantity
29,P696584,Pump House Charles Gallo drain gun with adapter kit,Pump House,66.09,"Clearing condensate drains with a simple swoosh, this Pump House Charles Gallo drain gun is a lightweight and portable tool designed to blow-out drain lines instantly. Swoosh CO2 cartridges deliver 800 PSI of oil-free air to clear the line and each unit is equipped with a tapered fitting for 3/8 - 3/4"" drain openings. The drain gun's flexible hose assembly makes clearing hard to reach spots easy, manoeuvring through cabinets, coils and remote drains.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Pump House Charles Gallo drain gun with adapter kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/84/696584_wm.jpg,,,,Chrome,,N,,,GGK-W,Drain Gun,N,"Lightweight and portable, weighing just 3oz.",Uses refrigerant to clean drain line,Reduces labour costs and time on service calls,No need for air or nitrogen tanks,Cartridges are environmentally safe and recyclable,,,,,,Charles Gallo,,,,,,,,,,,,,,,,,,,,
30,PW91015,Horobin stand pipe key,Horobin,22.13,This Horobin steel hydrant key is fitted with a T handle.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin stand pipe key,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-W91015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PN50045,CT1 multipurpose solvent 200ml,CT1,7.41,"Safe to use, CT1 MultiSolve clear multi-purpose solvent removes wax, paraffin, printing ink adhesives, sealants, oil, grease and silicone. Ideal for a range of trades, MultiSolve is a popular choice for plumbers, shopfitters, tilers, upholsterers, joiners, builders, sign makers, stonemasons and electricians.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> CT1 multipurpose solvent 200ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-N50045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CT1_Multisolve_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CT1_Multisolve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF69147,Polypipe SC250 solvent cement tin comes with brush 250ml,Polypipe,22.77,"Polypipe SC250 solvent cement is an extremely strong adhesive for the reliable, long-lasting joining of pipes and fittings. Suitable for use in non-pressure uPVC, ABS and cPVC applications, this fast-setting solvent is supplied with an applicator brush for easy use.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe SC250 solvent cement tin comes with brush 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-F69147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Polypipe_Solvent_Cement_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF25303,Marley Chemicals and Adhesives silicone lubricant 100g,Marley,17.98,This Marley SZ100 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Marley Chemicals and Adhesives silicone lubricant 100g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/03/NW-F25303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Easyjoint_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P455173,Sika Everbuild PCFJC05 flue jointing 500g,Sika,7.21,"With its stiff consistency, Sika Everbuild PCFJ05 flue jointing compound is a finely dispersed asbestos-free material that won't completely harden, accommodating minor movements with no cracking. Non-flammable, this flue jointing compound is free of fire risks.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Sika Everbuild PCFJC05 flue jointing 500g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/73/NW-455173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Everbuild_Fire Compounds_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Everbuild_Flue_Joint_Compound_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Everbuild_Flue_Jointing_Compound_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PW91034,"Horobin rubber plunger 4""",Horobin,2.38,A Horobin 100mm rubber plunger.,"Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin rubber plunger 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-W91034_W91035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PW91226,Horobin plastic inflator pumps for pvc air bags,Horobin,7.89,"Made of plastic, this Horobin hand pump is used to inflate air bags used as drain stoppers.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin plastic inflator pumps for pvc air bags,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/26/NW-W91226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Horobin_ToolCatalogue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF68402,Polypipe SC125 solvent cement tin comes with brush 125ml,Polypipe,14.94,"Polypipe SC125 solvent cement is an extremely strong adhesive for the reliable, long-lasting joining of pipes and fittings. Suitable for use in non-pressure uPVC, ABS and cPVC applications, this fast-setting solvent is supplied with an applicator brush for easy use.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe SC125 solvent cement tin comes with brush 125ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/02/NW-F68402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Polypipe_Solvent_Cement_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PW91266,Horobin jar fluoresceine dye 200gm Blue,Horobin,11.6,"This Horobin blue drain tracing dye is simple to use, helping to detect water flow in drains or pipes, identifying individual drain runs into a common gully and tracing leaks in drains.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin jar fluoresceine dye 200gm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/67/NW-W91266_W91267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PW91229,Horobin canvas air bag comes with gas tap 100mm,Horobin,25.34,"Ideal for use where access is smaller than a test diameter, this Horobin inflatable air bag is easy to inflate for hassle-free pipe sealing. Made of canvas with a brass inflator, the bag can alternatively be supplied with the inflation tube centrally located to block off either side of a T.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin canvas air bag comes with gas tap 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/29/NW-W91229_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/09/Horobin_Tools_Catalogue_2009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PQ64159,Wavin OsmaS 4S383G solvent 125ml,Wavin,17.93,Wavin OsmaS solvent cement is designed to bond spigots and sockets in non-pressure thermoplastic uPVC and ABS pipe systems.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Wavin OsmaS 4S383G solvent 125ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/59/NW-Q64159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Solvent_Cement_NO2_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/Wavin_Solvent_Cement_NO2_DOP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF25309,Marley solvent cement can,Marley,16.27,"This Marley KS10 liquid solvent cement is suitable for uPVC, ABS and muPVC non-pressure pipe systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Marley solvent cement can,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/09/NW-F25309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/ds/Marley_KS10_Coshh_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/Marley_Solvent_Cement_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_SolventCement_SDS.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,
42,PF91430,Flex Seal drain tracing dye 200g Red,Flexseal,16.97,"This Flexseal red drain tracing dye is a non-toxic and odourless drain tracer, helping to detect leaks, drain damage, contamination and water pathways. Easy to use, this dye is non-harmful and highly concentrated, adding a strong colour with just a teaspoon required for 10L of water.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Flex Seal drain tracing dye 200g Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/30/NW-F91430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Flexseal_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PW91267,Horobin jar fluoresceine dye 200gm Yellow,Horobin,11.6,"This Horobin yellow drain tracing dye is simple to use, helping to detect water flow in drains or pipes, identifying individual drain runs into a common gully and tracing leaks in drains.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin jar fluoresceine dye 200gm Yellow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/67/NW-W91266_W91267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PW91147,"Horobin steel drain test plug with brass cap 3"" 75mm",Horobin,7.23,This Horobin 75mm test plug is made of steel with a corrosion-resistant zinc plating.,"Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin steel drain test plug with brass cap 3"" 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/49/NW-W91147_W91149_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF68408,Polypipe silicone grease jar 100g,Polypipe,19.34,"Polypipe SG100 jointing silicone grease is designed for use when fitting Polypipe's plastic push-fit waste, soil and underground drainage systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe silicone grease jar 100g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/08/NW-F68408_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Polypipe_SG100_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PW90168,Horobin steel plug brass wingnut and cap 50mm,Horobin,6.07,This Horobin 50mm test plug is made of steel with a corrosion-resistant zinc plating.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin steel plug brass wingnut and cap 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/68/NW-W90167_W90168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P497667,Rocol gas tap lubricant 50g,Rocol,27.85,"Formulated for effective lubrication and sealing of gas taps and taper plug cocks, Rocol M23660 gas tap lubricant is a molybdenum disulphide lubricant developed with cooker and tap manufacturers for taps operating with 1st, 2nd and 3rd family gases.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rocol gas tap lubricant 50g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/67/NW-497667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_Gas_and_Plumbing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_M23660_Lubricant_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_M23660_Lubricant_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P459395,Regin zoom spout oiler,Regin,5.98,"This Regin Zoom Spout oiler is filled with Unocal 76 general purpose turbine lubricating oil with a 210°C flash point. The oiler's flexible, telescoping, non-conductive plastic spout extends from approximately 7 1/2"" (190mm) to 13 1/2"" (340mm) to help reach awkward spots in motors, gear sets and fans. Popularly used by heating, ventilation engineers, maintenance personnel, mechanics and home owners, this oil is ideal for use in bushings, electric motors (fractional to 3hp), compressors, linkages, vacuum pumps, bearings and blowers.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Regin zoom spout oiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/95/NW-459395_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/459395_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PW90167,Horobin steel plug brass wingnut and cap 40mm,Horobin,6.57,This Horobin 40mm test plug is made of steel with a corrosion-resistant zinc plating.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin steel plug brass wingnut and cap 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/68/NW-W90167_W90168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P515526,Hep2O silicon spray 400ml,Hep2O,12.14,"Hep2O silicone lubricant spray is part of the easy, fast and secure Hep2O system.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Hep2O silicon spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/26/NW-515526_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2O_Plumbing_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Hep2O_Silicone_Lubricant_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2O_Push_Fit_Plumb_InstallersGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PW91264,"Horobin brass drain plug cap test nipple 1/2""",Horobin,1.16,"Made of brass, this Horobin 100mm test plug includes a brass cap.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin brass drain plug cap test nipple 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/64/NW-W91264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/09/Horobin_Tools_Catalogue_2009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P608217,Rocol Foodlube multi-lube 500ml,Rocol,47.76,"PTFE fortified, Rocol FoodLube multi-lube penetrating lubricant is a food-grade, multi-purpose, water displacing lubricant for use on chains, bearings, slides and other mechanisms in food, pharmaceutical and other clean environments. This all-round lubricating fluid contains additives to boost performance and improve adhesion while offering excellent water wash-off resistance and corrosion protection. FoodLube is supplied in a hand trigger pack for accurate use, a bulk version is also available for refilling.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rocol Foodlube multi-lube 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/17/NW-608217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_FOODLUBE_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_FOODLUBE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_FOODLUBE_Brochure.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/ROCOL_FOODLUBE_Technical_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ROCOL_NSF_ISO_21469_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/ROCOL_HALAL_Control_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ROCOL_Kosher_Certification.pdf,,,,,,,,,,,,,,,,
53,PW92255,Horobin boxed air test kit,Horobin,29.45,This Horobin air test kit is easy to use thanks to its high quality design. The kit is presented in an eye-catching display box.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin boxed air test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/55/NW-W92254_W92255_wm.jpg,,,,,,N,,,79141,Air Test Kit,N,Superior design and quality ensures ease of use,High visual impact for point of sale display box,,,,,,,Cardboard & Plastic components,70cms x 140cms x 210cms,,,,,,,,,,,,,,,,,,,,,
54,PK29702,"JET Range standard length test plug 15mm (1/2"" bsp)",JET Range,11.23,"A JET Range 15mm, 1/2"" BSP standard length test plug.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> JET Range standard length test plug 15mm (1/2"" bsp)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/02/NW-K29702_wm.jpg,,,,,,N,,,JET_TESTPLUG_ST_15,Test Plug,N,,,,,,,,,Rubber,15 mm,,,,,,1/2 in15 mm,Rubber,x  x,,,,,,,,,,,,,
55,PP01472,Durapipe Durapipe PVC 03457395 eco cleaner 500ml (1),Durapipe,15.16,A 500ml tin of Durapipe Eco cleaner cleaning fluid.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Durapipe Durapipe PVC 03457395 eco cleaner 500ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/72/NW-P01472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Durapipe_Eco_Cleaner_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PQ64158,Wavin OsmaS 4S380G cleaner 250ml,Wavin,15.47,"Wavin OsmaS degreasing cleaner is suitable for uPVC, ABS and muPVC pipe systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Wavin OsmaS 4S380G cleaner 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/58/NW-Q64158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Degreasing_Cleaner_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PK29703,"JET Range extended length test plug 15mm (1/2"" bsp)",JET Range,16.18,"A JET Range 15mm, 1/2"" BSP extended length test plug.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> JET Range extended length test plug 15mm (1/2"" bsp)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/03/NW-K29703_wm.jpg,,,,,,N,,,JET_TESTPLUG_EX_15,Test Plug,N,,,,,,,,,Rubber,15 mm,,,,,,1/2 in15 mm,Rubber,x  x,,,,,,,,,,,,,
58,PP31470,Georg Fischer Tangit ABS tin of cement 650g,Georg Fischer,41.15,Georg Fischer Tangit solvent cement is designed for use in COOL-FIT jointing systems.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Georg Fischer Tangit ABS tin of cement 650g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/70/NW-P31470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Georg_Fischer_Tangit_ABS_Cement_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Piping_Systems_ABS_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/George_Fischer_Tangit_ABS_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
