,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Pack Quantity,Voltage (V),Hazardous,Setting Range,Dimensions mm (H x W x D),Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 2,Switch Type,Operating Temperature Range (C),Range,Attachment 3,Attachment 4,Attachment 5,Connection,Connection Size,Connection Type,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Number of Ports,Operator Type,Seal Material,Size,Colour,Attachment 6,Connection Gender,Standards,Feature 11,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Attachment 7,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 12,Feature 13,Feature 14,Feature 15
23,P440972,Danfoss RET2001 RET2001M V2  RET2001M V2 digital room thermostat 230V (1),Danfoss,51.82,"Designed with an easy to read backlit LCD display, the Danfoss RET2001M V2 digital room thermostat offers simple and intuitive electronic programming of a domestic heating system. Offering optional 5/2 day or 24 hour scheduling, this clever thermostat provides homeowners with two heating periods, helping to reduce waste and heating costs by keeping the heat off or low while a house is asleep or unoccupied.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Danfoss RET2001 RET2001M V2  RET2001M V2 digital room thermostat 230V (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/_a/440972_74_A_wm.jpg,,1,230v,N,5 to 30 °C,86 x 86 x 30,087N6476,Room Thermostat,N,Domestic,LCD display with push buttons,On/off load compensation,Holiday function,Service Interval Timer,,,,,,,,SPDT,5 to 30,RET2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P307242,"ESBE 3-way valve 3/4"" CV= 6.30",ESBE,76.54,"Suitable for mixing or diverting, this ESBE series VRG130 three way valve with 20mm Rp thread is made of robust brass for use in heating and cooling installations. This valve combines well with ESBE actuators and controllers.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3-way valve 3/4"" CV= 6.30",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/45/NW-307242_307245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_VRG130_Series_Mixing_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRG_VRB_Building_Declaration.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Esbe_VRG130_Mixing_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRx_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P333536,Salus Logic Plus/Vogue RT510RF+ programmer,Salus,62.38,"Providing full room temperature control, the Salus Logic Plus/Vogue programmable room thermostat launches the heating system by shorting terminal blocks and provides user information via a useful LCD display. This thermostat includes a range of handy settings, from automatic (time scheduled) to manual, frost protection and holiday mode.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Salus Logic Plus/Vogue RT510RF+ programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/36/NW-333536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Salus_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Salus_Product_Brochure_2021.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Salus_RT510+_RT510TX+_RT510RF+_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P440971,Danfoss RET1001M V2 dial setting room thermostat 230V,Danfoss,25.84,"Easy to operate, the Danfoss RET1001 electronic room thermostat blends usability with smart, modern design and reliably efficient domestic heating control. Using a simple temperature adjustment dial with clear heat demand and power LEDs, this intuitive thermostat offers a range of handy settings, including a frost protection mode and temperature locking and limiting. Practical and efficient, the RET1001 is conceived to meet current Building Regs.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Danfoss RET1001M V2 dial setting room thermostat 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/_a/440971_A_wm.jpg,,1,230,N,5-35°C,86 x 86 x 30 mm,087N6461,Electronic Room Thermostat,N,Room Heating,For domestic use,With LED indicator,Mains powered,With on/off load compensation,Offers temperature locking and limiting,,,,,,,SPDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P309769,Honeywell Home hw home v5433a 1072 50mm 3port val cv=40,Honeywell Home,96.26,"Made of cast iron, the V5433A three way rotary valve with 50mm connections offers accurate control of supply water temperature in heating and air conditioning systems. Used with the M6063 actuator, this tough valve offers a long, reliable operating life.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell Home hw home v5433a 1072 50mm 3port val cv=40,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/69/NW-309769_wm.jpg,,,,N,,,V5433A1072,Rotary Valve,N,,Long life chrome-plated plug,Optimised characteristics for supply water temperature control,Reliable mounting for electrical actuators,Wide range of flow rates,Compact design,,,,,,,,,,,,,Threaded,50mm,Threaded,Cast Iron,50 mm,6,110,,,,,,,,,,,,,,,,,,,,,
28,P796276,Drayton Digistat Plus mains operated hotel room thermostat,Drayton,98.59,"Combining flexibility and controllable comfort, the Drayton Digistat Plus mains operated programmable room thermostat is easy to install and use, offering three programmes. It is suitable for use with combis or in zoning with any boiler.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Drayton Digistat Plus mains operated hotel room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/76/NW-796276_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/DraytonDigistat+2_3Si_2_3RFSi_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P337042,Drayton LP Programmer LP811 Universal Programmer LP811 programmer,Drayton,59.83,"Offering the functionality of either LP111 or LP711, the Drayton LP811 universal programmer allows for simplified control of a combi boilers with three time periods per day. With a universal backplate and automatic functions including summer/winter automatic time changes, this programmer is simple to install and easy to operate.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Drayton LP Programmer LP811 Universal Programmer LP811 programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/42/337042_wm.jpg,,,230,N,NA,93mm148mm31mm,25463,Programmer,N,Domestic,Offers easy operation,Automatic summer/winter time change,Pre-set clock,3x time periods per day,Offers boost and advance overrides,With universal backplate,"Compatible with gas boilers, oil boilers and heat pumps",,,,,SPDT,0 to 40,LP Programmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P350157,"Belimo 2-way valve RP 1.1/2"" KV=32",Belimo,120.4,"This Belimo open/close two way ball valve with 1 1/2"" internal thread is suitable for open and closed cold and warm water systems. It is used for shut-off functions on the water side and two point controls in air-handling units and heating systems.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Belimo 2-way valve RP 1.1/2"" KV=32",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/57/NW-350157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_R2-S_Ball_Valve_Technical.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P894210,Reliance Valves anti-legionella valve 1/2'',Reliance Valves,89.18,"The Reliance Valves 1/2"" anti-Legionella valve maintains circulation, reducing the risk of the build-up of bacteria, including Legionella, in stored cold water. Converting a single connection expansion vessel into a flow through-type unit by diverting some of the flow into the vessel, this valve ensures the constant renewal of water, reducing the likelihood of stagnation. The complete range of Reliance Valves anti-Legionella valves covers a wide range of applications, from point-of-use heater expansion vessels to plant room storage tanks.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance Valves anti-legionella valve 1/2'',,"1 Piece Valve, Instructions & Fibre Washer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/10/894210_wm.jpg,,,,N,,,ANTI110001,Anti-Legionella,N,,Maintains circulation through expansion vessel,Integrated ball valve and drain valve for easy servicing and maintenance,"For use on any standard vessel with 1/2"", 3/4"", 1"" or 1 1/4"" connection",Suitable for cold water use only,Compatible with copper pipe only,ANTI110003 and ANTI110004 include locking function,,,,,,,,,,,,,,Female on Swivel Union supplied with fibre washer,DZR Brass,1/2,,,2,Automatic with manual isolation & drain off,Fibre washer,12,,,,,,,,,,,,,,,,,
32,P307245,"ESBE 3 way valve 1.25"" cv= 16.00 (1)",ESBE,90.14,"Suitable for mixing or diverting, this ESBE series VRG130 three way valve with 32mm Rp thread is made of robust brass for use in heating and cooling installations. This valve combines well with ESBE actuators and controllers.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3 way valve 1.25"" cv= 16.00 (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/45/NW-307242_307245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_VRG130_Series_Mixing_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRG_VRB_Building_Declaration.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Esbe_VRG130_Mixing_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRx_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P333523,Salus Boiler pump switches GGPC1 RF wireless mainswitch,Salus,76.35,"Providing complete control of your heating through radio signals, this Salus wireless RF main switch includes a transmitter for thermostat connection and a receiver for connection to a pump or heated towel rail. Easy to install, this mainswitch is a simple wireless solution.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Salus Boiler pump switches GGPC1 RF wireless mainswitch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/23/NW-333523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Salus_RF_Main_Switch_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P303899,"Siemens 4 port fan coil unit valve 1/2"" kv=1.6",Siemens,34.73,"This Siemens three port seat valve with bypass and 1/2"" male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 4 port fan coil unit valve 1/2"" kv=1.6",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/99/NW-303898_303899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P222006,Neomitis RT0 RF wireless digital room thermostat pack,Neomitis,60.0,"Easy to install and set up and even easier to operate, the Neomitis RT0RF wireless digital room thermostat features a large, easy to read LCD as well as a simple rotary dial for intuitive adjustment. Suitable for new installations or as a retrofit, this smart wire-free thermostat can be wall-mounted or stored on a table stand.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Neomitis RT0 RF wireless digital room thermostat pack,,Digital Room Thermostat;Wireless Receiver;2x AA (LR6) batteries;Wall mounting plate ;table stand,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/66/NW-158066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Neomitis_RT0_RT1_RT7_RF_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Neomitis_RT0_RF_Installation.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Neomitis_RT0_RF_Operatng_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P303576,Danfoss TP5001 wireless programmable thermostat,Danfoss,80.54,"The Danfoss TP5001 wireless programmable room thermostat with LCD display and push button control offers on/off modulating control and 5/2 day, 24 hour scheduling. Similar to RET thermostats but with the advantage of full heating schedule control, TP5001 significantly reduces the cost of heating and minimises waste. This thermostat can be set to a 5/2 day schedule or to 24 hour and, where required, this schedule can be deactivated and the device used manually.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Danfoss TP5001 wireless programmable thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/77/NW-303574_303577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RET_TP_Thermostat_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TP5001_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PK70060,JET Range 806 safety valve set 15mm 6.0bar,JET Range,250.37,"Jet 806 top guided bronze safety relief valve incorporates a high discharge capacity with an unobstructed seat bore, which facilitates reliable operation. Positive re-sealing is achieved by the PTFE to metal seating design ideal for general purpose duties. Inlet and outlet connections are screwed BSP female threads, easing lever is fitted as standard, the pressure once set is securely sealed by means of a locking wire. The Jet Range 806 safety relief valve can be used for boiler, pipeline and vessel protection handling hot water, air and inert gases. To prevent unnecessary operation of the valve, there must be an adequate margin between the set pressure of a safety valve and the normal working pressure of the system. Typically using 0.7bar (10psi) above the normal working pressure, providing this does not exceed the design pressure for the system.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> JET Range 806 safety valve set 15mm 6.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/06/NW-K70010_K70106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_806_Installation.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/al/TDS Jet 806 Safety Valves Original.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PK70131,* JET 806 SAFETY VALVE SET @ 3.1 BAR  20,JET Range,272.48,"Jet 806 top guided bronze safety relief valve incorporates a high discharge capacity with an unobstructed seat bore, which facilitates reliable operation. Positive re-sealing is achieved by the PTFE to metal seating design ideal for general purpose duties. Inlet and outlet connections are screwed BSP female threads, easing lever is fitted as standard, the pressure once set is securely sealed by means of a locking wire. The Jet Range 806 safety relief valve can be used for boiler, pipeline and vessel protection handling hot water, air and inert gases. To prevent unnecessary operation of the valve, there must be an adequate margin between the set pressure of a safety valve and the normal working pressure of the system. Typically using 0.7bar (10psi) above the normal working pressure, providing this does not exceed the design pressure for the system.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> * JET 806 SAFETY VALVE SET @ 3.1 BAR  20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/06/NW-K70110_K70206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_806_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_806_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P804678,"Reliance 3/4"" TVA Isolating and Drain off combination valve",Reliance,59.0,"Lever-operated and manufactured in DZR brass, the Reliance 1"" isolating valve and integral drain off allows for the quick, safe isolation and drainage of a water supply downstream of the Tenant Valve Advance or Tenant Valve Compact.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 3/4"" TVA Isolating and Drain off combination valve",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/78/804678_wm.jpg,,,,N,,,TABV250001,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,3/4,,,2,,None required,3/4,DZR Brass,,,,,,,,,,,,,,,,
40,PK72696,Keraflo Aylesbury float valve (standard flow) 65mm,Keraflo,2039.0,"This Keraflo Aylesbury KB-type fully variable float valve with 65mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Keraflo Aylesbury float valve (standard flow) 65mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/96/NW-K72696_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,
41,P804679,"Reliance 1"" Isolating and Drain Off combination valve",Reliance,62.1,"Lever-operated and manufactured in DZR brass, the Reliance 1"" isolating valve and integral drain off allows for the quick, safe isolation and drainage of a water supply downstream of the Tenant Valve Advance or Tenant Valve Compact.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 1"" Isolating and Drain Off combination valve",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/79/804679_wm.jpg,,,,N,,,TABV250005,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,1,,,2,,None required,1,DZR Brass,,,,,,,,,,,,,,,,
42,P134772,John Guest NRV push fit 5/15SV 8mm (300),John Guest,12.28,"UK-manufactured, this John Guest NRV 8mm 5/15SV push-fit acetal single check valve protects against Fluid Category 2 risks. It has a low headloss design suitable for potable liquids, foodstuffs, intermittent hot water up to 50°C, water treatment and purification applications. Easy to install using a simple push-fit connection, this valve ensures a leakproof seal with no need for tools, hot works or sealing agents, and a brand-specific collet locking design that reduces the risk of pipe deformation or restricted flow. John Guest valves are resistant to corrosion and are fully demountable, minimising the time required for maintenance.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> John Guest NRV push fit 5/15SV 8mm (300),,Acetal single check valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/72/134772_wm.jpg,,300,,N,,,5/16SCV,Acetal single check valve,N,,Durable acetal copolymer material with nitrile O-rings,Backflow prevention up to Fluid Category 2,Instant push-fit connection and leak tight seal,"Connects, disconnects and reconnects in seconds with no need for tools",Resists scale buildup for improved performance and equipment lifespan,Offers superior flow characteristics,"Suitable for potable water, foodstuffs, intermittent hot water, water treatment and purification applications",Not suitable for vacuum or air applications,Compatible with LLDPE or soft metal pipe/tubing,WRAS approved,,,,,,,,,5/16,Push Fit,Plastic,,,,,,,,,,Female Push Fit,WRAS,Meets The British Beer and Pub Association Code of Practice,,,,,,,,,,,,
43,PK72848,Keraflo Aylesbury KAX type float valve 20mm,Keraflo,390.0,"This Keraflo Aylesbury KAX-type mechanical float valve with 20mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance and the valve's adjustable weighted float allows a tank's stored water level to be modified with ease.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Keraflo Aylesbury KAX type float valve 20mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/50/NW-K72848_K72850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KAX_Valve_Install.pdf,,,,,,,,,,,,,,,
