,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Thickness,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Pressure,Material Type,Tap Holes
37,PB08923,* NAB MONATE MONOBLOC KITCHEN TAP,Nabis,64.08,"A practical, convenient choice for modern kitchens, the Nabis Monate monobloc sink mixer tap is designed with a high arc swivel spout for flexible use and ceramic disc technology for long lasting precision. Deck-mounted, this contemporary chrome kitchen tap is supplied with flexible tails for ease of fitting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> * NAB MONATE MONOBLOC KITCHEN TAP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/23/NW-B08923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 17 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_MonoKitchenMixer_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PC17503,Pegler Mercia quarter-turn deck mounted sink mixer tap,Pegler,53.34,"Ideal for family kitchens, the robust Pegler Yorkshire Mercia monobloc sink mixer has dual lever handles for precise control and a neat, clean chrome finish. This deck-mounted mixer is suitable for low pressures down to 0.2 bar.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Pegler Mercia quarter-turn deck mounted sink mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/03/NW-C17503_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wr/as/PY_MericaSinkMixer_WRAS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/PY_Mercia_351908_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PC14733,Ideal Standard Sandringham single lever single function kitchen mixer tap Chrome Plated,Ideal Standard,152.99,"A smart design to suit modern and classic kitchen decors, the Ideal Standard Sandringham low arc sink mixer tap has a useful swivel spout and 5LPM flow regulator to help reduce waste. Operated via a single lever, this contemporary deck-mounted kitchen tap is made of tough brass with a clean, glossy chrome finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Ideal Standard Sandringham single lever single function kitchen mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/33/NW-C14733_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PC69123,Bristan 1901 Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,223.73,"Finished in bright, glossy chrome this Bristan 1901 sink mixer is made of durable brass. Easy to install and suitable for all plumbing systems, this deck-mounted, Edwardian-inspired mixer is an ideal choice for bathrooms in period homes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan 1901 Easyfit Kitchen Sink Mixer Tap Chrome,,Sink mixer;Easy fit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/23/NW-C69123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Bristan_1901_EF_Sinkmixer_C_G_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_1901_EF_SNK_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_1901_EF_Sinkmixer_C_G_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C69123_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF41149,"McAlpine BSW6CP2H belfast sink waste 1.1/2"" x 85mm",McAlpine,10.17,"Made of polypropylene, this McAlpine sink waste for a Belfast sink includes a chrome-plated handle plug and 1 1/2"" centre pin x 85mm stainless steel flange. The centre pin dry fixing connection makes installation fast and simple with a neat finish.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> McAlpine BSW6CP2H belfast sink waste 1.1/2"" x 85mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/49/NW-F41149_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41149_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PG66852,Leisure Sinks Euroline side drainer 1.0 bowl 860 x 435mm Stainless Steel,Leisure Sinks,131.41,"Designed for heavy duty kitchen use, this Leisure Sinks Euroline rectangular inset sink is built from tough 18/10 polished stainless steel with seamless soldering and a rigid frame. Resistant to bending and flexing, even when placed under pressure, this tough reversible sink incorporates a 351 x 376 x 140mm single bowl and handy side drainer.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Euroline side drainer 1.0 bowl 860 x 435mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/52/NW-G66852_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PD80830,Bristan Dune Dune Monobloc Sink Mixer Chrome,Bristan,71.94,"A modern design to suit the majority of kitchens, this Bristan Dune monobloc sink mixer has twin lever handles for complete temperature control and a swivel spout to make filling pots and rinsing dinner plates easy. Supplied with a fixing kit and flexible tails, this smart and robust chrome kitchen tap offers simple installation with no need for additional fittings.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Dune Dune Monobloc Sink Mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/30/D80830_wm.jpg,,,,,,,Chrome Plated,6.76l/min@0.2bar - 37.7l/min@5bar,0.2,60,194,Dune,Contemporary,5 Years,N,194,LowMedHigh,No,No,No,Swivel,Deck,Lever,Brass,1,DU SNK C,Sink Mixer,N,Long life quarter-turn ceramic disc valves for durability and smooth control,With flexible tails and fixing kit,Swivel spout for convenient use,For deck-mounted installation,Twin handles for individual temperature control,Brass construction,Chrome finish,"Flow rate 6.76LPM at 0.2 bar, 37.7LPM at 5 bar",5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,
44,PG62549,Nabis 1.0 bowl reversible inset sink with one tap hole pack 950 x 508mm Stainless Steel,Nabis,94.71,This Nabis single bowl inset sink with one tap hole pack is made from a high grade 18/10 stainless steel for robust longevity.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis 1.0 bowl reversible inset sink with one tap hole pack 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-G62549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Aquamix1Monobloc_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PG62511,Nabis right hand inset sink 1.0 bowl two tap hole 950 x 508mm Stainless Steel,Nabis,79.14,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with glossy finish incorporates a 350mm sink bowl, right hand drainer and two tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis right hand inset sink 1.0 bowl two tap hole 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/11/NW-G62511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CitySinks_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PG97162,Leisure Sinks 1 bowl with waste kit 60mm,Leisure Sinks,11.51,An easy-install Leisure Sinks waste kit for sinks with 60mm waste holes.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks 1 bowl with waste kit 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/62/NW-G97162_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC00010,PEGLER 2158 1/2IN X-TOP H SINK TAP     CP,Pegler,39.63,"This Pegler Yorkshire high neck sink tap has a durable build and smart cross top design for easy turn operation. Finished in chrome, this deck-mounted tap includes a metal back nut and anti-rotation washer for a positive attachment.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> PEGLER 2158 1/2IN X-TOP H SINK TAP     CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/10/NW-C00010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_303007_303017_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PC00009,"Pegler cross-head cold sink tap 1/2"" Chrome",Pegler,39.63,"This Pegler Yorkshire high neck sink tap has a durable build and smart cross top design for easy turn operation. Finished in chrome, this deck-mounted tap includes a metal back nut and anti-rotation washer for a positive attachment.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Pegler cross-head cold sink tap 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/09/NW-C00009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_303007_303017_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PD01245,Salamander TapBoost TBS15 single outlet booster pump White,Salamander,108.4,"Solving the problem of poor water performance, the Salamander TapBoost inline contact pump helps improve flow at a single mains or gravity fed outlet. Improving water flow rates to between 7 and 11LPM, depending on incoming flow, this easy-install pump can be fitted to either a hot or a cold outlet.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Salamander TapBoost TBS15 single outlet booster pump White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/45/D01245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_D01245_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PF47706,"McAlpine basket strainer waste 1.1/2""",McAlpine,15.26,"Ideal for Belfast sinks, this McAlpine basket strainer waste has 1 1/2"" male BSP x 113mm stainless steel flange connections, a stem ball plug and centre pin. The centre pin dry fixing connection is fast and easy to install with a neat finish.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> McAlpine basket strainer waste 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/06/NW-F47706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47706_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PB02422,Ideal Standard Sandringham 21 high neck lever sink tap Chrome Plated,Ideal Standard,42.81,"Offering a simple design suitable for both modern and traditional kitchens, this pair of Ideal Standard Sandringham 21 sink pillar taps has a high neck design and smart chrome-plated finish. User-friendly, these deck-mounted taps incorporate ceramic disc technology for ease of operation, precision control and reliable longevity.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Ideal Standard Sandringham 21 high neck lever sink tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/22/NW-B02422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham21_B9885AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Sandringham21_B9872-79-85_SpareGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PG97165,Leisure Sinks Leisure Sinks basket strainer waste kit,Leisure Sinks,19.6,A handy Leisure Sinks basket strainer waste kit for single bowl sinks.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Leisure Sinks basket strainer waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-G97165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PA05649,* NAB SPARE VALVE COVER 33,Nabis,0.4,"This Nabis tap valve cover is suitable for use with Pratica, Pasilla, Ossia, Corda and Galene kitchen taps.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> * NAB SPARE VALVE COVER 33,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/37/597537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PA05650,* NAB SPARE FLANGE 50*6.5MM,Nabis,1.21,This Nabis Sevier/Galene single flange is a replacement part for use in Sevier or Galene kitchen taps as well as offering compatibility with a variety of other ranges.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> * NAB SPARE FLANGE 50*6.5MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/38/597538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PG70663,"Carron Phoenix Onda 1-tap hole sink 3.1/2""",Carron Phoenix,135.44,"A durable, high performance design, the Carron Phoenix Onda single sink with reversible drainer is manufactured in tough stainless steel with a smart polished finish for ease of cleaning. Supplied with one ready-drilled taphole, the Onda is compatible with your choice of mixer tap.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Onda 1-tap hole sink 3.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/63/G70663_wm.jpg,,,,,,,Stainless Steel/Polished,,,,,Onda,,,N,,,,,,,Inset,,Stainless Steel,1,101.0488.562,Inset Sink,N,Rectangular shape,With drainer,Reversible installation,Stainless steel construction,Polished finish,With 1x taphole,,,,,,,,,,,,,,0.6mm,Yes,1 sink 1 drainer,Centre,Reversible,Rectangular,345 x 395 x 160,NA,,,,,,
56,PB08920,Nabis Regal lever 1/4 turn deck kitchen tap,Nabis,99.44,"A traditional high arc design, the Nabis Regal kitchen tap for two tap holes combines classic styling with modern practicality. Deck-mounted, this chrome finish tap is fitted with ceramic quarter-turn discs valves for smooth, precise control of temperature and flow.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Regal lever 1/4 turn deck kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/20/NW-B08920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B08916_B08920_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 07 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PG09092,Carron Phoenix Bali granite sink 1.5 bowl 150mm Jet Black,Carron Phoenix,544.55,"Setting itself apart from the competition with its eye-catching Jet Black finish, the Carron Phoenix Bali 150 kitchen sink is made of a durable, sleek granite. A stand-out choice for a modern kitchen, this worktop-mounted reversible sink has a practical 390 x 350 x 190mm main bowl alongside a handy side sink. This smart sink is supplied with a revolution waste and a single tap hole ready for mixer tap installation.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Bali granite sink 1.5 bowl 150mm Jet Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/92/NW-G09092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Carron_Phoenix_Bali_100_150_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Carron_GraniteSink_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G09092_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PG36374,Aga Rangemaster Nimbus stainless steel inset sink 1.5 bowl NIM1052,Aga Rangemaster,607.33,"A statement design for a modern classic kitchen, the Aga Rangemaster Nimbus 1.5 bowl sink incorporates a striking starburst design, helping it to stand out from other sinks. Offering reversible installation to suit your interior, Nimbus is supplied with a single pre-drilled taphole for the addition of a deck-mounted mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Nimbus stainless steel inset sink 1.5 bowl NIM1052,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/74/G36374_wm.jpg,,,,,,,Polished Stainless Steel,,,,,,,,N,,,,,,,Inset,,Stainless Steel,1,NIM1052,18/10,N,With 1.5 bowls,Square shape,Stainless steel construction,Polished finish,With 1x taphole,Reversible installation,Starburst design,,,,,,,,,,,,,0.8,No,1.5 Bowls,central,Reversible,Square,350x415x190,160x285x160,,,,,,
59,PD88210,VALUE LEVERBRIDGE DECK SINK MXR CH+6INLEV,Bristan,328.13,"Ideal for budget kitchen refits, the Bristan Value bridge deck mixer has a classic design and robust brass build. Operated with 6"" lever handles and using ceramic disc technology for smooth turning and drip-free use, this smart tap has a 210mm spout projection and high shine chrome finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> VALUE LEVERBRIDGE DECK SINK MXR CH+6INLEV,,Bridge sink mixer;6inch (152mm) metal lever handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/10/NW-D88210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88210_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88210_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88210_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
