,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Thickness,Hazardous,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Minimum Base Unit Size (mm),Waste Kit Included,Depth (mm),Main Bowl Size (mm),Attachment 4,Material Type,Warranty,Tap Holes,Feature 8,Feature 9
23,PG66600,Leisure Sinks Lexin two tap hole right hand 1.0 bowl side drainer 950 x 508mm Stainless Steel,Leisure Sinks,103.56,"Highly resistant to bending and flexing, even if placed under pressure, this Leisure Sinks Lexin rectangular inset sink is designed with seamless soldering and a rigid frame, making it ideal for heavy duty kitchen use. Made of a tough 18/10 satin finished stainless steel, the Lexin includes a single 350 x 420 x 180mm sink with right hand drainer and two tap holes ready for the tap pair of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Lexin two tap hole right hand 1.0 bowl side drainer 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/00/NW-G66600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PG74563,Leisure Sinks Linear one tap hole reversible sink 1.5 bowl 950 x 508mm Stainless Steel,Leisure Sinks,137.23,"Made from high grade 18/10 polished stainless steel, this Leisure Sinks Linear rectangular inset sink is built with seamless soldering and a rigid frame construction for heavy duty use, resisting bending and flexing even under pressure.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Linear one tap hole reversible sink 1.5 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/63/NW-G74563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PG62265,Carron Phoenix Bali reversible sink 1.5 bowl 970 x 500mm Polar White,Carron Phoenix,544.55,"Setting itself apart from the competition with its eye-catching matte Polar White finish, the Carron Phoenix Bali 150 kitchen sink is made of a durable, sleek granite. A stand-out choice for a modern kitchen, this worktop-mounted reversible sink has a practical 390 x 350 x 190mm main bowl alongside a handy side sink. This smart sink is supplied with a revolution waste and a single tap hole ready for mixer tap installation.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Bali reversible sink 1.5 bowl 970 x 500mm Polar White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/65/NW-G62265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Carron_Phoenix_Bali_100_150_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Carron_GraniteSink_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G62265_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PG66603,Leisure Sinks Linear one tap hole  reversible 1.0 bowl 950 x 508mm Stainless Steel,Leisure Sinks,120.53,"Made of a high grade, robust 18/10 stainless steel with bright, polished finish, the Leisure Sinks Linear rectangular inset sink is designed for heavy duty use with seamless soldering and a rigid frame ensuring the sink won't bend when under pressure. Suitable for reversible installation, this smart kitchen sink includes a 340 x 410 x 160mm bowl and pre-drilled tap hole.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Linear one tap hole  reversible 1.0 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/03/NW-G66603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PG30018,Aga Rangemaster Albion AL9501/TMO40 single bowl stainless stell sink,Aga Rangemaster,266.45,"A modern design for stylish kitchens, the Midlands-manufactured Aga Rangemaster Albion single bowl stainless steel kitchen sink has a bright polished finish. Allowing for reversible installation, this rectangular sink has a straight-lined design complementing a softly curved bowl.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Albion AL9501/TMO40 single bowl stainless stell sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/18/G30018_wm.jpg,,,,Stainless Steel/Polished,Albion,0.7 mm,N,No,1,Centre,Reversible,Rectangular,Inset,360 x 424 x 155,Stainless Steel,1,NA,AL9501/TMO40,Inset Sink,N,Reversible drainer,Polished finish,Manufactured from 18/10 stainless steel,Waste kit sold separately,,,,,,,,,,,,,
28,PG70629,"Carron Phoenix Rapid 150 reversible 2-tap hole 1/2"" sink Silver",Carron Phoenix,127.26,"A modern classic, the Carron Phoenix Rapid 1.5 bowl sink has an inbuilt drainer with reversible fitting to suit your comfort and convenience. Manufactured in stainless steel for ease of cleaning and a contemporary look, the Rapid is supplied with a pre-drilled taphole ready for a monobloc mixer tap.","Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Rapid 150 reversible 2-tap hole 1/2"" sink Silver",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/29/G70629_wm.jpg,,,,Stainless Steel,Rapid,0.6mm,N,Yes,1.5 bowl 1 drainer,Centre,Reversible,Rectangular,Inset,340 x 400 x 190,Stainless Steel,1,160 x 300 x 120,101.0493.239,Inset Sink,N,Stainless steel construction,Metallic finish,Durable design,Rectangular shape,With 1x taphole,Reversible,With drainer,,,,,,,,,,
29,PG62527,Nabis reversible inset sink 1.0 bowl with one tap hole 800 x 508mm Stainless Steel,Nabis,83.03,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with sleek satin finish incorporates a 340mm bowl, reversible drainer and a single tap hole for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Nabis reversible inset sink 1.0 bowl with one tap hole 800 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/27/NW-G62527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PG29890,"Aga Rangemaster Glendale reversible sink with bowl 1.5"" 950 x 508mm Stainless Steel",Aga Rangemaster,169.77,"Manufactured from high grade steel for robust longevity, the Aga Rangemaster Glendale rectangular kitchen sink is generously sized with a reversible incorporated drainer and a bold modern design. Easy to clean, with a sleek  Micro-sheen finish, the Glendale is designed to sit well in just about any kitchen interior design.","Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Glendale reversible sink with bowl 1.5"" 950 x 508mm Stainless Steel",,Kitchen Sink;2x 89mm BSW;Overflow kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/90/NW-G29890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G29890_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/A_Rangemaster_SSSink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PG36374,Aga Rangemaster Nimbus stainless steel inset sink 1.5 bowl NIM1052,Aga Rangemaster,607.33,"A statement design for a modern classic kitchen, the Aga Rangemaster Nimbus 1.5 bowl sink incorporates a striking starburst design, helping it to stand out from other sinks. Offering reversible installation to suit your interior, Nimbus is supplied with a single pre-drilled taphole for the addition of a deck-mounted mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Nimbus stainless steel inset sink 1.5 bowl NIM1052,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/74/G36374_wm.jpg,,,,Polished Stainless Steel,,0.8,N,No,1.5 Bowls,central,Reversible,Square,Inset,350x415x190,Stainless Steel,1,160x285x160,NIM1052,18/10,N,With 1.5 bowls,Square shape,Stainless steel construction,Polished finish,With 1x taphole,Reversible installation,Starburst design,,,,,,,,,,
32,PG97161,Leisure Sinks Euroline waste kit,Leisure Sinks,29.53,A Leisure Sinks Euroline waste kit for the Euroline EL9502 sink.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Euroline waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/61/G97161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PB79018,Shaws Of Darwen Cleaner cleaners sink 510 x 380 x 230 x 380mm White,Shaws Of Darwen,376.76,"A practical design ideal for heavy commercial use, this Shaws Of Darwen 460 x 380mm low back rectangular cleaner's sink is made of a tough fine fireclay. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Shaws Of Darwen Cleaner cleaners sink 510 x 380 x 230 x 380mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/18/NW-B79018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B79000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PG36369,Aga Rangemaster Aria stainless steel instet sink 1.5 bowls,Aga Rangemaster,526.11,"The minimalist design of the Aga Rangemaster Aria 1.5 bowl sink makes it ideal for contemporary kitchen refits. Reversible to suit your kitchen layout, this square inset sink is manufactured in robust stainless steel with a smart, easy to clean polished finish.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Aria stainless steel instet sink 1.5 bowls,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/69/G36369_wm.jpg,,,,Polished Stainless Steel,,0.8,N,Yes,1.5 Bowls,central,Reversible,Square,Inset,340x424x150,Stainless Steel,1,172x290x80,ARA9502 DEV,18/10,N,Square design,Stainless steel construction,Polished finish,With minimalist drainer,With 1x taphole,,,,,,,,,,,,
35,PG66555,CONTRACT LC106L 1000X600 LH SQ/FRONT  SS,Leisure Sinks,148.9,"Designed with seamless soldering and a rigid frame construction, this tough Leisure Sinks Contract rectangular inset sink is resistant to bending and flexing, even when put under pressure. Made of robust 18/10 stainless steel with a polished finish, this left hand square front sink has a 400 x 420 x 160mm bowl and ready-drilled tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> CONTRACT LC106L 1000X600 LH SQ/FRONT  SS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/55/NW-G66555_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Leisure_Sinks_Contract_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PB75150,Ideal Standard Belfast sink 455 x 380 x 205mm White,Ideal Standard,191.62,"Suitable for heavy use, the Ideal Standard Belfast rectangular sink is built from robust fireclay with a white glazed finish. An inbuilt overflow helps water drain faster making the Belfast ideal for emptying buckets and ongoing draining and refilling.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Ideal Standard Belfast sink 455 x 380 x 205mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/50/NW-B75150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B75150_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PG75558,Carron Phoenix Ibis 100 U sink,Carron Phoenix,242.8,"With a simple design and low-profile edge, the Carron Phoenix Ibis rectangular inset sink sits almost seamlessly against a kitchen worktop for a sleek, modern finish. Made of stainless steel with a polished finish and a single central tap hole, this contemporary sink has a larger than usual 420 x 360 x 200mm main bowl, providing plenty of space for practical jobs in a large kitchen.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Ibis 100 U sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/58/NW-G75558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G75558_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Ibis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PG30020,Aga Rangemaster Eaton EA9501/TMO40 single bowl stainless stell sink,Aga Rangemaster,230.29,"Suitable for reversible installation, the Aga Rangemaster Eaton single bowl sink with drainer is built in a robust, attractive stainless steel. Built in Nottinghamshire, this sink is supplied complete with a WRAS approved tap and waste kit.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Eaton EA9501/TMO40 single bowl stainless stell sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/20/G30020_wm.jpg,,,,Stainless Steel/Satin/Bright,Eaton,0.6,N,Yes,1 sink and drainer,Centre,Reversible,Rectangular,Inset,420x350x150,Stainless Steel,1,NA,EA9501/TMO40,Swivel,N,With tap and waste,Reversible installation,Stainless steel construction,With drainer,WRAS approved,,,,,,,,,,,,
39,PG70658,Carron Phoenix Adelphi 1.5 bowl reversible slim top sink Stainless Steel,Carron Phoenix,429.87,"Sleekly modern, the Carron Phoenix Adelphi 150 kitchen sink is ultra-slim with a flush-fit edge profile and attractive polished stainless steel finish. Seamlessly fitting into the worktop, the Adelphi is an ideal choice for contemporary, minimalist kitchen designs.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Adelphi 1.5 bowl reversible slim top sink Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/58/NW-G70658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Carron_PhoenixA_100_150_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Carron_Phoenix_Adelphi_100_150_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G70658_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PG36371,Aga Rangemaster Eaton 1.0B C/WAQUAMONO 35 tap & waste,Aga Rangemaster,440.8,"This Aga Rangemaster Eaton sink, tap and waste kit makes fitting out a new kitchen easy. Made of tough stainless steel, the single drainer reversible inset sink in this handy pack measures 420 x 350mm.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Eaton 1.0B C/WAQUAMONO 35 tap & waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/71/G36371_wm.jpg,,,,Stainless Steel,,0.7 mm,N,Yes,"1 x sink, 1 x drainer",Reversible,Inset,Rectangular,Inset,420x350x150,Stainless Steel,2,NA,EA9501 TMO35,Sink Tap,N,Includes sink and drainer,With tap and waste,Stainless steel construction,For inset fitting,Reversible mounting,,,,,,,,,,,,
41,PG75968,Carron Phoenix set 3 waste kit two bowl sink and overflow 1/2'',Carron Phoenix,23.78,"This Carron Phoenix accessory kit 3 comprises a 1/2"" stainless steel basin waste and overflow for two bowl sinks.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix set 3 waste kit two bowl sink and overflow 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/68/G75968_wm.jpg,,,,Stainless Steel/Galvanized,,,N,,,,,,,,Stainless Steel,,,112.0326.148,Waste Kit,N,For two-bowl sink,With overflow,Stainless steel construction,Galvanised finish,,,,500,Y,150,,,,,,,
42,PG69980,Carron Phoenix Maui 1.0 bowl right hand drainer 900mm Stainless Steel,Carron Phoenix,294.5,"Ideal for modern kitchen designs, the Carron Phoenix Maui rectangular inset kitchen sink combines hardwearing practicality with attractive organic lines. Made of tough stainless steel with a glossy polished finish, the Maui combines a good-sized 400 x 370 x 200mm sink with a right hand drainer. It is supplied pre-drilled with a single tap hole ready for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Maui 1.0 bowl right hand drainer 900mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/80/NW-G69980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G69980_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Maui_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PB00070,Ideal Standard Belfast sink without box 600 x 455 x 255mm White,Ideal Standard,294.91,"Suitable for heavy use, the Ideal Standard Belfast rectangular sink from Armitage Shanks is built from robust fireclay with a white glazed finish. An inbuilt overflow helps water drain faster making the Belfast ideal for emptying buckets and ongoing draining and refilling.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Ideal Standard Belfast sink without box 600 x 455 x 255mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/70/B00070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B55900_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PG50880,Leisure Sinks Linear 1.5 sink with tap 950 x 508mm 89mm,Leisure Sinks,437.32,"Robust and hardwearing, this Leisure Sinks Linear 1.5 bowl inset sink is made from a high grade 18/10 stainless steel with a highly polished finish. Heavy duty, with seamless soldering and a rigid frame, the Luxe resists bending or flexing under pressure and is supplied with waste and tap.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Linear 1.5 sink with tap 950 x 508mm 89mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/80/NW-G50880_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PG09551,Carron Phoenix Ascona inset rev sink Stainless Steel,Carron Phoenix,250.51,The Carron Phoenix ASX 611-100 Ascona 350 x 435mm inset single bowl sink is supplied complete with a waste kit and overflow kit. A built-in drainer is a convenient addition while the sink itself has a robust stainless steel construction with neat brushed satin finish.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Ascona inset rev sink Stainless Steel,,Waste kit and overflow Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/51/G09551_wm.jpg,,,,Satin Stainless Steel / Brushed,Ascona,1.0,N,Yes,Oblong bowl,Reversible sink,3 1/2,101.0305.142,Clips attached to sink,350x435,Stainless Steel,2,NA,101.0305.142,Inset Sink,N,Stainless steel construction,Satin/brushed finish,Oblong bowl shape,Clip mounting,"With 3 1/2"" drainer",With 2x tap holes,Reversible installation,,,,,,,,,,
46,PG69979,Carron Phoenix Maui 1.0 bowl left hand drainer 900mm Stainless Steel,Carron Phoenix,294.5,"Ideal for modern kitchen designs, the Carron Phoenix Maui rectangular inset kitchen sink combines hardwearing practicality with attractive organic lines. Made of tough stainless steel with a glossy polished finish, the Maui combines a good-sized 400 x 370 x 200mm sink with a left hand drainer. It is supplied pre-drilled with a single tap hole ready for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Maui 1.0 bowl left hand drainer 900mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/79/NW-G69979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Maui_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PG75559,IBIS 150U STAINLESS STEEL LH SINK,Carron Phoenix,416.43,"With its simple, unfussy design, the Carron Phoenix Ibis rectangular undermount sink has a smart low-profile edge for an almost seamless finish with the kitchen worktop. With a polished stainless steel finish, the Ibis provides a contemporary look with a practical edge thanks to a larger than average bowl size for pleasingly ergonomic use.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> IBIS 150U STAINLESS STEEL LH SINK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/60/NW-G75559_G75560_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Ibis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PG70628,"Carron Phoenix Rapid 90 reversible 2-tap hole 1/2"" sink Silver",Carron Phoenix,105.05,"A modern classic, the Carron Phoenix Rapid single bowl sink has an inbuilt drainer with reversible fitting to suit your comfort and convenience. Manufactured in stainless steel for ease of cleaning and a contemporary look, the Rapid is supplied with a pre-drilled taphole ready for a monobloc mixer tap.","Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Rapid 90 reversible 2-tap hole 1/2"" sink Silver",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/28/G70628_wm.jpg,,,,Chrome/Metallic,Rapid,0.6mm,N,Yes,1 bowl 1 drainer,Centre,Reversible,Rectangular,Inset,410 x 400 x 190,Stainless Steel,1,NA,101.0493.238,Inset Sink,N,Stainless steel construction,Metallic finish,Durable design,Rectangular shape,With 1x taphole,Reversible,With drainer,,,,,,,,,,
