,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Colour,Max Vertical Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 9,Feature 10
26,P333830,Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler and flue pack 30kw,Worcester Bosch,1335.0,"Bring your heating and hot water system bang up to date with the Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler. A direct replacement for the engineers' favourite CDi Classic, this ErP A-rated unit has all of those features that made the Classic so popular and much more besides. Easier to install, service and maintain, with a lighter lift weight and compatibility with the cutting edge Greenstar Intelligent Filling System, the 8000 Life is also simpler to use, offering an at-a-glance LCD display and the option to wirelessly connect to the smart Bosch EasyControl.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler and flue pack 30kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333826_30 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/333826-30_Worcester_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/333826-30_Worcester_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P334488,Worcester Bosch Greenstar 15RI regular boiler pack with flue,Worcester Bosch,965.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 15Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 15kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 15RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112403_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
28,P333649,Worcester Bosch Greenstar CDi Compact 32CDi NG combi boiler and horizontal flue pack,Worcester Bosch,1214.0,"Designed to supply reliable heating and hot water to properties with up to three bedrooms and two bathrooms, the Worcester Bosch Greenstar 32CDi NG Compact condensing combi boiler is supplied with a horizontal flue and pre-plumbed mounting jig for ease of installation in a kitchen cupboard. Providing an easy to understand commissioning and diagnostic display, this 32kW combi boiler provides both user and engineer with all the information they need for operation and maintenance, minimising the risk of errors and downtime. The Greenstar Compact is ErP A-rated for excellent levels of efficiency, however if installed with the Bosch EasyControl smart thermostat that rating is boosted to an A+.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar CDi Compact 32CDi NG combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333648_50 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P333190,Worcester Bosch Greenstar 4000 GR4700iW 18 S NG system boiler and flue 18kW,Worcester Bosch,1194.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 18 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 18kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 18 S NG system boiler and flue 18kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_18_S_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,P333540,Worcester Bosch Greenstar 2000 GR2300iW 30 C NG combi boiler only pack 30kW,Worcester Bosch,800.0,"Suitable for apartments and small-medium houses, the Worcester Bosch Greenstar 2000 GR2300iW 30 C NG combi boiler pack is ideally suited to serving single bathroom properties. Fully compatible with third party external 230V controls as well as a wide range of Worcester mechanical and connected controls, this 30kW combi offers ErP A-rated levels of efficiency alongside excellent reliability.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 2000 GR2300iW 30 C NG combi boiler only pack 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/40/333540_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/WB_GR2300iW_30_C_NG_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_2000_Instal_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_2000_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_2000_Operating_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,
31,P333988,Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler pack 30kW White,Worcester Bosch,1250.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG follows in the footsteps of the popular CDi Classic, equally reliable and user-friendly but with improved efficiency and flexibility. With its contemporary design the 8000 Life looks good in any home and installation is quick and easy thanks to a lower lift weight and a familiar layout with all the same fixture points as the Classic. Daily use of this 30kW boiler is simple using the full colour text display and you have the option to go smart by hooking up with Bosch's EasyControl thermostat. Offering an ErP A rating this boiler helps homeowners to reduce fuel bills and lessen their household emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler pack 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,N,333988 PK,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,,,,,,,11 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,A,30 kW,365,"333830, 333988",94,Wall Hung,Condensing Combi Boiler,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,
32,P333563,Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler with flue and system filter 25kW,Worcester Bosch,1148.0,"Offering ErP A-rated heating and hot water delivery, the Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler pack provides homeowners with economy, comfort and efficiency. Easy to install, this well-designed 25kW condensing combi boiler is supplied with a flue as well as a system filter for clean and reliable operation. The Greenstar 4000 is designed with a simple, clear display panel for ease of use and fast troubleshooting.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler with flue and system filter 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/pk/333562_333563_PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/GR4700iW_25_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,
33,P333653,Worcester Bosch Greenstar Si Compact 25Si NG combi boiler and horizontal flue pack,Worcester Bosch,1199.0,"With a compact design for convenient installation inside a kitchen cupboard, the Worcester Bosch Greenstar 25Si Compact NG combi boiler is ideal for small to medium sized homes with a single bathroom. Also suitable for fitting in a loft or even a garage, this frost protected combi is supplied with a horizontal flue for all-in-one installation with no need to shop around. ErP A-rated, the Greenstar Compact has an intuitive display for ease of use and offers full compatibility with a wide range of controls, including the Bosch EasyControl, a smart choice to up your heating system to A+ levels of efficiency.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar Si Compact 25Si NG combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/333653_54 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P333747,Worcester Bosch Greenstar CDi Highflow 440CDi boiler and horizontal flue,Worcester Bosch,2256.0,"Offering high heating and hot water output, the Worcester Bosch Greenstar CDi Highflow 440CDi NG combi, supplied with a horizontal flue, is ideal for installation in larger homes with two bathrooms. A robust floor standing boiler, the CDi Highflow is designed to sit beneath a standard kitchen countertop, making it easy to reach for installation, maintenance and control. Providing instant hot water in even the most demanding homes, this ErP A-rated boiler is highly efficient and reliable, with built-in frost protection to keep things running in even the worst weather.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar CDi Highflow 440CDi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/pk/333747 PK_wm.jpg,N,333747 PK,N,Includes boiler and horizontal flue,Fits underneath a standard kitchen worktop,Frost protection for safe cellar or garage installation,,,,,,,,Natural Gas,Greenstar CDi Highflow,,,,,,,,,,Condensing Combi Boiler and Horizontal Flue Pack,Simple control knobs and temperature display,"Keep Hot facility for instantaneous, always available hot water",DHW flow rate 20LPM,Compatible with a wide choice of controls,7 year warranty,White/Gloss,6.4,A,,
35,P333191,Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system boiler and flue 21kW,Worcester Bosch,1225.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 21 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 21kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system boiler and flue 21kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/WB_GR4700iW_21_S_NG_ErP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,P334487,Worcester Bosch Greenstar 12RI regular boiler pack with flue,Worcester Bosch,925.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 12Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 12kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 12RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112402_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
37,P334489,Worcester Bosch Greenstar 18RI regular boiler pack with flue,Worcester Bosch,1035.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 18Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 18kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 18RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112404_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
38,P333986,Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,Worcester Bosch,1567.0,"Spearheading the next generation of boilers the Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG follows in the footsteps of the award-winning CDi Classic. It's equally reliable and user-friendly but benefits from better than ever efficiency, flexibility and ease of fitting and maintenance. The modern design of the 8000 Life blends seamlessly into the contemporary home, while installation is faster and easier with a reduced lift weight but all the familiar fixtures and connections. Control of this 40kW boiler is that bit simpler too owing to an intuitive full colour text display and the ability to connect to Bosch's EasyControl smart thermostat. With an ErP A rating this boiler helps householders to keep their fuel bills to a minimum and reduce emissions too.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,N,333986 PK,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,,,,,,,14 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,A,40 kW,365,"333828, 333986",94,Wall Hung,Condensing Combi Boiler,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,
39,P333541,Worcester Bosch Greenstar 2000 GR2300iW 25 C NG combi boiler and flue pack 25kW,Worcester Bosch,806.0,"Ideal for supplying heat and hot water to single bathroom homes, the Worcester Bosch Greenstar 2000 GR2300iW 25 C NG combi boiler pack with flue is recommended for installation in apartments and smaller sized houses. ErP A-rated for its great levels of efficiency, this highly reliable 25kW combi offers compatibility with a variety of external 230V controls as well as Worcester Bosch's own mechanical and connected controls, giving homeowners the opportunity to build their ideal system for personalised comfort.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 2000 GR2300iW 25 C NG combi boiler and flue pack 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/41/333541_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_2000_Instal_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_2000_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_2000_Operating_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/WB_GR2300iW_25_C_NG_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,
40,P333542,Worcester Bosch 2000 combi boiler and flue pack 30kW,Worcester Bosch,908.0,TBC,Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch 2000 combi boiler and flue pack 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333541_42 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/WB_GR2300iW_30_C_NG_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_2000_Instal_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_2000_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_2000_Operating_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,
41,P334499,Worcester Bosch Greenstar 8000 Life system boiler pack with flue 30kW,Worcester Bosch,1451.0,"An impressive follow-up to the always popular Greenstar CDi Classic, the new and improved Worcester Bosch Greenstar 8000 Life condensing system boiler offers a cutting edge modern design and improved installation thanks to handy features like pre-wired and pre-plumbed components. Compatible with solar, this 30kW digital boiler is fitted with a low energy modulating pump and with frost protection built in, ensuring ErP A-rated efficiency along with lower energy bills and less waste. This pack includes a telescopic horizontal flue kit for easy, time-saving fitting.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life system boiler pack with flue 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/pk/334498_99 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeSstm_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114666_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_System_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,P333964,Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler pack 35kW White,Worcester Bosch,1544.0,"Built with the feedback of both installers and homeowners in mind, the Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler is designed for quick, hassle-free installation, servicing and maintenance with intuitive controls and quieter operation compared to its predecessor, the 8000 Life. With its sleek, contemporary look ideal for a modern home, this 35kW combi incorporates a full colour touchscreen display making controlling comfort simple and improving fault diagnostics and commissioning as well. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style boasts an ErP A rating, helping to lower fuel bills and reduce your carbon footprint.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 C NG combi boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333964 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,13 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333964,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
