,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Colour,Connection Size,Connection Type,Thickness,Refrigerant Suitability,Material,Application,Volume,Physical State / Form,Feature 6,Feature 7,Feature 8,Pack Quantity,Diameter,Size,Connection Type 1,Gender,Connection Type 2,Attachment 5,Sheath Colour,Voltage Rating,Cross Sectional Area (mm),Conductor Strand Type,Pack Length,Harmonised Code,Conductor Material,Insulation Material,Number of Cores,Number of Strands,Operating Temperature Range (C),Outer Diameter,Sheath Material,Strands Size,Standards,Ambient CO Range,Magnetic Attachment,Flue Gas Loss Range,O2 Range,Draught Measurable Range,Ambient CO2 Measureable Range,Data Storage Capacity,Bluetooth,CO2 Determination,Display Type,Pressure Rating,Feature 9,Drive,Feature 10,Feature 11,Handle Type,Total Pack Quantity,Washer Type,Warranty,Operating Range,Detection Type,Power Supply,Measuring Range,Weight,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Testing Capability,Testing Range(s),Battery Life,Shank Type,Resistance Features,Depth (mm),Back Box Type,Number of Gangs,Material Type,Nut Types,Feature 14,Feature 15,Head Material,Feature 16,Feature 17,Feature 18,Feature 19,Amps,Voltage (V),Ways,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Length (M),Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Cut Resistance Rating,Tear Resistance Rating,Puncture Resistance Rating,Coating Material,Lining Material,Double Sided,Dimensions mm (H x W x D),Bolt Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Head Type,Refrigerant,Max Pressure,Sight Glass,Number of Valves,Operating Pressure,Protection Time,Drainage Product Type,Feature 20,Feature 21,Connection,Flow Rate,Motor Speed,Horse Power,Absolute Vacuum,Stages,Oil Capacity,Container Type,Quantity,Cut Type / Speed,Teeth Per Inch
876,PS18863,Fischer DuoLine DuoTec nylon toggle cavity fix 10mm (50),Fischer,56.85,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 10mm nylon toggle cavity fix is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Trade Essentials.csv -> Fischer DuoLine DuoTec nylon toggle cavity fix 10mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/63/S18863_wm.jpg,,,,,DuoLine,N,,,,537258,Cavity Wall Fixing,N,Pack of 50,Installation-friendly solution,Ideal for high loads in board material,Small drill-hole diameter for installation with 10mm drill bit,Short toggle element simplifies installation in narrow cavities  40mm,,,,,,Nylonglass re-enforced plastic,,,,Short toggle element simplifies installation in mineral wool insulated cavities  50mm,Works as expansion plug in drill holes with wood substructure,Toggle element made of hard/soft glass fibre-reinforced plastic,50,10 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher load perfomance and distribution of loads in board material than conventional plastic,,Increases load-bearing capacity without damaging gypsum plasterboard,White fibreglass reinforced plastic collar sleeve increases shear load-bearing capacity,,,,,,,,,,Flexible stainless steel screw entry,"Compatible with wood, chipboard and metric screws",,,,,,,,,,,,,,,,Functions as expansion plug in solid materials where something is hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,P465891,Testo Electrical test 750-2 voltage tester,Testo,72.52,"Incorporating an easy to read LED display, the Testo 750-2 voltage tester has large fibre-optic illuminators to indicate the presence of voltage clearly and is additionally suitable for single pole voltage testing to quickly determine whether conductors are live. User-friendly, the 750-2 has a deep-seated anti-slip ring, ergonomic handle and tough housing for comfort and durability. Enabling voltage or de-energization on electrical circuits or systems to be determined, 750-2 is also suitable for continuity testing and rotating magnetic field measurement.",Trade Essentials/Trade Essentials.csv -> Testo Electrical test 750-2 voltage tester,,Voltage tester;2x AAA micro batteries;Measuring tip protector;Measuring tip caps;Calibration protocol;Instruction manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/91/NW-465891_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/465891_DOC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_750_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Testo_750_1_2_3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,PS18879,Fischer DuoLine DuoPower universal wall plug and screw 5 x 25mm (50),Fischer,6.18,"Self-activating, these Fischer DuoLine DuoPower 5 x 25mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Trade Essentials.csv -> Fischer DuoLine DuoPower universal wall plug and screw 5 x 25mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/79/S18879_wm.jpg,,,,,DuoLine,N,,,,535458,,N,,,,,,,,,,,Nylon/Steel,,,,,,,50,5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,P465897,Testo 760-3 TRMS multi-meter,Testo,178.9,"A reliable choice for electrical professionals, the Testo 760-3 digital multimeter carries out both basic and complex electrical measurement tasks, automatically choosing the appropriate measurement parameters using socket assignment to minimise the risk of costly mistakes. With a voltage range of up to 1000V, capacitance of up to 60,000µF and a frequency range of up to 30MHz, the 760-3 allows for the troubleshooting of large industrial electrical systems. Providing accurate results on frequency converter controlled motors, this smart multimeter uses an integrated low-pass filter and has a clip-on K-type thermocouple adapter and temperature probe for the additional convenience of thermometer operation.",Trade Essentials/Trade Essentials.csv -> Testo 760-3 TRMS multi-meter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/97/NW-465897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_760_DMultimeter_InstrctnManual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/465897_DOC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Testo_760_Digital_Multimeter_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,P337368,Fieldpiece jl micron gauge with alarm int,Fieldpiece,335.91,"Offering reliable evacuation measurements, the Fieldpiece JL micron gauge with alarm is designed with a reliable, leakproof seal, reversible angled coupler and a cylindrical design for easy fitting into challenging spots. Suitable for standalone use via the built-in display, the JL can also wirelessly connect to the Job Link System app or the SMAN digital manifold display. In addition, this tool offers three ways to view found values with level, bar graph and rate meter options. Weather-resistant, this A2L compatible gauge has a robust over-molded construction for excellent impact resistance.",Trade Essentials/Trade Essentials.csv -> Fieldpiece jl micron gauge with alarm int,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/68/337368_wm.jpg,,,,,,N,,,,MG44INT,Digital Vacuum gauge-(wireless),N,With 1/4” SAE male fitting,60 bar overpressure sensor,"Accuracy of ±(5% of reading + 5 microns) at 25°C, 50 - 2000 microns","Range of 50 - 25,000 microns mercury, 6 - 3333 Pascals, 0.06 - 33.33 mBar, 50 - 25,000 mTorr, 0.05 - 25 Torr","Best resolution of 1 micron of mercury (below 2000 microns), 1 Pascal (below 250 Pascals), 0.001 mBar (below 2.5 mBar), 1 mTorr (below 2000 mTorr), 0.001 Torr (below 2.5 Torr, equivalent to mmHg)",,,,,,,,,,With 2x AA alkaline batteries with typical 40 hours life,Auto power off after 15 minutes default (APO adjustable),Wireless range of 300M line of sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 GHz radio frequency,,Operates in -10 to 50°C at <lt/>75% RH,Suitable for storage temperature of -20 to 60°C at <lt/>80% RH (batteries removed),,,,,,,,,,IP54 protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,60 bar over pressure sensor,N/A,1,,,,,,,,,,,,,,,,
881,P671079,"Refcomm LGL U3-4B connector male flared x national pipe thread fuel 1/4 x 1/4""",Refcomm,4.97,"This Refcom LGL 1/4 x 1/4"" male flare x FPT coupling is made of brass.","Trade Essentials/Trade Essentials.csv -> Refcomm LGL U3-4B connector male flared x national pipe thread fuel 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-671078_671079_wm.jpg,,,,,LGL,N,,,,U3-4B,Connector,N,Made of Brass,"Sizes in 1/4""",,,,,,,,,Brass,,,,,,,,1/4 x 1/4,14,Flare,Male x Female,FPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,P519477,Hep2O Wavin Hep2O HX78 hepkey 28mm,Hep2O,0.4,"This Wavin Hep2O HX78 28mm Hepkey is used for the secure demounting of Hep2O fittings. It simply clips onto a fitting and holds the grab ring in its release position while you remove the connection. A unique system for reliable push-fit jointing, Hep2O offers joint recognition, secure demounting and a leak-free guarantee.",Trade Essentials/Trade Essentials.csv -> Hep2O Wavin Hep2O HX78 hepkey 28mm,,10 tools,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/77/519477_wm.jpg,,,,,Wavin Hep2O,N,,,,HX78/28W,Demounting tool,N,For secure demounting of Wavin Hep2O push-fit system,"Clips onto Hep2O fitting, holding grab-ring in its release position",Hep2O is suitable for hot and cold systems,System has In4Sure joint recognition for secure joints,System guarantees leak-free security,Orange,,,,,PB,Use to demount Wavin Hep2O fittings,,,Colour-coded packaging for easy identification,"Green 10mm, blue 15mm, purple 22mm and orange 28mm",BS EN 7291 parts 1 and 2,,,28 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,PM09998,Doncaster SY sy 1.5mm 4 core 50mtr rl per reel Clear,Doncaster,154.68,"Supplied in a 50M reel, this Doncaster SY 11.5mm power cable can be used as an interconnecting cable suitable for measurement, control or regulation in control equipment on assembly and production lines, in conveyors or for computer units. Popular for building and construction, rail and transport infrastructure, transmission and automation and process control applications, this cable is occasionally used in fixed installations under light mechanical stress. Well protected, SY cable can be used outdoor, however it is more commonly selected for indoor use in dry or moist conditions.",Trade Essentials/Trade Essentials.csv -> Doncaster SY sy 1.5mm 4 core 50mtr rl per reel Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/98/NW-M09998_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_SY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,PM91704,"M Greenaway And Son bright zinc plated u-bolt 1/2"" (m6)",M Greenaway And Son,0.63,"These M Greenaway And Son M6, 15mm length U-bolts are made of mild steel material with a bright zinc plate coating.","Trade Essentials/Trade Essentials.csv -> M Greenaway And Son bright zinc plated u-bolt 1/2"" (m6)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/NW-M91704_M91714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ0416_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Steel_Range_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,PM91708,"M Greenaway And Son bright zinc plated u-bolt 1.1/2"" (m10)",M Greenaway And Son,1.57,"These M Greenaway And Son M10, 40mm length U-bolts are made of mild steel material with a bright zinc plate coating.","Trade Essentials/Trade Essentials.csv -> M Greenaway And Son bright zinc plated u-bolt 1.1/2"" (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/NW-M91704_M91714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ1316_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Steel_Range_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,PS18860,Fischer DuoSeal 557731 wall plug 6x38mm with a2 screw (4),Fischer,5.51,"Ideal for wet tiled areas, Fischer DuoSeal 6 x 38mm wall plugs with A2 screws are recommended for fitting jobs in bathrooms, kitchens, spas, swimming pools, laundry rooms and sports facilities. Comprising two components, DuoSeal is able to reliably seal drill holes with no need for sealing compound. Meeting sealing standards for wet areas, using these plugs with the supplied screws ensures suitability for areas exposed to splashing and accumulating water.",Trade Essentials/Trade Essentials.csv -> Fischer DuoSeal 557731 wall plug 6x38mm with a2 screw (4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/60/S18860_wm.jpg,,,,,DuoSeal,N,,,6 x 38mm,557731,Wall Plug,N,Pack of 4,No need for additional sealing compound,Prevents structural damage caused by moisture,Ideal for tiled surfaces exposed to splashing and accumulated water,Can be installed in tiles with little effort,,,,,,,,,,Red component ensures secure hold in all building materials,Achieves same load values as conventional nylon plugs,Included stainless steel screw won't rust in wet areas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft plastic rim closes drill hole completely,,Rim flexibly adapts to shape of attachment part,Independently tested by Testing and Certification Institute of the Säure Fliesner Vereinigung e. V.,,,,,,,,,,Watertightness in accordance with ETAG 022 and DIN 18534 up to water exposure class W3-I,Please take note of national regulations on the use of plugs in wet areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,PS18867,Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),Fischer,7.26,"Self-activating, these Fischer DuoLine DuoPower 12 x 60mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of twenty five, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Trade Essentials.csv -> Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/67/S18867_wm.jpg,,,,,DuoLine,N,,,,538253,,N,,,,,,,,,,,Nylon,,,,,,,25,12 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,PM10005,Doncaster SY sy 2.5mm 3 core 50mtr rl per reel Clear,Doncaster,183.14,"Supplied in a 50M reel, this Doncaster SY 11.7mm power cable can be used as an interconnecting cable suitable for measurement, control or regulation in control equipment on assembly and production lines, in conveyors or for computer units. Popular for building and construction, rail and transport infrastructure, transmission and automation and process control applications, this cable is occasionally used in fixed installations under light mechanical stress. Well protected, SY cable can be used outdoor, however it is more commonly selected for indoor use in dry or moist conditions.",Trade Essentials/Trade Essentials.csv -> Doncaster SY sy 2.5mm 3 core 50mtr rl per reel Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/06/NW-M10005_M10006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_SY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,P511704,Talon Wall Plugs uncarded pack of plugs Brown,Talon,12.26,"Supplied uncarded, this pack of Talon fixing plugs contains 1000 premium grade polymer plugs. Designed to expand in two directions, these plugs ensure rapid fixing and high pull-out value. The plugs are moulded with protruding side fins to restrict rotation and prevent fall-out when fixed overhead.",Trade Essentials/Trade Essentials.csv -> Talon Wall Plugs uncarded pack of plugs Brown,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/04/NW-511704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Fixing_Plugs_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,PN00471,Codelocks CL4010 elect tubular mortice with lever,Codelocks,253.68,"This Codelocks electronic tubular mortice latch outside lever turns freely with no need to operate the latch bolt. The lock's lever will retract the latch bolt when a valid code is entered and the blue LED lights up, the spring lock automatically locking as the door closes for reliable security. A separate key operates management functions and sets the lock into code-free mode. Code-free mode can also be programmed at the keypad using the master code.",Trade Essentials/Trade Essentials.csv -> Codelocks CL4010 elect tubular mortice with lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/71/NW-N00471_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Codelocks_CL4000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,P418055,"Rothenberger 4-in-1 universal stopcock key 42""",Rothenberger,20.85,"This Rothenberger stopcock key is designed to fit most 1/2"" and 3/4"" stop taps as well as 1/2"" and 3/4"" square stop taps. Strong and sturdy, this key is suitable for turning stiff stop taps while a longer length tommy bar on the handle is ideal for lifting access covers.","Trade Essentials/Trade Essentials.csv -> Rothenberger 4-in-1 universal stopcock key 42""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/55/NW-418055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,P555320,Center lead free solder multi-buy,Center,50.03,This Center multi-buy pack of solder wire complies with EN-ISO 9453.,Trade Essentials/Trade Essentials.csv -> Center lead free solder multi-buy,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/20/NW-555320_wm.jpg,,,,,,N,,,,555320 PK,Solder wire,N,Multi-buy,Conforms to EN-ISO 9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,PH88126,Briton 2003 door closer Silver,Briton,82.89,"Made of cast aluminium, this Briton 249 x 48mm overhead closer incorporates a steel rack and pinion mechanism which has been forged, heat-treated and ground for long lasting strength.",Trade Essentials/Trade Essentials.csv -> Briton 2003 door closer Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/26/NW-H88126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Briton_2003_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Briton_2003_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,PS18880,Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),Fischer,6.42,"Self-activating, these Fischer DuoLine DuoPower 6 x 30mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Trade Essentials.csv -> Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/80/S18880_wm.jpg,,,,,DuoLine,N,,,,535459,,N,,,,,,,,,,,Nylon/Steel,,,,,,,50,6 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,PT86484,Rothenberger Rofrost Turbo 28 pipe freeze mach,Rothenberger,759.99,"Supplying quick, reliable freezing of domestic pipes, Rothenberger Rofrost Turbo 28 is suitable for all pipe sizes, with alloy adapters for 8, 10, 12, 15 and 22mm as well as the master freeze clamp, which fits to 28mm pipe. Designed primarily to freeze copper, the Rofrost will also work on plastic composite, steel and stainless steel (1/4 - 11/4""), although freezing times will vary. A must for maintenance and repair work, this handy tool is designed with a master freeze clamp that sits flush to the wall, fitting behind standard clipped pipes. Each clamp is fitted with a temperature display, helping users to gauge a pipe's freeze status when in use.",Trade Essentials/Trade Essentials.csv -> Rothenberger Rofrost Turbo 28 pipe freeze mach,,Rofrost Turbo 28mm,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/84/NW-T86484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Prod_Brochure_Jan2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Rothenberger_RofrostTurbo28_Instrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
