,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Thickness,Warranty,Frame Colour,Waste Kit Included,Feature 11
116,PN65916,Multipanel Pure Panel Levanto Marble Unlipped 2400mm x 1200mm,Multipanel,182.38,"Providing a realistic stone effect, Multipanel Pure 2400 x 1200mm unlipped shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core, these lip-free panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Levanto Marble finish has a realistic marble appearance complete with a sleek satin surface.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Pure Panel Levanto Marble Unlipped 2400mm x 1200mm,,Wall Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/16/N65916_wm.jpg,,,,,,,Marble,,N,11,Exterior grade MDF,MP812SHR,Bathroom Wall Panel,N,Exterior grade MDF construction,Levanto Marble finish,Ideal for installation with Multipanel profiles,Real stone slab look,100% waterproof design,100% recyclable at end of life,Grout-free installation,Made in Britain,FSC and PEFC certified,,,,,,
117,PN86330,BL BONITO SQ EDGE PLY PNL 2400X1200X11,Perform Panel,146.89,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm square cut shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Black Bonito, a sleek grey-veined black marble effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> BL BONITO SQ EDGE PLY PNL 2400X1200X11,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/30/N86330_wm.jpg,,,,,,,Black Bonito,,N,11,PLY,1200SEBLACKBONIT,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Black Bonito finish,,,,,,,,,,,
118,PE63789,Mermaid Timeless square edged wall panel 2420 x 1210mm Polar Sparkle,Mermaid,169.65,"Bringing a luxe look to your bathroom without the prohibitive cost, this Mermaid Timeless Trade 2420 x 1210mm square panel in Polar Sparkle gives you the look of stone in robust, waterproof plywood. Providing a seamless finish with no need for the hassle of grouting, this panel is an easy, reliable alternative to tiling.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless square edged wall panel 2420 x 1210mm Polar Sparkle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/90/E63789_E63790_wm.jpg,,,,,,,Polar Sparkle,Timeless,N,11,Plywood,MWP-S030-SQ,Square Panel,N,Polar Sparkle gloss finish,With antibacterial coating,100% waterproof,Watertight guarantee,Easy to clean,No need for grouting,Can be fixed to all wall types,Suitable for installation over existing tiles,,,,,,,
119,PN57678,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Salvaged Plank Elm,Multipanel,182.38,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel is finished in Salvaged Plank Elm, a realistic, gently weathered textured wood effect, for a natural look with 100% water resistance.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Salvaged Plank Elm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/83/NW-N57678_N57683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
120,PE63779,MERMAID 2420X1210 PLY SQ EDG LIGHT WOOD,Mermaid,193.33,"Bringing a luxe look to your bathroom without the prohibitive cost, this Mermaid Timeless Trade 2420 x 1210mm square panel in Light Wood gives you the look of timber in robust, waterproof plywood. Providing a seamless finish with no need for the hassle of grouting, this panel is an easy, reliable alternative to tiling.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> MERMAID 2420X1210 PLY SQ EDG LIGHT WOOD,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/79/E63779_wm.jpg,,,,,,,Light Wood / Matt,Timeless,N,11,Plywood,MWP-LW-SQ,Square Panel,N,Matte light wood finish,With antibacterial coating,100% waterproof,Watertight guarantee,Easy to clean,No need for grouting,Can be fixed to all wall types,Suitable for installation over existing tiles,,,,,,,
121,PN86527,Perform Panel 3097 wall panel Nu-Lock 2400 x 1200 x 11mm Lithium Elements,Perform Panel,230.38,"An easy to install alternative to tiling and five times faster too, Nu-Style Nu-Lock 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in Lithium, a silvery-white metallic, these panels bring a sense of space and light to a room while providing something a little different to everyday white.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel 3097 wall panel Nu-Lock 2400 x 1200 x 11mm Lithium Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/27/N86527_wm.jpg,,,,,,,Grey,,N,11,PLY,NLPLYLITHIUMELEMEN,Shower Panel,N,Lithium Elements finish,Nu-lock tongue and groove design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,
122,PN55903,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Arctic Stone,Multipanel,159.45,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Arctic Stone, this panel has an authentic real stone look for a touch of luxuriant urban chic.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Arctic Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/08/NW-N55903_N55908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
123,PN57641,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 598mm Concrete Elements,Multipanel,104.67,"An easy, grout-free alternative to paint or tiling, this 598mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel has a Concrete Elements finish, a realistic urban industrial concrete slab effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 598mm Concrete Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/41/NW-N57636_N57641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
124,PN16414,Multipanel Tile Collection bathroom wall panel 2400 x 598mm Alpine White,Multipanel,109.89,"With no need for grout, paint or sealant, this Multipanel Classic 2400 x 598mm bathroom wall panel in clean and simple Alpine White makes putting the finishing decorative touches to a new bathroom simple. Providing a realistic tile effect with  of the hassle of tiling, this panel is made with a high pressure decorative laminate to its front face and a balancing laminate to its rear. In between is a highly water resistant plywood core.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Tile Collection bathroom wall panel 2400 x 598mm Alpine White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/14/N16414_wm.jpg,,,,,,,Alpine White,Tile Collection,N,11,Plywood,MT1100ST1001,Bathroom Wall Panel,N,Alpine White finish,"Easy, fast installation",No need for grout,Easy to clean and maintain,"Discreet, watertight Hydrolock joint",Made in Britain,100% recyclable,Manufactured using Forest Stewardship Council (FSC C128180) certified materials,,,,,,,
125,PE63775,Mermaid Timless tongue and groove plywood wall panel 2420 x 1182mm Light Stone,Mermaid,206.75,"Manufactured in reliable plywood, this Mermain Timeless 2420 x 1182mm tongue and groove wall panel in Light Stone can bring a touch of period sophistication to your bathroom with  of the bother of wood or tiles. A unique antibacterial coating helps to keep mould at bay for long lasting use.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timless tongue and groove plywood wall panel 2420 x 1182mm Light Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/E63775_wm.jpg,,,,,,,Light Stone,Timless,N,11,Plywood,MWP-LST-TG,Bathroom Wall Panel,N,Light stone finish,Antibacterial coating,Manufactured in PEFC certified plywood,,,,,,,,,,,,
126,PE61106,Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Blue,Mermaid,182.45,"Easy to install, with no need for grouting, this Mermaid Timeless Trade 2420 x 1185mm tongue and groove panel is a great finishing touch for any bathroom. Built in plywood, Timeless Trade panelling is easy to maintain and offers a long-lasting alternative to tiling. Finished in blue eiger, this panel offers a serene cloudy blue ideal for creating a relaxing environment.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/06/NW-E61105_E61106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PN56456,MULTIPANEL CLASSIC 900 UNLIP ANTQ MARBLE,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in glossy Antique Marble, a warm natural tone designed to work well with the Clay colourway of the Neutrals Collection.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> MULTIPANEL CLASSIC 900 UNLIP ANTQ MARBLE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/60/NW-N56455_N56460_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
128,PD28576,Merlyn MBox shower side panel 700mm,Merlyn,182.77,"Built from strong, safe 6mm glass, this 700mm Merlyn MBox optional side shower panel is suitable for installation with MBox sliding doors.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Merlyn MBox shower side panel 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/79/UP-D28576_D28579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBox_Sliding_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PE61105,Mermaid Timeless Trade ply wood square panel 2420 x 1200mm Blue Eiger,Mermaid,167.84,"A simple, hardwearing and attractive choice for a luxe bathroom, this Mermaid Timeless Trade 2420 x 1210mm square panel in blue eiger is made of robust, long-lasting plywood for a seamless finish with no need for messy and time consuming grouting. Reliably watertight, this panel's cloudy blue-grey finish is a serene choice for a clean, crisp bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless Trade ply wood square panel 2420 x 1200mm Blue Eiger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/06/NW-E61105_E61106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PN65909,Multipanel Pure Panel White Mineral Hydrolock 2400 x 1200mm,Multipanel,195.86,"Providing a realistic stone effect, Multipanel Pure Hydrolock 2400 x 1200mm shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core and Hydrolock tongue-and-groove edges, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The White Mineral finish is a warm stone effect for a luxury spa look.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Pure Panel White Mineral Hydrolock 2400 x 1200mm,,Panel(s),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/09/N65909_wm.jpg,,,,,,,White,,N,11,Exterior grade MDF,MP486SHRHLTG17,Bathroom Wall Panel,N,White Mineral finish,"Clean, square edge",Ideal for installation with Multipanel profiles,Authentic stone slab look and texture,Made in Britain,100% waterproof,100% recyclable,No grout required,"Discreet, watertight Hydrolock joint",FSC and PEFC certified,,,,,
131,PN86569,Perform Panel n/lock 7ply 7182 2400 x 1200 x 11 White Bonito,Perform Panel,177.94,"A simple tongue and groove design, this Nu-Style 2400 x 1200mm ply shower wall panel provides ease of installation for a faster transformation compared to tile. These waterproof panels are finished in elegant White Bonito, a simple, airy choice for a modern bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel n/lock 7ply 7182 2400 x 1200 x 11 White Bonito,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/69/N86569_wm.jpg,,,,,,,White Bonito,,N,11,LAMINATE AND PLYWOOD,NL1200PLYWHITEBON,SHOWER PANELS,N,White Bonito finish,Nu-lock tongue and groove design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,
132,PD28915,Ionic Express side panel shower enclosure 700mm,Ionic,292.79,"This 700mm Ionic Express shower side panel is suitable for use with shower enclosures in the Ionic Express range. Built in 6mm toughened glass, this panel is treated with Mershield Stayclear for ongoing easy cleaning.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Ionic Express side panel shower enclosure 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/15/UP-D28915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_PDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_PDoorPanel_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PD56183,Merlyn IQ 800 Side panel,Merlyn,210.94,"Offering fast, straightforward installation, the Merlyn IQ 1900 x 800mm side panel has a unique patent pending, easy-fit mechanism suitable for stress-free, one-person installation.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Merlyn IQ 800 Side panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/84/NW-D56182_D56184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_IQ_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_IQ_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PD05985,Mira Elevate side panel 760mm,Mira,131.97,"The simple Mira Elevate 760mm side panel is designed for installation with a pivot, bi-fold or sliding door to create a bespoke corner shower enclosure. Easy to install, this 6mm glass panel includes 25mm adjustment for to account for less than true walls and pre-drilled wall channels.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mira Elevate side panel 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/87/UP-D05985_D05987_wm.jpg,,,,,,,Clear,Elevate,N,N/A,Glass,2.1814.016,Side Panel,N,6mm toughened safety glass,Magnetic closing at top and bottom of door,Watertight seal,25mm adjustment for uneven walls,Pre-drilled wall channels,10 year guarantee,,,,,6mm,10 Years,Chrome,,
135,PN55908,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm Arctic Stone,Multipanel,93.2,"An easy, grout-free alternative to paint or tiling, this 598mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Arctic Stone, this panel has an authentic real stone look for a touch of luxuriant urban chic.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm Arctic Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/08/NW-N55903_N55908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
136,PD12277,Ideal Standard Connect 2 side panel 800mm Bright Silver,Ideal Standard,337.72,"The Ideal Standard Connect 2 80 side panel is built in tough safety glass treated with IdealClean for easy, stress-free cleaning. With a chrome-finish frame and concealed fittings, this power shower proof panel lends a modern, designer look to your shower enclosure.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Ideal Standard Connect 2 side panel 800mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/78/UP-D12277_D12278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Bathrooms_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Connect2_SlidingDoor1000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect2_SlidingDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PN86536,Perform Panel Argon Nu-Lock Panel 2400mm x 1200mm x 11mm,Perform Panel,230.38,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Argon, a spa-style textured creamy tone.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel Argon Nu-Lock Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/36/N86536_wm.jpg,,,,,,,Argon,,N,11,PLY,NL1200PLYARGON,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Argon finish,,,,,,,,,,,
138,PN86205,Perform Panel ext MDF panel nu-lock 2400 x 1200 x 11 Quartz,Perform Panel,210.39,"A simple tongue and groove design, this Nu-Style 2400 x 1200mm ply shower wall panel provides ease of installation for a faster transformation compared to tile. These waterproof panels are finished in elegant Quartz, a glamorous choice for a modern bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel ext MDF panel nu-lock 2400 x 1200 x 11 Quartz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/05/N86205_wm.jpg,,,,,,,Quartz,,N,11,LAMINATE AND EXT MDF,1200NLQUARTZ3281,SHOWER PANELS,N,Quartz finish,Nu-lock tongue and groove design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,
139,PD28918,Ionic Express side panel shower enclosure 900mm,Ionic,319.87,"This 900mm Ionic Express shower side panel is suitable for use with shower enclosures in the Ionic Express range. Built in 6mm toughened glass, this panel is treated with Mershield Stayclear for ongoing easy cleaning.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Ionic Express side panel shower enclosure 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/18/UP-D28918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_PDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_PDoorPanel_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
