,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Warranty,Hazardous,Output,Range For Use With,Supplier Product Code,Type,WEEE Compliant,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,Application,Depth (mm),Flue Type,Boiler Bundles,Flue Diameter,Flue Length,Flue Size,By Model Number,Feature 2,Feature 3,Flow Rate,Fuel Type,Weight,Energy Rating,Efficiency (SAP 2009),Mounting Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Enclosure Class,Standards
140,P141829,Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,Grundfos,3595.23,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,P120044,Ideal Imax Xtra 2 boiler 200 boiler 200kw,Ideal,8319.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 200kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Imax Xtra 2 boiler 200 boiler 200kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,,Imax Xtra 2 boiler,5 Years,N,200 kW,,225467,Condensing Boiler,N,Robust cast aluminium silicon,,,,1087,,N/A,,,,,alloy heat exchanger,In-built commissioning and,N/A,Natural Gas / LPG (requires converstion kit),224 kg,N/A,N/A,Floor Standing,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,,
142,P105168,Ideal Spares loss header kits DN65,Ideal,397.0,"Allowing for flow separation in a hydronic system, the Ideal Evomax low loss header is designed for installations with restricted headroom. The header is pre-insulated and supplied with connections.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares loss header kits DN65,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/68/105168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_Product_Flue_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/51/69/105167_105169.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_Header_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P120046,Ideal Imax Xtra 2 boiler 280 boiler 280kw,Ideal,9593.0,"Suitable for natural gas operation, the Ideal Imax Xtra 2 280kW condensing boiler is designed for floor-standing installation, meaning it can tucked away beneath a worktop or fitted into a convenient corner.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Imax Xtra 2 boiler 280 boiler 280kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,,Imax Xtra 2 boiler,5 Years,N,280 kW,,225469,Condensing Boiler,N,Robust cast aluminium silicon,,,,1087,,N/A,,,,,alloy heat exchanger,In-built commissioning and,N/A,Natural Gas,250 kg,N/A,N/A,Floor Standing,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,,
144,PM09934,JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 18ltr,JET Range,406.66,"Suitable for use in closed systems, this Jet Range 18L dosing pot is for adding water treatments and other chemicals without the hassle of shutting down all or part of a system. Constructed in high quality, fatigue-resistant stainless steel, this dosing pot comes with loose components allowing you to connect it in the best orientation for the system.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/35/M09931_935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M09931_35_Jet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PM10756,JET Range A&D M10756 air and dirt separator flange125mm,JET Range,1239.15,"Fitted with 125mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range A&D M10756 air and dirt separator flange125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PM97826,JET Range J-Flex BSP screwed pump flexible/bellow - PN16 - 20mm,JET Range,49.37,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 20mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex BSP screwed pump flexible/bellow - PN16 - 20mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/30/NW-M97825_M97830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Screwed Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P114938,Ideal Evomax 2 10 packaged NG boiler 40,Ideal,3153.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 40 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 40kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Evomax 2 10 packaged NG boiler 40,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Evomax_2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114938_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114938_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PM09932,JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 6ltr,JET Range,295.75,"Suitable for use in closed systems, this Jet Range 6L dosing pot is for adding water treatments and other chemicals without the hassle of shutting down all or part of a system. Constructed in high quality, fatigue-resistant stainless steel, this dosing pot comes with loose components allowing you to connect it in the best orientation for the system.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/35/M09931_935_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M09931_35_Jet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,P141833,Grundfos Magna 3 D 50-40 F 240 circulating pump 1 x 230V PN6/10,Grundfos,4019.7,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 40 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 D 50-40 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P141781,Grundfos Magna 3 40-100 F 220 circulating pump 1 x 230V PN6/10,Grundfos,1684.85,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 40-100 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PM97816,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 40mm,JET Range,141.53,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 40mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PS04910,JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,JET Range,1124.65,"Designed for sealed heating and chilled systems, this 800L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/80/0l/Jet_Expansion V_800L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PS05237,JET Range Midi Digital Plus MD161 midi digital plus pressure unit 150ltr,JET Range,1381.35,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Midi MD161 Digital Plus compact pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Midi Digital Plus MD161 midi digital plus pressure unit 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/37/S05235_S05237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05237_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Midi Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/S05237_Jet_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05237_Jet_IG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PM10755,JET Range A&D M10755 air and dirt separator flange 100mm,JET Range,839.76,"Fitted with 100mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range A&D M10755 air and dirt separator flange 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PM97820,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 100mm,JET Range,275.36,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 100mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P114961,Ideal Spares multline starter kit 100/150,Ideal,727.0,"The Ideal Evomax Multiline starter flue kit allows Evomax boilers installed as open flue to be connected via a common flue header. Creating a single point for a flue specialist to work from, this kit ensures efficient, safe boiler installation.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares multline starter kit 100/150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/61/114961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/63/114959_114963.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Multiline_Flue-Kit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P141845,Grundfos Magna 3 D 65-150 F 340 circulating pump 1 x 230V PN6/10,Grundfos,7135.43,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 D 65-150 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/45/NW-141843_141845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PM97817,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 50mm,JET Range,157.27,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 50mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
