,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Part Gas Council number,By Model Number,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Colour,Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Diameter,Attachment 7,Dry Weight (kg),Range For Use With,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency Class,Feature 15,Feature 16,Feature 17,Feature 18,Flue Type,Flue Diameter,Flue Length,Flue Size,Energy Efficiency Class,Feature 19,Max Set Pressure,Maximum Operating Temperature,Max Vertical Level Flue Length (metres),Dimensions mm (H x W x D),Application,Length (M),Gender,Material,Size,Connection Type 1,Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Feature 20,Feature 21,Feature 22,Preset Pressure Relief Valve (Bar),For Use With
903,P333068,Viessmann Vitodens 100-W B1GA-25 heat only NG/LPG boiler pack 25kW,Viessmann,1074.32,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W heat only natural gas condensing boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/Boilers.csv -> Viessmann Vitodens 100-W B1GA-25 heat only NG/LPG boiler pack 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,,,,,,N,,,,333068 PK,Heat Only Boiler,N,,Natural Gas,Vitodens 100-W,5 Years,23 kg,A,,25 kW,285,,92,Wall,Gas condensing heat only boiler for open vent and sealed systems,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,,,,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,,,,LPG configurable through control settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,P112919,Worcester Bosch Greenstar CDi Compact 36CDi LPG compact ErP combi LPG boiler,Worcester Bosch,1551.38,"Reliable, efficient and easy to use, the Worcester Bosch Greenstar 36CDi LPG Compact condensing boiler is designed for a family home of up to three beds and two baths. Fitting of this compact boiler is simple, tucking away inside a kitchen or utility cupboard with ease thanks to a lift weight optimised split jig design. The 36kW output condensing 36CDi outputs hot water on demand and with an easy to read operational and diagnostic display, intelligent controls, eco and pre-heating mode and an impressive WB7 heat exchanger, day-to-day usage is straightforward. The low consumption Greenstar helps to lower fuel costs with an energy efficient ErP A rating, hitting A+ if the Bosch EasyControl smart thermostat is installed.",Boilers/Boilers.csv -> Worcester Bosch Greenstar CDi Compact 36CDi LPG compact ErP combi LPG boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/19/112914_112919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Bosch_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_CDi_Compact_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_CDi_Compact_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/W_B_Greenstar_36CDi_Compact_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/W_B_Greenstar_36CDi_Compact_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,P113028,Worcester Bosch Greenstar GR2301IW combi boiler LPG 25kW,Worcester Bosch,1057.65,"Ideal for small-to-medium properties with just one bathroom, the Worcester Bosch Greenstar GR2301IW LPG combi boiler offers reliable performance and ErP A-rated efficiency in one compact, easy to install package. Capable of modulating down to 3kW, the LPG-compatible 25kW Greenstar 2000 helps homeowners to reduce their gas consumption while operating at noise levels as low as 47dB(A), earning it Quiet Mark accreditation. For additional flexibility, this boiler is fully compatible with Worcester's range of RF wireless controls as well as third party 230V controls.",Boilers/Boilers.csv -> Worcester Bosch Greenstar GR2301IW combi boiler LPG 25kW,,"Hardware pack, hanging braket, isolation valves",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/28/113028_wm.jpg,,,,,,N,,,,7736902328,Combi Boiler,N,10,LPG,Greenstar,7,36 kg,A,A,24 kW,300,,89.4,Wall,LPG compatible,Wall-mounted installation,Inline hydraulic and gas connections for ease of installation,With pre-wired mains cable,PRV positioned for a variety of pipe routing options,Offers 94% ErP efficiency,With 1:10 modulation range,Minimises gas consumption when demand is low,,,,Rear piping accessories available for flexible installation,Wide range of control options,Compatible with Worcester wireless RF controls and all 230V controls,7 year warranty when installed with system filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,P334041,Intergas Rapid Plus combi boiler and flue pack 32kW,Intergas,899.0,"Supplying highly efficient heating and hot water, the Intergas Rapid 32kW combi boiler is supplied here with a standard horizontal flue as well as an Intergas Rapid spacer frame for hassle-free specification. Designed for domestic use, this simple boiler has all the benefits of the brand's innovative condensing boiler technology in an installer-friendly package for easier fitting and maintenance. Thanks to its inbuilt expansion vessel there's no need to install the Rapid with a jig and an easy to remove front panel makes it possible to reach internal parts with minimal effort.",Boilers/Boilers.csv -> Intergas Rapid Plus combi boiler and flue pack 32kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/pk/334041 PK_wm.jpg,,,,,,N,,,,334041 PK,,N,,,Rapid Plus,,,,,,,,,,Central flue,Up to 10m flueing distance,Easy to service and maintain,LPG conversion available,Built-in programmer,Exceptional flow rate,Priority domestic hot water (additional set up required),Spacer frame,,,,High-rise compliant,Combined PRV and condensate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,P115207,Grant Yellow System standard flue kit (includes stainless steel terminal guard) 26-70kW Black,Grant,279.35,"Developed specifically for the installation of Grant brand boilers, this Grant Yellow low-level standard flue kit provides secure fitting using a telescopic flue and quick-fit clamping for added speed and convenience.",Boilers/Boilers.csv -> Grant Yellow System standard flue kit (includes stainless steel terminal guard) 26-70kW Black,,Terminal guard;Seals and locking bands,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/_a/115207_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/52/07/115206_115207.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,P102334,Worcester Bosch Greenstar CDi Highflow 550CDi LPG combi ErP boiler,Worcester Bosch,2996.37,"Ideal for larger two bathroom homes, the Worcester Bosch Greenstar Highflow 540CDi LPG combi boiler is designed to fit comfortably under a kitchen worksurface but, thanks to built-in frost protection, is equally suited to a garage or cellar. Promising instantaneous hot water for the whole home, this floor standing condensing combi provides a high flow rate of over 90L draw off and with simple-to-understand controls and at-a-glance temperature display it's easy for anyone to use, adapting to individual requirements which, combined with an ErP A rating for heating efficiency, can help to reduce both waste and energy bill costs.",Boilers/Boilers.csv -> Worcester Bosch Greenstar CDi Highflow 550CDi LPG combi ErP boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/34/102334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_CDi_Highflow_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/W_B_Greenstar_Highflow_550CDi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/W_B_Greenstar_Highflow_550CDi_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_CDi_Highflow_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,P115367,Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,Worcester Bosch,2399.97,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,,,,,,N,,,,7731600247,Heat Only Boiler,N,,Oil,Greenstar Danesmoor Utility,2 years,11.5 kg,A,,32 kW,600,,90.5,Floor Standing,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,P151025,Baxi 818 1 system boiler 2 natural gas or LPG,Baxi,1192.06,"A compact design suitable for fitting into a standard cupboard, the Baxi 818 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 18kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/Boilers.csv -> Baxi 818 1 system boiler 2 natural gas or LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/151025_wm.jpg,,,,,,N,,,,7814313,System Boiler,N,N/A,Natural Gas / LPG,818,10 Years Parts & Labour,2.85 kg,A,A,18 kW,285,,94,Wall mounting bracket,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,PS13791,Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,Remeha,4934.0,"The fully modulating Remeha Quinta Ace 115 boiler is suitable for use in sealed and open-vented systems and can be connected up to LPG or natural gas. The Quinta Ace has a host of great features for high levels of efficiency and a reduced environmental impact, earning it an ErP A rating and a low Class 6 NOx rating. Easy to install and simple to use, this 115kW boiler is compact, lightweight and quiet in operation for convenient installation in any location, whether as a retrofit or brand new install.",Boilers/Boilers.csv -> Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13791_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,P130192,Glow-worm Energy 25S boiler 25s,Glow-worm,1449.04,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 25s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 25kW output boiler is easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Boilers.csv -> Glow-worm Energy 25S boiler 25s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,P125235,Ideal Heating Logic 228334 logic max combi 2 C24,Ideal Heating,1001.98,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Max2 C24 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 24kW combi boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic Max2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/Boilers.csv -> Ideal Heating Logic 228334 logic max combi 2 C24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/125235_125137_wm.jpg,,,,,,N,,,,228334,Combi Boiler,N,,Natural Gas,Logic,10 Years,34.8,A,A,24 kW,310,No,89.6,Wall Mounted,Made in the UK<multisep/>Compact cupboard fit<multisep/>Large high resolution colour screen<multisep/>Compatible with the Halo smart programmable thermostat range<multisep/>High quality brass system filter to protect your central heating system<multisep/>A rated for efficiency<multisep/>10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,P127272,Vokera Fixed Length Horizontal Flue Kit,Vokera,102.28,Vokèra offers a wide range of flue systems that are able to meet most applications; these include 60/100mm and 80/125mm diameter concentric flue systems and a 80/80mm parallel (twin) flue system that can be used in either horizontal or vertical configurations.,Boilers/Boilers.csv -> Vokera Fixed Length Horizontal Flue Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/72/127272_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/06/19/Vokera_Product_Guide_ED3_0619.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Easi-Heat_Plus_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,P191038,Bosch Compress 7000 WP condens 100 23,Bosch,3474.15,"The Condens 7000 WP is a high output condensing boiler suitable for: large domestic properties, multi-family housing, and commercial installations. It can also be used in combination with high output heat pumps to create a flexible hybrid solution. The boiler runs on natural gas as standard and can take up to 20% hydrogen blends. The boiler can be used with LPG when combined with our conversion kit.",Boilers/Boilers.csv -> Bosch Compress 7000 WP condens 100 23,,Boiler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/38/191038_wm.jpg,,,,,,N,,,,7736702197,Single Boiler Pack,N,,Natural Gas,Compress 7000 WP,5 Years (Boiler Only),80.2 Kg,A,,100 kW,550,,98.1,Wall Hung,High output,Suitable for use in commercial and large domestic use,Suitable for use with high output heat pumps for hybrid solution,Compatible with 20% hydrogen blends,Suitable for LPG operation using conversion kit,"Compact, modular design for ease of installation",Ideal for installation where space is restricted,Lightweight for faster fitting,,,,Modulates to match the heat demand,Improved access for servicing and maintenance,Modulation reduces fuel consumption and improves seasonal efficiency,Can be used in a multi-boiler cascade system where space is restricted,,,,Can be cascaded in banks of up to 6 boilers for up to 597.0kW per bank,Control strategies provide cascade and sequencing for up to 16 boilers for up to 1.59MW,,,,,,,"In cascades, modulation is from lowest output of smallest boiler up to total load",1:5 modulation ration for 50 - 100 models,5 year warranty on boiler only,,,,,,,,,,,,,,,,,,,,,,,,,
916,P333667,Vaillant ecoFIT pure 835 combi boiler and horizontal flue pack,Vaillant,1312.0,"Supplied with a horizontal flue, the Vaillant ecoFIT pure 835 combination boiler is quick and easy to install thanks to its lighter weight and compact cupboard fit size. Built using premium quality components, blending German engineering and British manufacturing, this reliable 35kW combi has earned an ErP A rating for efficiency thanks to its reduced energy consumption. Operating almost silently, the ecoFIT pure has been awarded the Noise Abatement Society's Quiet Mark.",Boilers/Boilers.csv -> Vaillant ecoFIT pure 835 combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/pk/333665_67 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_ecoTEC_Pure_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Pure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,P116020,Vaillant ecoFIT pure 418 heat only open vent boiler,Vaillant,1535.81,"The compact Vaillant ecoFIT pure 418 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 18kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/Boilers.csv -> Vaillant ecoFIT pure 418 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,P334221,Baxi Combi 2 228 Combi Boiler and H Flue Pack,Baxi,744.0,Make boiler specification easy with this Baxi boiler and flue pack built around the Baxi Combi 2 228 28kW boiler and a horizontal flue.,Boilers/Boilers.csv -> Baxi Combi 2 228 Combi Boiler and H Flue Pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/pk/334221 PK_wm.jpg,,,,,,N,,,,334221 PK,,N,,,Combi 2,,,,,,,,,,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,P100811,Worcester Bosch Greenstar high efficiency vertical flue kit 125mm,Worcester Bosch,205.92,"This Worcester Bosch 125mm diameter high efficiency vertical flue kit with adapter is suitable for use with wall-mounted Greenstar gas boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/Boilers.csv -> Worcester Bosch Greenstar high efficiency vertical flue kit 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/11/100811_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_80-125mm_Vertical_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,P169953,Vaillant EcoTec Exclusive Green iQ 843 combi boiler,Vaillant,2865.92,"The ecoTEC Exclusive Green iQ 843 is Vaillant's first Green iQ boiler. Packed full of Vaillant's smart technology and boasting easy fitting and operation, the ecoTEC Exclusive gives you top performance while minimising your carbon footprint by using a raft of eco-friendly features including intelligent consumption and output management, optimal running cycles and a low energy pump. Simple to operate, this 43kW output, ErP A-rated boiler features a backlit plain text display containing status and diagnostic info and can be connected with the vSMART™ control and smartphone app for additional flexibility and on-the-go operation.",Boilers/Boilers.csv -> Vaillant EcoTec Exclusive Green iQ 843 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/53/169952_169953_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_EcoTec_Green_iQ_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_EcoTec_Green_iQ_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_EcoTec_Green_iQ_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_EcoTec_Green_iQ_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
