,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Outer Diameter,Diameter,Length (M),Weight,Type
22,P508300,Yorkshire Yorkex copper tube 15mm x 6mtr,Yorkshire,3.68,"Designed for ground services, this Yorkshire Yorkex 15mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 0.7mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex copper tube 15mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/02/NW-508300_508302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_CopperTube_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
23,P508301,Yorkshire Yorkex copper tube 22mm x 6mtr,Yorkshire,7.35,"Designed for ground services, this Yorkshire Yorkex 22mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 0.9mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex copper tube 22mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/02/NW-508300_508302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_CopperTube_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
24,P509666,Lawton Tube PVC coated copper tube (Table-X) (EN1057) 28mm x 3m White,Lawton Tube,38.66,This Lawton Tube 28mm diameter degreased copper tube with plain press-fit connection is supplied in a 3M length and has a thickness of 0.9mm.,"Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube PVC coated copper tube (Table-X) (EN1057) 28mm x 3m White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/66/NW-509666_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
25,P508843,Lawton Tube TX copper tube (Table-X) (EN1057) 35mm x 6mtr,Lawton Tube,16.86,"This Lawton TX 35mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 6M length, this copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 35mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/48/NW-508843_508848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
26,P509710,42MM EN1057 LX PE TU WHITE      3M PER/M,Lawton Tube,85.43,This Lawton Tube Company Limited LiteX 42mm straight tube is made of white polyethylene and is supplied in 3M lengths.,"Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> 42MM EN1057 LX PE TU WHITE      3M PER/M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/10/509710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
27,P508157,Lawton Tube TX PVC copper tube 15mm x 3mtr White,Lawton Tube,16.71,"Finished with a white PVC coating, this Lawton Tube TX 15mm copper tube is supplied in a length of 3M.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX PVC copper tube 15mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-7/08/508157_59-708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
28,P508881,Lawton Tube copper tube (Table-Y) (EN1057) 22mm x 6mtr,Lawton Tube,48.42,"Made of copper, this Lawton 22mm tube offers proven performance as a cost-effective solution for a wide range of uses. Suitable for domestic and commercial use, this tube is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube copper tube (Table-Y) (EN1057) 22mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/92/NW-508881_508892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
29,P508846,Lawton Tube TX copper tube (Table-X) (EN1057) 67mm x 6mtr,Lawton Tube,35.0,"This Lawton TX 67mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 6M length, this copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 67mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/48/NW-508843_508848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
30,P508884,Lawton Tube copper tube (Table-Y) (EN1057) 42mm x 6m,Lawton Tube,101.4,"Made of copper, this Lawton Tube Table Y 42mm tube is supplied in a 6M length. A cost effective choice, copper is a popular selection for pipework applications thanks to its reliable performance.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube copper tube (Table-Y) (EN1057) 42mm x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/84/NW-508884_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
31,P508849,Lawton Tube copper tube (Table-X) (EN1057) 133mm x 6m,Lawton Tube,95.26,This Lawton Tube Table-X 113mm copper tube is supplied in a length of 6M.,"Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube copper tube (Table-X) (EN1057) 133mm x 6m",,Copper Tube,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Lawton MainTube Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
32,P508250,Yorkshire Yorkex copper tube 67mm x 3mtr,Yorkshire,40.98,"Designed for ground services, this Yorkshire Yorkex 67mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 1.2mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 3M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex copper tube 67mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/51/NW-508250_508251_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_CopperTube_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,P508464,Yorkshire Kuterlex PVC coated copper tube 22 x 1.2mm x 25mtr Yellow,Yorkshire,1501.55,"Environmentally-friendly, this Yorkshire Kuterlex 22mm tube is made of fully recyclable 1.2mm copper and PVC. Highly durable, this tube is resistant to heat, corrosion, pressure and fire, making it suitable for almost any plumbing, heating or gas installation. It is supplied in a 25M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Kuterlex PVC coated copper tube 22 x 1.2mm x 25mtr Yellow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/64/NW-508463_508464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Yorkshire_Kuterlex_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_Kuterlex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
34,P508417,Yorkshire Yorkex PVC coated copper tube 22mm x 6mtr Yellow,Yorkshire,43.46,"Environmentally-friendly, this Yorkshire Yorkex 22mm tube is made of fully recyclable 0.9mm copper and PVC. Highly durable, this tube is resistant to heat, corrosion, pressure and fire, making it suitable for almost any plumbing, heating or gas installation. It is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex PVC coated copper tube 22mm x 6mtr Yellow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/17/NW-508416_508417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Yorkshire_Kuterlex_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_Kuterlex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
35,PV18328,Lawton Tube pair coil 1/4+3/8 with 1/2 classo 20 m,Lawton Tube,145.55,"Meeting the needs of UK building regs, this Lawton Tube 1/4 + 3/8"" with 1/2"" Class O pair coil is supplied in a 20M length. Made with a highly flexible closed cell NBR foam insulation, this coil makes installation fast and simple with no need for glue, tape or powder.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube pair coil 1/4+3/8 with 1/2 classo 20 m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/28/V18328_wm.jpg,,,,,,,Black,N,"Meets UK Building and Fire Safety Regulations, Class O tested and passed",Highly flexible Closed Cell NBR Foam insulation in 9mm & 13mm,13MM-O LAWTON PAIR 1/4 & 3/8 X 20M BLACK,13,LPC1438CO20M-13MM,N,Nitrile Butadiene Rubber (NBR) Class O rated insulation,Black colour,Suitable for air conditioning and refrigeration,Available in 20M coils,Pre-insulated for installation in less than half the time of conventional methods,Profile developed for easy splitting during installation,Meets UK Building and Fire Safety Regulations,Class O tested and passed in the UK,,,,,
36,P508850,Lawton Tube TX copper tube (Table-X) (EN1057) 159mm x 3mtr,Lawton Tube,157.38,"This Lawton TX 159mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 3M length, this 2mm thick copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 159mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/NW-508850_508853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
37,P508159,Lawton Tube TX PVC copper tube 28mm x 3mtr White,Lawton Tube,41.12,"Finished with a white PVC coating, this Lawton Tube TX 28mm copper tube is supplied in a length of 3M.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX PVC copper tube 28mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-7/08/508157_59-708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
38,PV18329,Lawton Tube pair coil 1/4+1/2 with 1/2 classo 20 m,Lawton Tube,165.03,"Meeting the needs of UK building regs, this Lawton Tube 1/4 + 1/2"" with 1/2"" Class O pair coil is supplied in a 20M length. Made with a highly flexible closed cell NBR foam insulation, this coil makes installation fast and simple with no need for glue, tape or powder.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube pair coil 1/4+1/2 with 1/2 classo 20 m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/29/V18329_wm.jpg,,,,,,,Black,N,"Meets UK Building and Fire Safety Regulations, Class O tested and passed",Highly flexible Closed Cell NBR Foam insulation in 9mm & 13mm,13MM-O LAWTON PAIR 1/4 & 1/2 X 20M BLACK,13,LPC1412CO20M-13MM,N,Nitrile Butadiene Rubber (NBR) Class O rated insulation,Black colour,Suitable for air conditioning and refrigeration,Available in 20M coils,Pre-insulated for installation in less than half the time of conventional methods,Profile developed for easy splitting during installation,Meets UK Building and Fire Safety Regulations,Class O tested and passed in the UK,,,,,
39,P508149,Lawton Tube copper tube 219mm x 6m,Lawton Tube,474.44,"This Lawton Tube 219mm copper tube is supplied in a 6M length. Copper offers a high performance, cost-efficient solution for a variety of pipework installations.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube copper tube 219mm x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/49/508149_wm.jpg,,,,,,,Copper,N,BS EN 1057R290,Copper,219mm,3,TX2196,N,Copper construction,Meets BS EN 1057,Meets R290,,,,,,219m,,,,
40,P509658,Lawton Tube PVC coated copper tube coil (Table-W) (EN1057) 10mm x 25mtr White,Lawton Tube,247.58,"Cost effective and high performing, this Lawton Tube 10mm tube is made of copper with a white PVC coating. Suitable for commercial and domestic installations of any size, this pipe is supplied in a length of 25M.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube PVC coated copper tube coil (Table-W) (EN1057) 10mm x 25mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/58/NW-509658_wm.jpg,,,,,,,White,N,BS EN 1057BS EN 13349R220,Copper,10mm,0.7,509658,N,For small domestic and larger commercial projects,Copper construction,Protects against aggressive materials,"Conforms to BS EN1057/BS EN13349, R220",Kitemarked,25 year warranty,,,10mm,10,2.5,7.38804,Pvc Coated Copper Tube
41,P508463,Yorkshire Kuterlex PVC coated copper tube 15 x 1mm x 25mtr Yellow (priced per 25mtr length),Yorkshire,851.76,"Environmentally-friendly, this Yorkshire Kuterlex 15mm tube is made of fully recyclable 1mm copper and PVC. Highly durable, this tube is resistant to heat, corrosion, pressure and fire, making it suitable for almost any plumbing, heating or gas installation. It is supplied in a 25M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Kuterlex PVC coated copper tube 15 x 1mm x 25mtr Yellow (priced per 25mtr length)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/64/NW-508463_508464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Yorkshire_Kuterlex_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_Kuterlex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
42,P508158,Lawton Tube TX PVC copper tube 22mm x 3mtr White,Lawton Tube,30.49,"Finished with a white PVC coating, this Lawton Tube TX 22mm copper tube is supplied in a length of 3M.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube TX PVC copper tube 22mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-7/08/508157_59-708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
43,P508502,Yorkshire Yorkex copper tube 28mm x 3mtr Chrome,Yorkshire,55.8,"Designed for ground services, this Yorkshire Yorkex 28mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 0.9mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 3M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex copper tube 28mm x 3mtr Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/05/NW-508501_508505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Yorkshire_Kuterlex_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_Kuterlex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
44,P508504,Yorkshire Yorkex copper tube 42mm x 3mtr Chrome,Yorkshire,109.26,"Designed for ground services, this Yorkshire Yorkex 42mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 1.2mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 3M length.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Yorkshire Yorkex copper tube 42mm x 3mtr Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/05/NW-508501_508505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Yorkshire_Kuterlex_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_Kuterlex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
45,P508134,Lawton Tube copper tube 22mm x 3m,Lawton Tube,22.9,"This Lawton Tube 22mm copper tube, supplied in a 3M length, is a cost effective choice for a wide range of applications.","Pipe, Valves and Fittings/Metal Pipe/Copper Pipe/Copper Pipe.csv -> Lawton Tube copper tube 22mm x 3m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/34/508134_wm.jpg,,,,,,,,N,,,,,TY0223,N,"Conforms to BS EN1057, R250",Covered under 25 Year Warranty,Kitemarked,,,,,,22 mm,22 mm,,,
