,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Attachment 3,Dimensions mm (H x W x D),By Model Number,Application,Attachment 4,Attachment 5,Part Gas Council number,Diameter,Model For Use With,Boiler Section,Boiler Range,Max Set Pressure,Pack Quantity,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Maximum Operating Temperature,Gender,Size,Connection Type 1
82,P461314,Ideal Spares 154967 ignition electrode,Ideal,35.01,This Ideal ignition electrode is suitable for Ideal CXA and CXAP commercial boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares 154967 ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/14/NW-461314_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXA-40H-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P466202,Hamworthy service kit (Wessex),Hamworthy,161.59,A Hamworthy brand service kit specifically for the Hamworthy 200 HE and 200 County.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy service kit (Wessex),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/02/NW-466202_wm.jpg,,,,,,N,,,,,,563605182,Service Kit,N,,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P778401,Potterton air vent,Potterton,47.85,"This Potterton automatic air vent is suitable for use in Potterton Paramount commercial and industrial boilers. A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton air vent,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/01/NW-778401_wm.jpg,,,,,,N,,,,,,541848,Air Vent,N,,,,,,,,,,,,,,x  x,"Paramount 3,Paramount 2,Paramount",CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P446035,Hamworthy flame probe (Wessex),Hamworthy,51.65,This Hamworthy flame probe is suitable for use in Bosch KAN58A50GB/01 and Neff K3990X6GB/04 boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy flame probe (Wessex),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/35/NW-446035_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_WessexModuMaxEco_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P421921,Potterton igniter,Potterton,32.47,"This Potterton 2V igniter is a suitable replacement part for a variety of Potterton Commercial boilers. A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton igniter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/21/NW-421921_wm.jpg,,,,,,N,,,,,,5132153,Igniter,N,,,,,,,,,,,,,,x  x,"Sirius WH90,Sirius WH110,Sirius WH70,Sirius 2 WH90,Sirius 2 WH60,Sirius 2 WH50,Sirius 2 WH70,Sirius FS 130-160,Sirius FS 50-70,Sirius WH60,Sirius FS 90-105,Sirius 2 WH110,Sirius WH50,Gold WH46,Gold WH65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P463034,Ideal Spares electrode and lead assembly,Ideal,37.9,An Ideal replacement electrode and lead assembly for CX and CX2 boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares electrode and lead assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/34/NW-463034_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Concord-CX40-100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P461310,Ideal Spares sensor,Ideal,35.03,"A genuine Ideal sensor offering compatibility with a wide range of Ideal commercial boilers. The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-461310_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXS40-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P477805,Remeha Avanta pressure gauge and capillary,Remeha,34.75,"This pressure gauge is suitable for use in Remeha's Avanta boiler.  A pressure gauge gives a visual measurement of the pressure in a system. Ordinarily a leak in your system will show as a consistent pressure drop.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Avanta pressure gauge and capillary,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/05/477805_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Avanta_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P412845,Ideal BBC card kit (for Evomax NG80),Ideal,37.18,"Compatible with a range of Evomax boilers, this Ideal BCC card kit acts as the control centre of a boiler, controlling every process occurring throughout a system via switches, thermostats and sensors.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal BBC card kit (for Evomax NG80),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/45/NW-412845_wm.jpg,,,,,,N,,,,,,176423,BCC Card,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,16.9L X 11.5W X 1.5H,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P709311,Reznor 201284 ignition electrode,Reznor,59.29,This Reznor ignitor/electrode assembly is for use in select Reznor brand heaters.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Reznor 201284 ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/11/709311_wm.jpg,,,,,,N,,,,,,201284,IGNITION ELECTRODE,N,For commercial use,"Compatible with Cobra, Inthermo, Tornado and Vision heaters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P323114,Oh Products air differential pressure switch 0.5-5.0mb,Oh Products,15.37,An Oh Products air differential pressure switch.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Oh Products air differential pressure switch 0.5-5.0mb,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/14/NW-323114_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Watts_Electro_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P498893,Potterton Quinta sealing ring 100mm (5 Pack),Potterton,52.56,A Potterton Quinta 100mm sealing ring for Remeha Commercial (Broag and Baxi) boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton Quinta sealing ring 100mm (5 Pack),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/93/NW-498893_wm.jpg,,Quinta,1 year,,,N,,,,,,S101643,SEALING RING,N,Pack of 5,,,,,,,,,,,,,x  x,"Pro 115,Pro 90,Pro 65",,,,,,,,,,5 pack,,,,,,,,,,,,,,,,,,,,,,
94,P447227,Brammer M6 x 30 bzp steel flat washer (penny) (Pack of 50),Brammer,7.94,"Supplied in a pack of 50, these Brammer M6 x 30 steel bright zinc-plated (BZP) mudguards or penny washers have 6mm inside diameters and 30mm outside diameters. The large outside diameter delivers improved spread of a clamp load.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Brammer M6 x 30 bzp steel flat washer (penny) (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-447227_wm.jpg,,,,,,N,,,,,,155A0465,Washer,N,,,,,,,,,,,,,,x  x,,,,,,,,,,,Pack of 50,,,,,,,,,,,,,,,,,,,,,,
95,P608248,Sentinel X100 Rapid Dose X100 300Ml Rd X100 Inhibitor&Adapt,Sentinel,18.76,"Suitable for use in any indirect central heating system, Sentinel X100 inhibitor provides protection against limescale and corrosion, extending the life of your system, maximising efficiency and minimising fuel waste.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Sentinel X100 Rapid Dose X100 300Ml Rd X100 Inhibitor&Adapt,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/48/608248_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Sentinel_X100_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P443044,Hamworthy sight glass (Wessex),Hamworthy,5.18,"A Hamworthy replacement sight glass suitable for use in a variety of Hamworthy boilers, including the ModuMax range.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy sight glass (Wessex),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/44/NW-443044_wm.jpg,,,,,,N,,,,,,539907001,Sight Glass,N,Boiler part,,,,,,,,,,,,,,"220 M HE,S65,S70 C,250 C,110 C,120 C,220 C,100 M HE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P477793,Remeha Avanta electrode gaskets,Remeha,42.92,"This gasket is a spare part for boilers in Remeha's Avanta, Main Eco Compact, Gas, Baxi 800, Gas 310 Eco, Gas 310 Eco Pro, Gas 610 Eco Pro, Baxi 600, Tzerra, Gas 220 Ace, Gas 610 Eco and Quinta Ace ranges.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Avanta electrode gaskets,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/477793_wm.jpg,,Avanta,1 year,,,N,,,,,,S62105,Gasket,N,,,,,,,,,,,,,,,"Avanta Heat Only 15,Baxi Heat 418,Baxi Heat 415,E,Avanta Plus Combi 24,Avanta Heat Only 30,EcoBlue Advance Heat 13,Baxi Heat 412,EcoBlue Advance Heat 25,Baxi Heat 230,Avanta Plus Combi 39,EcoBlue Advance Heat 19,Avanta Exclusive 35C,Avanta Plus System 30",,,,H39122,,"Avanta Plus Combi 24, Main Eco Compact Heat 15, 310 Eco Pro, Avanta Plus Combi 28, Baxi Heat 830, Avanta Plus Combi 24c, Gas 310 Eco - 7 Section, Gas 310 Eco Pro - 5 Section, Gas 310 Eco Pro - 7 Section, Gas 610 Eco Pro - 5 Section, Gas 610 Eco Pro - 7 S",Control Panel,"Avanta, Main Eco Compact, Gas, Baxi 800 Range, Gas 310 Eco, Gas 310 Eco Pro, Gas 610 Eco Pro, Baxi 600 Range, Tzerra, Gas 220 Ace, Gas 610 Eco, Quinta Ace",,,,,,,,,,,,,,,,,,,,,,,,
98,P412851,Ideal Spares gasket fan,Ideal,5.62,An Ideal gasket fan for Keston Heat and Ideal commercial boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares gasket fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/51/NW-412851_wm.jpg,,Spares,,,,N,,,,,,177478,Gasket Fan,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,11.4L X 17W X 0.9H,"60 LPG,150,40 LPG,120,100,Heat 55,Heat 45,80 LPG,80,60,30 LPG,40,30",Commercial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P443120,Hamworthy viewing point gasket,Hamworthy,2.21,This Hamworthy gasket viewing point is designed for use in ModuMax commercial boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy viewing point gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/20/NW-443120_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_WessexModuMaxMK3_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P412848,Ideal Spares silicon seal 80mm Blue,Ideal,9.48,"This Ideal 80mm, blue silicone seal, or gasket, is suitable for use in a range of Ideal commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares silicon seal 80mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/48/NW-412848_wm.jpg,,Spares,,,,N,,,,,,176589,Silicon Seal,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,9.7L X 16.9W X 1.8H,"W 45,C22/35,W 60 P,HE 24 + Programmer,W 80 P,60 LPG,C22/30,W 80,W 45 P,W 60,150,HE 24,80 LPG,HE 35 + Programmer,30,C22/24,HE 30 + Programmer,40 LPG,120,100,W 100,HE 35,HE 30,80,60,30 LPG,40",Commercial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P480925,Broag on/off switch,Broag,7.01,A Broag replacement on/off switch for Remeha (Baxi) Quinta Pro appliances.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag on/off switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/25/NW-480925_wm.jpg,,,1 year,,,N,,,,,,S100229,On Off Switch,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P481353,Broag electrode,Broag,33.64,A Broag 72mm ignition electrode for Remeha Commercial (Baxi) boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/53/NW-481353_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas-210_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P461313,Ideal Spares detection lead assembly,Ideal,10.43,An Ideal detection electrode suitable for CXA and CXAP boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares detection lead assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/13/NW-461313_wm.jpg,,Spares,,,,N,,,,,,154966,Detection Lead Assembly,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,10.7L X 8.1W X 1.2H,"CXA 90,CXAP 100,CXA 50,CXA 70,CXAP 80/H,CXA 50/H,CXAP 60,CXA 110,CXAP 40/H,CXA 70/H,CXAP 40,CXA 120/H,CXA 90/H,CXA 100/H,CXA 60,CXA 80,CXAP 70/H,CXAP 100/H,CXA 40/H,CXAP 70,CXA 100,CXAP 50,CXA 120,CXAP 50/H,CXAP 90,CXA 40,CXAP,CXA 60/H,CXA 80/H,CXA 110/H",Commercial,,,E73441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P480898,Broag fan,Broag,1660.53,"A Broag replacement fan for Remeha commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/98/NW-480898_wm.jpg,,,1 year,,,N,,,,,,S57770,Fan,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,"Gas 610 Eco - 5 Section,Gas 310 Eco - 7 Section,Gas 610 Eco - 7 Secti,Gas 310 Eco Pro - 8 Section,Gas 310 Eco - 6 Section,Gas 310 Eco Pro - 5 Section,Gas 310 Eco - 5 Section,Gas 610 Eco - 6 Section,Gas 310 Eco Pro - 6 Section,Gas 310 Eco Pro - 10 Section",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P114980,Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,Ideal,149.0,This Ideal multiline extension flue kit is for cascade installations requiring additional height.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/80/114980_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P709325,Reznor 03-25321 ignition control,Reznor,394.88,This Reznor ignition control board is suitable for use with select cabinet heaters and warm air unit heaters.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Reznor 03-25321 ignition control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/25/709325_wm.jpg,,,,,,N,,,,,,03-25321,Ignition Control,N,For commercial use,Compatible with PV-E and UDSA-4E units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P114986,Ideal Spares Plate Heat Exchanger Kit 300Kw Dn65,Ideal,2031.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares Plate Heat Exchanger Kit 300Kw Dn65,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/86/114986_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114986_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P729463,Ideal Spares heat exch assembly kit 80,Ideal,2672.89,"A genuine Ideal replacement part, this heat exchanger assembly kit is compatible with commercial Evomax installations.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares heat exch assembly kit 80,,Heat Exchanger Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/63/729463_wm.jpg,,Spares,,,,N,,,,,,176222,Commercial Boiler Parts,N,,,,,,,,,,,,,,N/A,,Commercial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P138785,Andrews Water Heaters MAXXflo EVO horizontal flue,Andrews Water Heaters,459.0,This Andrews MAXXflo EVO horizontal flue terminal is suitable for 90 and 120kW condensing water heaters.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Andrews Water Heaters MAXXflo EVO horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/35/138135_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_MAXXflo_EVO_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P724536,IDEAL 110539 FAN/CTRL ASSY,Ideal,2377.41,This Ideal fan control assembly is designed for use in Ideal Super Plus commercial boiler units.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> IDEAL 110539 FAN/CTRL ASSY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/36/724536_wm.jpg,,Spares,,,,N,,,,,,110539,Fan Control Assembly,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,49.6L X 39.4W X 32.2H,"Super Plus 400/4A,Super Plus 300/3,Super Plus 500/5,Super Plus 400/4,Super Plus 200/S,Super Plus 600/6,Super Plus 300/3A",CommercialIndustrial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
