,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Weight,Hazardous,Depth (mm),Liquid Line Connection,Noise Level,Power Supply,Suction Connection Size (inch),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Attachment 5,Attachment 6,Attachment 7,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 8,Feature 8,Feature 9
59,P600119,Danfoss Optyma Plus OP-MPXM034MLP00G 1 phase condensing unit,Danfoss,1754.95,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-MPXM034MLP00G single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-MPXM034MLP00G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/24/NW-600118_600124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pl/us/ECA_optyma plus.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_019.A2.02_Instalation.pdf,,,,,,,,
60,P621178,Danfoss Slim MSTM026DSW05G 1ph pack non-flammable and lower flammability,Danfoss,1222.81,"Future-proof your cooling system with the Danfoss Optyma single phase Slim Pack multi-refrigerant condensing unit, a reliable choice offering excellent levels of energy efficiency, sustainability and compliance. Slimline for ease of installation in any location, this smartly designed unit also offers straightforward maintenance. Making the transition to ultra-low GWP refrigerants simple, Optyma units are A2L-ready for risk-free, eco-friendly cooling.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Slim MSTM026DSW05G 1ph pack non-flammable and lower flammability,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/81/NW-621176_621181_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/b_/uk/Danfoss_OptymaPlus_DOI118A5049_AB_UK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Conden_Unit_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_Optyma_SlimPack_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_Optyma_Slim_Pack_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Optyma_Plus_SlimPack_Tech.pdf,,,,,,,,,,
61,P681459,Tecumseh WINTSYS WIN AJ 4519Z FZ win aj 4519z 230v wintsys cu,Tecumseh,1508.8,"Both efficient and quiet, the Tecumseh Wintsys WINAJ4519Z-FZ three phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh WINTSYS WIN AJ 4519Z FZ win aj 4519z 230v wintsys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/59/NW-681455_681459_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_Wintsys_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_WINAJ4519Z_FZ_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
62,P613976,Danfoss Optyma Slim Pack OP-MSUM080MLW05G 1 phase condensing unit,Danfoss,1903.29,"The cost-efficient Danfoss Optyma Slim Pack OP-MSUM080MLW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-MSUM080MLW05G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/82/NW-613968_613982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Slim Pack_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Slim Pack._Instalation.pdf,,,,,,,,
63,P621165,Danfoss Plus MPTM034DSP00G 1ph optyma non-flammable and lower flammability,Danfoss,1636.25,"Helping to future-proof your cooling system, the Danfoss Optyma Plus single phase multi-refrigerant condensing unit offers compatibility with both A1 and A2L refrigerants, allowing for an easy transition to ultra-low GWP refrigerants with no need to worry about the safety of perishable products. Highly compliant and extremely safe, this eco-friendly condensing unit helps to save on costs and waste while also providing ease of installation and maintenance.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Plus MPTM034DSP00G 1ph optyma non-flammable and lower flammability,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/66/NW-621161_621166_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_Optyma_Plus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/rt/Danfoss_Optyma_Plus_Quick_Start.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/b_/uk/Danfoss_OptymaPlus_DOI118A5049_AB_UK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Conden_Unit_Catalogue.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Optyma_Plus_SlimPack_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/dy/Danfoss_Optyma_Plus_Case_Study.pdf,,,,,,,,,
64,P681458,Tecumseh WINTSYS WIN AJ 4517Z FZ win aj 4517z 230v wintsys cu,Tecumseh,1424.85,"Both efficient and quiet, the Tecumseh Wintsys WINAJ4517Z-FZ single phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh WINTSYS WIN AJ 4517Z FZ win aj 4517z 230v wintsys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/59/NW-681455_681459_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_Wintsys_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_WINAJ4517Z_FZ_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,P600128,Danfoss Optyma Plus OP-LPHM048NTP00E 1 phase condensing unit,Danfoss,1654.15,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-LPHM048NTP00E single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-LPHM048NTP00E 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/31/NW-600127_600131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,,,,,,,,,,
66,P600121,Danfoss Optyma Plus OP-MPXM046MLP00G 1 phase condensing unit,Danfoss,1893.18,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-MPXM046MLP00G single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-MPXM046MLP00G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/24/NW-600118_600124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pl/us/ECA_optyma plus.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_019.A2.02_Instalation.pdf,,,,,,,,
67,P656308,Tecumseh SILENSYS SIL FH 2511Z TZ sil fh 2511z 400v 3ph silensys cu,Tecumseh,2311.74,"Both quiet and safe in operation, the Tecumseh Silensys SILFH2511ZXG three phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh SILENSYS SIL FH 2511Z TZ sil fh 2511z 400v 3ph silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/08/NW-656305_656308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P693008,Danfoss Optyma Slim Pack OP-LSQM014MPW05G condensing unit 1030 x 440 x 700mm White,Danfoss,975.86,"The cost-efficient Danfoss Optyma Slim Pack OP-LSQM014MPW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-LSQM014MPW05G condensing unit 1030 x 440 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/13/NW-693008_693013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,,,,,
69,P673549,Danfoss Optyma Plus OP-MPXM125MLP00E 3 phase condensing unit,Danfoss,4001.63,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-MPXM125MLP00E three phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-MPXM125MLP00E 3 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/50/NW-673549_673550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pl/us/ECA_optyma plus.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_019.A2.02_Instalation.pdf,,,,,,,,
70,P613886,Danfoss Optyma Slim Pack OP-LSHM098LLW05E 3 phase condensing unit,Danfoss,2225.04,"The cost-efficient Danfoss Optyma Slim Pack OP-LSHM098LLW05E three phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-LSHM098LLW05E 3 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/86/NW-613878_613886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,,,,,
71,P683998,Tecumseh SILENSYS SIL AJ 9510Z FZ sil aj 9510z 230v silensys cu,Tecumseh,1581.82,"Both quiet and safe in operation, the Tecumseh Silensys SILAJ 9510Z FZ single phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh SILENSYS SIL AJ 9510Z FZ sil aj 9510z 230v silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/01/NW-683997_684001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9051_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAJ9510ZFZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
72,P613970,Danfoss Optyma Slim Pack OP-MSUM046MLW05G 1 phase condensing unit,Danfoss,1378.8,"The cost-efficient Danfoss Optyma Slim Pack OP-MSUM046MLW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-MSUM046MLW05G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/82/NW-613968_613982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Slim Pack_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Slim Pack._Instalation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,,,
73,P613974,Danfoss Optyma Slim Pack OP-MSUM068MLW05G 1 phase condensing unit,Danfoss,1854.19,"The cost-efficient Danfoss Optyma Slim Pack OP-MSUM068MLW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-MSUM068MLW05G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/82/NW-613968_613982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Slim Pack_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Slim Pack._Instalation.pdf,,,,,,,,
