,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Type,Diameter,Weight,Hazardous,Equal / Unequal,Angle,Dimensions (L x W x D),Material,Connection Type 1,Connection Type 2,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Connection Size,Range,Warranty,Feature 2,Feature 3,Feature 4,Size,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 6,Drainage Product Type,Application,Waste Diameter,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Feature 13,Approvals,Min Bar Pressure,Operating Pressure,Attachment 7,Attachment 8
735,PQ65235,Wavin Osma Waste double socket 40mm White,Wavin,5.7,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 40mm double socket is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Drainage.csv -> Wavin Osma Waste double socket 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/35/NW-Q65235_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,P697051,"Aspen Pumps Xtra straight connector 1.1/4"" Black (Pack of 5)",Aspen Pumps,6.35,"Made of black uPVC, this Aspen Pumps Xtra 1 1/4"" straight connector has a smooth internal finish for a lower coefficient of flow friction. This helps to minimise the risk of debris build-up, bacteria and blockages.","Drainage/Drainage.csv -> Aspen Pumps Xtra straight connector 1.1/4"" Black (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/51/NW-697051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Rigid_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,PQ64342,"Wavin Osma SquareLine squareline adaptor 2.1/4"" Black",Wavin,11.63,"Ideal for domestic use, this Wavin Osma SquareLine 61mm square-to-round drain adapter is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Drainage.csv -> Wavin Osma SquareLine squareline adaptor 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/42/NW-Q64342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,PW90106,Harmer AV200T/F roof drain,Harmer,177.9,"This Harmer AV200T/F 2"" 121mm roof drain is part of Harmer's innovative flat roof drainage system. Industry compliant, this system allows for reliable rainwater drainage in any construction project.",Drainage/Drainage.csv -> Harmer AV200T/F roof drain,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/06/W90106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Alumasc_Roof_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,PF66006,Polypipe Push-fit Waste WP21G 91.25deg swept tee 32mm Grey,Polypipe,4.52,"Suitable for domestic use, this Polypipe swept tee with 32mm push-fit connections is made of grey polypropylene (PP).",Drainage/Drainage.csv -> Polypipe Push-fit Waste WP21G 91.25deg swept tee 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/06/F66006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,PQ65229,Wavin Osma Waste access plug 32mm White,Wavin,5.34,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 32mm access plug is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Drainage.csv -> Wavin Osma Waste access plug 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/29/NW-Q65229_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PF57401,Geberit 135deg HDPE bend 63mm,Geberit,2.32,"Ready for welding on both sides, this Geberit HDPE 63mm 135° bend can be fitted using electrofusion for reliable security. Suitable for above ground and below building drainage applications, this fitting can also be used in chemical waste removal systems, land drainage systems and in conventional or siphonic roof drainage systems.",Drainage/Drainage.csv -> Geberit 135deg HDPE bend 63mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57401_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,PF59200,Wavin Osma StormLine running outlet 111mm Black,Wavin,16.62,"Made of black PVC-U, this Wavin Osma StormLine 111mm running outlet is part of a high capacity domestic system with a classic ogee shape. Cleanly and attractively designed, StormLine is ideal for roof perimeters or conservatory use.",Drainage/Drainage.csv -> Wavin Osma StormLine running outlet 111mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/00/NW-F59200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,PF66057,Polypipe 91.5deg swivel bend 32mm Black,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 32mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Drainage.csv -> Polypipe 91.5deg swivel bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/57/NW-F66057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PQ64352,"Wavin Osma SquareLine squareline connector 2.1/4"" Black",Wavin,14.18,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe connector and bracket with stand-off is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Drainage.csv -> Wavin Osma SquareLine squareline connector 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/52/NW-Q64352_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,PF42707,"McAlpine Y10 straight through S-trap 1 25""x1.1/2"" 3""",McAlpine,10.07,"Manufactured in white plastic, this McAlpine Y10 1 1/4 x 1 1/2"" 3"" straight-through S-trap with cleaning eye is designed with inline connections for a neater installation. Measuring 58mm in diameter, this S-trap is UV-resistant and withstands temperatures of up to 90°C.","Drainage/Drainage.csv -> McAlpine Y10 straight through S-trap 1 25""x1.1/2"" 3""",,"Trap, seals ;compression nuts",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/07/F42707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PF29369,Polypipe Terrain 100P 135deg spigot socket bend 160mm Grey,Polypipe,88.75,"Suitable for use in commercial building services, this Polypipe Terrain 100P 135° spigot/socket sweep soil bend with 160mm push-fit x solvent weld connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Drainage.csv -> Polypipe Terrain 100P 135deg spigot socket bend 160mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/69/NW-F29369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,PF57411,Geberit HDPE HDPE electroweld coupling 63mm,Geberit,4.28,"Made of high density polyethylene (HDPE), this Geberit HDPE electrofusion coupling with 63mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Drainage.csv -> Geberit HDPE HDPE electroweld coupling 63mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/11/NW-F57411_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,PF66103,Polypipe 90deg knuckle bend 40mm Grey,Polypipe,3.67,"Suitable for domestic use, this Polypipe knuckle bend with 40mm push-fit connections is made of grey polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Drainage.csv -> Polypipe 90deg knuckle bend 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/03/NW-F66103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,PF66060,Polypipe socket plug 32mm Black,Polypipe,4.93,"Suitable for domestic use, this Polypipe socket plug with 32mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Drainage.csv -> Polypipe socket plug 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/60/NW-F66060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,PW14361,Alutec hex insert domehead 16 x 170mm,Alutec,1.82,"Offering a functional lifetime of fifty years or longer, this Alutec 16 x 170mm hex insert domehead screw is part of the brand's expansive rainwater system. Helping to minimise lifecycle costs and disruption, the Alutec rainwater system, constructed in marine grade aluminium, is almost completely maintenance-free.",Drainage/Drainage.csv -> Alutec hex insert domehead 16 x 170mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/c2/08/SC208_wm.jpg,,,,,,Black,screw,M6,0.13,N,,,,Stainless Steel,,,DIN 571,SC208,,N,For rainwater applications,M6,,50 years functional life expectancy and 25 years for paint finish,Stainless steel construction,Mill finish,Corrosion-resistant,,DIN 571,50 years functional life expectancy,25 year expected life on paint finish,,,Rainwater accessories,Rainwater,,N/A,Corrosion Resistant,Not applicable,n/a,Yes,,,,,,,,,,,
751,PF40262,Polypipe Terrain Fuze electrofusion coupling 75mm,Polypipe,13.24,"Made of HDPE, this Polypipe Terrain Fuze 75mm electrofusion coupling is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Drainage.csv -> Polypipe Terrain Fuze electrofusion coupling 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/62/NW-F20160_F40262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PF57921,Geberit HDPE 135deg HDPE branch 160 x 160mm,Geberit,42.92,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 45° branch fitting with 160mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Drainage.csv -> Geberit HDPE 135deg HDPE branch 160 x 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/21/NW-F57921_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PF28560,Polypipe Terrain 200 135deg spigot/socket bend 32mm White,Polypipe,6.77,"This Polypipe Terrain 200 soil bend is made of white mPVC-U with 32mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.",Drainage/Drainage.csv -> Polypipe Terrain 200 135deg spigot/socket bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/60/NW-F28560_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PF68584,Polypipe Polyflow 135deg deep angle 75mm Black,Polypipe,32.78,"Suitable for domestic use, this Polypipe deep angle is made of black PVC-U and incorporates 117mm push-fit ends.",Drainage/Drainage.csv -> Polypipe Polyflow 135deg deep angle 75mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/84/NW-F68584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,PW13563,Saint Gobain Rapid EC002NG gas coupling 100mm Stainless Steel,Saint Gobain,17.61,"Made of stainless steel, this Saint Gobain Rapid PAM EC002NG 100mm push-fit standard coupling with single blot offers quick, reliable installation. Offering optimised water-tightness and resistance to both pressure and corrosion, this coupling maintains a maximum hydrostatic accidental pressure of 5 bar when fully restrained and 0.5 bar (5M water head) when unrestrained. The maximum angular deflection supported between two assembled elements is 3°.",Drainage/Drainage.csv -> Saint Gobain Rapid EC002NG gas coupling 100mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/63/NW-W13563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SG_PAM_Soil_&_Drain_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,P514551,Wavin Tigris K5 90deg elbow 25mm,Wavin,9.55,"Non-demountable, this Wavin Tigris K5 25mm 90° elbow is part of a cutting edge press-fit system. Offering quick, easy and safe jointing with no need for a hot works permit, Tigris K5 has a unique acoustic leak alert, making it possible to test with air instead of water.",Drainage/Drainage.csv -> Wavin Tigris K5 90deg elbow 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/51/514551_wm.jpg,,,,,,Metallic,Not Demountable,25 mm,58 g,N,,,,PPSU,,,WRAS,3079770,,N,Acoustic leak alert whistles if unpressed,25mm,Tigris,25 Years,PPSU construction,Metal finish,WRAS approved,,25 year warranty,,,,,Elbow,Wavin Tigris K5 is a pioneering Pressfit system available in diameters of 16mm to 40mm,,-10,n/a,2.5,70,,,,,,,,,,,,
757,PF57707,Geberit HDPE 91.5deg HDPE branch 110 x 56mm,Geberit,8.27,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 88.5° T branch fitting with 110 x 56 x 110mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Drainage.csv -> Geberit HDPE 91.5deg HDPE branch 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/07/NW-F57707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,PW12050,Saint Gobain Ensign Soil EF002 45deg short radius bend 50mm,Saint Gobain,21.23,"This Saint Gobain Ensign Soil EF002 50mm 45° bend is made of cast iron with a red protective finish and spigot x spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Drainage.csv -> Saint Gobain Ensign Soil EF002 45deg short radius bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/50/NW-W12050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,PF72184,Saint Gobain Timesaver GT05E eared coupling 100mm,Saint Gobain,43.64,This Saint Gobain Timesaver Heritage GT05E 100mm push-fit joint coupling with ears is made of cast iron with a water-based paint finish. The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.,Drainage/Drainage.csv -> Saint Gobain Timesaver GT05E eared coupling 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/84/NW-F72184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,PF57601,Geberit 135deg HDPE bend 90mm,Geberit,4.71,"Ready for welding on both sides, this Geberit HDPE 90mm 135° bend can be fitted using electrofusion for reliable security. Suitable for above ground and below building drainage applications, this fitting can also be used in chemical waste removal systems, land drainage systems and in conventional or siphonic roof drainage systems.",Drainage/Drainage.csv -> Geberit 135deg HDPE bend 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57601_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
