,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Attachment 4,Attachment 5,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Pack Quantity,Paintable
22,PF47343,"McAlpine FLEXCON4 universal flexible connector 1.1/2""",McAlpine,6.36,"A McAlpine 1 1/2 x 1 1/2"" flexible fitting with universal x universal push-fit connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine FLEXCON4 universal flexible connector 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/43/NW-F47342_F47343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47343_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PF47345,"McAlpine FLEXCON6 universal flexible connector 1.1/2""",McAlpine,5.71,"This McAlpine 1 1/2 x 1 1/2"" flexible fitting includes a universal push-fit connection x PVC plain spigot.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine FLEXCON6 universal flexible connector 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-F47344_F47345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47345_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PF42779,"McAlpine Z28L-ISO multi-fit straight connector (DIN) 2""",McAlpine,6.58,"This McAlpine 2"" x 50mm multifit straight connector incorporates multifit x European pipe size connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine Z28L-ISO multi-fit straight connector (DIN) 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/79/NW-F42779_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42779_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P514627,Wavin Tigris M5 DRL coupler metal 16 x 15mm (Single),Wavin,11.16,"Suitable for use in potable water, the press-fit Wavin Tigris 16 x 15mm DRL coupler can also be employed in sanitary and heating systems. It is part of a comprehensive piping system ideal for large commercial projects.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Wavin Tigris M5 DRL coupler metal 16 x 15mm (Single),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/27/514627_wm.jpg,,,,Metallic,16 mm,Push Fit,16 mm,Tigris,1 year,0.045 kg,N,PPSU,N/A,4065978,,N,Metal layer for resistance to oxygen diffusion,PPSU construction,,,Coupler,-10,Corrosion Resistant,N/A,70,Water Heating,Metallic finish,Corrosion-resistant,1 year warranty,,,Single,No
26,PQ65234,Wavin Osma Waste universal connector 40mm White,Wavin,10.21,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 40mm universal connector is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Wavin Osma Waste universal connector 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/NW-Q65234_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,
27,P697063,"Aspen Pumps Xtra equal tee 1.1/4"" Black (Pack of 5)",Aspen Pumps,8.92,"Made of black uPVC, this Aspen Pumps Xtra 1 1/4"" equal tee has a smooth internal finish for a lower coefficient of flow friction. This helps to minimise the risk of debris build-up, bacteria and blockages.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Aspen Pumps Xtra equal tee 1.1/4"" Black (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/63/NW-697063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Rigid_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF57342,HDPE 56MMX2INFI ADPTR IN PE 363.724.16.1,Geberit,31.72,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE adapter with 56mm x 2"" female threaded screw connections and a chrome nickel steel support ring is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> HDPE 56MMX2INFI ADPTR IN PE 363.724.16.1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/42/F57342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF13913,Center CB fleicon extension waste 32/40mm,Center CB,15.82,"Center CB flexible extension waste connector is made of plastic. The Center compression waste range is the system of choice for many installers. Designed with a universal jointing system, this quick fitting system enables easy connections to new and existing plastic or copper waste pipes. Constructed from white polypropylene for exceptional strength and durability.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Center CB fleicon extension waste 32/40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/13/NW-F13913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PF00259,"McAlpine T31M male (BSP) x multi-fit connector 1.1/2""",McAlpine,2.64,"This McAlpine 1 1/2 x 1 1/2"" straight connector includes BSP male x universal connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine T31M male (BSP) x multi-fit connector 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/59/NW-F00258_F00259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00259_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P697060,"Aspen Pumps Xtra 90deg elbow 1.1/4"" Black (Pack of 5)",Aspen Pumps,6.72,"Made of black uPVC, this Aspen Pumps Xtra 1 1/4"" 90° elbow has a smooth internal finish for a lower coefficient of flow friction. This helps to minimise the risk of debris build-up, bacteria and blockages.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Aspen Pumps Xtra 90deg elbow 1.1/4"" Black (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/60/NW-697060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Rigid_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF15188,"Center CB tank connector 1.1/2""",Center CB,3.55,"Center CB tank connector is made of polypropylene. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Center CB tank connector 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/88/F15188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF16168,Center CB CST1P:B tank connector 32mm,Center CB,3.43,"Center CB tank connector is made of polypropylene. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Center CB CST1P:B tank connector 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/68/NW-F16168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PF15168,Center CB CST1P:G tank connector 32mm,Center CB,3.43,"Center CB tank connector is made of polypropylene. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Center CB CST1P:G tank connector 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/68/NW-F15168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PF00258,"McAlpine S31M male (BSP) x multi-fit connector 1.1/4""",McAlpine,2.49,"This McAlpine 1 1/4 x 1 1/4"" straight connector includes BSP male x universal connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine S31M male (BSP) x multi-fit connector 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/59/NW-F00258_F00259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00258_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF00260,McAlpine DC2BL-OS offset drain connector 110mm x 32/40mm,McAlpine,9.83,"This McAlpine 4 x 1 1/4 x 1 1/2"" offset drain reducer connector with offset sealing ring is designed to fit plastic waste pipe to BS EN 1451-1:2000 and BS EN 1329-1:2000.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine DC2BL-OS offset drain connector 110mm x 32/40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/60/NW-F00260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00260_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF42768,"McAlpine T28L-ISO straight connector multi-fit 1.1/2""",McAlpine,3.83,"This McAlpine 1 1/2"" x 40mm multifit straight connector incorporates multifit x European pipe size connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine T28L-ISO straight connector multi-fit 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/68/NW-F42768_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42768_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF47342,"McAlpine FLEXCON3 universal flexible connector 1.1/4""",McAlpine,5.88,"A McAlpine 1 1/4 x 1 1/4"" flexible fitting with universal x universal push-fit connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine FLEXCON3 universal flexible connector 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/43/NW-F47342_F47343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47342_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF00261,McAlpine DC3BL-OS offset drain connector 110mm x 50mm,McAlpine,9.83,"This McAlpine 4 x 2"" offset drain reducer connector with offset sealing ring is designed to fit plastic waste pipe to BS EN 1451-1:2000 and BS EN 1329-1:2000.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine DC3BL-OS offset drain connector 110mm x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/61/NW-F00261_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00261_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF41135,"McAlpine S11M multi-fit tank connector 1.1/4""",McAlpine,4.11,"A McAlpine 1 1/4 x 1 1/4"" multifit straight tank connector with solvent weld x compression connections.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine S11M multi-fit tank connector 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/35/NW-F41135_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41135_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF41339,"McAlpine ST28M straight connector 1.1/2 x 1.1/4""",McAlpine,3.83,"This McAlpine 1 1/4 x 1 1/2"" multifit straight connector includes multifit connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine ST28M straight connector 1.1/2 x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-F41339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41339_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF66114,Polypipe universal compression connector 40mm White,Polypipe,7.83,"Suitable for domestic use, this Polypipe connector is made of white polypropylene (PP) and incorporates 40mm compression ends.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Polypipe universal compression connector 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/14/NW-F66114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF42753,"McAlpine S28L-ISO straight connector multfit x din 1.1/4""",McAlpine,3.37,"This McAlpine 1 1/4"" x 32mm multifit straight connector incorporates multifit x European pipe size connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> McAlpine S28L-ISO straight connector multfit x din 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/53/NW-F42753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42753_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF03680,Wavin HepFlex flexible soil pan connector short 250mm,Wavin,59.9,"Made of polypropylene (PP), this Wavin Hepflex 110mm short flexible pan connector with 230mm nominal length and 670mm extended length includes 110mm push-fit x socket connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Waste Pipe Connectors/Waste Pipe Connectors.csv -> Wavin HepFlex flexible soil pan connector short 250mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/80/NW-F03680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/hepvo above ground plastics.pdf,,,,,,,,,,,,,
