,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Warranty,Phase,Hazardous,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Output,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 5,Attachment 6,Connection Type,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Application,Capacity Litre,Feature 20,Feature 21,Feature 22
169,P126215,"Grundfos Magna 1 32-40 F 220 circulating pump 220mm x 1"" 230V PN6/10",Grundfos,935.3,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 40 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 32-40 F 220 circulating pump 220mm x 1"" 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/15/NW-126215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,P141835,Grundfos Magna 3 D 50-80 F 240 circulating pump 1 x 230V PN6/10,Grundfos,5211.8,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 80 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 50-80 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,P163956,Wilo Yonos Maxo-D 40/0 5-12 PN6/10  twin head pump,Wilo,2255.3,"Plug & play wiring with the Wilo connection plug – no tools needed!;LED display for easy commissioning.;Fault light and collective fault signal to ensure system availability.;Self-venting and deblocking function with integrated full motor protection to prevent failure.;Thermal insulation shell for increasing energy efficiency, saving you money.;Pre-selectable control modes for optimum load adjustment.;Energy efficiency index (EEI) of less than 0.23;Fluid temperature -20°C to +110°C;Max operating pressure: 10 bar;Port-to-port length: 250mm;Pipe connection: Flange DN 40;Max head: 12m",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo Yonos Maxo-D 40/0 5-12 PN6/10  twin head pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/56/163956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P126245,"Grundfos MAGNA 1 circulating pump 250mm 1"" x 230V PN6/10",Grundfos,3319.1,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 40 - 120 F N circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating. MAGNA1 N is the stainless steel version of this pump, ideal for domestic hot water requirements.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos MAGNA 1 circulating pump 250mm 1"" x 230V PN6/10",,MAGNA1 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/46/NW-126244_126246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,P126211,"Grundfos Magna 1 32-60 N 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,1539.2,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 60 N circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating. MAGNA1 N is the stainless steel version of this pump, ideal for domestic hot water requirements.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 32-60 N 180 circulating pump 180mm x 1"" 230V PN10",,MAGNA1 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/11/NW-126211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,P165671,Grundfos TPD single-stage close-coupled volute twin-head pump 1 x 230V 50Hz,Grundfos,2186.4,"A single-stage, close-coupled volute pump, the Grundfos TPD 1x 230V 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos TPD single-stage close-coupled volute twin-head pump 1 x 230V 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/pd/TPD_wm.jpg,,,,,Black,6.5 m³/h,TPD,220 - 230,,1,N,400,2840-2850 rpm,55 Dust/Jetting,50,10 bar,,98957948,Inline Centrifugal Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,0.25 kW,IP55 rated,Shaft seal according to EN 12756,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P179729,Grundfos GT-U+ GT-U+ 500 PN10,Grundfos,2019.0,"The Grundfos GT-U+ 500L steel pressure tank has a replaceable, non-toxic butyl rubber bladder enclosed by compressed nitrogen and is equipped with a Manometer and a connection for a pressure switch. With a built-in pressure gauge on the tank body, a pressure switch can also be installed next to the air valve on top of the tank. This tank's replaceable bladder is suitable for potable water and grey water applications where high-pressure ratings are required, such as in booster systems, heating expansion, pressurisation and in water-hammer arresting.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos GT-U+ GT-U+ 500 PN10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/29/NW-179729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_GT_Tanks_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Grundfos_GT_Pressure_Tanks_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grundfos_GT_Pressure_Tanks_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grundfos_DomesticWaterCatalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_GT-U_Plus_Installation.pdf,,,,,,,,,,,
176,P126248,"Grundfos Magna 1 circulating pump 240mm 1"" x 230V PN6/10",Grundfos,2271.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 50 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 circulating pump 240mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/48/NW-126248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P191994,Grundfos TPE2 65-200-N-A-F-A-BQQE circulating pump,Grundfos,8991.85,"A single-stage close-coupled volute pump, the Grundfos TPE2 65-200 circulating pump offers inline suction and discharge ports of identical diameter. Helping to make maintenance and servicing simpler, the pump has a top-pull-out design, allowing the power head to be removed while the pump housing remains in the pipework. Allowing for continuously variable control, the pump motor includes a frequency converter and PI controller inside the motor terminal box.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos TPE2 65-200-N-A-F-A-BQQE circulating pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/94/191994_wm.jpg,,,,,Black / Red,34.9 m³/h,TPE2,380 - 500,n/a,N/A,N,762,480-5900 rpm,IP55,50/60,10 bar,N/A,98438148,Inline Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,Top-pull-out design,Shaft seal according to EN 12756,Pipework connection is via PN 6/10 DIN flanges (EN 1092-2 and ISO 7005-2),IE5 motor efficiency in accordance with IEC 60034-30-2,IP55 rated,,2.2 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P141831,Grundfos Magna 3 D 40-150 F 250 circulating pump 1 x 230V PN6/10,Grundfos,4873.44,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 40-150 F 250 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P141839,Grundfos Magna 3 D 50-180 F 280 circulating pump 1 x 230V PN6/10,Grundfos,7392.73,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 180 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 50-180 F 280 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,P116635,Grundfos Scala1 Scala1 5-55 5-55 1x230v 50hz no plug ce,Grundfos,1165.0,"Fully integrated, this Grundfos Scala1 5-55 self-priming booster pump is an all-in-one, compact waterworks solution for simple pressure boosting in domestic and light commercial premises. Pressure rated to 8 bar, this pump is ideal for garden irrigation and can provide a pressure boost for one and two family homes.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Scala1 Scala1 5-55 5-55 1x230v 50hz no plug ce,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/35/NW-116635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Scala_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Grundfos_Scala1_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Scala1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P126250,"Grundfos Magna 1 50-100 F circulating pump 280mm 1"" x 230V PN6/10",Grundfos,2647.9,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 50 - 100 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 50-100 F circulating pump 280mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/50/NW-126250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P193635,Grundfos TPE3 vertical in-line pump,Grundfos,6893.22,"Supplying high levels of efficiency, the Grundfos TPE3 vertical inline pump offers a variety of intelligent functions for improved operation. These include a built-in heat energy meter and flow limiting functions, so there's no need for a pump throttling valve, and numerous configurable relays and analogue inputs for improved monitoring and regulation. With a range of intelligent control modes, this pump is easy to commission, while wireless technology allows for connection to up to four single TPE3 pumps in addition to allowing for connection to any HVAC sensor, giving the pump control of system pressure and flow based on the T and P in the system. Close-coupled, TPE3 has a reduced sensitivity to in-liquid impurities.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos TPE3 vertical in-line pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/86/99272586_wm.jpg,,,,,Black,14 m³/h,TPE3,200-240,,1,N,762,480-5900 rpm,IP55,50,10 bar,,99272586,Inline Centrifugal Pump,N,Low energy consumption above benchmark MEI rating,FLOWADAPT and other intelligent control modes save energy,Easy commissioning,Pump throttling valve is eliminated,Built-in heat energy meter for complete control,"Integrated T control, no need for differential temperature sensor",Intelligent communication to BMS,"Large performance range, 5 - 80 m3/h",0.75 kW,3 - 25M head,Liquid temperature of -25°C to +120°C,Ambient temperature -20°C to +50°C,IP55 rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P141829,Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,Grundfos,3595.23,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
