,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Size,Connection Type,Diameter,Range,Warranty,Hazardous,Dimensions (L x W x D),Drainage Product Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Colour,Weight,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Feature 5,Feature 6,Feature 7
28,PF67224,Polypipe rainwater downpipe bracket 68mm White,Polypipe,5.61,"Made of white PVC-U, this Polypipe bracket with 68mm connections is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe rainwater downpipe bracket 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/24/NW-F67224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PW54048,Alutec Flushfit 102mm pipe clip,Alutec,10.1,"Maintenance-free, the Marley Alutec Flushfit 102mm pipe clip in black is manufactured in highly robust marine-grade aluminium. This corrosion-resistant rainwater fitting is designed to help reduce the need for replacement and repair for a longer lifetime of use.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alutec Flushfit 102mm pipe clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/W54048_wm.jpg,,,,,102mm,2-screw,102mm,,50 years functional life expectancy and 25 years for paint finish,N,,Rainwater Fitting,Aluminium,XRE480,,N,Aluminium construction,Black finish,2x screw connection,Corrosion resistant,Black,0.1Kg,N/A,Corrosion Resistant,N/A,n/a,Yes,Drainage design standard BS EN 12056-3:2000,Rainwater,Functional life expectancy of 50 years or more,,
30,PF95425,"Alumasc Apex Heritage eared circular pipe 3"" x 6ft",Alumasc,109.74,"Made of cast iron, this Alumasc Apex Heritage circular 75mm diameter pipe with ear is designed to suit traditional craft-based contracts, offering a close replica of historic pipe styles for period properties.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alumasc Apex Heritage eared circular pipe 3"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/25/NW-F95425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PQ64838,Wavin Osma RoundLine universal PVC connector 110mm Black,Wavin,15.87,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe to 110mm PP drain rainwater adapter is made of black PVC-U with a classic half-round profile.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine universal PVC connector 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/38/NW-Q64838_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PW56141,Alumasc Flushjoint round pipe 100mm x 3m,Alumasc,170.4,"This Alumasc Flushjoint 100mm diameter circular pipe is made of aluminium with a polyester powder-coated finish and concealed spigots for a smooth, neat finish ideal for contemporary properties. Mounted on brackets to stand clear of the structure, Flushjoint is compatible with any Alumasc aluminium gutter system as long as the gutter girth is sufficient to accommodate the cross-sectioned area of the pipe.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alumasc Flushjoint round pipe 100mm x 3m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/41/NW-W56140_W56141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alumasc_Flushjoint_Rain_Pipe_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Technical_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF67264,Polypipe pipe bracket 68mm Black,Polypipe,7.62,"Made of black PVC-U, this Polypipe pipe bracket with 68mm connections is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe pipe bracket 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/64/NW-F67264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PF14102,Center CB 112.5deg square bend 65mm White,Center CB,8.19,"Center CB square bend is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB 112.5deg square bend 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/02/NW-F14102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PQ64465,"Wavin Wavin Osma RoundLIne access pipe 2.1/2"" Black",Wavin,44.74,"Designed with a classic half-round profile to suit most buildings, this Wavin Osma RoundLine 68mm access pipe with screwed door and push-fit connections is made of black PVC-u. 165mm in length, this pipe is suitable for use in domestic installations.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Wavin Osma RoundLIne access pipe 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/65/NW-Q64465_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PQ64826,"Wavin Osma RoundLine pipe 2.1/2"" x 2.75m Black",Wavin,31.71,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe, supplied in a 2.75M length, is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine pipe 2.1/2"" x 2.75m Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/27/NW-Q64825_Q64827_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PW76301,"Alumasc Apex Heritage circular pipe with ears 2.1/2"" x 6ft",Alumasc,106.66,"Made of cast iron, this Alumasc Apex Heritage circular 63mm diameter pipe with ear is designed to suit traditional craft-based contracts, offering a close replica of historic pipe styles for period properties.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alumasc Apex Heritage circular pipe with ears 2.1/2"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/01/NW-W76300_W76301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PW76395,"Alumasc Apex Heritage circular pipe without ears 3"" x 6ft",Alumasc,99.4,"Made of cast iron, this Alumasc Apex Heritage circular 75mm diameter pipe is designed to suit traditional craft-based contracts, offering a close replica of historic pipe styles for period properties.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alumasc Apex Heritage circular pipe without ears 3"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/96/NW-W76395_W76396_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF27903,Blucher pipe 110mm x 3mtr,Blucher,132.75,"Manufactured in AISI 304 stainless steel, this Blucher 3M straight pipe with one socket is fitted using 110mm push fit x spigot connections.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Blucher pipe 110mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-F27903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Blucher_Pipe_Cutting_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/F27903_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Blucher_Opertng_Maintenance_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Blucher_Pipe_Fittings_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF67258,Polypipe 68mm Round Downpipe Rainwater Access Pipe in Black,Polypipe,60.4,"Made of PVCu, this Polypipe access pipe with 68mm connections is suitable for use in domestic applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe 68mm Round Downpipe Rainwater Access Pipe in Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/58/NW-F67258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF14094,Center CB square downpipe 65mm x 5.5mtr White,Center CB,56.87,"Center CB square downpipe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB square downpipe 65mm x 5.5mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/94/NW-F14094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF22309,MLY 68MM LOOSE PIPE SOCKET  RL25:B,Marley,6.61,"Designed to create a self-cleansing flow, this black Marley Deepflow 68mm loose pipe socket with socket x plain end connections is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> MLY 68MM LOOSE PIPE SOCKET  RL25:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/09/NW-F22309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF21520,MLY 68MMX3M D/PIPE BLACK RPH253B,Marley,25.76,"This black, 3M long Marley Deepflow 68mm circular pipe with push-fit x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> MLY 68MMX3M D/PIPE BLACK RPH253B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/20/NW-F21520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PN80186,Straight Manufacturing Begreen water butt kit 200ltr Green,Straight Manufacturing,59.22,"Helping to make your garden more environmentally friendly, this Straight Manufacturing BeGreen 200L capacity water butt is used to collect and store rainwater ready for watering your plants when better weather comes. It is supplied complete with a tap for easy filling of watering cans.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Straight Manufacturing Begreen water butt kit 200ltr Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/0l/Cloudburst 200l_wm.jpg,,,,,,,,Begreen,,N,,,,WBT200KIT,Water Butt,N,Durable design,Green colour,Wood grain effect finish with barrel-style banding,Childproof lid for added security,,7.11000,,,,,,,,Includes water butt tap,,
45,PF67250,Polypipe 68mm Round Rainwater Downpipe in Black (2.5m),Polypipe,42.04,"Made of black PVCu, this Polypipe 68mm round downpipe, supplied in a 2.5M length, is suitable for use in domestic applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe 68mm Round Rainwater Downpipe in Black (2.5m),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/50/NW-F67250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PF67257,Polypipe 112.5deg rainwater pipe branch 68mm Black,Polypipe,38.22,"Made of black PVC-U, this Polypipe branch with 68mm solvent weld connections is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe 112.5deg rainwater pipe branch 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/57/NW-F67257_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PQ64463,Wavin Osma RoundLine offset bend Black,Wavin,9.47,"Ideal for domestic use, this Wavin Osma RoundLine 68mm offset bend with spigot connection is made of black PVC-U with a classic half-round profile.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine offset bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/63/NW-Q64463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PQ64461,"Wavin Osma RoundLine pipe connector 2.1/2"" Black",Wavin,6.08,"Ideal for domestic use, this Wavin Osma RoundLine 68mm straight pipe connector with socket x insert connections is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine pipe connector 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/61/NW-Q64461_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PQ64350,"Wavin Osma SquareLine squareline pipe 2.1/4"" x 5.5mtr Black",Wavin,64.41,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe, supplied in a 5.5M length, is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma SquareLine squareline pipe 2.1/4"" x 5.5mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/50/NW-Q64348_Q64350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PW70501,Saint Gobain Classical A585 single socket pipe with ears 100mm x 6ft,Saint Gobain,186.18,"This 100mm Saint Gobain Classical A585 pipe with ears and push-fit x plain ends is made of cast iron and supplied with a black water-based primer finish. Manufactured using the very latest in pipe manufacturing technology, Classical pipe is designed to provide a timeless aesthetic.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Saint Gobain Classical A585 single socket pipe with ears 100mm x 6ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/01/NW-W70501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/SG_Classical_Pipe_&_GutterSys_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SG_Classical_&_Plus_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PQ64825,"Wavin Osma RoundLine pipe 2.1/2"" x 4mtr Black",Wavin,45.3,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe, supplied in a 4M length, is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine pipe 2.1/2"" x 4mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/27/NW-Q64825_Q64827_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
