,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Weight,Refrigerant Suitability,Hazardous,Fin Spacing mm,Depth (mm),Surface Area,Air Throw,Fan Amps,Motor,Air Volume (m3 per s),Capacity at SC2 R404A,Inlet Size,Noise Level,Number of Fans,Outlet Size,Power Supply,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Attachment 3
25,P656566,Kelvion KSC-403-6BE cooler electric defrost,Kelvion,3563.64,"The Kelvion KSC-403-6BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-403-6BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/656566_wm.jpg,14.5kg,HFC,N,7 mm,561,76.8,23,1.3,1270,2.83,18.62,22 mm,50dB(A) @3m,3,42mm,230/1/50,100778337,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1270 RPM motor,23M air throw,,,
26,P656474,Kelvion KSC-231-3RE cooler electric defrost,Kelvion,755.76,"The Kelvion KSC-231-3RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-231-3RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/656474_wm.jpg,12Kg,HFC,N,4 mm,403,7,6,0.3,1590,0.22,1.44,10mm,41dB(A) @3m,1,12mm,230/1/50,100685065,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1590 RPM motor,6M air throw,,,
27,P685171,Beermaster BMIEP BMIEP-448-48 1 fan evaporator,Beermaster,1338.24,"A flexible packaged cooling system, the robust Climate Center Beermaster BMIEP-448-48 evaporator is part of a range that has been manufactured to meet the demands of the modern cellar cooling industry. This extensive collection of efficient and easy to service condensing units and evaporators cater for cooling capacities between 3.4kW and 12.4kW or 10°C cellar temperature with 32°C ambient.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Beermaster BMIEP BMIEP-448-48 1 fan evaporator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/75/NW-685170_685175_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/48/685171_IM_Beermaster_BM+_IEP-448-48.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Beermaster_BMIE-BMO_Installation.pdf,
28,P675585,Kelvion TEC TEC2-7 cooler,Kelvion,384.88,"Suitable for reach-in and walk-in cold cabinets or small cold rooms, the Kelvion Searle TEC2-7 0.89kW small blow-through unit cooler has a wide operating range of 10 to -40°C. This cooler is optimised to meet the requirements of emerging CO2 system designs with variables including transcritical, subcritical and standing pressures.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion TEC TEC2-7 cooler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/68/682968_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kelvion_Searle_Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GEA_TEC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kelvion_Searle_TEC_Technical.pdf
29,P685172,Beermaster BMIEP BMIEP-448-69 2 fans evaporator,Beermaster,1520.57,"A flexible packaged cooling system, the robust Climate Center Beermaster BMIEP-448-69 evaporator is part of a range that has been manufactured to meet the demands of the modern cellar cooling industry. This extensive collection of efficient and easy to service condensing units and evaporators cater for cooling capacities between 3.4kW and 12.4kW or 10°C cellar temperature with 32°C ambient.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Beermaster BMIEP BMIEP-448-69 2 fans evaporator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/75/NW-685170_685175_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/69/685172_IM_Beermaster_BM+_IEP-448-69.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Beermaster_BMIE-BMO_Installation.pdf,
30,P656488,Kelvion KSC-301-3BE cooler electric defrost,Kelvion,861.86,"The Kelvion KSC-301-3BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-301-3BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/88/656488_wm.jpg,1.6 kg,HFC,N,7 mm,453,5.8,10,0.6,1600,0.44,1.69,10mm,68dB(A) @m3,1,12mm,230/1/50,100685107,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,10M air throw,,,
31,P656490,Kelvion KSC-301-3RE cooler electric defrost,Kelvion,821.43,"The Kelvion KSC-301-3RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-301-3RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/90/656490_wm.jpg,1.6 kg,HFC,N,4 mm,453,9.7,9,0.6,1600,0.41,2.25,10mm,47dB(A) @ 3m,1,22mm,230/1/50,100685069,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,9M air throw,,,
32,P656506,Kelvion cooler ksc-302-3re elec defrost,Kelvion,1344.76,"The Kelvion KSC-302-3RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion cooler ksc-302-3re elec defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/06/656506_wm.jpg,27kg,HFC,N,4 mm,453,19.4,13,0.6,1600,0.82,4.54,15mm,49dB(A) @3m,2,28mm,230/1/50,100685070,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,13M air throw,,,
33,P675597,Kelvion TEC TEC7-7 cooler,Kelvion,874.23,"Suitable for reach-in and walk-in cold cabinets or small cold rooms, the Kelvion Searle TEC7-7 3.02kW small blow-through unit cooler has a wide operating range of 10 to -40°C. This cooler is optimised to meet the requirements of emerging CO2 system designs with variables including transcritical, subcritical and standing pressures.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion TEC TEC7-7 cooler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/68/682968_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kelvion_Searle_Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GEA_TEC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kelvion_Searle_TEC_Technical.pdf
34,P656496,Kelvion KSC-301-6BE cooler electric defrost,Kelvion,1053.13,"The Kelvion KSC-301-6BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-301-6BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/96/656496_wm.jpg,22 kg,HFC,N,7 mm,453,11.4,9,0.6,1600,0.43,2.75,12mm,47dB(A) @ 3m,1,22mm,230/1/50,100685114,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,9M air throw,,,
35,P656508,Kelvion cooler ksc-302-4be elec defrost,Kelvion,1375.8,"The Kelvion KSC-302-4BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion cooler ksc-302-4be elec defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/08/656508_wm.jpg,30Kg,HFC,N,7 mm,453,15.4,14,0.6,1600,0.93,4.35,15mm,49dB(A) @3m,2,28mm,230/1/50,100685111,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,14M air throw,,,
36,P675599,Kelvion TEC TEC8-7 cooler,Kelvion,928.08,"Suitable for reach-in and walk-in cold cabinets or small cold rooms, the Kelvion Searle TEC8-7 3.4kW small blow-through unit cooler has a wide operating range of 10 to -40°C. This cooler is optimised to meet the requirements of emerging CO2 system designs with variables including transcritical, subcritical and standing pressures.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion TEC TEC8-7 cooler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/68/682968_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kelvion_Searle_Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GEA_TEC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kelvion_Searle_TEC_Technical.pdf
37,P656514,Kelvion KSC-302-6RE cooler electric defrost,Kelvion,1565.64,"The Kelvion KSC-302-6RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-302-6RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/14/656514_wm.jpg,37Kg,HFC,N,4 mm,453,38.2,11,0.6,1600,0.68,6.11,15mm,49dB(A) @3m,2,28mm,230/1/50,100685078,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,11M air throw,,,
38,P656512,Kelvion KSC-302-6BE cooler electric defrost,Kelvion,1457.37,"The Kelvion KSC-302-6BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-302-6BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/12/656512_wm.jpg,37Kg,HFC,N,7 mm,453,22.9,13,0.6,1600,0.85,5.55,15mm,49dB(A) @3m,2,28mm,230/1/50,100685116,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,13M air throw,,,
39,P656592,Kelvion MSC-402-4RE cooler electric defrost,Kelvion,2881.3,"The Kelvion MSC-402-4RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion MSC-402-4RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/92/656592_wm.jpg,90 kg,HFC,N,4 mm,590,64.6,21,2.1,1535,2.31,16.84,22 mm,60dB(A) @ 3m,2,35mm,230/1/50,100778271,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1535 RPM motor,21M air throw,,,
40,P656492,Kelvion KSC-301-4BE cooler electric defrost,Kelvion,916.0,"The Kelvion KSC-301-4BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-301-4BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/92/656492_wm.jpg,18 kg,HFC,N,7 mm,453,7.7,10,0.6,1600,0.46,2,22 mm,47dB(A) @ 3m,1,22mm,230/1/50,100685109,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,10M air throw,,,
41,P656504,Kelvion cooler ksc-302-3be elec defrost,Kelvion,1338.98,"The Kelvion KSC-302-3BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion cooler ksc-302-3be elec defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/04/656504_wm.jpg,27kg,HFC,N,7 mm,453,11.6,15,0.6,1600,0.88,3.42,15mm,49dB(A) @3m,2,28mm,230/1/50,100685108,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,15M air throw,,,
42,P656516,Kelvion cooler ksc-302-sbe elec defrost,Kelvion,1777.85,"The Kelvion KSC-302-SBE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion cooler ksc-302-sbe elec defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/16/656516_wm.jpg,44kg,HFC,N,7 mm,453,29.7,13,0.6,1600,0.98,6.69,15mm,52dB(A) @3m,2,28mm,230/1/50,100788101,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,13M air throw,,,
43,P656590,Kelvion MSC-402-4BE cooler electric defrost,Kelvion,2556.32,"The Kelvion MSC-402-4BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion MSC-402-4BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/90/656590_wm.jpg,87KG,HFC,N,7 mm,590,38.7,24,2.1,1535,2.55,12.09,22 mm,61 dB(A) @ 3m,2,35mm,230/1/50,100778301,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1535 RPM motor,24M air throw,,,
44,P656522,Kelvion KSC-303-4RE cooler electric defrost,Kelvion,1862.31,"The Kelvion KSC-303-4RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Evaporators & Condensers/Evaporators/Evaporators.csv -> Kelvion KSC-303-4RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/22/656522_wm.jpg,41kg,HFC,N,4 mm,453,38.5,15,0.6,1600,1.13,8.44,15mm,51dB(A) @3m,3,28mm,230/1/50,100685075,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,15M air throw,,,
