,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Attachment 6,Pipe Size,Feature 13,Length (M),Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
95,PM70391,JET Range PFCU phenolic block 108CU x 30 x 100mm,JET Range,36.38,This 30mm Jet phenolic block insulation for 108CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 108CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/91/NW-M70391_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PM70353,JET Range PFST phenolic block 40NB x 20 x 100mm,JET Range,15.48,This 20mm Jet phenolic block insulation for 40NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 40NB x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/54/NW-M70353_M70354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PM70373,JET Range PFCU phenolic block 67CU x 30 x 100mm,JET Range,25.54,This 30mm Jet phenolic block insulation for 67CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 67CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/73/NW-M70373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PM70329,JET Range PFST phenolic block 15NB/22CU x 20 x 100mm,JET Range,7.08,This 20mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 15NB/22CU x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PM70379,JET Range PFST phenolic block 65NB/76CU x 30 x 100mm,JET Range,25.54,This 30mm Jet phenolic block insulation for 65NB/76CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 65NB/76CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/79/NW-M70379_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PM70335,JET Range PFST phenolic block 20NB/28CU x 20 x 100mm,JET Range,7.32,This 20mm Jet phenolic block insulation for 20NB/28CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 20NB/28CU x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/37/NW-M70334_M70337_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PM70367,JET Range PFST phenolic block 50NB x 30 x 100mm,JET Range,20.12,This 30mm Jet phenolic block insulation for 50NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 50NB x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/67/NW-M70366_M70367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PM70336,JET Range PFST phenolic block 20NB/28CU x 25 x 100mm,JET Range,8.31,This 25mm Jet phenolic block insulation for 20NB/28CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 20NB/28CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/37/NW-M70334_M70337_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PM70347,JET Range PFST phenolic block 32NB/42CU x 20 x 100mm,JET Range,8.51,This 20mm Jet phenolic block insulation for 32NB/42CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 32NB/42CU x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/49/NW-M70347_M70349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PM70354,JET Range PFST phenolic block 40NB x 25 x 100mm,JET Range,16.83,This 25mm Jet phenolic block insulation for 40NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 40NB x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/54/NW-M70353_M70354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P187302,Rockwool rock foiled insulation 1mtr x 60mm x 25mm,Rockwool,118.01,"Suitable for use on 60mm pipes, this Rockwool Rock 60 x 25mm pre-formed foiled rock mineral wool insulation is supplied in a handy 1M length. Easy to snap into place, this pre-slit insulation has factory-applied foil facing and a handy self-adhesive lap to provide a reliably strong sealed joint once in place.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1mtr x 60mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR060025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,60 mm,,,,,,,
106,PM70397,JET Range PFST phenolic block 100NB x 30 x 100mm,JET Range,37.03,This 30mm Jet phenolic block insulation for 100NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 100NB x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/97/NW-M70397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P187238,Isover glass foiled insulation 1.2mtr x 42mm x 25mm,Isover,86.05,"Supplied in a 1.2M length, this Isover 42 x 25mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 42mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,2.5 mm,,N,Glass Mineral Wool,LAGG042025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,42mm,,,,,,,
108,P187698,PHD phenolic insulation 35mm x 20mm - 1mtr,PHD,20.21,"PHD Pyrokool 35 x 20mm phenolic insulation is supplied in a 1M length. Offering high performance lagging, this rigid thermal pipe insulation is designed to fit snuggly and reliably to cold, hot, chilled and heating pipework.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> PHD phenolic insulation 35mm x 20mm - 1mtr",,36 lengths,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/98/187698_wm.jpg,,,,Green,,,20 mm,,N,Phenolic Foam,LAGP035020,Phenolic,N,Rigid block type,Phenolic foam construction,Standard density of 40kg/m3,Fabricated from block at a uniform thickness and to close tolerances for tight fite,Fire-rated aluminium foil vapour barrier applied,,,,,,,,,,,35 mm,,,,,,,
109,P187305,Rockwool rock foiled insulation 1mtr x 89mm x 25mm,Rockwool,169.32,"Supplied in 1M lengths, this Rockwool Rock 89 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1mtr x 89mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR089025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,89 mm,,,,,,,
110,P189012,R FOILED INSUL H&V 1.0M X   34MM ODX25MM,Rockwool,86.32,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> R FOILED INSUL H&V 1.0M X   34MM ODX25MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/189010_189012_wm.jpg,,,,Natural,,Rock Foiled,2.5 mm,,N,Rock Mineral Wool,03C034025,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,34 mm,,1,,,,,
111,P189007,R FOILED INSUL H&V 1.0M X   54MM ODX20MM,Rockwool,95.42,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> R FOILED INSUL H&V 1.0M X   54MM ODX20MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/07/189007_wm.jpg,,,,Natural,,Rock Foiled,20 mm,,N,Rock Mineral Wool,03C054020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,54mm,,1,,,,,
112,P189018,R FOILED INSUL H&V 1.0M X   67MM ODX25MM,Rockwool,156.17,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> R FOILED INSUL H&V 1.0M X   67MM ODX25MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/18/189018_wm.jpg,,,,Natural,,Rock Foiled,2.5 mm,,N,Rock Mineral Wool,03C067025,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,67mm,,1,,,,,
113,P621325,Armaflex Evo technical insulation 3/8in OD x 1/4in WT - 2mtr,Armaflex,1.98,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 3/8in OD x 1/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,10 mm,Evo,10 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU06010000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
114,P189212,G FOILED INSUL H&V 1.2MX 28X20MM,Isover,20.26,"CLIMPIPE Sections can be considered for the thermal and acoustic insulation of pipework. Robust and lightweight, they feature pre-formed ‘snap on’ sections with a reinforced self-adhesive overlap to help ensure a strong vapour barrier. Manufactured in 1.2m lengths, they offer the opportunity for fewer joints than traditional 1m products, helping to reduce thermal bridging.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> G FOILED INSUL H&V 1.2MX 28X20MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/12/189212_wm.jpg,,,,Natural,,Glass Foiled,20 mm,,N,Glass Mineral Wool,03P028020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Glass mineral wool,CE marked to EN 14303,,,,,,,,,,,,28 mm,,1/2,,,,,
115,P187293,Rockwool rock foiled insulation 1mtr x 54mm x 20mm,Rockwool,95.47,"Supplied in 1M lengths, this Rockwool Rock 54 x 20mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1mtr x 54mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,20 mm,,N,Rock Mineral Wool,LAGR054020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,54mm,,,,,,,
116,P187294,Rockwool rock foiled insulation 1.0m x 60mm x 20mm,Rockwool,101.06,"Supplied in 1M lengths, this Rockwool Rock 60 x 20mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1.0m x 60mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,20 mm,,N,Rock Mineral Wool,LAGR060020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,60 mm,,,,,,,
117,P187311,PHD rock foiled insulation 21mm OD x 30mm wall thickness - 1mtr,PHD,95.47,"Pre-formed, Rockwool RockLap 21mm diameter, 30mm thickness H & V insulation sections come pre-slit for easy fitting to pipes. Made of stone wool, they feature a layer of factory-applied foil facing and have a self-adhesive lap so there's no need for additional taping onsite. Each 1M long section provides excellent levels of acoustic and thermal insulation suitable for heating, air conditioning and ventilation pipework working in temperatures ranging from 0 to 250°C. In addition to minimising heat loss and saving on energy, RockLap can aid in condensation control, frost protection and may help keep personnel safe around hot pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> PHD rock foiled insulation 21mm OD x 30mm wall thickness - 1mtr",,20 lengths,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/11/187311_wm.jpg,,,,Brown,,,30 mm,,N,Stonewool,LAGR021030,Stone Wool,N,Rock mineral wool construction,"Fast and easy installation, reducing time spent onsite",Reduces need for tape,CE marked to EN 14303,,,,,,,,,,,,21 mm,,,,,,,
118,PM70342,JET Range PFST phenolic block 25NB/35CU x 25 x 100mm,JET Range,8.91,This 25mm Jet phenolic block insulation for 25NB/35CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 25NB/35CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/42/NW-M70340_M70342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PM70348,JET Range PFST phenolic block 32NB/42CU x 25 x 100mm,JET Range,9.71,This 25mm Jet phenolic block insulation for 32NB/42CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 32NB/42CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/49/NW-M70347_M70349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PM70349,JET Range PFST phenolic block 32NB/42CU x 30 x 100mm,JET Range,10.85,This 30mm Jet phenolic block insulation for 32NB/42CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 32NB/42CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/49/NW-M70347_M70349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
