,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Anti Slip,Colour,Range,Hazardous,Grips/Handles,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Pack Quantity,Flush Type,Style,Warranty,Weight,Depth (mm),Material,Mounting Type,Application,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
27,PD06421,Saracen WhiffAway Waterless Urinals biological cleaner sachets (Pack of 40),Saracen,43.32,"Saracen waterless urinal tub of sachet cleaner works in conjunction with the Saracen Waterless Urinal Range. Helpline provided for technical support. Biological sachet cleaner helps break down uric salts in conjunction with the power-ball one sachet dilutes into 1L of water, ensure the sachet is gently agitated when added to water to ensure all granules dissolve.",Commercial Plumbing/Urinals/Urinals.csv -> Saracen WhiffAway Waterless Urinals biological cleaner sachets (Pack of 40),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/21/NW-D06421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Saracen_Waterless_Urinal_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD01092,Balmorals Warwick 3 bowl concealed urinal pipe set,Balmorals,137.24,"Highly durable, this quality Balmorals Warwick concealed three bowl stainless steel urinal pipe set offers compatibility with most urinal ranges with 95mm offset header tanks.",Commercial Plumbing/Urinals/Urinals.csv -> Balmorals Warwick 3 bowl concealed urinal pipe set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/92/NW-D01092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01092_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD01096,Balmorals Warwick 2 bowl exposed urinal pipe set,Balmorals,84.33,"Highly durable, this quality Balmorals Warwick exposed two bowl stainless steel urinal pipe set offers compatibility with most urinal ranges with 95mm offset header tanks.",Commercial Plumbing/Urinals/Urinals.csv -> Balmorals Warwick 2 bowl exposed urinal pipe set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/96/NW-D01096_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01096_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD95301,Ideal Standard 2-person concealed urinal pack,Ideal Standard,704.02,"Concealed metal flush pipes for two bowl, hospital pattern urinals.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard 2-person concealed urinal pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/05/Sanura_S6105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D95301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PB63303,Ideal Standard Contour HygenIQ waterless urinal 670mm White,Ideal Standard,527.32,"The Ideal Standard Contour Hygeniq waterless rimless urinal bowl is fitted with the Aquanil waterless cartridge system with its inbuilt fragrance ring. The Hygeniq design reduces splash by 90% for more hygienic use, saves on water and requires no cistern or flush pipe, making installation easier.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Contour HygenIQ waterless urinal 670mm White,,Waterless rimless urinal bowl;Fittings;Waste pipe;Service key,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/03/NW-B63303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B63303_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_Urinal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PJ23322,Ideal Standard Jasper Morrison rim flush urinal,Ideal Standard,566.25,"The designer Ideal Standard Jasper Morrison flushing urinal bowl has a stylish curved rim and provides a surprisingly sleek, contemporary look to a bathroom space.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Jasper Morrison rim flush urinal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/22/NW-J23322_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E6215_E6227_K7106_A7001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PC29618,Ideal Standard Sensorflow 21 panel mounted low pressure mains powered urinal flush sensor,Ideal Standard,513.3,"Offering a hygienic touchless flush, this Ideal Standard Sensorflow 21 urinal flush sensor is suitable for panel or surface mounting and for use in low pressure water systems. Mains powered, this sensor detects the presence of a user and activates a flush as they move away from the urinal. Sensorflow 21 is suitable for use in educational establishments, leisure and healthcare facilities and in hotel and office bathrooms.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Sensorflow 21 panel mounted low pressure mains powered urinal flush sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/18/C29618_wm.jpg,,,,,,,Chrome,Sensorflow 21,N,,A7058AA,,N,Touch-free,Mains-powered,Suitable for linking up to 5 units per main unit,,Electronic,Contemporary,2 years,151kg,800,Chrome Plated Brass,Wall,"Education, Hotel, Office, Leisure, Healthcare",Chrome finish,For surface or panel mounting,DDA compliant,2 year warranty,,
34,PB98816,Ideal Standard Sandringham back inlet spreader Chrome Plated,Ideal Standard,55.12,This Ideal Standard Sandringham back inlet spreader for bowl urinals is made from robust metal with a chrome finish.,Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Sandringham back inlet spreader Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/17/NW-B98816_B98817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham_S6265AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC98107,Ideal Standard Sensorflow 21 MNS 230 compact urinal flushing device,Ideal Standard,513.3,"Offering water saving practicality and hygienic use, this Ideal Standard Sensorflow 21 panel-mounted urinal flush sensor is designed to sense when a user leaves for a well-timed automatic, touchless flush.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Sensorflow 21 MNS 230 compact urinal flushing device,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/08/NW-C98107_C98108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A7001AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PB79275,"Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",Cistermiser,190.3,"Easy to install, the Cistermiser EasyflushEVO sensor-activated WC dual flush valve is suitable for new or retrofit installation. Flushing via sensor, this no-touch flush helps to improve hygiene in commercial toilets.","Commercial Plumbing/Urinals/Urinals.csv -> Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/76/B79275_B79276_wm.jpg,,,,,,,,EasyflushEVO,N,,EVO1.5'',WC dual flush valve,N,For commercial WC use,No flush seal below water line,"Will not leak due to debris, scale or scale degradation",,,,,,390,,,,Hygienic non-touch sensor activated,Battery and mains power options out the box,,,,
37,PB77766,Ideal Standard Aridian replacement cartridge,Ideal Standard,74.55,This Ideal Standard replacement Aridian renewable cartridge helps to keep a waterless urinal clean and hygienic.,Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Aridian replacement cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/66/B77766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Aridian_S628267_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_Aridian_Urinals_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PG73251,FIFE 1200 URINAL EXP SPARGE RH WSTE T/E,Pland,459.58,"This Pland Fife trough urinal pack is supplied with plastic cistern and stainless steel sparge flushing pipe. The sparge is located below an integral valance and 2"" domed plastic urinal waste.",Commercial Plumbing/Urinals/Urinals.csv -> FIFE 1200 URINAL EXP SPARGE RH WSTE T/E,,Trough urinal;Plastic cistern;Stainless steel sparge flushing pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/56/NW-G73251_G73256_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pland_File_1533135288_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P411107,DVS aquarius dm a45 tap spout only in standard Steel,DVS,242.48,"A fuss-free contemporary design, the DVS Aquarius A45 tap spout is ideal for functional commercial bathrooms. Designed in a robust steel, this smart tap is sensor-operated to maximise hygiene in public conveniences while a 5LPM integrated flow control helps to reduce water usage.",Commercial Plumbing/Urinals/Urinals.csv -> DVS aquarius dm a45 tap spout only in standard Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/07/411107_wm.jpg,,,,,,,,,N,,AT03-011,Tap Spout Only,N,Automatic purge function,Sensor range adjustment,Wave on/wave off function,,,,,,,,,,Anti-vandal and lock-out functions,Chlorination function,Single mixed feed connection by PEX lined hose with 15mm connection,External TMV required,Brushed finish,Requires a station kit to operate
40,PD01094,Balmorals Warwick concealed spreader,Balmorals,25.93,"Fitting most concealed-type urinal bowls with inlets for 15mm feed pipe connections, this Balmorals Warwick concealed spreader comes with hardwearing rubber and brass washers and a securing nut.",Commercial Plumbing/Urinals/Urinals.csv -> Balmorals Warwick concealed spreader,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/NW-D01094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01094_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PB98101,Ideal Standard Sanura HygenIQ hygenic urinal 400mm White,Ideal Standard,152.6,"The Ideal Standard Sanura Hygeniq wall-mounted rimless urinal bowl has an unusual fin design, reducing splashing by 90% for cleaner, more hygienic use.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Sanura HygenIQ hygenic urinal 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/02/NW-B98101_B98102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Sanura_Hygeniq_1546_1_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PB98103,Ideal Standard Contour HygenIQ hygenic urinal 400mm White,Ideal Standard,464.02,"Classically designed and easy to clean, the Ideal Standard Contour Hygeniq rimless urinal bowl provides easy installation, especially as a replacement to existing Contour designs. Ensuring reduced water waste compared to toilets, these urinals aren't just space-saving in a public toilet, they're eco-efficient too.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Contour HygenIQ hygenic urinal 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/03/NW-B98103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Contour_HygenIQ_1543_1_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_AShanks_Contour21_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_HygenIQ_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PB78925,Ideal Standard plastic flushpipe 850 x 35mm Satin Chrome,Ideal Standard,13.23,"Measuring 850 x 35mm, this Ideal Standard plastic flush pipe is designed for use with a back inlet slop hopper.",Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard plastic flushpipe 850 x 35mm Satin Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/25/B78925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S4663_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PJ23324,Ideal Standard Jasper Morrison urinal with bottom inlet connection,Ideal Standard,14.22,This Ideal Standard Jasper Morrison urinal connecting set provides easy installation using the Easyfix system.,Commercial Plumbing/Urinals/Urinals.csv -> Ideal Standard Jasper Morrison urinal with bottom inlet connection,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/NW-J23324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_JasperMorrisonK710667_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PD01091,Balmorals Warwick 2 bowl concealed urinal pipe set,Balmorals,98.39,"Highly durable, this quality Balmorals Warwick concealed two bowl stainless steel urinal pipe set offers compatibility with most urinal ranges with 95mm offset header tanks.",Commercial Plumbing/Urinals/Urinals.csv -> Balmorals Warwick 2 bowl concealed urinal pipe set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/91/NW-D01091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01091_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
