,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
146,P271584,Stelrad Compact K2 84 section radiator 450 x 2800mm,Stelrad,446.07,"Blending high performance with great looks, the Stelrad Compact double panel double convector radiator is an ideal choice for heating those rooms where wall space is at a premium. Measuring 2800 x 450mm, this radiator incorporates understated integrated top grilles and side panels that have been designed to ensure the unit won't shift. This robust build ensures a tight, professional-level fit, even following storage, transit and installation work. And while the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered in robust packaging, this radiator will reach you in pristine condition and can be installed before unwrapping, limiting the risk of scratches or chips, which can otherwise occur during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact K2 84 section radiator 450 x 2800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/84/NW-271584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
147,P271727,Stelrad Compact K2 27 section radiator 700 x 900mm,Stelrad,156.35,"Measuring 700 x 900mm, the Stelrad Compact double panel double convector radiator in Traffic White is designed to maximise space in domestic or commercial premises while delivering a generous heat output of up to 6024 BTU/h. Sturdy and practical, this robust steel-built radiator features a convector that has been precision-welded directly onto its waterways, helping to improve efficiency, while flexible connections make installation simple in any setting. The Compact is wrapped in robust packaging for complete protection during transit, with no need to unwrap until the unit is fully installed, reducing the risk of accidental damage during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact K2 27 section radiator 700 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/27/NW-271727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
148,P243525,Stelrad Vita Compact K2 radiator 700 x 900mm,Stelrad,136.82,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 6024 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Vita Compact K2 radiator 700 x 900mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
149,P706922,Center Type 22 Double Panel Double Convector Radiator 300 mm x 1200 mm 3934 BTU,Center,108.43,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 300 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3934 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 300 mm x 1200 mm 3934 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
150,P272036,Stelrad Compact 36 sections P+ compact radiator 600 x 1200mm,Stelrad,155.12,"Measuring 600 x 1200mm, the Stelrad Compact double panel single convector radiator in Traffic White is designed to maximise space in domestic or commercial premises while delivering a generous heat output of up to 5509 BTU/h. Sturdy and practical, this robust steel-built radiator features a convector that has been precision-welded directly onto its waterways, helping to improve efficiency, while flexible connections make installation simple in any setting. The Compact is wrapped in robust packaging for complete protection during transit, with no need to unwrap until the unit is fully installed, reducing the risk of accidental damage during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact 36 sections P+ compact radiator 600 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/36/NW-272036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
151,P271933,Stelrad Compact P+ 33 section radiator 450 x 1100mm,Stelrad,116.1,"A favourite of installers and homeowners alike, the Stelrad Compact double panel single convector radiator is the ideal choice for developments where space is at a premium. Suitable for any room, commercial or domestic, this 1100 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact P+ 33 section radiator 450 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/33/NW-271933_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
152,P271530,Stelrad Compact K2 30 section radiator 450 x 1000mm,Stelrad,121.7,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 1000 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact K2 30 section radiator 450 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/30/NW-271530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
153,P706913,Center Type 21 Double Panel Single Convector Radiator 450 mm x 1600 mm 5787 BTU,Center,157.29,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 1600mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5786 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 21 Double Panel Single Convector Radiator 450 mm x 1600 mm 5787 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/80/706875_706980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
154,P706931,Center Type 22 Double Panel Double Convector Radiator 750 mm x 300 mm 2105 BTU,Center,51.23,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 750 x 300mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2103 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 750 mm x 300 mm 2105 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
155,P706892,Center Type 21 Double Panel Single Convector Radiator 750 mm x 700 mm 3835 BTU,Center,90.56,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 750 x 700mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3835 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 21 Double Panel Single Convector Radiator 750 mm x 700 mm 3835 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/80/706875_706980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
156,P243476,Stelrad Vita Compact K1 radiator 600 x 1200mm,Stelrad,91.45,"The Stelrad Vita Compact single panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3779 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Vita Compact K1 radiator 600 x 1200mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
157,P272027,Stelrad Compact 27 sections P+ compact radiator 600 x 900mm,Stelrad,120.58,"A favourite of installers and homeowners alike, the Stelrad Compact double panel single convector radiator is the ideal choice for developments where space is at a premium. Suitable for any room, commercial or domestic, this 900 x 600mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact 27 sections P+ compact radiator 600 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/27/NW-272027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
158,P207821,"Myson Premier He DPX 2 tapping radiator 27"" x 21""",Myson,352.18,"A simple and sleek design that will suit almost any interior, the Myson Premier HE double panel single convector two tapping horizontal radiator has a smoothly rounded top for a smart finish and extra safety with no sharp edges. Measuring 540 x 690mm, this 2889 BTU/h output radiator offers the ideal blend of good looks, comfort and ease of fitting so it's a popular choice with both homeowners and engineers.","Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Myson Premier He DPX 2 tapping radiator 27"" x 21""",,"Radiator, brackets ;plug ;vent kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/21/Myson_Premier HE Type 21_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,,,,,,,,,,,,,,,,,,,,,,
159,P207729,"Myson Premier He DPX 2 tapping radiator 21"" x 29""",Myson,375.14,"A simple and sleek design that will suit almost any interior, the Myson Premier HE double panel single convector two tapping horizontal radiator has a smoothly rounded top for a smart finish and extra safety with no sharp edges. Measuring 530 x 743mm, this 3182 BTU/h output radiator offers the ideal blend of good looks, comfort and ease of fitting so it's a popular choice with both homeowners and engineers.","Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Myson Premier He DPX 2 tapping radiator 21"" x 29""",,"Radiator, brackets ;plug ;vent kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/21/Myson_Premier HE Type 21_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,,,,,,,,,,,,,,,,,,,,,,
160,P239680,Stelrad Softline Compact K2 compact radiator 600 x 1400mm,Stelrad,313.17,"Boasting smoothly curved edges, the Stelrad Softline Compact double panel double convector radiator helps you to maintain the softness in understated interior designs. Measuring 1400 x 600mm, this elegant and compact radiator has a gently curve to its top grille and end panels, and though it may have a light, airy look, it's designed for toughness, resisting any movement for a tight fit that stays strong, even after storage and transport. To ensure efficiency, the Softline's convectors are precision-welded directly onto the radiator's waterways, while flexible connections give you a variety of installation options, allowing the user to make the most of its high output. Delivered in robust packaging, which can remain in place until after fitting, the Stelrad Softline Compact will stay in perfect condition through transit and installation.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Softline Compact K2 compact radiator 600 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/82/NW-239679_239682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Softline_Series_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_b/ro/Stelrad_Softline Tech Bro.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Softline_Series_May2021_Tech.pdf,,,,,,,,,,,,,,,,,,,,
161,P212774,Stelrad Compact K2 vertical radiator 1800 x 600mm,Stelrad,579.27,"The attractively designed Stelrad Compact Vertex double panel double convector radiator is the perfect choice for interiors where space is limited but good design is vital. With neatly integrated top grilles and side panels built to resist movement, this 600 x 1800mm vertical radiator promises a long-lasting, stable fit even after storage, transit and installation. Additionally, the convectors are precision-welded directly onto the unit's waterways for better efficiency levels while adaptable connection options provide flexibility of siting, whether in domestic or commercial settings.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact K2 vertical radiator 1800 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/75/NW-212773_212775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vertex_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
162,P272012,Stelrad Compact P+ 12 section radiator 600 x 400mm,Stelrad,66.85,"A favourite of installers and homeowners alike, the Stelrad Compact double panel single convector radiator is the ideal choice for developments where space is at a premium. Suitable for any room, commercial or domestic, this 400 x 600mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Compact P+ 12 section radiator 600 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/12/NW-272012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
163,P200130,Stelrad Elite K1 30 section radiator 450 x 1000mm,Stelrad,63.47,"Offering the brand's best ever quality and performance, the Stelrad Elite single panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, this 1000 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Elite K1 30 section radiator 450 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-200130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
164,P207437,"Myson Premier He DC 2 tapping radiator 21"" x 37""",Myson,571.41,"Combining safety and style, the Myson Premier HE double convector two tapping radiator Popular with installers and users alike, the Myson Premier HE 946 x 530mm double convector two tapping radiator has a smoothly rounded top. A horizontal unit offering a heat output of 5206 BTU/, this simple radiator will blend seamlessly into most rooms and suit any decor.","Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Myson Premier He DC 2 tapping radiator 21"" x 37""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/22/Myson_Premier HE Type 22_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,,,,,,,,,,,,,,,,,,,,,,
165,P200636,Stelrad Elite K2 36 section radiator 600 x 1200mm,Stelrad,149.93,"Providing high levels of heating performance along with robust practicality, the 600 x 1200mm Stelrad Elite double panel double convector radiator supplies homeowners with a generous heat output of 7283 BTU/h. Easy to install, this clever radiator is designed with a symmetrical convector for either way up mounting, while TBOE connection improve efficiency, contributing to lower bills. Robustly built, with a convector precision-welded onto its waterways and all tappings carefully aligned, the Elite is fitted with hardwearing EPDM O-rings and nickel-plated plugs and vents, helping it to last well with minimal need for maintenance. Smoothly finished with high definition pressings, this smart radiator has been finished with two coats of run-free Traffic White paint before being wrapped in a robust packaging that remains in place until after installation, minimising the risk of chips or scratches during transit and fitting.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Stelrad Elite K2 36 section radiator 600 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-200636_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
