,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Warranty,Weight,Hazardous,Number of Bars,Fuel Source,Material,Output (W),BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
27,P219474,CenterRail F5I-CR straight towel warmer 1807 x 500mm White,CenterRail,210.1,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a neat white powder-coated to complement most modern and traditional bathroom designs. This 2808 BTU/h towel warmer's 25mm 10-4-4-4-10 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR straight towel warmer 1807 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/219469_219475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
28,P211505,Towelrads Pisa towel radiator 1600 x 500mm Steel Chrome,Towelrads,297.06,"Ideal for installation in a bathroom or wet room, the Towelrads Pisa 1600 x 500mm heated towel rail is also suitable for use in a kitchen or utility room thanks to its simple, elegant design and smart polished steel finish. Made up of 32 robust 25mm bars, the Pisa offers plentiful drying space along with a high heat output of 1723 BTU/h.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Towelrads Pisa towel radiator 1600 x 500mm Steel Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/05/NW-211505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/211505_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Towelrads_Radiator_Collection_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
29,P275077,Stelrad Boutique straight ladder towel warmer 1200 x 600mm Chrome Plated,Stelrad,188.12,"Combining effective heating with practical storage and drying, the Stelrad Boutique straight ladder towel warmer is ideal for use in the kitchen or bathroom. It measures 1200 x 600mm and has a 5-7-13 rail layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Boutique straight ladder towel warmer 1200 x 600mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/79/NW-275070_275079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Boutique_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,P219501,Tradefix F5I-TF 1807x500 Straight Chrom 1774B,Tradefix,244.83,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1774 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF 1807x500 Straight Chrom 1774B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/02/219496_219502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
31,P219492,Tradefix F5I-TF straight towel warmer 1087 x 500mm White,Tradefix,104.79,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern white gloss. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1549 BTU/h output and plenty of towel hanging space in a 4-4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF straight towel warmer 1087 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/95/219489_219495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
32,P219482,CenterRail F5I-CR 1807x600 Strght Chrom 2156B,CenterRail,363.13,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 2156 BTU/h towel warmer's 25mm 10-4-4-4-10 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 1807x600 Strght Chrom 2156B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/82/219476_219482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
33,P219481,CenterRail F5I-CR 1807x500 Strght Chrom 1849B,CenterRail,328.82,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 1849 BTU/h towel warmer's 25mm 10-4-4-4-10 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 1807x500 Strght Chrom 1849B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/82/219476_219482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
34,P219499,Tradefix F5I-TF 1087x500 Straight Chrom 1065B,Tradefix,173.45,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1065 BTU/h output and plenty of towel hanging space in a 4-4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF 1087x500 Straight Chrom 1065B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/02/219496_219502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
35,P219510,Tradefix F5I-TF curved towel warmer 1087 x 500mm White,Tradefix,109.81,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy white. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1549 BTU/h output and plenty of towel hanging space in a 4-4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 1087 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/11/219509_219511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
36,P270185,Stelrad Caliente double towel warmer 1791 x 500mm White,Stelrad,666.21,"Launched at Ecobuild 2012, the Stelrad Caliente 1791 x 500mm double towel warmer is a firm favourite among homeowners and installers. A smart tube-on-tube design with a 2x 42 configuration of tightly packed slim tubes, this heated towel rail has simplified designer looks to suit both modern and period interiors. Delivering 4784 BTU/h, each Caliente towel warmer is thoroughly tested before leaving the factory to guarantee quality.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Caliente double towel warmer 1791 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/tr/Caradon Stelrad_Caliente Double TR_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Aqua Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P219507,Tradefix F5I-TF curved towel warmer 1807 x 500mm Chrome,Tradefix,241.34,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1774 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 1807 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/08/219503_219508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
38,P219470,CenterRail F5I-CR straight towel warmer 862 x 500mm White,CenterRail,100.48,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a neat white powder-coated to complement most modern and traditional bathroom designs. This 1344 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR straight towel warmer 862 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/219469_219475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
39,P207089,Center CB MD001-MS electric straight 1200x500 663w White,Center CB,205.62,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a white powder-coated finish and 4-5-13 bar configuration. Installation of this practical wall-mounted 2262 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1200x500 663w White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/89/207089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207089_1200x500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/ld/CenterRail_1200x500WH_LD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,
40,P219486,CenterRail F5I-CR curved towel warmer 1222 x 600mm Chrome,CenterRail,263.46,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 1580 BTU/h towel warmer's 25mm 6-4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR curved towel warmer 1222 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/219483_219488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
41,P275070,Stelrad Boutique straight ladder towel warmer 760 x 500mm White,Stelrad,66.57,"Combining effective heating with practical storage and drying, the Stelrad Boutique straight ladder towel warmer is ideal for use in the kitchen or bathroom. It measures 760 x 500mm and has a 5-11 rail layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Boutique straight ladder towel warmer 760 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/79/NW-275070_275079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Boutique_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
