,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Style,Warranty,Hazardous,Depth (mm),Door Opening Orientation,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Range,Demisting,Shape,Feature 8,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 9,Feature 10,Feature 11,Feature 12
29,PC24094,Nabis Vision doors for tall unit 300mm White Gloss,Nabis,90.65,"Suitable for use with tall bathroom units, this white gloss finish Nabis Vision door pack is easy to install and made of high quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision doors for tall unit 300mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/94/NW-C24094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Tall_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PC24269,Nabis Fitted Furniture drawer line unit 300mm Soft White,Nabis,168.49,"Finished in smooth white, this Nabis 835 x 300 x 280mm bathroom carcass is compatible with a variety of left or right-handed doors to suit your interior. Easy to install, this one-shelf bathroom unit is made of high-quality FSC certified materials.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Fitted Furniture drawer line unit 300mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/69/NW-C24269_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Drawer_Line_Unit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C24269_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PC24061,Nabis Vision door for 200mm toilet roll unit and 200mm base unit White Gloss,Nabis,46.89,"Nabis Vision door is available in white gloss finish. It is suitable for use with 200mm toilet roll units, 200mm single base and wall units. The Nabis furniture range is designed with versatility. The range easy to install and manufactured from FSC Certified timber which speaks to the quality of the product.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision door for 200mm toilet roll unit and 200mm base unit White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/61/NW-C24061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Single_Wall_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Toilet_Roll_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Single_Base_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PE11192,Hib Exos cabinet 60cm,Hib,741.68,"Helping to streamline morning and evening routines, the HiB Exos 700 x 600 x 122mm one-door mirrored bathroom cabinet is fitted with USB and shaver charging sockets to keep electric toothbrushes and other personal electricals ready to go. Precision lighting is included to help make tasks like shaving and make-up application easy, while a demisting pad helps to keep the mirrored door clear, even while the shower runs. Designed to suit any bathroom decor, the Exos is a simple, practical unit offering much more than just toiletry storage.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Exos cabinet 60cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/92/NW-E11192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hib_UK_2022_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD74728,Ideal Standard i.Life S compact wall hung vanity with 1 drawer 60cm Matt White,Ideal Standard,355.73,"The Ideal Standard i.Life 600mm compact wall mounted vanity unit has a smart modern design finished in simple matte white. Ideal for rooms requiring space saving solutions, this vanity unit with single soft-close drawer is part of a bathroom furniture range available in a variety of finishes and configurations to suit all interior designs and room layouts.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Ideal Standard i.Life S compact wall hung vanity with 1 drawer 60cm Matt White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/34/D74728_D74734_wm.jpg,,,,White / Matt,Contemporary,12 Months,N,375,,Mixed Material,T5292DU,Vanity Unit,N,Designed by Palomba Serafini Associati,Space saving design,With 1x soft close drawer,Matte white finish,Handle available in 2 finish options,12 month warranty,,i.Life S,,,,,,,,,,
34,PC24265,Nabis Fitted Furniture standard single base unit 200mm Soft White,Nabis,107.77,"Finished in smooth white, this Nabis 835 x 200 x 280mm bathroom single base unit is compatible with a variety of left or right-handed doors to suit your interior. Easy to install, this standard carcass with one internal shelf is made of high-quality FSC certified materials.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Fitted Furniture standard single base unit 200mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-C24265_C24268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Single_Base_Unit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C24265_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC24246,Nabis White Gloss tall cladding panel 300 x 1971mm,Nabis,74.4,Nabis tall cladding panel is available in white gloss finish. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis White Gloss tall cladding panel 300 x 1971mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/46/NW-C24246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TallCladdingPanel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_W_Base_Cladding_&_Plinths_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PC24267,Nabis Fitted Furniture standard single base unit 300mm Soft White,Nabis,108.96,"Finished in smooth white, this Nabis 835 x 300 x 280mm bathroom single base unit is compatible with a variety of left or right-handed doors to suit your interior. Easy to install, this standard carcass with one internal shelf is made of high-quality FSC certified materials.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Fitted Furniture standard single base unit 300mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-C24265_C24268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C24267_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Single_Base_Unit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PC24307,Nabis Deco wall hung double drawer washbasin unit only 500mm White Gloss,Nabis,250.64,"Built as a complement to the full Deco range, the Nabis Deco 530 x 460 x 380mm two-drawer washbasin unit helps bathroom installers to create a seamless finish. Finished in clean, practical white, this wall-hung bathroom unit offers generous storage space in its soft close drawers and an understated design suitable for modern or traditional schemes.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Deco wall hung double drawer washbasin unit only 500mm White Gloss,,Preassembled unitInstructions sheet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/07/NW-C24307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Deco_Washbasin_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C24307_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD71653,Be Modern Atlanta countertop 1500 x 365 x 22 Natural Oak,Be Modern,104.57,The Be Modern Atlanta 1500 x 365 x 22mm countertop is an ideal finishing touch for a modern bathroom. It is manufactured in tough 22mm thick MFC with a 0.8 laminate covering finished in stylish Natural Oak.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Be Modern Atlanta countertop 1500 x 365 x 22 Natural Oak,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/53/D71653_wm.jpg,,,,Natural Oak,Post Formed,Lifetime,N,365,,0.8 laminate with 22mm MFC,150CT22/NOAK,Bathroom Worktops,N,Natural Oak finish,With sealing strips,Easy installation,Lifetime warranty,,,,Atlanta,,,,,,,,,,
39,PD71662,Be Modern Atlanta countertop 2000 x 365 x 22 Natural Oak,Be Modern,132.58,"Robust and stylish, the Be Modern Atlanta 2000 x 365 x 22mm countertop in warm Natural Oak is the perfect finishing touch for a modern bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Be Modern Atlanta countertop 2000 x 365 x 22 Natural Oak,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/62/D71662_wm.jpg,,,,Natural Oak,Post Formed,Lifetime,N,365,,0.8 laminate with 22mm MFC,200CT22/NOAK,Post Formed,N,Easy installation,Supplied with sealing strips,Constructed in 0.8 laminate and 22mm MFC,Natural Oak finish,Lifetime warranty,,,Atlanta,,,,,,,,,,
40,PC24136,Nabis Vision fascia pack for washbasin unit 700mm White Gloss,Nabis,80.65,"Suitable for use with washbasin units, this Nabis Vision fascia pack is finished in white gloss. This door and front panel is easy to install and made of high quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision fascia pack for washbasin unit 700mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/36/NW-C24136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Washbasin_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PC24201,Nabis open mirror unit 600mm Grey Gloss,Nabis,163.72,Nabis open mirror unit is available in grey gloss finish. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis open mirror unit 600mm Grey Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/01/NW-C24201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Open_Mirror_Unit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT86981,Roca Onabase Unik & Basin 2 Draws 450x460mm Light Oak,Roca,405.09,"This Roca Unik Onabase 450 x 460mm vanity unit is supplied complete with a basin for all-in-one installation with no need to shop around. Finished in natural Light Oak, the unit features two soft-close drawers, maximising storage in the bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Onabase Unik & Basin 2 Draws 450x460mm Light Oak,,Unit and Basin,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/81/T86981_wm.jpg,,,,Light Oak,Unit and Basin,2 Year,N,410,N/A,Moisture Resistant Particle Board,A851681512,Unit and Basin,N,With basin,Moisture-resistant particle board construction,Light Oak finish,With 2x soft-close drawers,2 year warranty,,,,,,,,,,,,,
43,PC24186,Nabis Vision carcass for standard back-to-wall toilet unit 600mm White Gloss,Nabis,130.65,Nabis Vision 300mm standard fascia pack is available in white gloss finish and suitable for use with 600mm back to wall toilet units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision carcass for standard back-to-wall toilet unit 600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/86/NW-C24186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_FHBTW_ToiletUnit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PE17305,Atlanta Fitted flush plate WC unit and cistern 600mm Pescara Grip,Atlanta,369.53,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 600mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in clean, bright, light reflecting Grip White gloss.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted flush plate WC unit and cistern 600mm Pescara Grip,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/05/E17305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PE17304,Atlanta Fitted flush plate WC unit and cistern 500mm Pescara Grip,Atlanta,353.03,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 500mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in clean, bright, light reflecting Grip White gloss.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted flush plate WC unit and cistern 500mm Pescara Grip,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/04/E17304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PE17301,Atlanta Fitted countertop unit 500mm Pescara Grip,Atlanta,242.87,"Designed for a semi-recessed basin, this Atlanta Original Fitted 820 x 500mm basin unit has modern J-pull doors concealing plenty of useful storage. This modern unit is finished in clean, fresh Grip White gloss, an ideal choice for an ultra-contemporary bathroom and an ideal complement to a grey countertop.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted countertop unit 500mm Pescara Grip,,Basin unit;Adjustable legs;1x adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/01/E17301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC22635,* NAB DEC 500MM W/H SGL DRW WHBSN WH GL,Nabis,240.3,"Designed to complement the full Deco range, this Nabis Deco 500mm wall hung single drawer washbasin unit is finished in white gloss. Offering generous storage in a single soft close drawer with brushed aluminium handle, this elegant bathroom unit is equally at home in a contemporary bathroom as it is in a traditional one.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 500MM W/H SGL DRW WHBSN WH GL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/35/NW-C22635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22635-C22646_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PE05852,Atlanta counter 1.5mtr x 365 x 12mm White Stone,Atlanta,300.63,"Providing a contemporary look along with hardwearing practicality, this 1500mm Atlanta solid surface countertop in White Stone is designed to blend in with a wide range of bathroom finishes, offering particular suitability as a finishing touch for the Accents, Editions and Fitted furniture ranges. 12mm thick, this non-porous acrylic counter is easy to cut for quick and hassle-free on-site finishing.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta counter 1.5mtr x 365 x 12mm White Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/52/E05852_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Atlanta_BathroomFurniture_Brchr_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PE10495,Atlanta Fitted toilet unit panel with cistern 600mm Lucia Premium,Atlanta,369.53,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 600mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in cleanly contemporary, light reflecting Lucia White gloss.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted toilet unit panel with cistern 600mm Lucia Premium,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/uc/ia/Fitted - Lucia_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PC24211,Nabis open mirror unit 700mm White Gloss,Nabis,175.63,Nabis open mirror unit is available in white gloss finish. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis open mirror unit 700mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-C24211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Open_Mirror_Unit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PE11178,Hib Aura mirror 50mm,Hib,237.93,"Bringing designer luxury into the bathroom, the HiB Aura 500mm mirror is fitted with ambient illumination that changes colour temperature to suit the mood and the task at hand. Easy to install, this convenient modern mirror includes a heated pad to help keep a section of mirror clear, even after a bath or shower, making mornings that much simpler.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Aura mirror 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/au/ra/Aura_wm.jpg,,,,Clear,,,N,40,,Glass & Aluminium,79560500,LED Mirror,N,LED illumination top and bottom,Heated pad clears condensation from centre of mirror,Touch-operated,"Press to switch LEDs on, hold to change temperature",Selectable colour temperature,Easy installation,IP44 protection for bathroom use,Aura,Yes,Rectangular,,,,,,,,
52,PC22494,Nabis Fitted furniture bar handle Chrome,Nabis,7.42,Nabis stylish and simple modern bar handle is designed with versatility in mind. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Fitted furniture bar handle Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/94/NW-C22494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Handles_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PC24162,Nabis Fitted Furniture carcass for standard washbasin unit 600mm Cashmere,Nabis,146.9,Nabis standard carcass is available in cashmere colour and suitable for use with washbasin units. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Fitted Furniture carcass for standard washbasin unit 600mm Cashmere,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/65/NW-C24162_C24165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Washbasin_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SR_Washbasin_Unit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PE05246,ATLA 2000 PLINTH & SEALING STRIP/WH GL,Atlanta,50.24,"This Atlanta Original Fitted plinth measures 180 x 2000mm and is finished in simple, clean white gloss, a neutral tone to suit any bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> ATLA 2000 PLINTH & SEALING STRIP/WH GL,,Plinth;Clear plastic sealing strip,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/46/E05246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PE11647,HIB 78732000 AIR 60 MIRROR,Hib,375.89,"An elegant design for contemporary bathrooms, the HiB Air 600mm bathroom mirror is fitted with a slimline statement frame lit using inbuilt LEDs controlled by wave activation. In addition to mood lighting, this smart mirror also includes a heated pad to help keep an area clear after your bath or shower, making daily use frustration-free. Allowing for ease of installation, all of the Air's electrical components are neatly contained within the mirror frame, meaning there's no need to drill into walls for concealment and recessing.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> HIB 78732000 AIR 60 MIRROR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/47/E11647_wm.jpg,,,,Clear,,,N,25,,Glass & Aluminium,78732000,LED Mirror,N,With LED illumination,Slimline profile,Heated pad clears section of mirror of condensation,Suitable for hanging landscape or portrait,Wave-type switch,,,Air,Yes,Rectangular,,,,,,,,
56,PC24073,Nabis Elegance doors for 500mm double wall unit 656 x 246mm Cashmere Gloss,Nabis,121.45,Nabis Elegance fascia pack is available in cashmere gloss finish and suitable for use with double wall units. The Nabis furniture range is designed with versatility in mind. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Elegance doors for 500mm double wall unit 656 x 246mm Cashmere Gloss,,2x doors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/73/NW-C24073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Double_Wall_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PE11648,HIB 78733000 AIR 120 MIRROR,Hib,494.46,"An elegant design for contemporary bathrooms, the HiB Air 700mm bathroom mirror is fitted with a slimline statement frame lit using inbuilt LEDs controlled by wave activation. In addition to mood lighting, this smart mirror also includes a heated pad to help keep an area clear after your bath or shower, making daily use frustration-free. Allowing for ease of installation, all of the Air's electrical components are neatly contained within the mirror frame, meaning there's no need to drill into walls for concealment and recessing.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> HIB 78733000 AIR 120 MIRROR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/48/E11648_wm.jpg,,,,Clear,,,N,25,,Glass & Aluminium,78733000,LED Mirror,N,With LED illumination,Slimline profile,Heated pad clears section of mirror of condensation,Suitable for hanging landscape or portrait,Wave-type switch,,,Air,Yes,Rectangular,,,,,,,,
