,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Range,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Max Set Pressure,Material,Thread Size,Model For Use With,Boiler Section,Boiler Range,Weight,Maximum Operating Temperature,Gender,Size,Connection Type 1
25,P463002,Ideal combustion chamber rear insulation,Ideal,25.05,"A genuine Ideal replacement part, this combustion chamber rear insulation is suitable for a wide range of Ideal burners. The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal combustion chamber rear insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/02/NW-463002_wm.jpg,,,,,,N,25.6L X 16.4W X 22H,E58031,"CXAP 100,CXA 50,CX2 240,CX2 140,CXA 50/H,CXA 110,CX2 140P,CX 80,CX 310,CXAP 40,CXA 70/H,CX2 275P,CXA 120/H,CXA 90/H,CX2 205P,CX2 340P,CXA 60,CXA 80,CXAP 100/H,CX 205,CXA 40/H,CXA 100,CX2 310,CXA 120,CX 340,CX 90,CX2 240P,CXAP,CX 70,CX 50,CX 140,CXA 80/H",078817,Combustion Chamber Rear Insulation,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
26,P114969,Ideal Spares gateway master kit,Ideal,68.0,A genuine Ideal varican gateway master kit.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares gateway master kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/69/114969_wm.jpg,,,,,,N,153 X 153 X 107,n/a,,221229,Gateway Master Kit,N,Commercial,For use with the Evomax 2 boiler range,Spares,Evomax 2,,,,,,,,,,,,,,
27,P114970,Ideal Spares gateway slave kit,Ideal,68.0,A genuine Ideal varican gateway slave kit.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares gateway slave kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/70/114970_wm.jpg,,,,,,N,153 X 153 X 107,n/a,,221230,Gateway Slave Kit,N,Commercial,For use with the Evomax 2 boiler range,Spares,Evomax 2,,,,,,,,,,,,,,
28,P463600,Ideal front combustion chamber insulation,Ideal,20.44,"A genuine Ideal part, this front combustion chamber insulation is suitable for use in Ideal CX commercial boilers.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal front combustion chamber insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/00/NW-463600_wm.jpg,,,,,,N,44.7L X 9.1W X 3.1H,E58028,"CXA 90,C,CXAP 60/H,CXAP 80/H,CX2 205,CXAP 80,CXA 50/H,CX2 140,CXA 110,CX2 170P,CX2 340,CX 275,CX 310,CX 80,CXAP 40,CX 60,CXA 100/H,CX2 310P,CXAP 70/H,CXAP 100/H,CXA 40/H,CX 205,CXA 100,CX2 310,CXA 120,CXC 110,CXAP 90,CX 340,CXC 44,CX 90,CXA 60/H,CXA 80/H",078816,Front Combustion Chamber Insulation,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
29,P792832,Ideal Spares air pressure switch,Ideal,103.17,"This Ideal air pressure switch is compatible with Ideal Xtra F 120, 160, 200, 240, 280, 320, 400, 480, 560 and 80 boilers. A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build-up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/32/NW-792832_wm.jpg,,,,,,N,14.8L X 21.2W X 5.8H,n/a,"Xtra F 280,Xtra F 160,Xtra F 480,Xtra F 240,Xtra F 120,Xtra F 560,Xtra F 80,Xtra F 320,Xtra F 200,Xtra F 400",174418,AIR PRESSURE SWITCH,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
30,P465237,Ideal Spares potentiometer assembly,Ideal,25.07,"This Ideal potentiometer assembly is suitable for use in a wide range of Ideal boilers. The potentiometer is a device involved in the management of the temperature in a central heating system. A range of styles is available and while some are attached to the boiler, wireless and Wi-Fi stats are also available.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares potentiometer assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/37/NW-465237_wm.jpg,,,,,,N,13.9L X 14.6W X 2.7H,E73444,"CXS 120,CXA 90,CXAP 100,CXDi 140/H,CXS 100,CXS 60/H,CXS 40/H,CXAP 80/H,CXS 40,CXAP 80,CXDi 180,CXS 100/H,CXA 50/H,CXA 110,CXDi 140,CXAP 40,CXA 100/H,CXS 110,CXS 70,CXAP 70/H,CXAP 100/H,CXA 40/H,CXA 100,CXA 120,CXAP 90,CXDi 110,CXS 110/H,CXA 60/H,CXA 80/H",154974,Potentiometer Assembly,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
31,P412849,Ideal Gas Valve gas valve rectifying lead,Ideal,42.6,"This Ideal gas valve rectifying lead is suitable for use in selected Ideal and Keston boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Gas Valve gas valve rectifying lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/49/NW-412849_wm.jpg,,,,,,N,,H98135,"60 LPG,150,120,40 LPG,100,Heat 55,Heat 45,80 LPG,80,60,30 LPG,40,30",176829,Gas Valve Rectifying Lead,N,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Gas Valve,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
32,P461311,Ideal Spares electrode,Ideal,38.41,An Ideal replacement electrode for CXA and CXAP boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/11/NW-461311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXA-40H-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P461314,Ideal Spares 154967 ignition electrode,Ideal,35.01,This Ideal ignition electrode is suitable for Ideal CXA and CXAP commercial boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares 154967 ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/14/NW-461314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXA-40H-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P463034,Ideal Spares electrode and lead assembly,Ideal,37.9,An Ideal replacement electrode and lead assembly for CX and CX2 boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares electrode and lead assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/34/NW-463034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Concord-CX40-100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P461310,Ideal Spares sensor,Ideal,35.03,"A genuine Ideal sensor offering compatibility with a wide range of Ideal commercial boilers. The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-461310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXS40-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P412845,Ideal BBC card kit (for Evomax NG80),Ideal,37.18,"Compatible with a range of Evomax boilers, this Ideal BCC card kit acts as the control centre of a boiler, controlling every process occurring throughout a system via switches, thermostats and sensors.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal BBC card kit (for Evomax NG80),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/45/NW-412845_wm.jpg,,,,,,N,16.9L X 11.5W X 1.5H,,,176423,BCC Card,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
37,P412851,Ideal Spares gasket fan,Ideal,5.62,An Ideal gasket fan for Keston Heat and Ideal commercial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares gasket fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/51/NW-412851_wm.jpg,,,,,,N,11.4L X 17W X 0.9H,n/a,"60 LPG,150,40 LPG,120,100,Heat 55,Heat 45,80 LPG,80,60,30 LPG,40,30",177478,Gasket Fan,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
38,P412848,Ideal Spares silicon seal 80mm Blue,Ideal,9.48,"This Ideal 80mm, blue silicone seal, or gasket, is suitable for use in a range of Ideal commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares silicon seal 80mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/48/NW-412848_wm.jpg,,,,,,N,9.7L X 16.9W X 1.8H,n/a,"W 45,C22/35,W 60 P,HE 24 + Programmer,W 80 P,60 LPG,C22/30,W 80,W 45 P,W 60,150,HE 24,80 LPG,HE 35 + Programmer,30,C22/24,HE 30 + Programmer,40 LPG,120,100,W 100,HE 35,HE 30,80,60,30 LPG,40",176589,Silicon Seal,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
39,P461313,Ideal Spares detection lead assembly,Ideal,10.43,An Ideal detection electrode suitable for CXA and CXAP boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares detection lead assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/13/NW-461313_wm.jpg,,,,,,N,10.7L X 8.1W X 1.2H,E73441,"CXA 90,CXAP 100,CXA 50,CXA 70,CXAP 80/H,CXA 50/H,CXAP 60,CXA 110,CXAP 40/H,CXA 70/H,CXAP 40,CXA 120/H,CXA 90/H,CXA 100/H,CXA 60,CXA 80,CXAP 70/H,CXAP 100/H,CXA 40/H,CXAP 70,CXA 100,CXAP 50,CXA 120,CXAP 50/H,CXAP 90,CXA 40,CXAP,CXA 60/H,CXA 80/H,CXA 110/H",154966,Detection Lead Assembly,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
40,P114980,Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,Ideal,149.0,This Ideal multiline extension flue kit is for cascade installations requiring additional height.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/80/114980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P114986,Ideal Spares Plate Heat Exchanger Kit 300Kw Dn65,Ideal,2031.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares Plate Heat Exchanger Kit 300Kw Dn65,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/86/114986_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114986_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P729463,Ideal Spares heat exch assembly kit 80,Ideal,2672.89,"A genuine Ideal replacement part, this heat exchanger assembly kit is compatible with commercial Evomax installations.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares heat exch assembly kit 80,,Heat Exchanger Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/63/729463_wm.jpg,,,,,,N,N/A,n/a,,176222,Commercial Boiler Parts,N,Commercial,,Spares,,,,,,,,,,,,,,,
43,P724536,IDEAL 110539 FAN/CTRL ASSY,Ideal,2377.41,This Ideal fan control assembly is designed for use in Ideal Super Plus commercial boiler units.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> IDEAL 110539 FAN/CTRL ASSY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/36/724536_wm.jpg,,,,,,N,49.6L X 39.4W X 32.2H,n/a,"Super Plus 400/4A,Super Plus 300/3,Super Plus 500/5,Super Plus 400/4,Super Plus 200/S,Super Plus 600/6,Super Plus 300/3A",110539,Fan Control Assembly,N,CommercialIndustrial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
44,P114960,Ideal Spares multiline extension kit 80/125,Ideal,424.0,"This Ideal Multiline extension flue kit enables an Evomax boiler installed as open flue to be connected via a common flue header, creating a single flue connection point to work with for safe, efficient installation.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares multiline extension kit 80/125,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/60/114960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/63/114959_114963.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Multiline_Flue-Kit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P703216,Ideal burner,Ideal,1232.88,"A genuine Ideal part, this burner is suitable for commercial boilers Ideal Xtra F 80 - 560.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/16/NW-703216_wm.jpg,,,,,,N,x  x,,,174410,Burner,N,Commercial,,,,,,,,,,,,,,,,,
46,P114968,Ideal Spares open flue kit 100,Ideal,43.0,"Suitable for both roof and wall mounting, the Ideal open flue kit and related accessories, including this air inlet grille, provide additional options for the installation of Evomax 2 boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares open flue kit 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/68/114968_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/68/114967_114968.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P114955,Ideal Spares horizontal wall flue kit 100/150,Ideal,243.0,"A genuine Ideal part, this concentric horizontal wall flue kit is used for installing the flue section of Evomax boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares horizontal wall flue kit 100/150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/55/114955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/55/114950_114955.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P114957,Ideal Spares plume kit 100/150,Ideal,285.0,Use this Ideal 100/125mm concentric plume kit for awkward installations where an extension of up to 10M is required. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares plume kit 100/150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/57/114957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/57/114956_114957.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax-2_Plume-Kit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P462449,Ideal Spares sight glass kit,Ideal,26.53,This Ideal replacement sight glass kit is suitable for Super and Super Plus commercial and industrial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares sight glass kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/NW-462449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P114963,Ideal Evomax 2 multiline extension kit exclude NRV 80,Ideal,149.0,This Ideal multiline extension flue kit is for cascade installations requiring additional height.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Evomax 2 multiline extension kit exclude NRV 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/63/114963_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/63/114959_114963.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P111361,"Ideal EvoMax 2 insulation starter kit, low height DN65/100",Ideal,252.0,"An Ideal 65mm starter kit for the Evomax 2 boiler.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.","Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal EvoMax 2 insulation starter kit, low height DN65/100",,EVOMAX2 INSUL START KIT - LH - DN65/100,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/61/111361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_2_Boiler_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Ideal_Evomax_Frame_and_Header_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P461807,Ideal Spares potentiometer kit,Ideal,48.32,"This Ideal potentiometer kit is suitable for use in a wide range of Ideal boilers. The potentiometer is a device involved in the management of the temperature in a central heating system. A range of styles is available and while some are attached to the boiler, wireless and Wi-Fi stats are also available.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares potentiometer kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/07/NW-461807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Plus_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
