,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Size,Connection Type,Diameter,Range,Warranty,Hazardous,Dimensions (L x W x D),Drainage Product Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Colour,Weight,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Feature 5,Feature 6,Feature 7
26,PF24309,Marley Deepflow loose pipe socket 68mm White,Marley,6.61,"This white Marley Deepflow 68mm loose pipe socket with socket x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow loose pipe socket 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/09/NW-F24309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PF22436,Marley round drain adaptor 65mm2 - 68mm,Marley,12.03,This Marley 65 - 68mm push-fit round drain adapter is aesthetically suited to the Flowline gutter system. It can also be fitted with the brand's Deepflow and Clipmaster systems using a square-to-round adapter.,Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley round drain adaptor 65mm2 - 68mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/le/2b/2-rle2b_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF39805,Marley Deepflow 1piece square stand off clip 65mm Black,Marley,3.82,"This black Marley Deepflow 112mm square one-piece stand-off clip is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow 1piece square stand off clip 65mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/05/NW-F39805_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF24366,Marley shoe 68mm White,Marley,10.3,"Offering high levels of weatherability, this Marley 68mm push-fit shoe is part of a circular downpipe system. It is compatible with Marley's Clipmaster, Deepflow and Flowline rainwater ranges.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley shoe 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rs/25/RS25_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PF24436,Marley round drain adaptor 65mm2 - 68mm White,Marley,12.03,This Marley 65 - 68mm push-fit round drain adapter is aesthetically suited to the Flowline gutter system. It can also be fitted with the brand's Deepflow and Clipmaster systems using a square-to-round adapter.,Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley round drain adaptor 65mm2 - 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/36/F24436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PF39104,Marley Clipmaster union clip White,Marley,5.3,"Offering easy installation, this Marley Clipmaster 112mm clip-joint union clip is part of the brand's nominal half-round gutter system. Suitable for use in a wide range of circumstances, this fitting is compatible with most half-round systems.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Clipmaster union clip White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/04/F39104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF24433,Marley square shoe 65mm White,Marley,8.66,This Marley 65mm push-fit square downpipe shoe is aesthetically suited to the Flowline gutter system. It can also be fitted with the brand's Deepflow and Clipmaster systems using a square-to-round adapter.,Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley square shoe 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rs/e1/RSE1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF24412,Marley RCE1W square 1 piece barrel clip 65mm White,Marley,4.05,"Ideal for installation with Flowline guttering, this 65mm square one-piece downpipe barrel clip in white is part of the Life4 system, giving it high levels of weatherability.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley RCE1W square 1 piece barrel clip 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rc/e1/RCE1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PF22409,Marley Deepflow square pipe socket plain 65mm Black,Marley,7.31,"This black Marley Deepflow plain socket is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow square pipe socket plain 65mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/09/NW-F22409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PF22412,Marley Deepflow square 1 piece barrel clip 65mm Black,Marley,4.05,"This black Marley Deepflow 65mm square one-piece barrel clip is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow square 1 piece barrel clip 65mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/12/NW-F22412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF39106,Marley Clip-Master fascia bracket White,Marley,2.41,"Offering simple installation, the Marley Clip-Master 112mm fascia bracket in white forms part of Marley's reliable PVC-u nominal half-round gutter system, meaning easy compatibility with most half-round systems. Clip-Master can be installed using either a notched or a notchless joint to suit conditions.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Clip-Master fascia bracket White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/06/NW-F39106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF22366,MLY 68MM R/WATER SHOE BLACK RS25B,Marley,10.3,"This black Marley Deepflow shoe with 68mm push-fit x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> MLY 68MM R/WATER SHOE BLACK RS25B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/66/NW-F22366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF24106,Marley Deepflow union clip White,Marley,9.57,"This white Marley Deepflow 112mm union clip is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow union clip White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/06/NW-F24106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF24206,Marley Flowline union bracket White,Marley,6.69,"This Marley 112mm clip-joint union bracket is part of the easy-install Flowline system. A stylish rectilinear rainwater system, Flowline carries water capacities well above those accepted by traditional half-round gutters.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Flowline union bracket White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ru/f1/RUF1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF24315,MLY 68MM 1 PIECE BARREL CLIP RCZ253:W,Marley,3.37,"This white Marley Deepflow 68mm one piece clip is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> MLY 68MM 1 PIECE BARREL CLIP RCZ253:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/15/NW-F24315_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF34940,Marley Deepflow 150 downpipe socket 150 x 82mm Black,Marley,13.06,"Finished in black, this Marley Deepflow 150 socket is ideal for use in small-to-medium commercial projects, flats and industrial applications.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow 150 downpipe socket 150 x 82mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/40/NW-F34940_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Deepflow_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF22315,MLY 68MM 1 PIECE BARREL P/CLIP RCZ253:B,Marley,3.37,"This black Marley Deepflow 94mm one piece clip is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> MLY 68MM 1 PIECE BARREL P/CLIP RCZ253:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/15/NW-F22315_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF22324,"Marley Deepflow backplate for 65mm, 68mm or 82mm Black",Marley,1.71,"This black Marley Deepflow backplate for 65mm, 68mm or 82mm is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.","Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow backplate for 65mm, 68mm or 82mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/24/NW-F22324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF22330,MLY 68X110MM REDUCER BLACK RRM425B,Marley,10.3,This Marley Ancillary 68 x 110mm drain adapter with socket connections is made of black PVC-u.,Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> MLY 68X110MM REDUCER BLACK RRM425B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/30/NW-F22330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF34904,Marley Deepflow RUJ1B union bracket 150mm Black,Marley,13.74,"Designed to create a self-cleansing flow, this black Marley Deepflow150 150mm union bracket with clip joint connection is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint. Deepflow150 has a larger size than classic Deepflow profile fittings, making it suitable for apartment blocks, small to medium commercial premises and industrial projects.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Deepflow RUJ1B union bracket 150mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/04/NW-F34904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Marley_Rainwater_Technical_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PF25367,MARLEY ESTENSION WALL BRACKET BLACK,Marley,18.72,"Made of black plastic, this Marley Ancillary 243mm universal extension bracket can be used for repairs or extensions in medium-to-high flow roofs.",Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> MARLEY ESTENSION WALL BRACKET BLACK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/NW-F25367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Design_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PF24209,Marley Flowline fascia bracket White,Marley,2.83,This Marley Flowline fascia bracket in white is part of the attractively designed rectilinear profile PVC-U Flowline gutter system. This system offers carrying capacities higher than standard half round gutters and is an ideal choice for larger roof areas with the option to use a notched or notchless joint.,Drainage/Rainwater Downpipes & Fittings/Downpipe Fittings/Downpipe Fittings.csv -> Marley Flowline fascia bracket White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/09/NW-F24209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
