,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 2,Attachment 3,Range,Boiler Section,Boiler Range,Feature 4,Feature 5,Feature 6,Feature 7,Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Connection Size,Application,Attachment 4,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 5,Attachment 6,Attachment 7,Pack Quantity
26,P302097,Drayton 779H340-3OLO mid-position valve 28mm,Drayton,185.84,"Making servicing simple, this Drayton 28mm motorised valve incorporates a snap-on actuator, which can be removed from the body by simply pressing the release button on the side. This system allows easy access for replacement of the motor or complete actuator replacement.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Drayton 779H340-3OLO mid-position valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/97/NW-302097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_MotorisedValves_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_MotorisedValves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P537703,"Altecnic 311 Series 311460 safety relief valve 1/2 x 1/2"" 6bar",Altecnic,19.27,"Suitable for domestic hot water and heating systems, the Altecnic 311 safety relief valve is used to protect a hot water cylinder or boiler and other components from the damage that can result from over-pressure. Fitted with 1/2"" BSP female connections and with a maximum set pressure of 6 bar, this valve opens upon reaching discharge pressure, discharging to the atmosphere in order to maintain a safe internal pressure level.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 311 Series 311460 safety relief valve 1/2 x 1/2"" 6bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/03/NW-537703_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_311_312_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P353142,Eph Controls DS1P 2 port actuator for DANFOSS,Eph Controls,44.7,"This EPH Controls DS1P two-port actuator with Detach Pro connections is a replacement part suitable for use in Danfoss, Sunvic and Potterton two-port motorised valves.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Eph Controls DS1P 2 port actuator for DANFOSS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/42/353142_wm.jpg,,N,DS1P,Type 1. AA. C in accordance with EN60730,N,ABS construction,Detachable,With aux switch,,,,,,Operating LED,Manual lever,,,Detach Pro,N/A,,,ABS,N/A,50,N/A,Domestic,,,,,,,,,,
29,P339360,Danfoss H Series HS3B 3-port valve and HSA3 22mm,Danfoss,101.47,"Offering versions for copper and iron pipework, Danfoss H three port paddle motorised zone valves are designed to work with an actuator, with assembly of the actuator to the valve body made on-site. These high capacity bodies incorporate two self-cleaning positive shut-off shoes and flow through the port valves can be in either direction.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss H Series HS3B 3-port valve and HSA3 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/61/NW-339359_339361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_H-Series_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P468885,Advanced Water TPR15 PTEM550951 pressure temperature relief valve 7bar,Advanced Water,111.4,"Designed with a reliable cartridge construction, the RWC 7 bar TPR15 pressure and temperature relief valve helps to maintain safe pressure and temperature levels in an unvented hot water system. This valve is supplied with 1/2"" MBSP threaded inlet x 15mm compression outlet connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water TPR15 PTEM550951 pressure temperature relief valve 7bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/85/468885_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_TPR15_TPR22_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P158097,Neomitis MTV228 2-port zone valve 28mm,Neomitis,73.29,This Neomitis MTV228 motorised zone valve with 28mm compression connections manages and controls the flow of water in heating and domestic hot water systems. Two port MTV normally closed models have end switches for electrical control of the pump and/or boiler.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Neomitis MTV228 2-port zone valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/97/NW-158096_158097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Neomitis_MTV_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Neomitis_MTV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P310993,Honeywell Home DU145-3/4B hw home du145b 22mm diff by-pass valve,Honeywell Home,52.52,"Helping a property to meet Building Regs, this DU145 automatic bypass valve controls the flow of water through a bypass circuit installed between flow and return pipework, usually at or near the boiler. Allowing flow through the bypass only as needed, when flow through the system is reduced and when zone valves or radiator thermostats are closing, this valve minimises energy use.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home DU145-3/4B hw home du145b 22mm diff by-pass valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/93/310993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P537853,Altecnic 533H 533841H pressure reducing valve with gauge 15mm,Altecnic,71.05,"With a specially-shaped diaphragm for accurate pressure regulation for an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve with gauge and 15mm connections is designed for higher flow rates and a low noise level, providing a maximum set pressure of 5.5 bar. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 533H 533841H pressure reducing valve with gauge 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/53/NW-537853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P411391,Vaillant Spare 0020143512 gas control valve,Vaillant,715.88,This Vaillant gas control valve is compatible with the ecoTEC plus VU 1006/5-5- and ecoTEC plus VU 1206/5-5- ranges.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Vaillant Spare 0020143512 gas control valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/91/411391_wm.jpg,,N,0020143512,Gas Control Valve,N,,,,,,Spare,,,,,,,,,,,,,,,,,,,,,,,,,
35,P537979,"Altecnic 309 Series 309470 CST temperature and pressure valve 1/2"" 7bar 90c",Altecnic,63.68,"Installed in an unvented domestic water storage cylinder, the Altecnic 309 7 bar, 90°C temperature and pressure valve controls and limits hot water temperature and pressure. Fitted with 1/2"" male BSP x 15mm compression connections, this valve ensures water won't reach 100C, simply discharging enough water to return the temperature or pressure to pre-determined conditions.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 309 Series 309470 CST temperature and pressure valve 1/2"" 7bar 90c",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/79/NW-537979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Altecnic_309_Valve_Instruction.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_309_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P468863,Advanced Water 102 Series PREL102002 pressure relief valve,Advanced Water,38.99,"Made of hot pressed brass, the RWC 102 series 6 bar potable water pressure relief expansion valve maintains a safe pressure level in closed circuit water heating systems. This valve is supplied with 1/2"" FBSP connections and has a high grade fibreglass reinforced plastic cap with response pressure indicator.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102002 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/63/468863_wm.jpg,,N,520-468-0721,Pressure Relief Valve,N,Pressure relief valve for MK1 Caleffi Multibloc,Pressure rating: 6.0 Bar,15mm outlet connection,,,102 Series,Gas Assembly,,Push-Fit Inlet Connection,Connection: 15mm Outlet Connection x Push Fit Inlet Connection,,,1/2 inch FBSP,BSP,6 bar,Female,Brass,1/2 inch,140,,,,,,,,,,,,
37,P468865,Advanced Water 102 Series PREL102042 pressure relief valve,Advanced Water,95.15,"Made of hot pressed brass, the RWC 102 series pressure relief valve helps to maintain safe pressure levels in closed circuit water heating systems. This valve has a set pressure relief range of 3.5 to 8 bar, 1/2"" MBSP x 1/2"" FBSP connections and a high grade fibreglass reinforced plastic cap with response pressure indicator.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102042 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/65/468865_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P891136,"Flamco Prescor female iron safety valve 3/4"" 3bar",Flamco,13.97,This Flamco Prescor safety valve maintains safe pressure levels in sealed central heating or chilled water systems. The set pressure and the valve's maximum capacity are marked on the valve for ease of selection.,"Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Flamco Prescor female iron safety valve 3/4"" 3bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/36/NW-891135_891136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_Man_Prescor_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P891140,"Flamco Prescomano combination safety valve and pressure gauge 1/2""",Flamco,21.3,This Flamco Prescomano safety valve maintains safe pressure levels in sealed central heating or chilled water systems. The set pressure and the valve's maximum capacity are marked on the valve for ease of selection.,"Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Flamco Prescomano combination safety valve and pressure gauge 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/40/NW-891140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_Man_Prescor_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_EU_Declaration.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Product_Catalogue.pdf,,,,,,,,,
40,P893012,"Altecnic 311 Series 311430 female x female safety valve 3bar 1/2""",Altecnic,16.69,"Suitable for domestic hot water and heating systems, the Altecnic 311 safety relief valve is used to protect a hot water cylinder or boiler and other components from the damage that can result from over-pressure. Fitted with 1/2"" BSP female connections and with a maximum set pressure of 3 bar, this valve opens upon reaching discharge pressure, discharging to the atmosphere in order to maintain a safe internal pressure level.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 311 Series 311430 female x female safety valve 3bar 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/12/NW-893012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_311_312_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P531360,Intatec Heating  ABPS402022 automatic straight bypass valve 22mm,Intatec,16.74,"Fitted with 22mm compression connections, this Intatec automatic bypass valve can stabilise circulation, flow rate and pump pressures in a heating system. This valve offers simple setting using system calculations for differential pressure along with on-valve visual dial. Automatically opening for bypass, a valve of this type can ensure optimised flow rates through a boiler while maintaining circulation even when thermostatic radiator valves are closed.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Intatec Heating  ABPS402022 automatic straight bypass valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/60/531360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_ABPV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P302039,Drayton Auto Bypass Valve 07 02 020 DTB auto bypass valve 22mm,Drayton,27.21,"This Drayton automatic bypass valve maintains a minimum flow rate in heating systems fitted with thermostatic radiator valves. When all TRVs are open, the bypass valve remains closed, allowing full boiler output to circulate, however when the TRVs sense that a selected room temperature is reached and start to close, the bypass valve opens, maintaining optimum flow and reducing the risk of damage to the boiler and pump. The valve can also minimise the noise created when flow decreases.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Drayton Auto Bypass Valve 07 02 020 DTB auto bypass valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/39/NW-302039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P468871,Advanced Water 102 Series PREL102018 pressure relief valve,Advanced Water,60.42,"Made of hot pressed brass, the RWC 102 series 6 bar potable water pressure relief expansion valve maintains a safe pressure level in closed circuit water heating systems. This valve is supplied with 3/4"" MBSP x 3/4"" FBSP connections and has a high grade fibreglass reinforced plastic cap with response pressure indicator.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102018 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/71/468871_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P493361,Advanced Water TPR15 PTEM550814 thermostastic pressure relief valve 3/4'' x 15mm 7bar,Advanced Water,99.68,"Designed with a reliable cartridge construction, the RWC 7 bar TPR15 pressure and temperature relief valve helps to maintain safe pressure and temperature levels in an unvented hot water system. This valve is supplied with 3/4"" loose nut inlet x 15mm compression outlet connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water TPR15 PTEM550814 thermostastic pressure relief valve 3/4'' x 15mm 7bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/61/493361_wm.jpg,,N,520-475-0705,Pressure and Temperature Relief Valve,N,"3/4"" Loose Nut (Inlet) x 15mm compression (Outlet) connections",Cartridge construction provides long life span and service of the valve,Locked Pressure Setting: 7 bar,,,TPR15,Gas Assembly,,Probe Length: 95mm,WRAS Approved,,,3/4 inch MBSP x 15 mm Compression,BSP,7 bar,Male,,3/4 inch,95,,,,,,,,,,,,
45,P531359,Intatec Heating  ABPA401022 Auto Bypass Valve Angled 22mm,Intatec,10.99,"Fitted with 22mm compression connections, this Intatec automatic bypass valve can stabilise circulation, flow rate and pump pressures in a heating system. This valve offers simple setting using system calculations for differential pressure along with on-valve visual dial. Automatically opening for bypass, a valve of this type can ensure optimised flow rates through a boiler while maintaining circulation even when thermostatic radiator valves are closed.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Intatec Heating  ABPA401022 Auto Bypass Valve Angled 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/59/531359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_ABPV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P537983,"Altecnic 309 Series 309570 CST temperature and pressure valve 3/4"" 7bar 90c",Altecnic,71.54,"Installed in an unvented domestic water storage cylinder, the Altecnic 309 7 bar, 90°C temperature and pressure valve controls and limits hot water temperature and pressure. Fitted with 3/4"" male BSP x 22mm compression connections, this valve ensures water won't reach 100C, simply discharging enough water to return the temperature and pressure to pre-determined conditions.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 309 Series 309570 CST temperature and pressure valve 3/4"" 7bar 90c",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/83/NW-537983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_309_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P893979,Altecnic 533H 533851H high temperature pressure reducing valve including gauge 22m,Altecnic,98.93,"With a specially-shaped diaphragm for accurate pressure regulation for an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve with gauge and 22mm connections is designed for higher flow rates and a low noise level, providing a maximum set pressure of 5.5 bar. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 533H 533851H high temperature pressure reducing valve including gauge 22m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/79/NW-893977_893979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P333226,Salus ZV22 2 Way 22mm Diverter Valve with Microswitch & Detachable Head,Salus,48.15,"Suitable for domestic or commercial fitting, this Salus motorised two-way diverter valve with microswitch and detachable head offers consistently reliable performance. This valve has a manual lever for ease of filling and draining as well as an easy to replace actuator, allowing for maintenance without the need to completely drain down the system. With industry standard wiring and 22mm compression connections, this two-way valve is simple to install.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Salus ZV22 2 Way 22mm Diverter Valve with Microswitch & Detachable Head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/26/NW-333226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salus_PMV28_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Salus_PMV22-28_Quick_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P506147,Intatec Heating  ABPA401022 automatic angled bypass valve 22mm - offer price,Intatec,10.99,"Used to stabilise circulation, pump pressure and flow rate in a heating system, this Intatec automatic angled bypass valve is fitted with 22mm compression connections. Offering easy setting via the on-valve visual dial using system calculations for differential pressure, the valve automatically opens for bypass, for an optimised flow rate through the boiler. This ensures that circulation continues should thermostatic radiator valves be closed.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Intatec Heating  ABPA401022 automatic angled bypass valve 22mm - offer price,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/59/NW-531359_wm.jpg,,N,506147 PK,Automatic Bypass Valve,N,Angled valve,Automatic stabilisation,No pumping against closed head,,,Heating,,,,,,,22 mm Compression,,,,Brass,22mm Compression,,,,,,,,,,,,,
50,P311861,Honeywell Home Twin Pack Zone Valve 22 mm,Honeywell Home,115.0,"Ideal for domestic or light commercial applications, the Honeywell Home 22mm motorised two-port zone valve is suitable for a variety of flow control tasks. Plumbed at any angle, providing it isn't blocking a vent or cold feed when closed, this valve offers ease of fitting above the horizontal level of existing pipework. It has a compact size perfect for confined space although ventilation should be ensured for maintenance of its ambient temperature range while access for powerhead removal should also be ensured.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home Twin Pack Zone Valve 22 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/34/310834_wm.jpg,,N,311861 PK,Motorised Zone Valve,N,Twin pack,For domestic use,Normally closed,,,,,,Differential pressure of 0.55 bar,Spring-return operation,Manual lever for filling/draining down system,Powerhead replaceable without drain down,22 mm Compression,22mm Compression,,,"Brass body, metal powerhead.",22 mm,50,22 mm,Domestic,,Potential-free end switch for electrical control of pump and/or boiler,Quiet operation,Minimal power consumption,SPST end switch,Compression connections,,,,
51,P339367,Danfoss H 2-port valve body 22mm,Danfoss,26.46,"This Danfoss HPV22 valve body with 22mm external compression connection has a high capacity body incorporating two self-cleaning positive shut-off shoes. Suitable for use in central heating and hot water circulation in wet domestic central heating systems, the two port valves allow for flow in either direction.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss H 2-port valve body 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/68/NW-339367_339368_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
