,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Diameter,Material Type,Range,Warranty,Hazardous,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Weight,Attachment 3,Attachment 4,Attachment 5,Connection Type
26,P193196,Kingspan Albion Fortic F1 direct copper cylinder combi  900 x 400mm,Kingspan,361.74,"Incorporating a cold water cistern and hot water storage tank, the compact 65L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi  900 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/97/193196_193197_wm.jpg,,,Blue,400 mm,copper,Albion Fortic,2 Year,N,KD900400G3C,Vented Cylinder,N,65 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
27,P172143,Center CYL L1B vented enviroment cylinder 1050 x 400mm Stainless Steel,Center,219.1,"The Center Stainless Steel cylinders are designed, manufactured and tested to the HWA (Hot Water Association) specification. They feature a Shower take-off/secondary return on all models as standard. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Center CYL L1B vented enviroment cylinder 1050 x 400mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/43/172143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172143_Center_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/172143_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P193201,Kingspan Albion Fortic F1 direct copper cylinder combi 900 x 450mm,Kingspan,371.2,"Incorporating a cold water cistern and hot water storage tank, the compact 85L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/03/193201_193203_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD900450G3C,Vented Cylinder,N,85 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
29,P193335,Kingspan Hercal indirect copper cylinder grade 3 1200 x 400mm,Kingspan,423.09,"Kingspan's Hercal Indirect British Standard 1566 double feed cylinders for use in open vented hot water systems are available in a wide range of sizes and in Grades 1, 2 and 3 to suit various working heads. These durable cylinders are designed to heat water using traditional gas, oil or electric boiler. They're also available with high recovery coil (Ultracal) or gravity coil. Extra tappings and immersion heater bosses can be fitted dependent on individual requirements.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Hercal indirect copper cylinder grade 3 1200 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/re/ct/KAIndirect_wm.jpg,,,Blue,400mm excl. lagging (470mm with lagging,copper,Hercal,2 years,N,KN1200400G3,,N,133 l,Available in a wide range of capacities and sizes,Provide domestic hot water and space heating,Part L1B compliant,Manufactured to BS1566,Single thickness of environmentally friendly CFC-free urethane foam lagging as standard for low standing heat loss,Available in three grade to suit working heads between 10 and 25mtrs,,,,,,,,,,
30,P193425,Kingspan Albion Hercal indirect copper cylinder grade 3 gravity 900 x 450mm,Kingspan,328.51,"Providing heating and domestic hot water in an open-vented system, this 117L Kingspan Albion Hercal indirect hot water cylinder with gravity coil uses a traditional gas, oil or electric boiler. Built from tough copper and lagged with 35mm of CFC-free insulation, this reliable cylinder is designed to minimise standing heat loss.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Hercal indirect copper cylinder grade 3 gravity 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/25/193425_wm.jpg,,,Blue,450mm,copper,Albion Hercal,2 Year,N,KN900450G3G,Vented Cylinder,N,117 l,Provides domestic hot water and space heating,Copper construction,"Single 35mm thickness of environmentally-friendly, CFC-free urethane foam lagging",Grade 3 to suit various working heads,Blue finish,Part L1B compliant,Manufactured to BS 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,
31,P172139,Center CYL L1B indirect vented enviroment cylinder 1050 x 450mm Copper,Center,296.62,"The Center Copper Enviro Cylinders are designed, manufactured and tested to the British Standard BS 1566-1. The double feed, indirectly heated cylinders are suitable for pumped primary circuits and a maximum working head of 10 meters. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the copper cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Center CYL L1B indirect vented enviroment cylinder 1050 x 450mm Copper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/39/172139_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172139_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P126565,Gledhill TruCyl indirect vented cylinder including immersion heater 1050 x 450mm,Gledhill,290.07,"This reliable, high quality Gledhill TruCyl indirect vented stainless steel cylinder is supplied with an immersion heater for convenient, complete installation.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Gledhill TruCyl indirect vented cylinder including immersion heater 1050 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/126561_126566_wm.jpg,,,Blue,450mm,Stainless Steel,TruCyl,10 Years,N,SETRU42X18INDIMM,Vented Cylinder,N,140 l,Includes factory fitted immersion heater,Stainless steel construction,Blue finish,,,,,,,,,,,,,
33,P172138,Center CYL L1B indirect vented enviroment cylinder 1050 x 400mm Copper,Center,272.88,"The Center Copper Enviro Cylinders are designed, manufactured and tested to the British Standard BS 1566-1. The double feed, indirectly heated cylinders are suitable for pumped primary circuits and a maximum working head of 10 meters. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the copper cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Center CYL L1B indirect vented enviroment cylinder 1050 x 400mm Copper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/38/172138_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172138_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P193221,Kingspan Albion E7 twin immersion boss cylinder grade 3 1050 x 450mm,Kingspan,444.49,"The 140L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1050 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD1050450G37,Vented Cylinder,N,140 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,Copper construction,Blue finish,Manufactured to British Standard 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,
35,P193225,Kingspan Albion E7 twin immersion boss cylinder grade 3 1500 x 450mm,Kingspan,662.02,"Incorporating a cold water cistern and hot water storage tank, the 206L Kingspan Albion Economy 7 combination unit does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs. Lagged with thick CFC-free urethane foam insulation, this hardwearing copper cylinder experiences minimal heat loss for high levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/25/193225_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD1500450G37,Vented Cylinder,N,206 l,Double thickness of environmentally-friendly CFC-free polyurethane foam lagging,Connections for use with back boiler,Side immersion bosses for back-up immersion heaters,Suitable replacement for an old Economy 7 cylinder,Available in Grade 3 to suit 10M working head,Energy Efficiency Class 3,Manufactured to British Standard 3198,2 year warranty,,,,13.9Kg,,,,
36,P172141,Center CYL L1B vented enviroment cylinder 900 x 400mm Stainless Steel,Center,199.0,"The Center Stainless Steel cylinders are designed, manufactured and tested to the HWA (Hot Water Association) specification. They feature a Shower take-off/secondary return on all models as standard. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Center CYL L1B vented enviroment cylinder 900 x 400mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/41/172141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172141_Center_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/172141_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P193188,Kingspan Albion direct copper cylinder grade 3 1050 x 450mm,Kingspan,326.27,"This Kingspan Albion 140L copper-built direct cylinder is suitable for use in open-vented hot water systems. Well-insulated in thick CFC-free lagging for reduced standing heat loss and with connections for a back-up immersion heater, this reliable cylinder is an ideal choice for demanding homes.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion direct copper cylinder grade 3 1050 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/89/193187_193189_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD1050450G3,Vented Cylinder,N,140 l,Copper construction,"Single thickness of environmentally-friendly, CFC-free foam lagging",Connections for use with back boiler,"Includes 2 1/2"" boss for back-up immersion heater",Available in Grade 3 to suit 10M working head,Blue finish,Energy Efficiency Class 3,Part L1B compliant,Manufactured to BS 1566,2 warranty against manufacturing defects,,,,,,
38,P193220,Kingspan Albion E7 twin immersion boss cylinder grade 3 900 x 450mm,Kingspan,394.83,"The 117L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD900450G37,Vented Cylinder,N,117 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,Copper construction,Blue finish,Manufactured to British Standard 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,
39,PT21885,Panasonic Aquarea KIT-G3TD30C1E5 stainless steel domestic hot water tank 300ltr,Panasonic,1482.0,"This Panasonic KIT-G3TD30C1E5 300L domestic hot water tank is designed for compatibility with an air source heat pump. Built in a tough, high quality stainless steel chosen for its longevity, this tank is fitted with a heating coil that boasts a large surface area of 3M square for complete efficiency. A-rated, this hot water tank is compatible with air to water heat pumps from Panasonic's own Aquarea range.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Panasonic Aquarea KIT-G3TD30C1E5 stainless steel domestic hot water tank 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_5/T21884_5_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P193187,Kingspan Albion direct copper cylinder grade 3 900 x 450mm,Kingspan,276.63,"This Kingspan Albion 117L copper-built direct cylinder is suitable for use in open-vented hot water systems. Well-insulated in thick CFC-free lagging for reduced standing heat loss and with connections for a back-up immersion heater, this reliable cylinder is an ideal choice for demanding homes.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion direct copper cylinder grade 3 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/89/193187_193189_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD900450G3,Vented Cylinder,N,117 l,Copper construction,"Single thickness of environmentally-friendly, CFC-free foam lagging",Connections for use with back boiler,"Includes 2 1/2"" boss for back-up immersion heater",Available in Grade 3 to suit 10M working head,Blue finish,Energy Efficiency Class 3,Part L1B compliant,Manufactured to BS 1566,2 warranty against manufacturing defects,,,,,,
41,P193343,Kingspan Hercal indirect copper cylinder grade 3 1050 x 450mm,Kingspan,343.45,"The Kingspan Hercal Grade 3 140L indirect cylinder offers easy, fast installation and reliable operation for years to come. Copper-built, this 1050 x 450mm cylinder is resistant to corrosion and includes extra-thick lagging to minimise standing heat losses in domestic properties where hot water is in high demand.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Hercal indirect copper cylinder grade 3 1050 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/43/NW-193343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Albion_Vented_Copper_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P193358,Kingspan Albion Fortic F3 indirect copper cylinder combi 1200 x 450mm,Kingspan,480.33,"Incorporating a cold water cistern and hot water storage tank, the compact 115L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F3 indirect copper cylinder combi 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/58/193356_193358_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KN1200450G3C,Vented Cylinder,N,115 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
43,PT21884,Panasonic Aquarea KIT-G3TD20C1E5 stainless steel domestic hot water tank 200ltr,Panasonic,1177.8,"Suitable for domestic use, the Panasonic Aquarea 200L stainless steel hot water tank is compatible with Aquarea air-to-water heat pumps. This efficient tank has a 3M2 heating coil surface and a robust stainless steel build for long lasting, highly reliable operation.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Panasonic Aquarea KIT-G3TD20C1E5 stainless steel domestic hot water tank 200ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_5/T21884_5_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P177582,Heatrae Sadia Coral Aquanox AF150TD direct auto fill cylinder 150ltr,Heatrae Sadia,1559.29,"Built to incorporate the most advanced technology available, the 150L Heatrae Sadia Coral Aquanox unvented cylinder brings together reliable hot water comfort, fast, mains pressure delivery and impressive levels of efficiency in one floor standing unit. With a thermal store incorporating an indirect heating coil for use with gas, oil or a heat only boiler system, plus a robust stainless steel cylinder lagged with heat loss-reducing foam insulation, the Coral Aquanox delivers excellent flow rate performance along with minimal waste.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Heatrae Sadia Coral Aquanox AF150TD direct auto fill cylinder 150ltr,,Coral Aquanox vented water heater incorporating immersion heater(s) ;thermal controls;Visual discharge indicator;Compression nuts ;olives;Immersion heater spanner;Installation ;servicing instructions;Guarantee card;Blending valve insulation kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/82/177582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Coral_Aquanox_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/HS_Coral_Aquanox_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PS08392,Acv Smartline SL320 cylinder,Acv,1994.0,"The stainless steel, 318L capacity Acv Smartline SL320 indirect hot water storage cylinder is a cost-effective choice for simple installations with no need for a de-stratification kit or flue. This long life cylinder is easy to set up, offering simple wiring and plug and play electrical connections alongside the reduced maintenance requirements of an anode-free design.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Acv Smartline SL320 cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/92/S08392_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Acv_Smartline_SL320_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Acv_Smartline_SL_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Acv_UK_Product_Guide_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Acv_Smartline_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Acv_Smartline_Installation_1.pdf,
46,P193202,Kingspan Albion Fortic F1 direct copper cylinder combi 1075 x 450mm,Kingspan,413.75,"Incorporating a cold water cistern and hot water storage tank, the compact 115L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 1075 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/03/193201_193203_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1075450G3C,Vented Cylinder,N,115 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
47,P193357,Kingspan Albion Fortic F3 indirect copper cylinder combi 1075 x 450mm,Kingspan,435.53,"Incorporating a cold water cistern and hot water storage tank, the compact 115L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F3 indirect copper cylinder combi 1075 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/58/193356_193358_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KN1075450G3C,Vented Cylinder,N,115 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
48,P128832,Gledhill Platinum indirect expansion vessel 250L preplumbed,Gledhill,1172.2,The Gledhill Platinum 250L indirect expansion vessel is pre-plumbed for ease and speed of installation.,Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Gledhill Platinum indirect expansion vessel 250L preplumbed,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/32/128832_wm.jpg,,,White,550,Stainless Steel,,25 Years,N,PLTIN250PP,,N,229 l,Stainless steel construction,Pre-plumbed for ease of fitting,With 22mm connections,25 year warranty,,,,,,,,46 kg,,,,22mm
49,P193198,Kingspan Fortic F1 direct copper cylinder combi 1200 x 400mm,Kingspan,442.13,"Offering a capacity of 90L, the Kingspan Fortic F1 direct copper combi cylinder measures 1200 x 400mm. Combining a cold water cistern and hot water tank in a single unit, using the Fortic F1 eliminates the requirement for a cold water storage tank, which means less pipes, less wasted space and less complicated installation work. Fitted with a double thickness of environmentally-friendly foam lagging, this efficient cylinder includes two immersion heater bosses.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Fortic F1 direct copper cylinder combi 1200 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/e7/KAHWSTE7_wm.jpg,,,Blue,400 mm,copper,Fortic,2 Year,N,KD1200400G3C,,N,90 l,Available in a range of sizes in direct and indirect formats,No need for a cold water storage tank in the loft,Double thickness of environmentally friendly CFC-Urethane foam lagging as standard for low standing heat loss,Two side entry immersion heater bosses,Manufactured to British standard,,,,,,,,,,,
50,P193218,Kingspan Albion E7 twin immersion boss cylinder grade 3 1500 x 400mm,Kingspan,614.72,"The 170L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1500 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,,Blue,400 mm,copper,Albion,2 Year,N,KD1500400G37,Vented Cylinder,N,170 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,Copper construction,Blue finish,Manufactured to British Standard 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,
