,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Type
27,PF23515,Marley Soilvent Soil pe soil pipe double spigot 110mm x 3mtr Grey,Marley,46.27,"Supplied in a 3M length, this Marley Solvent Soil 110mm pipe with double spigot is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Marley Soilvent Soil pe soil pipe double spigot 110mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/16/NW-F23515_F23516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PF29344,Polypipe Terrain 100P single socket soil pipe 160mm x 3mtr Grey,Polypipe,160.88,"Suitable for use in domestic installations, this 3M length Polypipe Terrain 100P single socket soil pipe with 160mm push-fit connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100P single socket soil pipe 160mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/44/NW-F29343_F29344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF57700,Geberit HDPE HDPE pipe length 110mm x 5mtr Black,Geberit,59.67,"Made of high density polyethylene (HDPE), this Geberit HDPE 110mm solvent weld pipe, supplied in a 5M length, is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Geberit HDPE HDPE pipe length 110mm x 5mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/00/NW-F57700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PF80882,Marley HDPE HDPE tempered pipe 160 x 6.2mm x 5mtr,Marley,129.94,This Marley HDPE 160mm pipe in black with plain end connections is supplied in a 5M length and is ideal for commercial applications or for use anywhere that high impact or abrasion resistance is needed.,Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Marley HDPE HDPE tempered pipe 160 x 6.2mm x 5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/82/NW-F80882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PQ40448,Wavin HDPE pipe 5mtr 160 x 6.2mm,Wavin,86.1,"Supplied in a 5M length, this Wavin HDPE 160mm pipe is part of a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519 standards. Wavin HDPE is a complete soil, waste and vent system offering durable chemical resistance, flexibility level and excellent impact resistance. This fitting is jointed by welding, ensuring resistance to tension.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin HDPE pipe 5mtr 160 x 6.2mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/48/NW-Q40448_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_HDPE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF67101,Polypipe PE double spigot soil pipe 110 x 3mtr White,Polypipe,93.05,"Supplied in a 3M length, this Polypipe System 2000 soil pipe is made of white PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe PE double spigot soil pipe 110 x 3mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/01/NW-F67101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PW10006,Ensign Agilium AP000 pipe DN150 3mtr,Ensign,290.25,"Part of the cast iron Ensign Agilium mechanically jointed above-ground drainage system, this Saint Gobain Ensign Agilium DN150 3M pipe is suitable for use in soil and waste systems as well as in venting, internal rainwater and suspended drainage applications. Offering excellent fire resistance properties, cast iron is also acoustically extremely quiet as well as being extremely robust, resulting in the potential for a service life in excess of fifty years.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Ensign Agilium AP000 pipe DN150 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/06/W10006_wm.jpg,,,,Red,150 mm,Mechanical,150mm,Agilium,1 year,30.5 kg,N,Pipe,Cast Iron,BS EN877,283725,N,"Domestic use, Fat Wastewater, Hot effluents, Hydrocarbon Wastewater, Rainwater, Runoff water, Industrial Wastewater",Suitable for domestic use,"Suitable for fat waste water, hot effluents and hydrocarbon waste water","Suitable for rainwater, runoff water and industrial waste water",Cast iron construction,"Red-brown, anti-corrosive acrylic coating, average thickness 40m","2-component ochre-coloured epoxy internal coating, average dry film thickness of 130m",Meets BS EN 877,1 year warranty,,,,,,
34,PF11307,50MM DBL SPGT MS PIPE 3000MM MS2001,Hargreaves,109.87,"Supplied in a 3M length, this Hargreaves Foundry Mech 416 cast iron double spigot pipe with 50mm male socket connections is part of a mechanically jointed socketless system specifically for above ground soil drainage. Suitable for apartment buildings and multi-storey car parks, this 100% recyclable fitting is finished with a matte black two-part epoxy coating.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> 50MM DBL SPGT MS PIPE 3000MM MS2001,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/07/NW-F11307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hargreaves_Mech416_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hargreaves_Mech416_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hargreaves_Mech416_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Warranty.pdf,,,,,
35,PW12183,Saint Gobain Ensign Soil EF028 tapered pipe 100 x 70mm,Saint Gobain,38.44,"This Saint Gobain Ensign Soil EF028 100 x 70mm tapered reducer pipe is made of cast iron with a red protective finish and compression connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Saint Gobain Ensign Soil EF028 tapered pipe 100 x 70mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/83/NW-W12182_W12183_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF66835,Polypipe PolySoil short boss pipe 110mm Grey,Polypipe,13.03,"Made of grey PVC-U, this Polypipe PolySoil boss pipe with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe PolySoil short boss pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/NW-F66835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF13536,Hargreaves plain soil pipe 65 x 1829mm,Hargreaves,118.57,"Made of cast iron, this Hargreaves 65mm soil pipe is part of the Premier LCC Soil range of traditional socket and spigot pipes and fittings designed for external soil and waste installations.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Hargreaves plain soil pipe 65 x 1829mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/36/NW-F13536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hargreaves_Premier_Soil_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hargreaves_Premier_LCC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Hargreaves_Premier_LCC_Product.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hargreaves_TraditionalExpress_SDS.pdf,,,,
38,PF40323,Polypipe Terrain Fuze 90deg screwed access pipe 160mm,Polypipe,138.8,"Made of HDPE with 160 x 110mm solvent weld connections, this Polypipe Terrain Fuze access pipe is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain Fuze 90deg screwed access pipe 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/24/NW-F40323_F40324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF13552,Hargreaves plain soil pipe 100 x 1829mm,Hargreaves,150.28,"Made of cast iron, this Hargreaves 100mm soil pipe is part of the Premier LCC Soil range of traditional socket and spigot pipes and fittings designed for external soil and waste installations.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Hargreaves plain soil pipe 100 x 1829mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/52/NW-F13552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hargreaves_Premier_Soil_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hargreaves_Premier_LCC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Hargreaves_Premier_LCC_Product.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hargreaves_TraditionalExpress_SDS.pdf,,,,
40,PF14512,Center CB 3 boss pipe 110mm Grey,Center CB,10.93,"This Center CB 110mm PVC-U boss pipe is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Center CB 3 boss pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/12/NW-F14512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF22452,82MM X 3M PIPE RING SEAL SOCKET  SP303:B,Marley,61.43,"Supplied in a 3M length, this Marley Push-Fit Soil 82mm pipe is made of black PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> 82MM X 3M PIPE RING SEAL SOCKET  SP303:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/p4/03/SP403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF29340,Polypipe Terrain 100P single socket soil pipe 82mm x 3mtr Grey,Polypipe,58.35,"Suitable for use in domestic installations, this 3M length Polypipe Terrain 100P single socket soil pipe with 82mm push-fit connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100P single socket soil pipe 82mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/40/NW-F29340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF14569,Center CB access pipe 110mm Grey,Center CB,47.76,"This Center CB 110mm push-fit access pipe is made of plastic and designed for high performance in commercial and domestic settings alike. Center's PVC-U solvent weld soil fittings are compatible with the push-fit range of pipes and fittings, providing permanent connections where required.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Center CB access pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/69/NW-F14569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF29399,Polypipe Terrain 100P access pipe and spigot/socket cover 160mm,Polypipe,117.38,"Suitable for use in domestic installations, this Polypipe Terrain 100P access pipe and spigot/socket cover with 160mm push-fit connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100P access pipe and spigot/socket cover 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/99/NW-F29399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF28003,"Polypipe Terrain plain end soil pipe 4"" x 4mtr Black",Polypipe,117.94,"Part of a comprehensive system, this 4M length of Polypipe Terrain 110mm plain end soil pipe is made of black PVC-u. The Terrain system includes a wide range of soil and waste drainage fittings that can be used in commercial, industrial, housing and public sector projects.","Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain plain end soil pipe 4"" x 4mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/00/F29300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PQ64287,Wavin OsmaSoil plain end bracket 3mtr x 110mm White,Wavin,66.7,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm pipe is made of white PVC-U. It is supplied in a 3M length with durable and reliable 100mm plain ends.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin OsmaSoil plain end bracket 3mtr x 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/87/NW-Q64287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PQ64230,Wavin Wavin OsmaSoil access pipe 110mm Grey,Wavin,62.98,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm access pipe is made of durable grey PVC-u and is fitted with secure 110mm socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil access pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/30/NW-Q64230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PQ64199,Wavin OsmaSoil plain end pipe 110mm x 3mtr Grey,Wavin,66.7,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm pipe is made of grey PVC-U. It is supplied in a 3M length with durable and reliable 100mm plain ends.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin OsmaSoil plain end pipe 110mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/99/NW-Q64199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PF13548,Hargreaves plain soil pipe 75 x 1829mm,Hargreaves,118.57,"Made of cast iron, this Hargreaves 75mm soil pipe is part of the Premier LCC Soil range of traditional socket and spigot pipes and fittings designed for external soil and waste installations.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Hargreaves plain soil pipe 75 x 1829mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/NW-F13548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hargreaves_Premier_Soil_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hargreaves_Premier_LCC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Hargreaves_Premier_LCC_Product.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hargreaves_TraditionalExpress_SDS.pdf,,,,
50,PQ64262,Wavin Wavin OsmaSoil boss pipe ring spigot 100mm Grey,Wavin,21.75,"Suitable for domestic or commercial use, this Wavin OsmaSoil 100mm ring spigot boss pipe is made of durable grey PVC-u and is fitted with secure 110 x 50 x 100mm socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil boss pipe ring spigot 100mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/62/NW-Q64262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PF87138,Marley dBlue MPD pipe 110mm x 3mtr Dark Blue,Marley,126.1,"Offering secure fitting, this Marley dBlue 3M length of MPD pipe in dark blue is designed with reliable 110mm solvent end connections. With three layers, the dBlue acoustic system provides reliable soundproofing, making it ideal for domestic use, as well as hospital and hotel installation.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Marley dBlue MPD pipe 110mm x 3mtr Dark Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-F87138_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil & waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
