,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
25,PQ66621,Wavin Osma DeepLine 90deg gutter angle Black,Wavin,16.33,This Wavin Osma DeepLine 113mm gutter angle is made of black PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma DeepLine 90deg gutter angle Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/21/NW-Q66621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
26,PW76155,"Alumasc Apex Heritage half round gutter 5"" x 6ft",Alumasc,66.33,"Made of black cast iron, this Alumasc Apex Heritage 125mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Apex Heritage half round gutter 5"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/55/NW-W76155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
27,PF67551,Polypipe half round gutter 112mm x 4mtr,Polypipe,54.26,"Made of black PVC-U, this Polypipe 112mm half-round gutter, supplied in a 4M length, is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Polypipe half round gutter 112mm x 4mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/51/NW-F67551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PQ68010,Wavin Wavin Osma RoundLine gutter bracket spacer Black,Wavin,3.54,"Made of black PVC-u with a smart semi-round profile, this Wavin Osma RoundLine 68mm gutter bracket spacer with push-fit connections has a projection of 21mm.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Wavin Osma RoundLine gutter bracket spacer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-Q68010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
29,PW76160,"Alumasc Apex Heritage beaded half round gutter 5"" x 6ft",Alumasc,64.42,"Made of black cast iron, this Alumasc Apex Heritage 125mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Apex Heritage beaded half round gutter 5"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/60/NW-W76160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PW76080,"Alumasc Apex Heritage beaded half round gutter 4.1/2"" x 6ft",Alumasc,56.32,"Made of black cast iron, this Alumasc Apex Heritage 113mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Apex Heritage beaded half round gutter 4.1/2"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/80/NW-W76080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PW50360,"Alumasc Heritage plain gutter 5 x 4"" x 6ft",Alumasc,132.57,"Manufactured in aluminium, this Alumasc Heritage 125mm moulded gutter with 125 x 100mm spigot x spigot connections has been designed to blend effortlessly into traditionally designed properties, offering architectural features appropriate to period builds while providing reliable suitability for contemporary fast-track building contracts.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Heritage plain gutter 5 x 4"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/60/NW-W50360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alumasc_Heritage_Gutter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/AlumascHeritage_RainwaterPipe_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,
32,PW55822,Marley Evolve Half Round beaded gutter 120mm x 3mtr Heritage Black,Marley,77.14,"This black Marley Evolve 3M long half-round gutter is compatible with 63mm and 76mm diameter downpipes. Marley's aluminium gutter system incorporates marine grade aluminium for low maintenance longevity while offering the easy, fast installation more commonly found in plastic gutter systems.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Marley Evolve Half Round beaded gutter 120mm x 3mtr Heritage Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/22/NW-W55822_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Marley_Alutec_Product Guide_Sept2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Evolve_Half_Round_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alutec_Evolve_Downpipe_Sys_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF10422,Hargreaves gutter (G46) 125 x 100 x 1829mm,Hargreaves,196.91,"Offering a traditional profile, the Hargreaves G46 125 x 100 x 1829mm gutter is manufatured in an extremely hardwearing moulded cast iron with a primed finish.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Hargreaves gutter (G46) 125 x 100 x 1829mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/22/F10422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/HargreavesFoundry_Prem&PremExtra_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PQ66027,Wavin Osma deep line gutter 113mm 4mtr Anthracite Grey,Wavin,47.03,"Suitable for use with RoundLine downpipe, this Wavin Osma DeepLine 113mm (4 1/2"") high capacity domestic gutter with semi-elliptical profile is supplied in a length of 4M. Standing up to heavy rainfall, this gutter offers a maximum roof capacity of 299M² with a single downpipe.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma deep line gutter 113mm 4mtr Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/27/Q66027_wm.jpg,,,,,Anthracite Grey,113mm,Plain,113mm,Osma,12 Months,2.463kg,N,Rainwater Gutter,PVC-U,n/a,3.5,No,BS EN 607:2004,9T974AG,N,113mm wide semi-elliptical profile,Plain connections,PVC-u construction,Anthracite grey finish,High capacity for use in heavy rainfall,Suitable for domestic use,Meets BS EN 607:2004,12 month warranty
35,PQ66624,Wavin Wavin Osma DeepLine gutter union deep run line Black,Wavin,10.28,"Made of black PVC-u, this Wavin Osma DeepLine 113mm gutter union is fitted using push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Wavin Osma DeepLine gutter union deep run line Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/24/NW-Q66624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF21508,MLY 4M FLOWLINE GUTTER   RGF4:B,Marley,28.55,"Made of black PVC-u, this Marley Flowline 4M gutter is part of the rectilinear profile Flowline gutter system. Supplying carrying capacities higher than standard half-round gutters, the Flowline system is perfect for larger roof areas and can be installed with a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M FLOWLINE GUTTER   RGF4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/09/NW-F21508_F21509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF22103,MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,Marley,32.99,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in black is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-F22103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF34900,DEEPFLOW 4M GUTTER HEAVY 150MM RGJ4:B,Marley,70.65,"Part of the semi-elliptical, self-cleansing Deepflow range, this 4M long Marley Deepflow 150 98mm gutter in black PVC-u is suitable for use in small-to-medium commercial projects and can also be used in flats and industrial applications.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> DEEPFLOW 4M GUTTER HEAVY 150MM RGJ4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/00/NW-F34900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Deepflow_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF23103,MLY 4M DEEPFLOW GUTTER GREY RGD4G,Marley,32.99,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in grey is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M DEEPFLOW GUTTER GREY RGD4G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/03/NW-F23103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF21509,MLY 4M FLOWLINE GUTTER   RGF4:W,Marley,28.55,"Made of white PVC-u, this Marley Flowline 4M gutter is part of the rectilinear profile Flowline gutter system. Supplying carrying capacities higher than standard half-round gutters, the Flowline system is perfect for larger roof areas and can be installed with a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M FLOWLINE GUTTER   RGF4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/09/NW-F21508_F21509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF21506,MLY 4M PE CLIPMASTER GUTTER  RGC4:W,Marley,28.99,"Easy to install, the Marley Clip-Master 4M length, 112mm gutter in white is part of a highly practical PVC-U nominal half-round gutter system offering compatibility with half-round systems from most manufacturers. Clip-Master can be installed using a notched or a notchless joint for added convenience.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M PE CLIPMASTER GUTTER  RGC4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/06/NW-F21506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF06373,Hunter Rainwater GR015 top rafter bracket Grey,Hunter,10.45,"This Hunter top rafter bracket in galvanised finish has an M5 gutter bolt and wing nut connection. Typically fitted ahead of tiling a roof, this bracket is not suitable for 170mm Highflo or 200mm Stormflo gutters.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Hunter Rainwater GR015 top rafter bracket Grey,,"bracket, gutter bolt, wing nut",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/73/F06373_wm.jpg,,,,,Galvanised,M5,Bolted,n/a,Rainwater,1 year,0.14,N,Rafter bracket,Galvanized Steel,n/a,3,N/A,N/A,GR015,N,Supplied with M5 gutter bolt and wing nut,,,,,,,
43,PF22321,MLY 68MM BARREL PIPE CLIP + N&B  RC252:B,Marley,2.72,"This black Marley Deepflow 68mm circular pipe clip is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 68MM BARREL PIPE CLIP + N&B  RC252:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/21/NW-F22321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF24103,MLY 4M DEEPFLOW  GUTTER HEAVY  RGD4:W,Marley,32.99,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in white is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 4M DEEPFLOW  GUTTER HEAVY  RGD4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/03/F24103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF22100,MLY 3M DEEPFLOW GUTTER BLACK  RGD3B,Marley,24.76,"Designed to create a self-cleansing flow, this 3M long Marley Deepflow 110mm gutter in black is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 3M DEEPFLOW GUTTER BLACK  RGD3B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/00/NW-F22100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PN57799,MLY 82MM OFFSET BEND ANTHR GREY RNE3AG,Marley,22.87,"Offering push-fit x solvent weld connections, this Marley 82mm offset bend has a smart Anthracite grey gloss finish.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY 82MM OFFSET BEND ANTHR GREY RNE3AG,,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/99/N57799_wm.jpg,,,,,Anthracite Grey/Gloss,82 mm,Push FitSolvent Weld,82 mm,82mm downpipe,1 year,0.16,N,Rainwater offset bend,Plastic,n/a,2,N/A,EN12200-1,RNE3AG,N,Available in a variety of colour options to suit most environments,Certified to BS4514,,,,,,
47,PF26103,MLY DEEPFLOW 4M GUTTER BROWN RGD4BR,Marley,34.3,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in brown is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> MLY DEEPFLOW 4M GUTTER BROWN RGD4BR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/03/NW-F26103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
